com.samsung.shealth.rewards,6261011,5
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2015-04-28 03:59:59.999,,,,2015-04-28 19:17:24.619,2015-04-28 04:00:37.889,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":64,""mValue2"":60}",ScgltublDV,com.sec.android.app.shealth,goal.activity,2015-04-28 03:59:59.999,326281ac-ae85-41be-bf7c-b568e86757ce,0,
,2016-09-13 20:46:02.788,,,,2016-09-15 00:15:03.462,2016-09-13 20:46:02.970,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":111,""mValue2"":60}",J9OOjwOhpg,com.sec.android.app.shealth,goal.activity,2016-09-13 20:46:02.788,1e5efcb5-885b-4a1d-a1e2-43014a304249,0,
,2016-08-22 03:59:59.999,,,,2016-08-23 15:22:37.295,2016-08-23 15:22:37.296,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":81,""mValue2"":60}",OBFuvbOf82,com.sec.android.app.shealth,goal.activity,2016-08-22 03:59:59.999,11552959-54cc-474e-a516-01105cb101bb,0,
,2016-06-28 00:01:45.545,,,,2016-06-28 19:39:13.478,2016-06-28 00:01:45.606,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":102,""mValue2"":60}",OBFuvbOf82,com.sec.android.app.shealth,goal.activity,2016-06-28 00:01:45.545,3fc0cbeb-8ce3-4e22-9b10-253ad59edb9b,0,
,2015-09-11 11:26:36.274,,,,2015-10-07 22:25:27.861,2015-09-11 11:26:36.347,,,goal_activity_reward_goal_achieved,UTC-0500,"{""mIsCompleted"":true,""mValue"":161,""mValue2"":60}",TiXFQW5DKB,com.sec.android.app.shealth,goal.activity,2015-09-11 11:26:36.274,ab989072-a820-43e6-978f-3f1f73777af4,0,
5000,,1001,,8723423b-1f65-c902-44a9-aca04d1257c9,2016-10-10 00:51:06.889,2016-10-10 00:51:06.889,,,5000,UTC-0400,1800000,Sg8DVB0xC3,com.sec.android.app.shealth,sport.tracker.goal.achievement.duration,2016-10-10 00:51:04.815,eca9811d-80db-477d-bb25-579f025ae353,0,
,2016-10-23 19:29:45.775,,,,2016-10-25 20:00:16.305,2016-10-23 19:29:46.168,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":142,""mValue2"":60}",Sg8DVB0xC3,com.sec.android.app.shealth,goal.activity,2016-10-23 19:29:45.775,2563dcf7-4fb2-422d-9b7a-8b007032b89f,0,
,2016-04-12 19:40:03.564,,,,2016-04-13 23:29:59.968,2016-04-12 19:40:03.783,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":96,""mValue2"":60}",OBFuvbOf82,com.sec.android.app.shealth,goal.activity,2016-04-12 19:40:03.564,eab53711-2ee4-42bc-9933-34551d0ae28b,0,
,2015-05-29 00:35:02.223,,,,2015-05-29 18:25:54.115,2015-05-29 00:35:02.495,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":93,""mValue2"":60}",ScgltublDV,com.sec.android.app.shealth,goal.activity,2015-05-29 00:35:02.223,03e2854e-eac8-4b2c-9a63-c5890706606b,0,
,2016-04-05 19:55:01.147,,,,2016-04-06 22:55:01.672,2016-04-05 19:55:01.249,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":94,""mValue2"":60}",OBFuvbOf82,com.sec.android.app.shealth,goal.activity,2016-04-05 19:55:01.147,775c3c3d-9f6a-4e8e-8b30-91785a59c9aa,0,
