com.samsung.shealth.tracker.pedometer_step_count,6261011,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
20412,4,0,35,2023-12-25 21:06:00.000,,,2023-12-25 21:07:27.200,2023-12-25 21:07:27.200,35,1.3055556,26.65,1.85,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-25 21:07:00.000,34fe779b-5ae5-48c4-9725-d6be02f4be10,
11439,4,0,18,2023-12-25 21:08:00.000,,,2023-12-25 21:08:34.572,2023-12-25 21:08:10.394,18,1.1924003,13.639999,1.0,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-25 21:09:00.000,77949460-ad47-469f-9e97-a94139ad7167,
7971,4,0,14,2023-12-25 21:18:00.000,,,2023-12-25 21:18:57.217,2023-12-25 21:18:50.645,14,1.3610557,10.85,0.76000005,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-25 21:19:00.000,1e65806c-cae6-41e2-bdf6-eb9bf56583d9,
13378,4,0,21,2023-12-25 21:19:00.000,,,2023-12-25 21:19:25.250,2023-12-25 21:19:15.536,21,1.1802163,15.790003,1.14,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-25 21:20:00.000,ee94e26e-5aa8-4ebb-9fce-61e6b8021cb4,
3996,4,0,6,2023-12-25 21:22:00.000,,,2023-12-25 21:22:43.813,2023-12-25 21:22:43.813,6,1.1111112,4.44,0.34,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-25 21:23:00.000,7bc2ecd5-5dbd-48da-b663-8b4a829a97e2,
17107,4,0,27,2023-12-26 05:28:00.000,,,2023-12-26 05:29:45.077,2023-12-26 05:28:17.803,27,1.1872253,20.31,1.5,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 05:29:00.000,c5ae0928-fd4e-4b3b-8d50-06bbbe9577b1,
17018,4,0,27,2023-12-26 06:35:00.000,,,2023-12-26 06:35:43.086,2023-12-26 06:35:24.626,27,1.1910397,20.270002,1.4000001,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 06:36:00.000,bf7f5901-1cb6-4330-9eaf-df8a9aa01b84,
18400,4,0,25,2023-12-26 09:08:00.000,,,2023-12-26 09:14:12.466,2023-12-26 09:14:12.466,25,1.0,18.4,1.44,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 09:09:00.000,709807d1-d8fb-4d3e-a380-95e11d18c95a,
19193,4,0,27,2023-12-26 09:09:00.000,,,2023-12-26 09:14:12.497,2023-12-26 09:14:12.497,27,1.0555555,20.26,1.52,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 09:10:00.000,94c50706-247a-41e7-aedd-7cffc0e2eb02,
710,4,0,1,2023-12-26 09:10:00.000,,,2023-12-26 09:14:12.528,2023-12-26 09:14:12.528,1,1.0277778,0.73,0.06,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 09:11:00.000,76d7adc9-d1f0-4d0f-8f19-a17ac9d0bacb,
24251,4,0,38,2023-12-25 16:26:00.000,,,2023-12-25 16:26:51.411,2023-12-25 16:26:09.286,38,1.1805549,28.629997,2.1099997,UTC-0500,riNzA2w1UR,com.sec.android.app.shealth,2023-12-25 16:27:00.000,c50e215f-4189-4fce-87a7-b437dc23a414,
15130,4,0,20,2023-12-25 16:27:00.000,,,2023-12-25 16:27:16.057,2023-12-25 16:27:05.792,20,0.95371336,14.43,1.1899998,UTC-0500,riNzA2w1UR,com.sec.android.app.shealth,2023-12-25 16:28:00.000,b126ba84-3242-4bfd-84bc-48cfba88a9bc,
6924,4,0,9,2023-12-26 17:55:00.000,,,2023-12-26 18:04:53.887,2023-12-26 18:04:53.887,9,0.9444444,6.54,0.52,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 17:56:00.000,c8e7d430-7a0b-4ad1-801f-b1a029812841,
13860,4,0,22,2023-12-26 17:59:00.000,,,2023-12-26 18:04:53.927,2023-12-26 18:04:53.927,22,1.1666666,16.17,1.27,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 18:00:00.000,ba8e0343-2f7b-4f4e-a9a5-bcc48e2d3a2f,
17577,4,0,27,2023-12-26 18:21:00.000,,,2023-12-26 18:35:00.965,2023-12-26 18:35:00.965,27,1.1111112,19.53,0.86,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 18:22:00.000,ac4d7478-aca0-4de1-94b2-ae2f82a50ef8,
5520,4,0,8,2023-12-26 19:14:00.000,,,2023-12-26 19:14:14.470,2023-12-26 19:14:13.329,8,1.0687795,5.9,0.26,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 19:15:00.000,3037e29f-c7d2-4cb6-9a35-8f28ae3c71bf,
13220,4,0,23,2023-12-26 19:20:00.000,,,2023-12-26 19:20:28.039,2023-12-26 19:20:00.868,23,1.3849682,18.310001,0.84999996,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 19:21:00.000,e65b0f38-2b05-4a47-bdc2-3b570be9a2fd,
7222,4,0,11,2023-12-26 19:41:00.000,,,2023-12-26 19:41:21.685,2023-12-26 19:41:18.470,11,1.1007754,7.9500003,0.35,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 19:42:00.000,8d28a241-96ed-47fc-aa1a-489d5bf088a4,
13028,4,0,20,2023-12-26 20:22:00.000,,,2023-12-26 20:24:47.235,2023-12-26 20:22:37.563,20,1.1205835,14.6,0.62,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 20:23:00.000,28fa8626-c6d3-49ef-975e-6b06a10f9d55,
10901,4,0,16,2023-12-26 22:23:00.000,,,2023-12-26 22:23:51.432,2023-12-26 22:23:41.264,16,1.0742114,11.710001,0.52,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 22:24:00.000,576c8ad7-e832-4fcb-a08d-a5d0cf644890,
5783,4,0,10,2023-12-26 22:38:00.000,,,2023-12-26 22:41:17.219,2023-12-26 22:41:17.219,10,1.2777778,7.39,0.33,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 22:39:00.000,9ddb1d3f-eb21-4de5-9517-c5eed9cbbde0,
4940,4,0,7,2023-12-26 22:39:00.000,,,2023-12-26 22:41:17.320,2023-12-26 22:41:17.320,7,1.0000001,4.94,0.24,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-26 22:40:00.000,408b6dbf-23d5-4a6c-abf5-6f8cf8e3c9ee,
12544,4,0,20,2023-12-26 22:29:00.000,,,2023-12-26 22:29:59.682,2023-12-26 22:29:54.889,20,1.205273,15.12,1.0799999,UTC-0500,riNzA2w1UR,com.sec.android.app.shealth,2023-12-26 22:30:00.000,3aa43a64-e660-43e8-ac00-1e52492ed745,
13751,4,0,22,2023-12-26 22:30:00.000,,,2023-12-26 22:30:13.872,2023-12-26 22:30:00.268,22,1.2049232,16.570002,1.2599998,UTC-0500,riNzA2w1UR,com.sec.android.app.shealth,2023-12-26 22:31:00.000,9006e886-a1de-4df0-a8ce-b7206f76368c,
17547,4,0,28,2023-12-26 22:38:00.000,,,2023-12-26 22:58:01.600,2023-12-26 22:58:01.600,28,1.1944444,20.96,1.58,UTC-0500,riNzA2w1UR,com.sec.android.app.shealth,2023-12-26 22:39:00.000,6b39080c-b274-4071-9828-f3c44d2dc8fd,
5466,4,0,8,2023-12-27 01:07:00.000,,,2023-12-27 01:08:22.845,2023-12-27 01:08:22.845,8,1.0555556,5.77,0.27,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 01:08:00.000,e3a50574-3f08-4572-b7ea-1e504d2cce03,
24688,4,0,34,2023-12-27 01:09:00.000,,,2023-12-27 01:09:34.109,2023-12-27 01:09:11.681,34,0.9781908,24.150002,1.0699996,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 01:10:00.000,3d4d65da-5fe8-4c92-aa6c-1ecbcbd109e3,
23642,4,0,38,2023-12-27 01:16:00.000,,,2023-12-27 01:36:16.733,2023-12-27 01:16:37.335,38,1.1860245,28.039993,1.2399999,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 01:17:00.000,0216fd27-4be1-43a5-a548-cc4565545d18,
2011,4,0,3,2023-12-27 01:17:00.000,,,2023-12-27 01:36:16.761,2023-12-27 01:17:00.758,3,1.0836648,2.18,0.089999996,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 01:18:00.000,d2c26e3b-3713-4005-ae71-803b2e459582,
19743,4,0,35,2023-12-27 03:04:00.000,,,2023-12-27 03:04:35.008,2023-12-27 03:04:08.002,35,1.3376505,26.41,1.0899997,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 03:05:00.000,3d2f2e65-6c4c-4334-8799-78dfacb11c01,
11104,4,0,16,2023-12-27 03:10:00.000,,,2023-12-27 03:10:47.951,2023-12-27 03:10:13.241,16,1.0337726,11.4800005,0.53,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 03:11:00.000,3a82a9db-d570-434a-bd5e-110b81cf67fa,
20321,4,0,34,2023-12-27 03:12:00.000,,,2023-12-27 03:12:53.036,2023-12-27 03:12:21.762,34,1.2469428,25.34,1.0899999,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 03:13:00.000,fce25961-dfd5-4077-82e6-a0bf95b98d57,
9020,4,0,13,2023-12-27 05:05:00.000,,,2023-12-27 05:05:37.177,2023-12-27 05:05:36.552,13,1.0298784,9.29,0.43,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 05:06:00.000,30e4ab81-07f5-48fa-ab4e-d6ff19629559,
10230,4,0,18,2023-12-27 05:12:00.000,,,2023-12-27 05:14:11.133,2023-12-27 05:14:11.133,18,1.3333334,13.64,0.58,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 05:13:00.000,f9c04b11-0270-4f28-b792-2e1b67bc7317,
25233,4,0,41,2023-12-27 05:13:00.000,,,2023-12-27 05:14:11.149,2023-12-27 05:14:11.149,41,1.1944444,30.14,1.27,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 05:14:00.000,e1fe21b2-5111-4497-9069-4d76d49c4aa7,
4061,4,0,6,2023-12-27 05:14:00.000,,,2023-12-27 05:14:14.576,2023-12-27 05:14:14.576,6,1.0833334,4.4,0.2,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 05:15:00.000,3b441287-5644-4cfc-abec-588c2ba530b5,
10948,4,0,15,2023-12-27 05:27:00.000,,,2023-12-27 05:35:01.863,2023-12-27 05:27:52.307,15,0.97544783,10.68,0.48,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 05:28:00.000,d24bebb0-847a-4a1c-8a14-2b88b67fe44b,
5640,4,0,8,2023-12-27 16:15:00.000,,,2023-12-27 16:28:59.894,2023-12-27 16:28:59.894,8,1.0,5.64,0.27,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 16:16:00.000,c65447b7-9dbd-4885-b2f4-d37a322b4d8b,
10792,4,0,18,2023-12-27 16:18:00.000,,,2023-12-27 16:28:59.918,2023-12-27 16:28:59.918,18,1.25,13.49,0.56,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 16:19:00.000,09479726-4642-4d59-a45d-bda38cf8cc14,
8046,4,0,12,2023-12-27 17:33:00.000,,,2023-12-27 17:33:18.112,2023-12-27 17:33:14.213,12,1.0738174,8.639999,0.38,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 17:34:00.000,f518996f-5427-4c0f-aa90-194a39bcdc33,
17439,4,0,27,2023-12-27 17:48:00.000,,,2023-12-27 17:48:57.741,2023-12-27 17:48:44.924,27,1.1370964,19.830002,0.8399997,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 17:49:00.000,b1e20663-0929-498c-b876-4f5b6e68b688,
3513,4,0,6,2023-12-27 17:56:00.000,,,2023-12-27 17:56:45.198,2023-12-27 17:56:45.198,6,1.2777778,4.49,0.2,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 17:57:00.000,7226c978-52a5-45cc-9d1d-75a27c8154d6,
26459,4,0,38,2023-12-27 17:57:00.000,,,2023-12-27 18:15:01.114,2023-12-27 17:57:10.065,38,1.030258,27.26,1.2499998,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 17:58:00.000,ecd20c70-a3b4-4666-8be0-b971347664ea,
4271,4,0,6,2023-12-27 17:32:00.000,,,2023-12-27 17:32:03.969,2023-12-27 17:32:03.969,6,1.0277778,4.39,0.34,UTC-0500,riNzA2w1UR,com.sec.android.app.shealth,2023-12-27 17:33:00.000,12f65e44-f579-436a-a008-0174e7407b32,
6106,4,0,9,2023-12-27 19:46:00.000,,,2023-12-27 19:46:59.903,2023-12-27 19:46:58.321,9,1.0759419,6.5699997,0.29,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 19:47:00.000,07d75f9c-fe8e-49a0-8a95-e04bf8d87dfa,
13845,4,0,23,2023-12-27 19:47:00.000,,,2023-12-27 19:47:52.854,2023-12-27 19:47:00.408,23,1.2451359,17.24,0.71999997,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 19:48:00.000,470305f2-0a04-44a1-a653-55bd948431eb,
9235,4,0,14,2023-12-27 19:51:00.000,,,2023-12-27 19:51:05.249,2023-12-27 19:51:00.060,14,1.096898,10.129999,0.44,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 19:52:00.000,08ddb81e-7418-4a1b-86f5-b337dc2a1795,
17583,4,0,30,2023-12-27 19:54:00.000,,,2023-12-27 19:54:39.768,2023-12-27 19:54:19.274,30,1.2733288,22.39,0.92999977,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 19:55:00.000,1e7db918-d6bd-48df-81f5-df445c8d5dad,
11902,4,0,18,2023-12-27 19:55:00.000,,,2023-12-27 20:15:11.760,2023-12-27 19:55:11.137,18,1.1157788,13.279999,1.05,UTC-0500,riNzA2w1UR,com.sec.android.app.shealth,2023-12-27 19:56:00.000,e969f8c0-a53f-4796-a39e-23b95947bbd9,
14160,4,0,22,2023-12-27 20:38:00.000,,,2023-12-27 20:55:09.776,2023-12-27 20:55:09.776,22,1.1666666,16.52,1.24,UTC-0500,riNzA2w1UR,com.sec.android.app.shealth,2023-12-27 20:39:00.000,d0b14940-670a-4e43-829d-06c042d96999,
21434,4,0,35,2023-12-27 22:13:00.000,,,2023-12-27 22:13:53.586,2023-12-27 22:13:01.062,35,1.2041368,25.81,1.1199998,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 22:14:00.000,4ad6f354-c78d-4bad-af15-d3c3d104f554,
21757,4,0,34,2023-12-27 22:26:00.000,,,2023-12-27 22:26:48.366,2023-12-27 22:26:29.781,34,1.1481286,24.98,1.0499995,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-27 22:27:00.000,db566be1-698b-46fb-b2d7-a24de9840dd9,
3284,4,0,6,2023-12-28 00:32:00.000,,,2023-12-28 00:32:22.863,2023-12-28 00:32:22.863,6,1.3611112,4.47,0.2,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 00:33:00.000,cdd464c4-4d2a-4f29-8bed-6d4cf2946573,
5550,4,0,9,2023-12-28 03:25:00.000,,,2023-12-28 03:25:59.118,2023-12-28 03:25:56.881,9,1.1782323,6.5399995,0.29,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 03:26:00.000,ed98d431-5480-4742-9449-106978ca82c3,
25957,4,0,42,2023-12-28 03:26:00.000,,,2023-12-28 03:26:46.310,2023-12-28 03:26:00.418,42,1.1938691,30.990002,1.3999999,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 03:27:00.000,68a2c24a-ef4b-4107-95fd-693609b9233d,
18806,4,0,29,2023-12-28 03:29:00.000,,,2023-12-28 03:30:30.267,2023-12-28 03:29:33.822,29,1.1208898,21.080002,0.96000004,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 03:30:00.000,e0bd0c03-a739-4328-8324-fe8b3c9c383b,
3572,4,0,7,2023-12-28 03:30:00.000,,,2023-12-28 03:30:30.294,2023-12-28 03:30:30.294,7,1.4722222,5.26,0.23,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 03:31:00.000,796e6801-012f-42d6-be9e-a817f5a8855c,
14507,4,0,25,2023-12-28 05:12:00.000,,,2023-12-28 05:15:02.031,2023-12-28 05:12:28.109,25,1.2959261,18.800001,0.7599999,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 05:13:00.000,9ff39bf2-4613-4ef9-bf40-4bbb9be4cf63,
8520,4,0,12,2023-12-28 05:14:00.000,,,2023-12-28 05:15:02.045,2023-12-28 05:15:02.045,12,0.99999994,8.52,0.39,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 05:15:00.000,3bd4f7a4-a35a-42df-8c02-41485fa251c5,
10846,4,0,20,2023-12-28 14:01:00.000,,,2023-12-28 14:01:23.719,2023-12-28 14:01:17.193,20,1.3903002,15.080002,0.61999995,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 14:02:00.000,06d67785-90de-4439-9f7a-ed8730ab9060,
27954,4,0,44,2023-12-28 14:03:00.000,,,2023-12-28 14:03:47.552,2023-12-28 14:03:24.312,44,1.1590343,32.4,1.3499992,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 14:04:00.000,982264e2-81ce-46a0-9edd-f159f36b673f,
5669,4,0,10,2023-12-28 14:05:00.000,,,2023-12-28 14:07:11.333,2023-12-28 14:07:11.333,10,1.3333334,7.56,0.32,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 14:06:00.000,36ab2f1c-8882-4e9e-a26b-0b7782f8cbd6,
8926,4,0,16,2023-12-28 14:06:00.000,,,2023-12-28 14:07:11.353,2023-12-28 14:07:11.353,16,1.3611112,12.15,0.48,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 14:07:00.000,21cf1b75-6ed6-476b-956b-75edbf7bff3f,
9231,4,0,14,2023-12-28 14:07:00.000,,,2023-12-28 14:07:43.819,2023-12-28 14:07:11.397,14,1.1167719,10.31,0.46,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 14:08:00.000,4983d4c9-aa02-4214-b37a-1a11f544de11,
5405,4,0,9,2023-12-28 14:39:00.000,,,2023-12-28 14:39:29.113,2023-12-28 14:39:27.442,9,1.209889,6.54,0.29,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 14:40:00.000,0f1d6cd3-dc78-4dce-91db-b995bdc12a72,
17497,4,0,30,2023-12-28 14:40:00.000,,,2023-12-28 14:40:39.995,2023-12-28 14:40:25.080,30,1.2836214,22.460003,0.9599996,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 14:41:00.000,3091e5de-94f0-4799-86a8-27655b572f0f,
7098,4,0,9,2023-12-28 17:44:00.000,,,2023-12-28 18:01:09.757,2023-12-28 18:01:09.757,9,0.8888889,6.31,0.3,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 17:45:00.000,0b8362d9-54f2-4e50-9aa6-d1eb0bf33a3f,
15533,4,0,27,2023-12-28 17:46:00.000,,,2023-12-28 18:01:09.820,2023-12-28 18:01:09.820,27,1.3055556,20.28,0.84,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 17:47:00.000,bf72e6e8-a7b1-48bf-80fc-c6471ced9cb1,
3720,4,0,6,2023-12-28 18:26:00.000,,,2023-12-28 18:26:39.615,2023-12-28 18:26:39.615,6,1.1666666,4.34,0.2,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 18:27:00.000,b35f3234-12e0-4a38-b9d4-72537ed4bfb2,
9859,4,0,16,2023-12-28 19:30:00.000,,,2023-12-28 19:30:59.793,2023-12-28 19:30:53.729,16,1.1907055,11.739998,0.5,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 19:31:00.000,a02f4709-6761-441f-b9c1-1334ffe10dcc,
8249,4,0,14,2023-12-28 19:31:00.000,,,2023-12-28 19:31:08.413,2023-12-28 19:31:00.391,14,1.2715939,10.49,0.42,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 19:32:00.000,3d79d3b9-8fc5-478d-ad2d-ab0fbd62464d,
20836,4,0,32,2023-12-28 19:38:00.000,,,2023-12-28 19:40:58.709,2023-12-28 19:38:14.243,32,1.1177686,23.29,1.08,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 19:39:00.000,042eabed-ddde-4d54-8ce5-8a3d6144bece,
6269,4,0,12,2023-12-28 20:43:00.000,,,2023-12-28 20:48:44.771,2023-12-28 20:48:44.771,12,1.4722222,9.23,0.38,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 20:44:00.000,b682bdb9-75a0-4815-bf03-4f3823a2b176,
23670,4,0,36,2023-12-28 20:45:00.000,,,2023-12-28 20:48:44.801,2023-12-28 20:48:44.801,36,1.1111112,26.3,1.15,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 20:46:00.000,9bbe4d3f-d749-4f67-9df4-a5882f3240b0,
27963,4,0,42,2023-12-28 21:00:00.000,,,2023-12-28 21:01:50.567,2023-12-28 21:01:50.567,42,1.1111112,31.07,1.32,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 21:01:00.000,47805fc0-529e-45a2-941d-48580cd68426,
5535,4,0,7,2023-12-28 21:01:00.000,,,2023-12-28 21:01:50.590,2023-12-28 21:01:50.590,7,0.8888889,4.92,0.24,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 21:02:00.000,3c50e38c-f8f8-4c96-853f-4ef198403efd,
4724,4,0,10,2023-12-28 21:27:00.000,,,2023-12-28 21:27:58.263,2023-12-28 21:27:57.099,10,1.6764332,7.92,0.31,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 21:28:00.000,5ee024b6-7658-4336-b622-58758469ac69,
14982,4,0,22,2023-12-28 21:28:00.000,,,2023-12-28 21:28:33.214,2023-12-28 21:28:24.270,22,1.0705888,16.039999,0.6899998,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 21:29:00.000,9624cff9-6ccf-428b-a8df-dde198d9e8de,
10202,4,0,16,2023-12-28 21:29:00.000,,,2023-12-28 21:30:23.244,2023-12-28 21:30:23.244,16,1.1388888,11.62,0.53,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 21:30:00.000,1723a7d5-e082-4a90-a67c-b9811f06d059,
16266,4,0,29,2023-12-28 21:30:00.000,,,2023-12-28 21:30:23.278,2023-12-28 21:30:23.278,29,1.3611112,22.14,0.89,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 21:31:00.000,d8a78b56-f69b-4edc-832b-6b6eef7a0fdc,
13094,4,0,23,2023-12-28 21:42:00.000,,,2023-12-28 21:57:27.535,2023-12-28 21:57:27.535,23,1.3333334,17.46,0.73,UTC-0500,qLIGTXAOb+,com.sec.android.app.shealth,2023-12-28 21:43:00.000,51d8914b-3334-43dd-b6ab-17d0e5c937b8,
