com.samsung.shealth.exercise,6261011,14
live_data_internal,mission_value,race_target,subset_data,start_longitude,routine_datauuid,total_calorie,completion_status,pace_info_id,activity_type,pace_live_data,sensing_status,source_type,mission_type,tracking_status,program_id,title,reward_status,heart_rate_sample_count,start_latitude,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,custom_id,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.create_sh_ver,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.modify_sh_ver,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid,com.samsung.health.exercise.sweat_loss
,0,,,,,139.53,0,,,,,4,0,,,,0,0,,0.0,,,,,,2524254,,,,059d9988-90ec-cdc4-93ec-b8a369e3a763.com.samsung.health.exercise.location_data.json,2019-11-14 22:50:11.747,1001,,,,0.0,,,,,0.0,2019-11-14 23:33:18.868,2019-11-14 23:33:18.868,,1.5555556,0.0,0.0,,2102.408,,139.53,0.0,,,UTC-0500,PEzvKidhug,,,059d9988-90ec-cdc4-93ec-b8a369e3a763.com.samsung.health.exercise.live_data.json,,1.0438063,com.sec.android.app.shealth,,,,2019-11-14 23:32:16.001,059d9988-90ec-cdc4-93ec-b8a369e3a763,,
,0,,,,,101.0,0,,,,,4,0,,,,0,,,0.0,,,,,,1123034,,,,4af2d271-a932-e72b-314a-1ed7550c9906.com.samsung.health.exercise.location_data.json,2021-03-20 19:02:42.775,1001,,,,,30001,,,,,2021-03-20 19:22:27.446,2021-03-20 19:22:27.446,,2.2463276,,,1509,1094.39,,101.0,,,,UTC-0400,C2yRtg360R,,,4af2d271-a932-e72b-314a-1ed7550c9906.com.samsung.health.exercise.live_data.json,,1.3131179,com.sec.android.app.shealth,,,,2021-03-20 19:21:25.809,4af2d271-a932-e72b-314a-1ed7550c9906,,
,0,,,,,38.26,0,,,,,4,0,,,,0,0,,0.0,,,,,,614304,,,,1675406c-b299-5013-dea4-e2faa65dcbae.com.samsung.health.exercise.location_data.json,2018-07-28 18:07:51.855,1001,,,,0.0,,,,,0.0,2018-07-28 18:19:07.264,2018-07-28 18:19:07.264,,1.1388888,0.0,0.0,,540.46,,38.26,0.0,,,UTC-0400,PEzvKidhug,,,1675406c-b299-5013-dea4-e2faa65dcbae.com.samsung.health.exercise.live_data.json,,1.043388,com.sec.android.app.shealth,,,,2018-07-28 18:18:06.159,1675406c-b299-5013-dea4-e2faa65dcbae,,
8852065e-fae9-4e27-bf97-e722119b62d2.live_data_internal.json,,,,,,275.06012,,,,,8852065e-fae9-4e27-bf97-e722119b62d2.sensing_status.json,7,,,,,1,2197,,,,,8852065e-fae9-4e27-bf97-e722119b62d2.location_data_internal.json,,,2403232,,,,8852065e-fae9-4e27-bf97-e722119b62d2.com.samsung.health.exercise.location_data.json,2022-06-29 21:15:08.478,1001,,280.015,541.144,113.0,30001,,255.585,,137.0,2022-06-29 23:34:12.993,2022-06-29 21:56:22.122,,1.549,97.44377,87.0,3903,3179.023,,273.547,114.0,559.065,35.08,UTC-0400,enBdMyKVSw,,,8852065e-fae9-4e27-bf97-e722119b62d2.com.samsung.health.exercise.live_data.json,,1.3228116,com.sec.android.app.shealth,,,,2022-06-29 21:56:15.637,8852065e-fae9-4e27-bf97-e722119b62d2,,
57e15d91-7951-eab1-06cf-400f0494ed59.live_data_internal.json,0,,,,,263.0,0,,,,,4,0,,,,0,205,,0.0,,,57e15d91-7951-eab1-06cf-400f0494ed59.location_data_internal.json,,,2212080,,,,57e15d91-7951-eab1-06cf-400f0494ed59.com.samsung.health.exercise.location_data.json,2021-04-19 22:35:26.380,1001,,,,110.0,30001,,,,130.0,2021-04-19 23:13:51.329,2021-04-19 23:13:51.329,,1.6944444,,82.0,3293,2451.969,,263.0,,,,UTC-0400,C2yRtg360R,,,57e15d91-7951-eab1-06cf-400f0494ed59.com.samsung.health.exercise.live_data.json,,1.2885739,com.sec.android.app.shealth,,,,2021-04-19 23:12:18.460,57e15d91-7951-eab1-06cf-400f0494ed59,,
170cf33a-06ff-4926-a7d8-0e1764a70e0e.live_data_internal.json,2817,,,,,,1,,,,,1,1,0,,,1,,,0.0,,,170cf33a-06ff-4926-a7d8-0e1764a70e0e.location_data_internal.json,,,1910167,,,,170cf33a-06ff-4926-a7d8-0e1764a70e0e.com.samsung.health.exercise.location_data.json,2020-05-05 20:06:30.722,1001,,260.589,764.0,,30001,,239.18391,,,2020-05-05 20:38:26.035,2020-05-05 20:06:30.753,,2.5,,,3330,2864.0,,204.0,,763.0,,UTC-0400,cfxbbbfj2r,,,170cf33a-06ff-4926-a7d8-0e1764a70e0e.com.samsung.health.exercise.live_data.json,,1.4997803,com.sec.android.app.shealth,61.032154,81.483665,,2020-05-05 20:38:22.197,170cf33a-06ff-4926-a7d8-0e1764a70e0e,,
,0,,,,,51.0,0,,,,,4,0,,,,0,,,0.0,,,,,,743239,,,,0594e59e-a47c-3eca-ccd5-0794b117d1b4.com.samsung.health.exercise.location_data.json,2020-11-19 02:54:35.926,1001,,,,,30001,,,,,2020-11-19 03:08:01.103,2020-11-19 03:08:01.103,,1.4116999,,,1274,942.679,,51.0,,,,UTC-0500,PEzvKidhug,,,0594e59e-a47c-3eca-ccd5-0794b117d1b4.com.samsung.health.exercise.live_data.json,,1.3565933,com.sec.android.app.shealth,,,,2020-11-19 03:06:59.165,0594e59e-a47c-3eca-ccd5-0794b117d1b4,,
,0,,,,,57.0,0,,,,,4,0,,,,0,,,0.0,,,,,,896287,,,,22b9dab8-8cde-bb40-180b-ee5cbf5ab154.com.samsung.health.exercise.location_data.json,2020-09-30 15:01:32.944,1001,,,,,30001,,,,,2020-09-30 15:17:30.394,2020-09-30 15:17:30.394,,1.3590056,,,1334,984.98,,57.0,,,,UTC-0400,PEzvKidhug,,,22b9dab8-8cde-bb40-180b-ee5cbf5ab154.com.samsung.health.exercise.live_data.json,,1.2900738,com.sec.android.app.shealth,,,,2020-09-30 15:16:29.231,22b9dab8-8cde-bb40-180b-ee5cbf5ab154,,
,0,,,,,61.0,0,,,,,4,0,,,,0,,,0.0,,,,,,963291,,,,9c623aad-85fb-e0ba-884a-e1e3ce5631b1.com.samsung.health.exercise.location_data.json,2020-11-06 23:32:30.972,1001,,,,,30001,,,,,2020-11-06 23:49:36.525,2020-11-06 23:49:36.525,,1.8888888,,,1410,1046.165,,61.0,,,,UTC-0500,PEzvKidhug,,,9c623aad-85fb-e0ba-884a-e1e3ce5631b1.com.samsung.health.exercise.live_data.json,,1.3070807,com.sec.android.app.shealth,,,,2020-11-06 23:48:34.263,9c623aad-85fb-e0ba-884a-e1e3ce5631b1,,
,0,,,,,117.47,0,,,,,4,0,,,,0,0,,0.0,,,,,,1793549,,,,b921647c-069a-adee-0947-817260ea6774.com.samsung.health.exercise.location_data.json,2018-08-18 00:18:14.713,1001,,,,0.0,,,,,0.0,2018-08-18 00:49:10.386,2018-08-18 00:49:10.386,,1.5018629,0.0,0.0,,1742.86,,117.47,0.0,,,UTC-0400,PEzvKidhug,,,b921647c-069a-adee-0947-817260ea6774.com.samsung.health.exercise.live_data.json,,1.1107483,com.sec.android.app.shealth,,,,2018-08-18 00:48:08.262,b921647c-069a-adee-0947-817260ea6774,,
b6027e7f-de78-4d41-85a6-0e792b241719.live_data_internal.json,,,,,,133.0,,,,,b6027e7f-de78-4d41-85a6-0e792b241719.sensing_status.json,4,,,,,,986,,,,,b6027e7f-de78-4d41-85a6-0e792b241719.location_data_internal.json,,,1165036,,,,b6027e7f-de78-4d41-85a6-0e792b241719.com.samsung.health.exercise.location_data.json,2022-10-05 03:03:33.398,1001,,,,111.0,30001,,,,138.0,2022-10-05 03:24:34.630,2022-10-05 03:24:34.630,,1.2319313,84.718414,86.0,1645,1192.63,,133.0,101.0,,,UTC-0400,enBdMyKVSw,,,b6027e7f-de78-4d41-85a6-0e792b241719.com.samsung.health.exercise.live_data.json,,1.0236851,com.sec.android.app.shealth,,,,2022-10-05 03:22:58.434,b6027e7f-de78-4d41-85a6-0e792b241719,,
98d91d4c-ae7f-4cc4-90e6-2be9123dd0e1.live_data_internal.json,2817,,,,,220.13268,1,,,,,1,1,0,,,1,,,0.0,,,98d91d4c-ae7f-4cc4-90e6-2be9123dd0e1.location_data_internal.json,,,2042112,,,,98d91d4c-ae7f-4cc4-90e6-2be9123dd0e1.com.samsung.health.exercise.location_data.json,2020-04-22 20:37:00.171,1001,,266.31213,698.0,,30001,,241.5884,,,2020-04-22 23:23:51.357,2020-04-22 20:37:00.173,,1.82,,,3493,2892.0,,220.0,,533.0,,UTC-0400,cfxbbbfj2r,,,98d91d4c-ae7f-4cc4-90e6-2be9123dd0e1.com.samsung.health.exercise.live_data.json,,1.4170383,com.sec.android.app.shealth,66.65064,52.781025,,2020-04-22 21:11:09.536,98d91d4c-ae7f-4cc4-90e6-2be9123dd0e1,,
6f082338-440d-4b87-9eda-089fb1568121.live_data_internal.json,,,,,,247.0,,,,,6f082338-440d-4b87-9eda-089fb1568121.sensing_status.json,4,,,,,,1829,,,,,6f082338-440d-4b87-9eda-089fb1568121.location_data_internal.json,,,2072428,,,,6f082338-440d-4b87-9eda-089fb1568121.com.samsung.health.exercise.location_data.json,2022-09-07 19:13:18.741,1001,,,,111.0,30001,,,,124.0,2022-09-07 19:49:27.617,2022-09-07 19:49:27.617,,1.4301695,100.0276,85.0,3455,2709.05,,247.0,109.0,,,UTC-0400,fOrMnGyNlI,,,6f082338-440d-4b87-9eda-089fb1568121.com.samsung.health.exercise.live_data.json,,1.3071866,com.sec.android.app.shealth,,,,2022-09-07 19:47:51.169,6f082338-440d-4b87-9eda-089fb1568121,,
a65ad72a-ed30-4f37-8e5a-1968c1fbc6c1.live_data_internal.json,2817,,,,,200.02211,1,,,,,1,1,0,,,1,,,0.0,,,a65ad72a-ed30-4f37-8e5a-1968c1fbc6c1.location_data_internal.json,,,1886989,,,,a65ad72a-ed30-4f37-8e5a-1968c1fbc6c1.com.samsung.health.exercise.location_data.json,2020-05-09 19:58:06.719,1001,,256.2979,482.0,,30001,,238.32518,,,2020-05-09 20:43:33.072,2020-05-09 19:58:06.761,,1.98,,,3300,2825.0,,200.0,,727.0,,UTC-0400,cfxbbbfj2r,,,a65ad72a-ed30-4f37-8e5a-1968c1fbc6c1.com.samsung.health.exercise.live_data.json,,1.4989728,com.sec.android.app.shealth,57.00147,71.54594,,2020-05-09 20:29:34.221,a65ad72a-ed30-4f37-8e5a-1968c1fbc6c1,,
,0,,,,,72.0,0,,,,,4,0,,,,0,,,0.0,,,,,,1135898,,,,53d32c0c-61cf-9327-6eb3-ba4a088dc091.com.samsung.health.exercise.location_data.json,2020-10-29 20:28:15.782,1001,,,,,30001,,,,,2020-10-29 20:48:13.608,2020-10-29 20:48:13.608,,1.5,,,1564,1147.066,,72.0,,,,UTC-0400,PEzvKidhug,,,53d32c0c-61cf-9327-6eb3-ba4a088dc091.com.samsung.health.exercise.live_data.json,,1.2758874,com.sec.android.app.shealth,,,,2020-10-29 20:47:11.680,53d32c0c-61cf-9327-6eb3-ba4a088dc091,,
74588783-bd6e-48ee-9abb-247cb308c851.live_data_internal.json,2817,,,,,194.02211,0,,,,,1,1,0,,,1,,,0.0,,,74588783-bd6e-48ee-9abb-247cb308c851.location_data_internal.json,,,1402556,,,,74588783-bd6e-48ee-9abb-247cb308c851.com.samsung.health.exercise.location_data.json,2020-04-16 20:16:43.522,1001,,257.8727,566.0,,30001,,239.31075,,,2020-04-17 19:28:48.709,2020-04-16 20:16:43.555,,1.7576166,,,2519,1989.0,,194.0,,891.0,,UTC-0400,cfxbbbfj2r,,,74588783-bd6e-48ee-9abb-247cb308c851.com.samsung.health.exercise.live_data.json,,1.4197636,com.sec.android.app.shealth,92.060776,118.7997,,2020-04-16 20:40:07.683,74588783-bd6e-48ee-9abb-247cb308c851,,
,0,,,,,155.0,0,,,,,4,0,,,,0,,,0.0,,,,,,2153217,,,,426dcd54-be98-03d2-27b8-cf0afd416ec3.com.samsung.health.exercise.location_data.json,2020-09-21 18:45:30.603,1001,,,,,30001,,,,,2020-09-21 19:22:26.334,2020-09-21 19:22:26.334,,1.6666666,,,3416,2536.948,,155.0,,,,UTC-0400,PEzvKidhug,,,426dcd54-be98-03d2-27b8-cf0afd416ec3.com.samsung.health.exercise.live_data.json,,1.2823567,com.sec.android.app.shealth,,,,2020-09-21 19:21:23.820,426dcd54-be98-03d2-27b8-cf0afd416ec3,,
779a0aec-a7aa-468f-aa6f-a14e7b0a8134.live_data_internal.json,2817,,,,,206.06635,0,,,,,1,1,0,,,1,,,0.0,,,779a0aec-a7aa-468f-aa6f-a14e7b0a8134.location_data_internal.json,,,1812759,,,,779a0aec-a7aa-468f-aa6f-a14e7b0a8134.com.samsung.health.exercise.location_data.json,2020-04-17 19:28:57.349,1001,,259.87027,794.0,,30001,,243.3587,,,2020-04-17 19:59:25.242,2020-04-17 19:28:57.354,,1.8233334,,,3242,2730.0,,206.0,,808.0,,UTC-0400,cfxbbbfj2r,,,779a0aec-a7aa-468f-aa6f-a14e7b0a8134.com.samsung.health.exercise.live_data.json,,1.5069314,com.sec.android.app.shealth,65.67782,73.21651,,2020-04-17 19:59:12.754,779a0aec-a7aa-468f-aa6f-a14e7b0a8134,,
,0,,,,,138.37,0,,,,,4,0,,,,0,0,,0.0,,,,,,2357647,,,,25621fac-8805-5348-a099-ed8259a25477.com.samsung.health.exercise.location_data.json,2019-11-06 22:51:32.142,1001,,,,0.0,,,,,0.0,2019-11-06 23:31:50.305,2019-11-06 23:31:50.305,,1.373,0.0,0.0,,2104.89,,138.37,0.0,,,UTC-0500,PEzvKidhug,,,25621fac-8805-5348-a099-ed8259a25477.com.samsung.health.exercise.live_data.json,,1.0602934,com.sec.android.app.shealth,,,,2019-11-06 23:30:49.789,25621fac-8805-5348-a099-ed8259a25477,,
,0,,,,,135.73,0,,,,,4,0,,,,0,0,,0.0,,,,,,2104971,,,,3bc9a3a5-6960-27ee-14f3-22a94e18cd7b.com.samsung.health.exercise.location_data.json,2020-04-22 22:24:31.232,1001,,,,0.0,,,,,0.0,2020-04-22 23:00:37.547,2020-04-22 23:00:37.547,,1.254,0.0,0.0,,2012.161,,135.73,0.0,,,UTC-0400,PEzvKidhug,,,3bc9a3a5-6960-27ee-14f3-22a94e18cd7b.com.samsung.health.exercise.live_data.json,,1.0879003,com.sec.android.app.shealth,,,,2020-04-22 22:59:36.203,3bc9a3a5-6960-27ee-14f3-22a94e18cd7b,,
ee0e5733-1a37-4c2d-b1bb-9994409cf480.live_data_internal.json,2817,,,,,238.26535,1,,,,,1,1,0,,,1,,,0.0,,,ee0e5733-1a37-4c2d-b1bb-9994409cf480.location_data_internal.json,,,2208836,,,,ee0e5733-1a37-4c2d-b1bb-9994409cf480.com.samsung.health.exercise.location_data.json,2020-06-22 19:24:28.761,1001,,256.1394,849.0,,30001,,236.39368,,,2020-06-23 14:03:43.675,2020-06-22 19:24:28.765,,1.43,,,3651,2852.0,,238.0,,617.0,,UTC-0400,cfxbbbfj2r,,,ee0e5733-1a37-4c2d-b1bb-9994409cf480.com.samsung.health.exercise.live_data.json,,1.2932254,com.sec.android.app.shealth,75.58165,61.44994,,2020-06-22 20:01:29.931,ee0e5733-1a37-4c2d-b1bb-9994409cf480,,
,0,,,,,71.17,0,,,,,4,0,,,,0,0,,0.0,,,,,,1129587,,,,83e6a871-c345-c530-56be-e3c47e7a1647.com.samsung.health.exercise.location_data.json,2018-07-16 03:39:22.293,1001,,,,0.0,,,,,0.0,2018-07-16 03:59:13.386,2018-07-16 03:59:13.386,,1.4722222,0.0,0.0,,1072.702,,71.17,0.0,,,UTC-0400,PEzvKidhug,,,83e6a871-c345-c530-56be-e3c47e7a1647.com.samsung.health.exercise.live_data.json,,1.0774822,com.sec.android.app.shealth,,,,2018-07-16 03:58:11.880,83e6a871-c345-c530-56be-e3c47e7a1647,,
,0,,,,,87.0,0,,,,,4,0,,,,0,,,0.0,,,,,,1253251,,,,11d5c108-6c36-cf3c-19cd-717d01a07a9b.com.samsung.health.exercise.location_data.json,2020-11-10 20:15:30.185,1001,,,,,30001,,,,,2020-11-10 20:37:25.476,2020-11-10 20:37:25.476,,1.5277778,,,1891,1409.308,,87.0,,,,UTC-0500,PEzvKidhug,,,11d5c108-6c36-cf3c-19cd-717d01a07a9b.com.samsung.health.exercise.live_data.json,,1.2637167,com.sec.android.app.shealth,,,,2020-11-10 20:36:23.436,11d5c108-6c36-cf3c-19cd-717d01a07a9b,,
,0,,,,,127.85,0,,,,,4,0,,,,0,0,,0.0,,,,,,1888811,,,,66107cd2-481d-90bb-eca0-02c16ab206d1.com.samsung.health.exercise.location_data.json,2019-05-29 01:37:48.054,1001,,,,0.0,,,,,0.0,2019-05-29 02:10:17.940,2019-05-29 02:10:17.940,,1.4444444,0.0,0.0,,1946.646,,127.85,0.0,,,UTC-0400,PEzvKidhug,,,66107cd2-481d-90bb-eca0-02c16ab206d1.com.samsung.health.exercise.live_data.json,,1.1137918,com.sec.android.app.shealth,,,,2019-05-29 02:09:16.865,66107cd2-481d-90bb-eca0-02c16ab206d1,,
0c4247d8-9503-412e-8952-4762a6f14b20.live_data_internal.json,,,,,,74.0,,,,,0c4247d8-9503-412e-8952-4762a6f14b20.sensing_status.json,4,,,,,,466,,,,,,,,642579,,,,,2022-11-22 21:58:39.513,1001,,,,104.0,30001,,,,111.0,2022-11-22 22:10:57.977,2022-11-22 22:10:57.977,,1.4444444,70.87067,93.0,759,567.15,,74.0,100.0,,,UTC-0500,S6s5XqaxNg,,,0c4247d8-9503-412e-8952-4762a6f14b20.com.samsung.health.exercise.live_data.json,,0.88261527,com.sec.android.app.shealth,,,,2022-11-22 22:09:22.092,0c4247d8-9503-412e-8952-4762a6f14b20,,
a5cb225c-5406-8239-eacc-bcccb69c1256.live_data_internal.json,0,,,,,249.00352,0,,,,,1,0,,,,1,3115,,0.0,,,a5cb225c-5406-8239-eacc-bcccb69c1256.location_data_internal.json,,,3117480,,,,a5cb225c-5406-8239-eacc-bcccb69c1256.com.samsung.health.exercise.location_data.json,2020-09-27 17:21:41.710,1001,,291.15976,0.0,115.0,30001,,251.57549,,154.0,2020-09-27 18:35:03.061,2020-09-27 18:14:43.431,,1.856,98.63736,73.0,5125,4158.687,,247.602,134.187,0.0,,UTC-0400,PEzvKidhug,,,a5cb225c-5406-8239-eacc-bcccb69c1256.com.samsung.health.exercise.live_data.json,,1.33399,com.sec.android.app.shealth,,,,2020-09-27 18:14:42.760,a5cb225c-5406-8239-eacc-bcccb69c1256,,
,0,,,,,81.0,0,,,,,4,0,,,,0,,,0.0,,,,,,1173157,,,,9eb5c61b-a5b8-ecd7-7f7f-6a29337a74a1.com.samsung.health.exercise.location_data.json,2020-11-10 20:39:00.266,1001,,,,,30001,,,,,2020-11-10 20:59:33.469,2020-11-10 20:59:33.469,,1.3573886,,,1881,1396.535,,81.0,,,,UTC-0500,PEzvKidhug,,,9eb5c61b-a5b8-ecd7-7f7f-6a29337a74a1.com.samsung.health.exercise.live_data.json,,1.2693324,com.sec.android.app.shealth,,,,2020-11-10 20:58:33.423,9eb5c61b-a5b8-ecd7-7f7f-6a29337a74a1,,
e45287a5-7ee0-49d2-f1b9-be01d36dca56.live_data_internal.json,0,,,,,342.44382,0,,,,e45287a5-7ee0-49d2-f1b9-be01d36dca56.sensing_status.json,7,0,,,,1,1838,,0.0,,,e45287a5-7ee0-49d2-f1b9-be01d36dca56.location_data_internal.json,,,2468729,,,,e45287a5-7ee0-49d2-f1b9-be01d36dca56.com.samsung.health.exercise.location_data.json,2021-06-29 20:14:19.670,1001,,284.90427,,103.0,30001,,274.79782,,129.0,2021-08-25 22:17:19.786,2021-06-29 21:21:38.008,,1.659,95.51582,87.0,3913,2934.324,,305.209,131.118,,,UTC-0400,C2yRtg360R,,,e45287a5-7ee0-49d2-f1b9-be01d36dca56.com.samsung.health.exercise.live_data.json,,1.1885966,com.sec.android.app.shealth,,,,2021-06-29 21:21:37.170,e45287a5-7ee0-49d2-f1b9-be01d36dca56,,
,0,,,,,41.22,0,,,,,4,0,,,,0,0,,0.0,,,,,,684775,,,,a8620a9e-1fdf-b3c0-ae6d-7143af41c6f0.com.samsung.health.exercise.location_data.json,2019-02-01 00:48:02.283,1001,,,,0.0,,,,,0.0,2019-02-01 01:00:28.309,2019-02-01 01:00:28.309,,1.2110704,0.0,0.0,,642.82,,41.22,0.0,,,UTC-0500,PEzvKidhug,,,a8620a9e-1fdf-b3c0-ae6d-7143af41c6f0.com.samsung.health.exercise.live_data.json,,1.0953035,com.sec.android.app.shealth,,,,2019-02-01 00:59:27.058,a8620a9e-1fdf-b3c0-ae6d-7143af41c6f0,,
a5663907-f150-4ecf-96f8-fd2507789bf1.live_data_internal.json,,,,,,59.000042,,,,,a5663907-f150-4ecf-96f8-fd2507789bf1.sensing_status.json,7,,,,,1,47,,,,,,,,624553,,,,,2022-08-04 18:39:16.918,1001,,,,110.0,30001,,,,116.0,2022-08-04 23:03:24.380,2022-08-04 18:50:05.498,,,,100.0,0,646.67,,59.0,,,,UTC-0400,wTlI5+wI+C,,,a5663907-f150-4ecf-96f8-fd2507789bf1.com.samsung.health.exercise.live_data.json,,1.0354125,com.sec.android.app.shealth,,,,2022-08-04 18:49:41.473,a5663907-f150-4ecf-96f8-fd2507789bf1,,
f438263d-a04e-301c-6366-86e22e530a9d.live_data_internal.json,0,,,,,219.03403,0,,,,,1,0,,,,1,2003,,0.0,,,f438263d-a04e-301c-6366-86e22e530a9d.location_data_internal.json,,,2026279,,,,f438263d-a04e-301c-6366-86e22e530a9d.com.samsung.health.exercise.location_data.json,2020-04-13 19:26:43.586,1001,,240.534,667.638,110.0,,,219.724,,160.0,2020-04-13 20:12:21.364,2020-04-13 20:00:46.465,,1.613,0.0,77.0,,2835.988,,218.674,0.0,784.359,,UTC-0400,PEzvKidhug,,,f438263d-a04e-301c-6366-86e22e530a9d.com.samsung.health.exercise.live_data.json,,1.3996032,com.sec.android.app.shealth,,,,2020-04-13 20:00:45.932,f438263d-a04e-301c-6366-86e22e530a9d,,
,0,,,,,61.62,0,,,,,4,0,,,,0,0,,0.0,,,,,,1074328,,,,a1278ea9-675e-1146-4a8b-047eb00faddd.com.samsung.health.exercise.location_data.json,2018-09-22 17:56:31.051,1001,,,,0.0,,,,,0.0,2018-09-22 18:15:27.229,2018-09-22 18:15:27.229,,1.25,0.0,0.0,,936.86,,61.62,0.0,,,UTC-0400,PEzvKidhug,,,a1278ea9-675e-1146-4a8b-047eb00faddd.com.samsung.health.exercise.live_data.json,,1.0430888,com.sec.android.app.shealth,,,,2018-09-22 18:14:25.379,a1278ea9-675e-1146-4a8b-047eb00faddd,,
,0,,,,,50.36,0,,,,,4,0,,,,0,0,,0.0,,,,,,872939,,,,98fa5110-ac89-1091-5adf-f042f04748ed.com.samsung.health.exercise.location_data.json,2018-10-16 18:28:31.909,1001,,,,0.0,,,,,0.0,2018-10-16 18:44:06.438,2018-10-16 18:44:06.438,,1.4575732,0.0,0.0,,635.041,,50.36,0.0,,,UTC-0400,PEzvKidhug,,,98fa5110-ac89-1091-5adf-f042f04748ed.com.samsung.health.exercise.live_data.json,,1.1072773,com.sec.android.app.shealth,,,,2018-10-16 18:43:04.848,98fa5110-ac89-1091-5adf-f042f04748ed,,
,0,,,,,63.0,0,,,,,4,0,,,,0,,,0.0,,,,,,957650,,,,144603f9-f3af-430a-8320-3e2451f31a60.com.samsung.health.exercise.location_data.json,2021-02-25 19:43:56.449,1001,,,,,30001,,,,,2021-02-25 20:00:55.462,2021-02-25 20:00:55.462,,1.411083,,,1397,1031.87,,63.0,,,,UTC-0500,PEzvKidhug,,,144603f9-f3af-430a-8320-3e2451f31a60.com.samsung.health.exercise.live_data.json,,1.2742182,com.sec.android.app.shealth,,,,2021-02-25 19:59:54.099,144603f9-f3af-430a-8320-3e2451f31a60,,
,0,,,,,122.63,0,,,,,4,0,,,,0,0,,0.0,,,,,,1848238,,,,1a008881-9467-d910-6935-f330f60912e6.com.samsung.health.exercise.location_data.json,2018-07-20 00:28:11.067,1001,,,,0.0,,,,,0.0,2018-07-20 00:59:59.605,2018-07-20 00:59:59.605,,1.1981076,0.0,0.0,,1870.703,,122.63,0.0,,,UTC-0400,PEzvKidhug,,,1a008881-9467-d910-6935-f330f60912e6.com.samsung.health.exercise.live_data.json,,1.0705402,com.sec.android.app.shealth,,,,2018-07-20 00:58:59.305,1a008881-9467-d910-6935-f330f60912e6,,
,0,,,,,57.0,0,,,,,4,0,,,,0,,,0.0,,,,,,837933,,,,8d7d0580-57fe-e94d-4b94-a76773526925.com.samsung.health.exercise.location_data.json,2020-11-20 19:37:26.414,1001,,,,,30001,,,,,2020-11-20 19:52:26.434,2020-11-20 19:52:26.434,,1.3352493,,,1351,993.64,,57.0,,,,UTC-0500,PEzvKidhug,,,8d7d0580-57fe-e94d-4b94-a76773526925.com.samsung.health.exercise.live_data.json,,1.2718743,com.sec.android.app.shealth,,,,2020-11-20 19:51:24.347,8d7d0580-57fe-e94d-4b94-a76773526925,,
,0,,,,,38.86,0,,,,,4,0,,,,0,0,,0.0,,,,,,668968,,,,315932bb-97bb-5f69-129c-9206ea9ce803.com.samsung.health.exercise.location_data.json,2019-02-10 00:19:18.103,1001,,,,0.0,,,,,0.0,2019-02-10 00:31:28.379,2019-02-10 00:31:28.379,,1.2222222,0.0,0.0,,594.18,,38.86,0.0,,,UTC-0500,PEzvKidhug,,,315932bb-97bb-5f69-129c-9206ea9ce803.com.samsung.health.exercise.live_data.json,,1.0506643,com.sec.android.app.shealth,,,,2019-02-10 00:30:27.071,315932bb-97bb-5f69-129c-9206ea9ce803,,
,0,,,,,169.0,0,,,,,4,0,,,,0,,,0.0,,,,,,2326731,,,,5affbd66-66ab-2ce1-f465-a7b7db360699.com.samsung.health.exercise.location_data.json,2020-08-16 18:36:13.027,1001,,,,,30001,,,,,2020-08-16 19:16:02.483,2020-08-16 19:16:02.483,,1.4722222,,,3602,2689.288,,169.0,,,,UTC-0400,PEzvKidhug,,,5affbd66-66ab-2ce1-f465-a7b7db360699.com.samsung.health.exercise.live_data.json,,1.2733277,com.sec.android.app.shealth,,,,2020-08-16 19:14:59.758,5affbd66-66ab-2ce1-f465-a7b7db360699,,
