com.samsung.shealth.exercise,6261011,14
live_data_internal,mission_value,race_target,subset_data,start_longitude,routine_datauuid,total_calorie,completion_status,pace_info_id,activity_type,pace_live_data,sensing_status,source_type,mission_type,tracking_status,program_id,title,reward_status,heart_rate_sample_count,start_latitude,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,custom_id,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.create_sh_ver,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.modify_sh_ver,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid,com.samsung.health.exercise.sweat_loss
,0,,,,,36.2,0,,,,,4,0,,,,0,0,,0.0,,,,,,624516,,,,009f21db-5345-6b93-98d0-5f4b18f07094.com.samsung.health.exercise.location_data.json,2018-05-01 15:53:23.199,1001,,,,0.0,,,,,0.0,2018-05-01 16:04:48.418,2018-05-01 16:04:48.418,,1.5277778,0.0,0.0,,583.019,,36.2,0.0,,,UTC-0400,PEzvKidhug,,,009f21db-5345-6b93-98d0-5f4b18f07094.com.samsung.health.exercise.live_data.json,,1.2419182,com.sec.android.app.shealth,,,,2018-05-01 16:03:47.715,009f21db-5345-6b93-98d0-5f4b18f07094,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2004591,,,,,2014-05-27 22:18:32.488,1002,,0.0,,126.0,,,0.0,,178.0,2015-05-04 23:39:38.883,2014-05-27 22:18:32.488,,3.112,,,,3.9595697,,306.35,,,,UTC+0000,7FBCXSeqw+,,,,,1.97525,com.sec.android.app.shealth,,,,2014-05-27 22:51:57.079,63fc5de0-8e15-ebcc-c6af-eb47ab96a3a0,,
,0,,,,,92.7,0,,,,,4,0,,,,0,0,,0.0,,,08a2377c-18ed-0c1b-1198-896c5f9f6c42.location_data_internal.json,,,1353900,,,,08a2377c-18ed-0c1b-1198-896c5f9f6c42.com.samsung.health.exercise.location_data.json,2016-12-23 01:52:52.620,1001,,,,0.0,,,,,0.0,2016-12-23 04:42:48.853,2016-12-23 02:16:27.169,,1.4034989,0.0,0.0,,1434.919,,92.7,0.0,,,UTC-0500,PEzvKidhug,,,08a2377c-18ed-0c1b-1198-896c5f9f6c42.com.samsung.health.exercise.live_data.json,,1.099952,com.sec.android.app.shealth,,,,2016-12-23 02:15:26.520,08a2377c-18ed-0c1b-1198-896c5f9f6c42,,
,0,,,,,40.31,0,,,,,4,0,,,,0,0,,0.0,,,870faeb7-94cf-4df6-332c-895b1d2eed64.location_data_internal.json,,,701644,,,,870faeb7-94cf-4df6-332c-895b1d2eed64.com.samsung.health.exercise.location_data.json,2017-07-03 22:36:50.330,1001,,,,0.0,,,,,0.0,2017-07-03 22:49:33.317,2017-07-03 22:49:33.317,,1.3611112,0.0,0.0,,697.88,,40.31,0.0,,,UTC-0500,PEzvKidhug,,,870faeb7-94cf-4df6-332c-895b1d2eed64.com.samsung.health.exercise.live_data.json,,1.0823015,com.sec.android.app.shealth,,,,2017-07-03 22:48:31.974,870faeb7-94cf-4df6-332c-895b1d2eed64,,
,0,,,,,56.33,0,,,,,4,0,,,,0,0,,0.0,,,,,,956529,,,,e6c9f72d-2283-3312-a097-76ff4809501d.com.samsung.health.exercise.location_data.json,2017-11-10 02:22:51.497,1001,,,,0.0,,,,,0.0,2017-11-10 02:39:49.480,2017-11-10 02:39:49.480,,1.3333334,0.0,0.0,,877.2,,56.33,0.0,,,UTC-0500,PEzvKidhug,,,e6c9f72d-2283-3312-a097-76ff4809501d.com.samsung.health.exercise.live_data.json,,1.0960314,com.sec.android.app.shealth,,,,2017-11-10 02:38:48.026,e6c9f72d-2283-3312-a097-76ff4809501d,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,1693662,,,,,2014-05-16 17:24:44.239,1002,,,,,,,,,191.0,2015-05-04 23:39:37.659,2014-05-16 17:24:44.239,,0.0011094444,,,,2.86046,,200.549,,,,UTC+0000,7FBCXSeqw+,,comment,,,4.6914443E-4,com.sec.android.app.shealth,,,,2014-05-16 17:52:57.901,5326de3b-d698-a075-9697-ec7ff17c79a6,,
,0,,,,,,0,,,,,4,0,,,,1,0,,0.0,,,,,,1365716,,,,91be459a-8979-ae05-0246-751bb392f245.com.samsung.health.exercise.location_data.json,2016-06-25 00:25:23.989,1001,,,0.0,0.0,,,,,0.0,2016-11-04 16:34:13.787,2016-06-25 00:48:10.678,,1.4166666,,0.0,,1404.56,,92.0,,0.0,,UTC-0400,ROm+XQMkto,,,91be459a-8979-ae05-0246-751bb392f245.com.samsung.health.exercise.live_data.json,,1.3178229,com.sec.android.app.shealth,,,,2016-06-25 00:48:09.705,91be459a-8979-ae05-0246-751bb392f245,,
,0,,,,,60.34,0,,,,,4,0,,,,0,0,,0.0,,,,,,922040,,,,2e48f935-cb75-4c63-1cd4-1e38de883855.com.samsung.health.exercise.location_data.json,2018-06-03 00:34:24.697,1001,,,,0.0,,,,,0.0,2018-06-03 00:50:47.368,2018-06-03 00:50:47.368,,1.3333334,0.0,0.0,,883.18,,60.34,0.0,,,UTC-0400,PEzvKidhug,,,2e48f935-cb75-4c63-1cd4-1e38de883855.com.samsung.health.exercise.live_data.json,,1.0762213,com.sec.android.app.shealth,,,,2018-06-03 00:49:46.737,2e48f935-cb75-4c63-1cd4-1e38de883855,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2900517,,,,,2014-06-01 21:19:03.741,1002,,0.0,,128.0,,,0.0,,182.0,2015-05-04 23:39:39.346,2014-06-01 21:19:03.741,,3.5339997,,,,4.38976,,310.371,,,,UTC+0000,7FBCXSeqw+,,,,,1.5134401,com.sec.android.app.shealth,,,,2014-06-01 22:07:24.258,ae1ae276-ba0f-61ec-57d5-b9d270d62901,,
,0,,,,,84.92,0,,,,,4,0,,,,0,0,,0.0,,,,,,1078853,,,,2f2e22b1-d603-2222-9855-194fc5e28e1d.com.samsung.health.exercise.location_data.json,2018-02-19 22:41:28.220,1001,,,,0.0,,,,,0.0,2018-02-19 23:00:28.323,2018-02-19 23:00:28.323,,1.4444444,0.0,0.0,,1393.83,,84.92,0.0,,,UTC-0500,PEzvKidhug,,,2f2e22b1-d603-2222-9855-194fc5e28e1d.com.samsung.health.exercise.live_data.json,,1.3370657,com.sec.android.app.shealth,,,,2018-02-19 22:59:27.073,2f2e22b1-d603-2222-9855-194fc5e28e1d,,
,0,,,,,54.84,0,,,,,4,0,,,,0,0,,0.0,,,,,,892008,,,,81a12a16-e039-c6dc-ca5f-007e4b242a5a.com.samsung.health.exercise.location_data.json,2018-01-06 01:33:40.518,1001,,,,0.0,,,,,0.0,2018-01-06 01:49:35.363,2018-01-06 01:49:35.363,,1.3055556,0.0,0.0,,844.32,,54.84,0.0,,,UTC-0500,PEzvKidhug,,,81a12a16-e039-c6dc-ca5f-007e4b242a5a.com.samsung.health.exercise.live_data.json,,1.0951667,com.sec.android.app.shealth,,,,2018-01-06 01:48:32.526,81a12a16-e039-c6dc-ca5f-007e4b242a5a,,
,0,,,,,41.94,0,,,,,4,0,,,,0,0,,0.0,,,1dde571a-80c8-c1f8-2c31-370e7595bd23.location_data_internal.json,,,697978,,,,1dde571a-80c8-c1f8-2c31-370e7595bd23.com.samsung.health.exercise.location_data.json,2017-08-26 19:01:57.701,1001,,,,0.0,,,,,0.0,2017-08-26 19:14:35.895,2017-08-26 19:14:35.895,,1.1388888,0.0,0.0,,571.273,,41.94,0.0,,,UTC-0400,PEzvKidhug,,,1dde571a-80c8-c1f8-2c31-370e7595bd23.com.samsung.health.exercise.live_data.json,,0.9596623,com.sec.android.app.shealth,,,,2017-08-26 19:13:35.679,1dde571a-80c8-c1f8-2c31-370e7595bd23,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2974000,,,,,2014-04-23 19:43:21.172,1001,,,,,,,,,,2015-05-04 23:39:32.010,2014-04-23 19:43:21.172,,,,,,3.22941,,202.32,,,,UTC+0000,7FBCXSeqw+,,comment,,,,com.sec.android.app.shealth,,,,2014-04-23 20:32:56.020,3772cae8-f408-f404-7798-e93640ec4e5f,,
,0,,,,,,0,,,,,4,0,,,,1,0,,0.0,,,,,,777741,,,,f106acee-1ae7-9e33-79fe-8cd5e25488d9.com.samsung.health.exercise.location_data.json,2016-04-15 17:54:56.970,1001,,,0.0,0.0,,,,,0.0,2016-04-15 18:07:59.227,2016-04-15 18:07:55.499,,1.4318318,,0.0,,884.95,,49.0,,0.0,,UTC-0400,ROm+XQMkto,,,f106acee-1ae7-9e33-79fe-8cd5e25488d9.com.samsung.health.exercise.live_data.json,,1.3447865,com.sec.android.app.shealth,,,,2016-04-15 18:07:54.711,f106acee-1ae7-9e33-79fe-8cd5e25488d9,,
,0,,,,,34.61,0,,,,,4,0,,,,0,0,,0.0,,,808994fd-ff37-737d-869a-04d1121983c9.location_data_internal.json,,,606083,,,,808994fd-ff37-737d-869a-04d1121983c9.com.samsung.health.exercise.location_data.json,2017-06-14 22:55:37.016,1001,,,,0.0,,,,,0.0,2017-06-14 23:06:43.337,2017-06-14 23:06:43.337,,1.1944444,0.0,0.0,,552.1,,34.61,0.0,,,UTC-0400,PEzvKidhug,,,808994fd-ff37-737d-869a-04d1121983c9.com.samsung.health.exercise.live_data.json,,1.0277778,com.sec.android.app.shealth,,,,2017-06-14 23:05:43.099,808994fd-ff37-737d-869a-04d1121983c9,,
,1800000,,,,,,0,,,,,1,2,,,,1,1670,,0.0,,,,,,1705000,,,,db352ac1-5c93-c1bc-f15b-93efcc917286.com.samsung.health.exercise.location_data.json,2016-09-12 19:21:11.220,1001,,348.637,605.824,153.0,,,311.006,,190.0,2016-09-12 19:49:39.389,2016-09-12 19:49:35.584,,1.496,,78.0,,2275.259,,128.0,,393.922,,UTC-0400,ROm+XQMkto,,,db352ac1-5c93-c1bc-f15b-93efcc917286.com.samsung.health.exercise.live_data.json,,1.337,com.sec.android.app.shealth,,,,2016-09-12 19:49:35.517,db352ac1-5c93-c1bc-f15b-93efcc917286,,
,0,,,,,100.04,0,,,,,4,0,,,,0,0,,0.0,,,,,,1081841,,,,ee4abfb6-3098-c1ee-e558-ada03b93cd25.com.samsung.health.exercise.location_data.json,2017-09-23 18:25:37.238,0,,,,0.0,,,,,0.0,2017-09-23 18:44:39.357,2017-09-23 18:44:39.357,,,0.0,0.0,,,,100.04,0.0,,,UTC-0400,PEzvKidhug,,,ee4abfb6-3098-c1ee-e558-ada03b93cd25.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2017-09-23 18:43:39.079,ee4abfb6-3098-c1ee-e558-ada03b93cd25,,
,0,,,,,,0,,,,,4,0,,,,1,0,,0.0,,,,,,1604414,,,,b281472a-e728-aaa7-7f8a-9eb1ef21240f.com.samsung.health.exercise.location_data.json,2016-06-23 23:42:06.084,1001,,,0.0,0.0,,,,,0.0,2016-11-04 16:34:08.402,2016-06-24 00:08:50.760,,2.084141,,0.0,,1795.62,,104.0,,0.0,,UTC-0400,ROm+XQMkto,,,b281472a-e728-aaa7-7f8a-9eb1ef21240f.com.samsung.health.exercise.live_data.json,,1.3113933,com.sec.android.app.shealth,,,,2016-06-24 00:08:50.498,b281472a-e728-aaa7-7f8a-9eb1ef21240f,,
,0,,,,,89.11,0,,,,,4,0,,,,0,0,,0.0,,,,,,1324144,,,,6c77eb09-4a90-0be9-3649-eb53066a3c05.com.samsung.health.exercise.location_data.json,2018-01-20 20:12:53.658,1001,,,,0.0,,,,,0.0,2018-01-20 20:35:59.373,2018-01-20 20:35:59.373,,1.3333334,0.0,0.0,,1334.16,,89.11,0.0,,,UTC-0500,PEzvKidhug,,,6c77eb09-4a90-0be9-3649-eb53066a3c05.com.samsung.health.exercise.live_data.json,,1.1146371,com.sec.android.app.shealth,,,,2018-01-20 20:34:57.802,6c77eb09-4a90-0be9-3649-eb53066a3c05,,
803acad8-ab3e-d7c3-f2ab-849bab632feb.live_data_internal.json,1609,,,,,225.55293,1,,,,,1,1,,,,1,2458,,0.0,,,803acad8-ab3e-d7c3-f2ab-849bab632feb.location_data_internal.json,,,2470209,,,,803acad8-ab3e-d7c3-f2ab-849bab632feb.com.samsung.health.exercise.location_data.json,2017-02-12 19:53:32.500,1001,,280.121,730.375,157.0,,,248.865,,193.0,2017-02-12 20:35:16.397,2017-02-12 20:35:11.144,,2.46,0.0,140.0,,3561.116,,224.929,0.0,691.42,,UTC-0500,PEzvKidhug,,,803acad8-ab3e-d7c3-f2ab-849bab632feb.com.samsung.health.exercise.live_data.json,,1.4416248,com.sec.android.app.shealth,,,,2017-02-12 20:35:11.018,803acad8-ab3e-d7c3-f2ab-849bab632feb,,
f02cea3b-5898-6be1-f7cc-87a781f3069c.live_data_internal.json,1800000,,,,,229.57442,1,,,,,1,2,,,,1,1873,,0.0,,,f02cea3b-5898-6be1-f7cc-87a781f3069c.location_data_internal.json,,,1878889,,,,f02cea3b-5898-6be1-f7cc-87a781f3069c.com.samsung.health.exercise.location_data.json,2017-09-04 22:01:48.960,1001,,267.4421,376.785,129.0,,,239.9981,,159.0,2017-09-04 22:33:51.233,2017-09-04 22:33:39.672,,3.088,0.0,57.0,,2723.627,,228.926,0.0,490.528,,UTC-0400,PEzvKidhug,,,f02cea3b-5898-6be1-f7cc-87a781f3069c.com.samsung.health.exercise.live_data.json,,1.4495937,com.sec.android.app.shealth,,,,2017-09-04 22:33:39.374,f02cea3b-5898-6be1-f7cc-87a781f3069c,,
,1800000,,,,,,0,,,,,1,2,,,,1,1371,,0.0,,,,,,1398000,,,,5d113f28-cc22-6c39-9fee-9a13027098ea.com.samsung.health.exercise.location_data.json,2016-10-09 23:36:27.127,1001,,319.173,169.386,142.0,,,287.236,,168.0,2016-10-09 23:59:50.168,2016-10-09 23:59:45.881,,1.62,,78.0,,1738.469,,94.0,,424.491,,UTC-0400,ROm+XQMkto,,,5d113f28-cc22-6c39-9fee-9a13027098ea.com.samsung.health.exercise.live_data.json,,1.245,com.sec.android.app.shealth,,,,2016-10-09 23:59:45.800,5d113f28-cc22-6c39-9fee-9a13027098ea,,
,0,,,,,,0,,,,,4,0,,,,1,0,,0.0,,,,,,1202657,,,,dad51f81-70c1-d43e-fb81-83918e2af357.com.samsung.health.exercise.location_data.json,2016-06-22 21:02:46.712,1001,,,0.0,0.0,,,,,0.0,2016-11-04 16:33:55.433,2016-06-22 21:22:50.469,,1.8055556,,0.0,,1254.62,,81.0,,0.0,,UTC-0400,ROm+XQMkto,,,dad51f81-70c1-d43e-fb81-83918e2af357.com.samsung.health.exercise.live_data.json,,1.3475901,com.sec.android.app.shealth,,,,2016-06-22 21:22:49.369,dad51f81-70c1-d43e-fb81-83918e2af357,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,1821706,,,,,2014-05-05 17:42:19.736,1002,,,,,,,,,190.0,2015-05-04 23:39:37.117,2014-05-05 17:42:19.736,,8.6666667E-4,,,,2.88102,,197.58,,,,UTC+0000,7FBCXSeqw+,,comment,,,4.3930556E-4,com.sec.android.app.shealth,,,,2014-05-05 18:12:41.442,e036b9cd-be87-23e4-ebb4-1b251cd84e48,,
,0,,,,,38.97,0,,,,,4,0,,,,0,0,,0.0,,,5bd99eea-40a5-75be-bdf4-3e7c2b508c05.location_data_internal.json,,,606085,,,,5bd99eea-40a5-75be-bdf4-3e7c2b508c05.com.samsung.health.exercise.location_data.json,2017-08-26 01:27:51.812,1001,,,,0.0,,,,,0.0,2017-08-26 01:39:00.177,2017-08-26 01:39:00.177,,1.3611112,0.0,0.0,,613.372,,38.97,0.0,,,UTC-0400,PEzvKidhug,,,5bd99eea-40a5-75be-bdf4-3e7c2b508c05.com.samsung.health.exercise.live_data.json,,1.1232928,com.sec.android.app.shealth,,,,2017-08-26 01:37:57.897,5bd99eea-40a5-75be-bdf4-3e7c2b508c05,,
,0,,,,,392.001,0,,,,,4,0,,,,0,0,,0.0,,,,,,1949359,,,,c078e98c-7a5f-41ba-ae27-1bdeb50ea581.com.samsung.health.exercise.location_data.json,2018-06-30 15:01:08.071,11007,,,,0.0,,,,,0.0,2018-06-30 17:08:47.044,2018-06-30 15:35:44.285,,,0.0,0.0,,,,392.001,0.0,,,UTC-0400,PEzvKidhug,,,c078e98c-7a5f-41ba-ae27-1bdeb50ea581.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2018-06-30 15:33:37.430,c078e98c-7a5f-41ba-ae27-1bdeb50ea581,,
,1800000,,,,,,0,,,,,1,2,,,,1,1250,,0.0,,,,,,1264000,,,,7ddcceaa-5e72-1131-1d77-d8b42d29194a.com.samsung.health.exercise.location_data.json,2016-06-17 23:45:43.424,1002,,252.10844,1273.138,192.0,,,-18.650549,,232.0,2016-06-18 01:24:49.486,2016-06-18 00:07:44.674,,3.082,,79.0,,3277.449,,270.0,,1205.193,,UTC-0400,ROm+XQMkto,,,7ddcceaa-5e72-1131-1d77-d8b42d29194a.com.samsung.health.exercise.live_data.json,,2.63,com.sec.android.app.shealth,,,,2016-06-18 00:07:44.615,7ddcceaa-5e72-1131-1d77-d8b42d29194a,,
,1800000,,,,,,1,,,,,1,2,,,,1,1995,,0.0,,,,,,2026000,,,,1c649f65-97df-aa4d-5e41-a99a1a0dbd28.com.samsung.health.exercise.location_data.json,2016-10-13 21:01:58.608,1001,,330.292,384.014,150.0,,,252.813,,163.0,2016-10-13 21:35:48.132,2016-10-13 21:35:43.976,,1.551,,97.0,,2577.775,,142.0,,515.323,,UTC-0400,ROm+XQMkto,,,1c649f65-97df-aa4d-5e41-a99a1a0dbd28.com.samsung.health.exercise.live_data.json,,1.274,com.sec.android.app.shealth,,,,2016-10-13 21:35:43.897,1c649f65-97df-aa4d-5e41-a99a1a0dbd28,,
,0,,,,,98.05,0,,,,,4,0,,,,0,0,,0.0,,,,,,1413308,,,,969a18f0-57a7-3bd0-5fb7-41310cbd6836.com.samsung.health.exercise.location_data.json,2017-11-02 02:29:32.903,1001,,,,0.0,,,,,0.0,2017-11-02 02:54:07.978,2017-11-02 02:54:07.978,,1.2704135,0.0,0.0,,1452.488,,98.05,0.0,,,UTC-0400,PEzvKidhug,,,969a18f0-57a7-3bd0-5fb7-41310cbd6836.com.samsung.health.exercise.live_data.json,,1.0314926,com.sec.android.app.shealth,,,,2017-11-02 02:53:06.211,969a18f0-57a7-3bd0-5fb7-41310cbd6836,,
,0,,,,,46.44,0,,,,,4,0,,,,0,0,,0.0,,,768625cb-5547-fcd9-3641-edff5484e2e2.location_data_internal.json,,,674444,,,,768625cb-5547-fcd9-3641-edff5484e2e2.com.samsung.health.exercise.location_data.json,2017-01-21 22:51:28.346,1001,,,,0.0,,,,,0.0,2017-01-21 23:03:44.171,2017-01-21 23:03:44.171,,1.2777778,0.0,0.0,,464.474,,46.44,0.0,,,UTC-0500,PEzvKidhug,,,768625cb-5547-fcd9-3641-edff5484e2e2.com.samsung.health.exercise.live_data.json,,1.0974716,com.sec.android.app.shealth,,,,2017-01-21 23:02:42.790,768625cb-5547-fcd9-3641-edff5484e2e2,,
a3af34d0-8394-48df-1b36-9f8f2c215ecb.live_data_internal.json,3600000,,,,,346.24377,1,,,,,1,2,,,,1,3666,,0.0,,,a3af34d0-8394-48df-1b36-9f8f2c215ecb.location_data_internal.json,,,3670979,,,,a3af34d0-8394-48df-1b36-9f8f2c215ecb.com.samsung.health.exercise.location_data.json,2017-10-19 20:41:13.318,1001,,270.262,834.397,142.0,,,240.494,,197.0,2017-10-19 21:43:49.816,2017-10-19 21:43:45.100,,1.653,0.0,92.0,,4432.14,,344.454,0.0,781.622,,UTC-0400,PEzvKidhug,,,a3af34d0-8394-48df-1b36-9f8f2c215ecb.com.samsung.health.exercise.live_data.json,,1.207717,com.sec.android.app.shealth,,,,2017-10-19 21:43:44.727,a3af34d0-8394-48df-1b36-9f8f2c215ecb,,
,0,,,,,72.4,0,,,,,4,0,,,,0,0,,0.0,,,,,,1325730,,,,f5b1e43e-623a-5e02-08c1-4e0f029dd141.com.samsung.health.exercise.location_data.json,2018-06-05 23:28:36.911,1001,,,,0.0,,,,,0.0,2018-06-05 23:51:44.421,2018-06-05 23:51:44.421,,1.1944444,0.0,0.0,,1090.571,,72.4,0.0,,,UTC-0400,PEzvKidhug,,,f5b1e43e-623a-5e02-08c1-4e0f029dd141.com.samsung.health.exercise.live_data.json,,1.0792898,com.sec.android.app.shealth,,,,2018-06-05 23:50:42.641,f5b1e43e-623a-5e02-08c1-4e0f029dd141,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2266697,,,,,2014-06-21 21:41:12.243,1002,,0.0,,157.0,,,0.0,,201.0,2015-05-04 23:39:40.957,2014-06-21 21:41:12.243,,3.366,,,,3.98799,,316.28,,,,UTC+0000,7FBCXSeqw+,,,,,1.75938,com.sec.android.app.shealth,,,,2014-06-21 22:18:58.940,928cc530-d88d-7bf2-6e0a-40ebdc2f53bf,,
,0,,,,,,0,,,,,1,0,,,,1,3280,,0.0,,,,,,3326000,,,,383eaa8f-d321-d7f2-979a-df87e796930e.com.samsung.health.exercise.location_data.json,2016-08-05 01:10:51.818,1001,,289.332,274.784,134.0,,,261.067,,190.0,2016-08-05 02:16:04.654,2016-08-05 02:16:01.740,,1.291,,68.0,,3133.781,,171.0,,195.451,,UTC-0400,ROm+XQMkto,,,383eaa8f-d321-d7f2-979a-df87e796930e.com.samsung.health.exercise.live_data.json,,0.943,com.sec.android.app.shealth,,,,2016-08-05 02:16:01.647,383eaa8f-d321-d7f2-979a-df87e796930e,,
59a56272-7919-64d9-53d1-9d59df77d8de.live_data_internal.json,1609,,,,,218.5084,1,,,,,1,1,,,,1,1871,,0.0,,,59a56272-7919-64d9-53d1-9d59df77d8de.location_data_internal.json,,,1879779,,,,59a56272-7919-64d9-53d1-9d59df77d8de.com.samsung.health.exercise.location_data.json,2017-04-25 00:21:28.980,1001,,268.349,556.535,140.0,,,243.552,,160.0,2017-04-25 00:53:21.755,2017-04-25 00:53:17.505,,1.797,0.0,114.0,,2407.632,,217.868,0.0,527.097,,UTC-0400,PEzvKidhug,,,59a56272-7919-64d9-53d1-9d59df77d8de.com.samsung.health.exercise.live_data.json,,1.2808052,com.sec.android.app.shealth,,,,2017-04-25 00:53:17.394,59a56272-7919-64d9-53d1-9d59df77d8de,,
b87a02e9-c150-19ba-dec9-c522cb15aa8e.live_data_internal.json,1800000,,,,,184.41837,1,,,,,1,2,,,,1,1385,,0.0,,,b87a02e9-c150-19ba-dec9-c522cb15aa8e.location_data_internal.json,,,1887300,,,,b87a02e9-c150-19ba-dec9-c522cb15aa8e.com.samsung.health.exercise.location_data.json,2017-10-27 19:12:44.457,1001,,269.636,500.776,109.0,,,241.979,,203.0,2017-10-27 19:44:38.224,2017-10-27 19:44:23.294,,1.587,0.0,74.0,,2500.886,,184.167,0.0,424.489,,UTC-0400,PEzvKidhug,,,b87a02e9-c150-19ba-dec9-c522cb15aa8e.com.samsung.health.exercise.live_data.json,,1.3265822,com.sec.android.app.shealth,,,,2017-10-27 19:44:23.045,b87a02e9-c150-19ba-dec9-c522cb15aa8e,,
,0,,,,,83.61,0,,,,,4,0,,,,0,0,,0.0,,,,,,1347981,,,,ed716d58-f0ac-0366-b12f-7a200a61ea3f.com.samsung.health.exercise.location_data.json,2018-05-26 00:42:13.477,1001,,,,0.0,,,,,0.0,2018-05-26 01:05:41.724,2018-05-26 01:05:41.724,,1.3333334,0.0,0.0,,1289.996,,83.61,0.0,,,UTC-0400,PEzvKidhug,,,ed716d58-f0ac-0366-b12f-7a200a61ea3f.com.samsung.health.exercise.live_data.json,,1.0875319,com.sec.android.app.shealth,,,,2018-05-26 01:04:41.458,ed716d58-f0ac-0366-b12f-7a200a61ea3f,,
,0,,,,,,0,,,,,4,0,,,,1,0,,0.0,,,,,,1078335,,,,fc0dd7c9-d79c-a6e3-cebf-8ad7882839c0.com.samsung.health.exercise.location_data.json,2016-08-13 22:57:41.599,1001,,,0.0,0.0,,,,,0.0,2016-11-04 16:36:50.826,2016-08-13 23:15:42.319,,1.532509,,0.0,,1225.77,,75.0,,0.0,,UTC-0400,ROm+XQMkto,,,fc0dd7c9-d79c-a6e3-cebf-8ad7882839c0.com.samsung.health.exercise.live_data.json,,1.3369371,com.sec.android.app.shealth,,,,2016-08-13 23:15:39.934,fc0dd7c9-d79c-a6e3-cebf-8ad7882839c0,,
,0,,,,,,0,,,,,,0,,,,1,6,,,,,,,,332000,,,,bfc86edc-dfc7-7bc6-fa5b-e48c2dff36ca.com.samsung.health.exercise.location_data.json,2015-06-09 00:24:30.595,1002,,303.934,,99.0,,,221.416,,127.0,2015-11-19 02:54:32.324,2015-06-09 17:11:16.916,,2.647,,10.0,,793.238,,71.181,,,,UTC-0400,VkNqn5W6aG,,,bfc86edc-dfc7-7bc6-fa5b-e48c2dff36ca.com.samsung.health.exercise.live_data.json,,2.426,com.sec.android.app.shealth,,,,2015-06-09 00:30:02.595,bfc86edc-dfc7-7bc6-fa5b-e48c2dff36ca,,
,0,,,,,,0,,,,,,0,,,,1,24,,,,,,,,1367000,,,,bde9ac1e-c945-9131-7d84-30860bd15786.com.samsung.health.exercise.location_data.json,2015-05-29 23:58:29.867,1002,,260.212,,152.0,,,228.657,,175.0,2015-11-19 02:54:31.993,2015-05-30 00:27:47.255,,3.536,,90.0,,3370.13,,282.186,,,,UTC-0400,VkNqn5W6aG,,,bde9ac1e-c945-9131-7d84-30860bd15786.com.samsung.health.exercise.live_data.json,,2.486,com.sec.android.app.shealth,,,,2015-05-30 00:21:16.867,bde9ac1e-c945-9131-7d84-30860bd15786,,
,0,,,,,127.93,0,,,,,4,0,,,,0,0,,0.0,,,,,,2182109,,,,107ff11c-d4d7-ad3a-7eb9-c9c47c8c2371.com.samsung.health.exercise.location_data.json,2017-10-21 22:57:08.761,1001,,,,0.0,,,,,0.0,2017-10-21 23:34:32.729,2017-10-21 23:34:32.729,,1.2777778,0.0,0.0,,1887.689,,127.93,0.0,,,UTC-0400,PEzvKidhug,,,107ff11c-d4d7-ad3a-7eb9-c9c47c8c2371.com.samsung.health.exercise.live_data.json,,1.0074357,com.sec.android.app.shealth,,,,2017-10-21 23:33:30.870,107ff11c-d4d7-ad3a-7eb9-c9c47c8c2371,,
