com.samsung.shealth.rewards,6242001,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
5000,,1001,,dc9aad4b-1282-36ac-ca50-398b588c3c77,2016-10-17 01:17:57.634,2016-10-17 01:17:57.634,,,5000,UTC-0400,1800000,Sg8DVB0xC3,com.sec.android.app.shealth,sport.tracker.goal.achievement.duration,2016-10-17 01:17:52.191,10307ecf-8536-437f-af91-06db476f7938,0,
,2015-07-24 00:16:11.572,,,,2015-07-25 01:22:31.666,2015-07-24 00:16:11.954,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":133,""mValue2"":60}",ScgltublDV,com.sec.android.app.shealth,goal.activity,2015-07-24 00:16:11.572,5dd830ed-6bd5-414f-98a2-0650e2545726,0,
,2015-09-15 18:26:53.790,,,,2015-09-16 17:08:04.239,2015-09-15 18:26:53.885,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":true,""mValue"":102,""mValue2"":60}",TiXFQW5DKB,com.sec.android.app.shealth,goal.activity,2015-09-15 18:26:53.790,e2f8e11a-bf99-4824-b1c5-d9d666465bcf,0,
,2016-04-21 18:38:41.467,,,,2016-04-22 23:22:35.471,2016-04-21 18:38:41.500,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":214,""mValue2"":60}",OBFuvbOf82,com.sec.android.app.shealth,goal.activity,2016-04-21 18:38:41.467,667a0b96-8d95-4787-b74d-5948c02424c4,0,
,2016-07-23 21:55:01.229,,,,2016-07-26 19:23:57.550,2016-07-23 21:55:01.310,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":63,""mValue2"":60}",OBFuvbOf82,com.sec.android.app.shealth,goal.activity,2016-07-23 21:55:01.229,76f66c22-9156-426d-a82d-2067938d9612,0,
,2016-08-13 23:55:00.809,,,,2016-08-16 20:10:27.687,2016-08-13 23:55:00.889,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":99,""mValue2"":60}",OBFuvbOf82,com.sec.android.app.shealth,goal.activity,2016-08-13 23:55:00.809,9385f459-2d3f-4e4f-a315-41fea3626edd,0,
,2015-05-18 00:43:09.182,,,,2015-05-19 00:03:21.303,2015-05-18 00:43:09.256,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":83,""mValue2"":60}",ScgltublDV,com.sec.android.app.shealth,goal.activity,2015-05-18 00:43:09.182,34dee3e6-6792-4ece-b98f-e4bea3bd81e6,0,
,2015-06-10 18:35:19.116,,,,2015-06-11 18:35:05.236,2015-06-10 18:35:19.323,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":183,""mValue2"":60}",ScgltublDV,com.sec.android.app.shealth,goal.activity,2015-06-10 18:35:19.116,b3f81ae7-5897-4ab3-b11a-5b1a907ab770,0,
,2016-05-18 22:23:01.849,,,,2016-05-21 20:06:37.758,2016-05-18 22:23:01.922,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":false,""mValue"":63,""mValue2"":60}",OBFuvbOf82,com.sec.android.app.shealth,goal.activity,2016-05-18 22:23:01.849,86f97c7f-0cad-413a-b491-0a86f542f9fd,0,
,2015-07-15 01:55:06.059,,,,2015-07-16 00:38:11.568,2015-07-15 01:55:06.313,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":93,""mValue2"":60}",ScgltublDV,com.sec.android.app.shealth,goal.activity,2015-07-15 01:55:06.059,7f7b5290-9d1c-4a3c-b055-9878929d1baa,0,
,2015-06-16 19:55:03.956,,,,2015-06-17 20:24:34.191,2015-06-16 19:55:04.206,,,goal_activity_reward_goal_achieved,UTC-0400,"{""mIsCompleted"":true,""mValue"":131,""mValue2"":60}",ScgltublDV,com.sec.android.app.shealth,goal.activity,2015-06-16 19:55:03.956,f9a1ad9b-e44c-4315-94dd-28f6d99118b6,0,
