com.samsung.shealth.calories_burned.details,6261011,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,aeaa4219-41b3-4560-99ed-43aaeff9d3e5.extra_data.json,,,,173.8,2180880,1802.0658,,2019-01-17 23:42:44.844,2018-12-21 05:00:02.015,157.17998,Mz5pMh3q+T,com.sec.android.app.shealth,aeaa4219-41b3-4560-99ed-43aaeff9d3e5,1545350400000,
,,6080b0ce-a430-4761-a7b8-941df94cd023.extra_data.json,,,,0.0,3426893,1840.2162,,2018-02-02 22:44:35.153,2018-01-05 05:00:01.598,247.48436,EHdtKydEi4,com.sec.android.app.shealth,6080b0ce-a430-4761-a7b8-941df94cd023,1515110400000,
,,0667bae6-3f0f-4f6e-8d02-3e2a1af5ae9d.extra_data.json,,,,173.8,2019743,1805.5137,,2019-01-28 01:46:22.520,2018-12-31 05:00:01.165,157.93,Mz5pMh3q+T,com.sec.android.app.shealth,0667bae6-3f0f-4f6e-8d02-3e2a1af5ae9d,1546214400000,
,,14d43601-d0cd-4cc1-a6c0-12765e2e94bb.extra_data.json,,,,260.7,1958575,1812.3707,,2018-10-04 00:09:21.922,2018-09-06 04:00:00.836,123.531006,Mz5pMh3q+T,com.sec.android.app.shealth,14d43601-d0cd-4cc1-a6c0-12765e2e94bb,1536192000000,
,,56bd4d4d-0f08-4519-ab70-d459c462faf9.extra_data.json,,,,267.6,4100634,1766.3956,,2018-03-26 23:15:45.262,2018-02-27 05:00:00.691,299.0993,EHdtKydEi4,com.sec.android.app.shealth,56bd4d4d-0f08-4519-ab70-d459c462faf9,1519689600000,
,,113bcd27-f3d9-4542-adea-328ab6ae7e14.extra_data.json,,,,0.0,2369118,1869.1974,,2017-12-05 04:51:52.384,2017-11-20 06:55:56.137,167.52998,EHdtKydEi4,com.sec.android.app.shealth,113bcd27-f3d9-4542-adea-328ab6ae7e14,1510099200000,
,,9293f85c-2c6a-4ca2-9988-71b8d153de7b.extra_data.json,,,,260.7,1072903,1825.7734,,2019-01-15 14:43:16.372,2018-12-19 05:00:01.561,82.88,Mz5pMh3q+T,com.sec.android.app.shealth,9293f85c-2c6a-4ca2-9988-71b8d153de7b,1545177600000,
,,8b6a74bd-5f1a-4209-aa5e-dcd575e0be5e.extra_data.json,,,,260.7,6161912,1722.1543,,2018-09-27 19:14:19.590,2018-09-01 04:00:00.681,450.05005,Mz5pMh3q+T,com.sec.android.app.shealth,8b6a74bd-5f1a-4209-aa5e-dcd575e0be5e,1535760000000,
,,36dfdd6f-68ff-459a-878a-fd5b4cbae7ed.extra_data.json,,,,0.0,121394,1913.5272,,2018-01-01 06:33:17.108,2017-12-09 05:00:01.188,8.650001,EHdtKydEi4,com.sec.android.app.shealth,36dfdd6f-68ff-459a-878a-fd5b4cbae7ed,1512777600000,
,,e08e6ba0-c81e-4da7-bc5a-8bccdf49a29f.extra_data.json,,,,260.7,2125487,1808.7882,,2018-04-25 20:21:43.989,2018-03-29 04:00:00.292,141.27806,9wVta8KBzt,com.sec.android.app.shealth,e08e6ba0-c81e-4da7-bc5a-8bccdf49a29f,1522281600000,
,,af63163d-9440-40a3-ba1f-f20590b74697.extra_data.json,,,,86.5,1014477,1827.0236,,2019-03-06 18:52:39.024,2019-02-13 05:00:01.867,72.43999,4V/TlqPcbG,com.sec.android.app.shealth,af63163d-9440-40a3-ba1f-f20590b74697,1550016000000,
,,da4ab770-5d68-4241-945a-533a6833f0b8.extra_data.json,,,,267.6,1178849,1890.0737,,2018-02-17 02:39:05.887,2018-01-19 05:00:00.326,87.68001,EHdtKydEi4,com.sec.android.app.shealth,da4ab770-5d68-4241-945a-533a6833f0b8,1516320000000,
,,c1aae2fa-4d61-472a-b496-de01f7009326.extra_data.json,,,,267.6,2806118,1794.1798,,2018-04-03 02:00:22.787,2018-03-06 05:00:01.785,208.30003,EHdtKydEi4,com.sec.android.app.shealth,c1aae2fa-4d61-472a-b496-de01f7009326,1520294400000,
,,2da3b5d5-ccbb-487f-bb09-7ff4a7f48537.extra_data.json,,,,0.0,685646,1834.0597,,2019-03-06 18:52:39.874,2019-03-01 05:00:00.813,49.980003,4V/TlqPcbG,com.sec.android.app.shealth,2da3b5d5-ccbb-487f-bb09-7ff4a7f48537,1551398400000,
,,e54e8961-9d1d-48df-ab22-5e4005cc2197.extra_data.json,,,,86.9,12006,1854.15,,2018-12-30 19:57:03.674,2018-12-03 05:37:31.902,0.8000001,Mz5pMh3q+T,com.sec.android.app.shealth,e54e8961-9d1d-48df-ab22-5e4005cc2197,1543795200000,
,,4dcf18d9-b43d-4465-9074-ca078a060f8f.extra_data.json,,,,173.2,4069614,1761.6519,,2019-02-19 01:43:54.105,2019-01-22 05:00:26.719,289.66003,Mz5pMh3q+T,com.sec.android.app.shealth,4dcf18d9-b43d-4465-9074-ca078a060f8f,1548115200000,
,,22075314-7368-4f6f-a7e2-2fbf9a2a92b5.extra_data.json,,,,173.2,48691,1847.689,,2019-02-14 19:49:01.406,2019-01-18 05:31:26.798,3.39,Mz5pMh3q+T,com.sec.android.app.shealth,22075314-7368-4f6f-a7e2-2fbf9a2a92b5,1547769600000,
,,fe22311c-8aec-4382-bb33-f50b93f9fd78.extra_data.json,,,,267.6,2659330,1857.239,,2018-02-27 04:58:40.030,2018-01-29 05:00:01.235,196.78001,EHdtKydEi4,com.sec.android.app.shealth,fe22311c-8aec-4382-bb33-f50b93f9fd78,1517184000000,
,,4988e833-ee4f-4010-a17d-b795b7e573b6.extra_data.json,,,,260.7,3098552,1787.9033,,2018-05-07 00:07:26.051,2018-04-09 04:00:00.475,221.23997,9wVta8KBzt,com.sec.android.app.shealth,4988e833-ee4f-4010-a17d-b795b7e573b6,1523232000000,
,,49dda605-ed28-4740-aa51-a1c3757f549e.extra_data.json,,,,263.0,2432455,1802.1998,,2018-08-16 18:44:12.240,2018-07-21 04:00:00.794,163.18268,9wVta8KBzt,com.sec.android.app.shealth,49dda605-ed28-4740-aa51-a1c3757f549e,1532131200000,
,,cd423207-dadf-4134-9ad4-2e98c20f1461.extra_data.json,,,,260.7,3401427,1781.4028,,2018-09-09 14:49:02.685,2018-08-13 04:00:01.593,228.29991,Mz5pMh3q+T,com.sec.android.app.shealth,cd423207-dadf-4134-9ad4-2e98c20f1461,1534118400000,
,,f6606291-d62a-4e39-885e-7c9bec7b7907.extra_data.json,,,,260.7,3413159,1781.1509,,2018-06-29 21:51:25.884,2018-06-02 04:00:01.246,235.93195,9wVta8KBzt,com.sec.android.app.shealth,f6606291-d62a-4e39-885e-7c9bec7b7907,1527897600000,
,,e40412ed-d730-4ac5-8542-e50adb08ee7b.extra_data.json,,,,260.7,824262,1836.7166,,2018-10-17 00:02:35.986,2018-09-20 04:00:00.345,60.69,Mz5pMh3q+T,com.sec.android.app.shealth,e40412ed-d730-4ac5-8542-e50adb08ee7b,1537401600000,
,,67c8b2ce-ce06-48c8-a283-9b63d40a632c.extra_data.json,,,,260.7,2116395,1808.9834,,2018-04-28 00:35:45.363,2018-03-31 04:00:00.278,147.22424,9wVta8KBzt,com.sec.android.app.shealth,67c8b2ce-ce06-48c8-a283-9b63d40a632c,1522454400000,
,,f2aba054-ff56-4591-8f20-ffd74cf478f2.extra_data.json,,,,86.5,2506611,1795.0961,,2019-02-27 15:42:35.366,2019-02-05 05:00:01.690,187.71901,Mz5pMh3q+T,com.sec.android.app.shealth,f2aba054-ff56-4591-8f20-ffd74cf478f2,1549324800000,
,,37f3b31a-f61e-4d79-a740-6908c7bfe869.extra_data.json,,,,260.7,3074330,1788.4233,,2018-07-17 23:31:08.283,2018-06-20 04:00:01.212,221.70998,9wVta8KBzt,com.sec.android.app.shealth,37f3b31a-f61e-4d79-a740-6908c7bfe869,1529452800000,
,,4f0253b2-4e53-438f-a7ee-d68b90003ec1.extra_data.json,,,,267.6,1153072,1829.6593,,2018-04-04 02:01:16.889,2018-03-07 05:00:01.289,86.73,EHdtKydEi4,com.sec.android.app.shealth,4f0253b2-4e53-438f-a7ee-d68b90003ec1,1520380800000,
,,a210ed99-8630-493f-b869-808589e0a807.extra_data.json,,,,260.7,2836919,1793.5188,,2018-04-20 15:35:35.344,2018-03-24 04:10:54.202,202.81897,9wVta8KBzt,com.sec.android.app.shealth,a210ed99-8630-493f-b869-808589e0a807,1521849600000,
,,94364f6e-35b8-4834-a135-dc7cd18355ba.extra_data.json,,,,260.7,1792043,1815.9451,,2018-08-10 23:33:04.922,2018-07-14 04:00:01.878,114.33342,9wVta8KBzt,com.sec.android.app.shealth,94364f6e-35b8-4834-a135-dc7cd18355ba,1531526400000,
,,8fc3400a-0eb6-4a76-bbae-c45612338d85.extra_data.json,,,,260.7,2522547,1800.2662,,2018-11-09 16:23:05.694,2018-10-15 04:00:00.518,176.56999,Mz5pMh3q+T,com.sec.android.app.shealth,8fc3400a-0eb6-4a76-bbae-c45612338d85,1539561600000,
,,92a28aff-99dd-40b3-a2f9-8f2824f6e0c5.extra_data.json,,,,0.0,480907,1838.4407,,2019-03-06 18:52:39.857,2019-02-28 05:00:01.468,35.210003,4V/TlqPcbG,com.sec.android.app.shealth,92a28aff-99dd-40b3-a2f9-8f2824f6e0c5,1551312000000,
,,f77179a3-94c1-43ce-9f2d-9722d427b0d3.extra_data.json,,,,267.6,1308488,1887.1985,,2018-02-19 20:12:24.765,2018-01-22 05:00:00.580,100.08001,EHdtKydEi4,com.sec.android.app.shealth,f77179a3-94c1-43ce-9f2d-9722d427b0d3,1516579200000,
,,f335fc11-623c-44e4-89df-526f7ee1d69d.extra_data.json,,,,173.2,1389061,1819.0085,,2019-01-30 00:05:30.831,2019-01-04 05:00:00.608,111.79001,Mz5pMh3q+T,com.sec.android.app.shealth,f335fc11-623c-44e4-89df-526f7ee1d69d,1546560000000,
,,2ad1c233-2311-4712-bb61-4f718110ea99.extra_data.json,,,,173.2,74704,1847.1323,,2019-02-27 15:42:35.295,2019-02-02 05:00:01.249,5.4100003,Mz5pMh3q+T,com.sec.android.app.shealth,2ad1c233-2311-4712-bb61-4f718110ea99,1549065600000,
,,970cc225-9e74-4bb6-8d08-eeb861f9c6b7.extra_data.json,,,,260.7,296518,1848.0436,,2018-09-08 14:47:50.267,2018-08-12 04:00:00.644,19.84,Mz5pMh3q+T,com.sec.android.app.shealth,970cc225-9e74-4bb6-8d08-eeb861f9c6b7,1534032000000,
,,88359cea-6516-47df-ab04-4d03d91aa61e.extra_data.json,,,,0.0,3707661,1839.4226,,2017-11-30 03:45:06.838,2017-11-20 06:55:55.299,259.92184,EHdtKydEi4,com.sec.android.app.shealth,88359cea-6516-47df-ab04-4d03d91aa61e,1509494400000,
,,4d3b9271-48d2-4fb4-b8f9-1fbdbac5cdf8.extra_data.json,,,,173.8,1918514,1807.6797,,2019-01-03 22:50:33.104,2018-12-07 05:00:00.876,129.10059,Mz5pMh3q+T,com.sec.android.app.shealth,4d3b9271-48d2-4fb4-b8f9-1fbdbac5cdf8,1544140800000,
,,dbea4e30-e03f-4cbe-8770-4a220092e1da.extra_data.json,,,,260.7,2325348,1804.4988,,2018-07-25 18:36:33.487,2018-06-28 04:00:00.537,171.01997,9wVta8KBzt,com.sec.android.app.shealth,dbea4e30-e03f-4cbe-8770-4a220092e1da,1530144000000,
,,1454498a-39b7-4f21-b3d2-39e97101d007.extra_data.json,,,,173.2,1532676,1815.9357,,2019-03-06 18:52:38.844,2019-02-10 05:13:11.849,113.889984,4V/TlqPcbG,com.sec.android.app.shealth,1454498a-39b7-4f21-b3d2-39e97101d007,1549756800000,
,,b862459e-c614-40f1-9cfb-0d4dcff8dbc7.extra_data.json,,,,260.7,356178,1841.1096,,2019-01-23 16:37:22.612,2018-12-27 05:00:02.513,26.010002,Mz5pMh3q+T,com.sec.android.app.shealth,b862459e-c614-40f1-9cfb-0d4dcff8dbc7,1545868800000,
,,dc27c02e-d80f-45c9-9ab1-019275b84245.extra_data.json,,,,173.2,3850928,1766.3312,,2019-03-06 18:52:38.952,2019-02-12 05:00:00.597,275.11996,4V/TlqPcbG,com.sec.android.app.shealth,dc27c02e-d80f-45c9-9ab1-019275b84245,1549929600000,
,,7e1cb976-b5a7-4da8-9fa4-02975e537bdf.extra_data.json,,,,173.2,1796214,1810.2965,,2019-02-07 00:59:50.896,2019-01-10 05:00:00.506,131.94,Mz5pMh3q+T,com.sec.android.app.shealth,7e1cb976-b5a7-4da8-9fa4-02975e537bdf,1547078400000,
,,7ca7aca0-83f0-4111-8b55-5a76cb85fa39.extra_data.json,,,,267.6,7005486,1704.0486,,2018-03-19 23:41:16.673,2018-02-20 05:00:00.387,479.2722,EHdtKydEi4,com.sec.android.app.shealth,7ca7aca0-83f0-4111-8b55-5a76cb85fa39,1519084800000,
,,1abe1b00-0bf4-4109-b3e5-d6a3097f61c0.extra_data.json,,,,260.7,5112510,1744.6776,,2018-07-24 01:33:07.586,2018-06-26 04:00:01.327,386.35,9wVta8KBzt,com.sec.android.app.shealth,1abe1b00-0bf4-4109-b3e5-d6a3097f61c0,1529971200000,
,,5144a507-8128-4383-8b31-b7be8c11f056.extra_data.json,,,,260.7,938809,1834.258,,2018-09-19 03:08:39.783,2018-08-22 04:00:01.709,67.46,Mz5pMh3q+T,com.sec.android.app.shealth,5144a507-8128-4383-8b31-b7be8c11f056,1534896000000,
,,1152d6e9-7e3d-472f-8248-51b252310965.extra_data.json,,,,260.7,1584350,1820.4027,,2018-11-12 20:05:04.834,2018-10-17 04:00:00.660,108.10876,Mz5pMh3q+T,com.sec.android.app.shealth,1152d6e9-7e3d-472f-8248-51b252310965,1539734400000,
,,502befd6-6f8a-4d98-b6e0-10cdcb336bfe.extra_data.json,,,,173.8,3225342,1779.717,,2019-01-26 04:36:45.515,2018-12-29 05:00:01.049,224.16,Mz5pMh3q+T,com.sec.android.app.shealth,502befd6-6f8a-4d98-b6e0-10cdcb336bfe,1546041600000,
