com.samsung.shealth.exercise.weather,6261011,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
6.0,,2020-09-20 18:59:41.463,35.936214,,,Sunny,,1,TWC,2020-09-20 19:15:54.412,2020-09-20 19:15:54.412,0,-83.95701,23.0,41,UTC-0400,PEzvKidhug,73632dac-c1a9-7c0e-d34d-f9853c0aaf61,com.sec.android.app.shealth,,,,1,99b2d59a-5b53-71bd-e5b9-f0c566b7a267,
0.0,,2016-08-05 01:10:51.818,35.964172,,WNW,Cloudy,,1,AccuWeather,2016-08-05 02:16:01.740,2016-08-05 02:16:01.740,0,-83.9264,30.0,54,UTC+0000,ROm+XQMkto,383eaa8f-d321-d7f2-979a-df87e796930e,com.sec.android.app.shealth,km/h,,7.0,3,2987567b-719d-7957-8420-ca18c2d98285,
4.0,,2016-04-21 19:44:47.036,36.314827,,SSW,Clouds and sun,,1,AccuWeather,2016-04-21 20:32:08.643,2016-04-21 20:32:08.643,0,-82.35372,25.0,32,UTC+0000,ROm+XQMkto,4a7a07b4-81ac-204c-c86c-ee494d839e4d,com.sec.android.app.shealth,km/h,,7.0,2,b1528938-2fa4-b4c0-49a3-c3e7e278cf5a,
3.0,,2016-03-19 16:45:12.171,35.92418,,WNW,Cloudy,,1,AccuWeather,2016-03-19 17:28:51.102,2016-03-19 17:28:51.102,0,-83.99062,15.6,51,UTC+0000,ROm+XQMkto,684ddc1e-72d9-9cd6-3488-113f40cc5b7a,com.sec.android.app.shealth,km/h,,7.0,3,e5f635a5-fa1d-3b87-5146-952dbb96626f,
10.0,,2021-07-01 18:24:24.500,35.929348,,,Partly Cloudy,,1,TWC,2021-07-01 19:03:28.529,2021-07-01 19:03:24.169,0,-83.97215,30.0,57,UTC-0400,C2yRtg360R,35b4e51f-b4a1-f51f-091e-174535b1fdf8,com.sec.android.app.shealth,,,,2,9cb0cdf4-07f8-75b1-d53b-ed0b8b54f102,
0.0,,2016-09-13 02:17:43.763,35.957962,,N,Partly cloudy,,1,AccuWeather,2016-09-13 03:10:49.655,2016-09-13 03:10:49.655,0,-83.93371,25.0,57,UTC+0000,ROm+XQMkto,afc76ad0-1bd4-6950-ea25-6e7ede4981c7,com.sec.android.app.shealth,km/h,,7.0,19,14be1d98-c5ec-e532-bb55-458173011a3e,
0.0,,2020-09-23 02:08:52.332,35.935226,,,Fair,,1,TWC,2020-09-23 02:26:34.460,2020-09-23 02:26:34.460,0,-83.957,15.0,89,UTC-0400,PEzvKidhug,2d87aae1-caa4-7efa-65e0-901d25e816f2,com.sec.android.app.shealth,,,,18,59c4393d-a74b-7f4e-83e9-2964d94b0ded,
4.0,,2017-05-21 20:23:27.440,30.360788,,S,Cloudy,,1,AccuWeather,2017-05-21 22:47:26.332,2017-05-21 22:47:26.332,0,-90.06402,24.4,87,UTC+0000,PEzvKidhug,8c420ba0-677a-525f-de31-35c881e58ca5,com.sec.android.app.shealth,km/h,,7.0,3,935c33f1-381c-7ab8-f315-6927976cc5c6,
,0,2020-04-21 19:27:14.537,35.92862,,W. 280,Partly Cloudy,0,1,TWC,2020-04-21 19:27:14.541,2020-04-21 19:27:14.541,1,-83.974174,22.0,29,UTC-0400,cfxbbbfj2r,26d112cf-6dc4-422f-9734-8327221a6b7a,com.sec.android.app.shealth,km/h,0,23.0,2,90fb1394-ec45-4c02-a85c-2e9f850c2dfa,
2.0,,2021-07-10 22:02:17.020,35.935104,,,Rain Shower,,1,TWC,2021-07-10 22:16:37.051,2021-07-10 22:16:35.578,0,-83.95954,27.0,73,UTC-0400,C2yRtg360R,4844e543-9305-8e17-411b-a0c89c5a559c,com.sec.android.app.shealth,,,,6,0efe4102-5ad2-d152-5ef3-9f600685541e,
,0,2020-05-04 21:18:13.733,35.939625,,WNW. 290,Fair,0,1,TWC,2020-05-04 21:18:13.734,2020-05-04 21:18:13.734,1,-83.95833,27.0,34,UTC-0400,cfxbbbfj2r,3fd9769c-5b00-459c-b9c9-baf9775b926a,com.sec.android.app.shealth,km/h,0,5.0,1,8def71af-0325-49f5-986a-8cf12fdd8f2f,
,0,2020-06-16 18:59:15.702,35.939224,,ENE. 60,Cloudy,0,1,TWC,2020-06-16 18:59:15.703,2020-06-16 18:59:15.703,1,-83.95824,22.0,55,UTC-0400,cfxbbbfj2r,6eab6eb8-a33e-4503-96f9-3fb72efb4020,com.sec.android.app.shealth,km/h,0,11.0,3,f11b37bd-d052-48c3-91e8-904b50d0bc3e,
3.0,,2021-09-24 20:25:11.290,35.935463,,,Sunny,,1,TWC,2021-09-24 21:01:47.838,2021-09-24 21:01:47.726,0,-83.95699,23.0,37,UTC-0400,C2yRtg360R,660dd52a-8d74-a023-62cb-24d8ca52b5fe,com.sec.android.app.shealth,,,,1,a9a96a6c-1c9b-41f1-7388-50ca07acd64f,
8.0,,2021-05-15 20:04:12.910,35.939438,,,Partly Cloudy,,1,TWC,2021-05-15 20:44:36.802,2021-05-15 20:44:32.672,0,-83.95856,23.777779,31,UTC-0400,C2yRtg360R,557a05d5-972b-3400-f3cd-cb1ea3963a05,com.sec.android.app.shealth,,,,2,3e4a16df-27c5-233f-178b-861c86d6efd1,
1.0,,2020-09-23 21:41:08.144,35.936035,,,Partly Cloudy,,1,TWC,2020-09-23 22:21:47.478,2020-09-23 22:21:47.478,0,-83.95705,19.0,66,UTC-0400,PEzvKidhug,ff3b8a94-0c5f-6b46-728d-7ac33c2403d3,com.sec.android.app.shealth,,,,2,b839a51a-7514-9331-d8dd-61a4b1660972,
1.0,,2016-04-18 21:56:33.471,35.94531,,N,Mostly sunny,,1,AccuWeather,2016-04-18 22:33:36.288,2016-04-18 22:33:36.288,0,-83.949715,28.9,15,UTC+0000,ROm+XQMkto,2a7688f5-1a58-d1a7-8afb-ef86bd5f1355,com.sec.android.app.shealth,km/h,,7.0,1,a3453c05-2614-de46-2a74-35221712f240,
6.0,,2018-09-22 15:42:41.006,35.046623,,,Fair,,1,TWC,2018-09-22 16:01:50.410,2018-09-22 16:01:50.410,0,-85.310555,29.0,56,UTC+0000,PEzvKidhug,cff4d8a3-bb6d-4f4f-09b3-63d0bb2084d3,com.sec.android.app.shealth,,,,1,ff9b3a75-637a-aeaf-8472-3d3e54f0d1fb,
,0,2020-08-29 21:34:20.237,35.93617,,SW. 230,Partly Cloudy,0,1,TWC,2020-08-29 21:34:20.240,2020-08-29 21:34:20.240,1,-83.95688,30.0,63,UTC-0400,cfxbbbfj2r,6ce03105-bec3-47a2-bdc6-f9718822063c,com.sec.android.app.shealth,km/h,0,13.0,2,186e6138-409a-4246-bf7f-9a3c7292c03c,
,0,2020-04-21 18:24:11.565,35.939518,,W. 280,Mostly Cloudy,0,1,TWC,2020-04-21 18:24:11.566,2020-04-21 18:24:11.566,1,-83.958435,21.0,38,UTC-0400,cfxbbbfj2r,53c766cf-2dcd-4fd6-aa7b-de19c84a7ed7,com.sec.android.app.shealth,km/h,0,21.0,3,7ebfa1c7-774e-4e3f-8a7c-a5b31235cd6c,
1.0,,2016-04-04 21:53:25.659,35.945297,,SW,Partly sunny,,1,AccuWeather,2016-04-04 22:34:31.354,2016-04-04 22:34:31.354,0,-83.94978,23.3,29,UTC+0000,ROm+XQMkto,96223d36-b772-13d3-ff08-e4d18bb90d7a,com.sec.android.app.shealth,km/h,,7.0,2,ba7aed2a-dc02-0500-10c1-6f4a5a13dc83,
1.0,,2021-03-24 22:18:44.000,35.928528,,,Sunny,,1,TWC,2021-03-24 22:42:49.770,2021-03-24 22:42:49.140,0,-83.9692,23.0,47,UTC-0400,C2yRtg360R,0c7dec1b-8d9a-51f2-a32e-bc39bcf02e35,com.sec.android.app.shealth,,,,1,ba67df6f-1e08-3771-586a-5f01077602f8,
0.0,,2018-08-12 01:19:27.723,35.965885,,,Fair,,1,TWC,2018-08-12 01:30:57.372,2018-08-12 01:30:57.372,0,-83.9201,26.0,81,UTC+0000,PEzvKidhug,84abb8fe-62f3-30a4-dcf4-56c0f259d5e1,com.sec.android.app.shealth,,,,18,a961f550-2c74-ae36-5d55-6bcfd16168e7,
,0,2020-05-09 20:43:42.791,35.92918,,W. 280,Sunny,0,1,TWC,2020-05-09 20:43:42.793,2020-05-09 20:43:42.793,1,-83.974174,16.0,26,UTC-0400,cfxbbbfj2r,d1deeff5-e806-4a58-b7ca-74c150f1124f,com.sec.android.app.shealth,km/h,0,5.0,1,12614aa2-322e-4416-962d-f67335178bb8,
0.0,,2018-06-05 01:13:09.311,33.77351,,,Fair,,1,TWC,2018-06-05 01:31:43.391,2018-06-05 01:31:43.391,0,-84.366684,24.0,48,UTC+0000,PEzvKidhug,b23d07ee-bba4-5968-1508-0faf5504383c,com.sec.android.app.shealth,,,,18,e027f230-8ca4-a469-dc95-cd5fbc998834,
2.0,,2016-11-23 18:38:56.139,35.987633,,N,Cloudy,,1,AccuWeather,2016-11-23 18:39:05.190,2016-11-23 18:39:05.190,0,-83.921036,16.1,23,UTC+0000,PEzvKidhug,dadad6dc-2020-ac1b-0bac-6990563f951b,com.sec.android.app.shealth,km/h,,7.0,3,be1f4300-1576-b248-3d85-e7ca6e005768,
0.0,,2018-09-24 00:06:45.833,35.047554,,,Mostly Cloudy,,1,TWC,2018-09-24 00:41:04.393,2018-09-24 00:41:04.393,0,-85.3096,24.0,74,UTC+0000,PEzvKidhug,2ec6929d-fea2-af1f-9d5c-eaa0e58b2fea,com.sec.android.app.shealth,,,,3,623d0e21-0c25-b6c9-13b1-1ebfed61e43f,
0.0,,2016-06-20 23:53:57.371,35.95626,,WSW,Partly sunny,,1,AccuWeather,2016-06-21 00:19:33.339,2016-06-21 00:19:33.339,0,-83.92135,30.6,31,UTC+0000,ROm+XQMkto,70bd79a9-bb6a-6547-7348-756b2e5ece51,com.sec.android.app.shealth,km/h,,7.0,2,2d972223-0b00-fd25-7b19-6cf05671693d,
5.0,,2021-03-20 19:02:42.775,35.933887,,,Sunny,,1,TWC,2021-03-20 19:22:27.446,2021-03-20 19:22:27.446,0,-83.963135,15.0,24,UTC-0400,C2yRtg360R,4af2d271-a932-e72b-314a-1ed7550c9906,com.sec.android.app.shealth,,,,1,6c239b52-55dd-8fb1-0423-122c38116384,
0.0,,2018-02-25 02:32:19.961,35.958855,,,Cloudy,,1,TWC,2018-02-25 03:21:24.554,2018-02-25 03:21:24.554,0,-83.928856,17.0,86,UTC+0000,PEzvKidhug,c318de3d-6f06-a46c-b3de-cffe34c1f165,com.sec.android.app.shealth,,,,3,f568283c-ec50-bc14-2e0b-bdb504c8f63a,
2.0,,2015-12-13 17:47:10.545,35.945614,,N,Clouds and sun,,1,AccuWeather,2015-12-13 18:35:46.855,2015-12-13 18:35:46.855,0,-83.950485,17.2,77,UTC+0000,ROm+XQMkto,8e3c9848-b2d9-1746-0739-1159077de066,com.sec.android.app.shealth,km/h,,7.0,2,1c3daa91-767d-0736-cf7a-1aa3c87fe085,
4.0,,2021-05-09 19:48:08.100,35.92745,,,Cloudy,,1,TWC,2021-05-09 20:24:54.695,2021-05-09 20:24:54.692,0,-83.966354,24.0,40,UTC-0400,C2yRtg360R,69f56d26-f525-7a93-ac09-fddeaf224239,com.sec.android.app.shealth,,,,3,7d805f0b-a08e-89cd-71a5-11ebd52af46f,
4.0,,2017-04-02 19:58:20.782,35.945377,,N,Sunny,,1,AccuWeather,2017-04-02 20:58:54.600,2017-04-02 20:58:54.600,0,-83.94973,23.9,33,UTC+0000,PEzvKidhug,d31931c1-a0fb-68b6-45c4-89f145375bbb,com.sec.android.app.shealth,km/h,,7.0,1,ec9c4229-88ba-6283-837e-de9336468c33,
0.0,,2020-10-06 23:53:37.062,35.93316,,,Clear,,1,TWC,2020-10-07 00:22:28.392,2020-10-07 00:22:28.392,0,-83.95739,18.0,83,UTC-0400,PEzvKidhug,dcc6bebc-0676-4c67-a32b-1e4f59527b6f,com.sec.android.app.shealth,,,,18,f7048785-f8b9-3350-c52b-594abfc87003,
7.0,,2021-05-19 19:07:03.870,35.92927,,,Partly Cloudy,,1,TWC,2021-05-19 19:41:43.808,2021-05-19 19:41:40.739,0,-83.9718,28.0,41,UTC-0400,C2yRtg360R,44c0d02e-50fe-424c-5f69-e50c532efa9b,com.sec.android.app.shealth,,,,2,0a8389c0-1b12-5715-e59f-0aaea6312cd6,
5.0,,2016-07-10 19:41:12.283,35.94504,,NNW,Partly sunny,,1,AccuWeather,2016-07-10 20:36:32.183,2016-07-10 20:36:32.183,0,-83.95015,30.0,42,UTC+0000,ROm+XQMkto,0ddc8092-649d-f0a3-c4b3-a8302d731ef5,com.sec.android.app.shealth,km/h,,7.0,2,118ad754-09e4-e21a-0220-bb00e93261b3,
0.0,,2020-10-06 02:38:48.977,35.937252,,,Clear,,1,TWC,2020-10-06 02:53:46.474,2020-10-06 02:53:46.474,0,-83.95728,13.0,93,UTC-0400,PEzvKidhug,f4917c8d-9677-a6a4-700a-30061e61103e,com.sec.android.app.shealth,,,,18,4a470c52-3ca4-e1a4-568c-16dcfe23c2ff,
,0,2018-08-18 00:48:45.053,35.95776,,WSW. 250,Rain Shower,0,1,TWC,2018-08-18 00:48:45.054,2018-08-18 00:48:45.054,1,-83.934074,25.0,83,UTC-0400,9wVta8KBzt,6748036b-bd57-41a1-bbfa-c9318701f3a1,com.sec.android.app.shealth,km/h,0,10.0,5,e2a4752b-8a2c-43f5-b985-fcaaf18ef865,
7.0,,2021-04-15 17:38:37.110,35.938442,,,Partly Cloudy,,1,TWC,2021-04-15 18:17:35.318,2021-04-15 18:17:32.168,0,-83.958015,17.0,39,UTC-0400,C2yRtg360R,8fcee956-a6f9-d8aa-d668-f42414eaa4bb,com.sec.android.app.shealth,,,,2,3ab3226f-2005-50a7-7163-e9f73b5d8061,
3.0,,2017-03-18 19:36:36.524,35.929756,,W,Sunny,,1,AccuWeather,2017-03-18 20:22:30.754,2017-03-18 20:22:30.754,0,-83.97346,20.0,32,UTC+0000,PEzvKidhug,0fef6152-84ab-30d4-14cc-a49e9df62edc,com.sec.android.app.shealth,km/h,,7.0,1,e3eff2ca-e2a9-318a-a300-50fc5f457f66,
,0,2020-06-04 19:02:04.442,35.93896,,SW. 220,Partly Cloudy,0,1,TWC,2020-06-04 19:02:04.463,2020-06-04 19:02:04.463,1,-83.958145,31.0,49,UTC-0400,cfxbbbfj2r,0534a34c-8eab-45ab-90e0-2779df4edccb,com.sec.android.app.shealth,km/h,0,14.0,2,7eab25f0-23b2-46f1-ac20-720a28501638,
0.0,,2018-03-19 23:41:46.534,35.960384,,,Mostly Cloudy,,1,TWC,2018-03-20 00:00:22.358,2018-03-20 00:00:22.358,0,-83.92997,18.0,70,UTC+0000,PEzvKidhug,eb5ac70e-9028-9ee5-302a-e07bcb7b5092,com.sec.android.app.shealth,,,,3,0810a693-ef92-7daa-751a-bdaa119a8462,
,0,2020-04-07 20:46:07.672,35.92899,,SW. 230,Mostly Cloudy,0,1,TWC,2020-04-07 20:46:07.676,2020-04-07 20:46:07.676,1,-83.97378,26.0,47,UTC-0400,cfxbbbfj2r,52ea0569-31b7-434c-a86b-dba37276d4d1,com.sec.android.app.shealth,km/h,0,19.0,3,53e09d85-f71c-457f-b3fc-c6e4e90319eb,
0.0,,2021-05-15 02:37:20.880,35.9694,,,Clear,,1,TWC,2021-05-15 02:59:21.435,2021-05-15 02:59:21.430,0,-83.91996,13.0,66,UTC-0400,C2yRtg360R,bb15ddca-e919-a839-acc7-233714e600f0,com.sec.android.app.shealth,,,,18,7beebdfc-dbab-3c5f-f288-cae1a048906f,
0.0,,2018-06-10 23:29:37.863,35.95863,,,Partly Cloudy,,1,TWC,2018-06-10 23:41:09.200,2018-06-10 23:41:09.200,0,-83.93269,27.0,64,UTC+0000,PEzvKidhug,0f99f921-52ad-9126-8e10-5f734ddd2b87,com.sec.android.app.shealth,,,,2,b3330df3-03fb-7752-3044-cace18edbed6,
0.0,,2018-06-03 00:34:24.697,35.956665,,,Sunny,,1,TWC,2018-06-03 00:50:47.368,2018-06-03 00:50:47.368,0,-83.93773,27.0,70,UTC+0000,PEzvKidhug,2e48f935-cb75-4c63-1cd4-1e38de883855,com.sec.android.app.shealth,,,,1,f5d997cf-e4d2-c33c-11b9-7b4b4087920f,
0.0,,2018-10-28 01:07:36.239,35.96168,,,Cloudy,,1,TWC,2018-10-28 01:23:33.629,2018-10-28 01:23:33.629,0,-83.91871,9.0,84,UTC+0000,PEzvKidhug,e6a246c7-63b9-5bfa-7e6f-7255cc8fd2d0,com.sec.android.app.shealth,,,,3,d7d5cb1e-d16b-a9ea-232f-a7ce4f08e0ec,
3.0,,2021-03-20 20:47:57.882,35.936638,,,Sunny,,1,TWC,2021-03-20 21:07:48.472,2021-03-20 21:07:48.472,0,-83.95691,17.0,22,UTC-0400,C2yRtg360R,bf9ba323-b727-3126-8e82-4e42ff9e3936,com.sec.android.app.shealth,,,,1,b7d68c25-be10-4448-7275-45fa477e89cc,
3.0,,2016-03-07 19:39:49.335,35.9563,,SW,Clouds and sun,,1,AccuWeather,2016-03-07 20:03:56.065,2016-03-07 20:03:56.065,0,-83.92122,18.9,31,UTC+0000,ROm+XQMkto,0803868a-c3e9-1bf0-70c4-8905f90ebb2c,com.sec.android.app.shealth,km/h,,7.0,2,d4597b84-a8f2-bfd3-aac6-93938f2a530b,
0.0,,2018-10-14 23:31:10.578,42.76604,,,Clear,,1,TWC,2018-10-14 23:44:14.404,2018-10-14 23:44:14.404,0,-84.52039,12.0,58,UTC+0000,PEzvKidhug,724f2825-72a3-5647-7aad-2396c8041e05,com.sec.android.app.shealth,,,,18,5817b8e3-d753-360a-61d6-754d4a8cb6ab,
0.0,,2020-09-26 02:00:06.494,35.935978,,,Cloudy,,1,TWC,2020-09-26 02:14:24.643,2020-09-26 02:14:24.643,0,-83.95799,19.0,99,UTC-0400,PEzvKidhug,b09749bd-9790-8625-14ae-46c8dc7490e3,com.sec.android.app.shealth,,,,3,cbf058fe-b66f-4c69-77ec-8a2ac1e24f3c,
0.0,,2020-10-13 01:55:18.788,35.93681,,,Cloudy,,1,TWC,2020-10-13 02:12:13.269,2020-10-13 02:12:13.269,0,-83.956924,20.0,94,UTC-0400,PEzvKidhug,91451aeb-6bd8-f505-be38-e40ee1a066e5,com.sec.android.app.shealth,,,,3,8007e23a-d5c4-9f2f-bb9a-9d0ee7103877,
3.0,,2021-03-29 20:38:39.500,35.9341,,,Sunny,,1,TWC,2021-03-29 21:44:57.782,2021-03-29 21:44:56.432,0,-83.963356,18.0,23,UTC-0400,C2yRtg360R,06b392f9-fad7-89a6-fca4-f02185b7cdd0,com.sec.android.app.shealth,,,,1,44265fa7-20c4-e474-6861-551ccbafdf72,
0.0,,2016-10-16 22:37:52.779,35.95858,,WSW,Mostly cloudy,,1,AccuWeather,2016-10-16 23:18:29.389,2016-10-16 23:18:29.389,0,-83.93198,26.7,40,UTC+0000,ROm+XQMkto,f8a15b1b-86f9-da5b-7b80-27ec8d92cd2e,com.sec.android.app.shealth,km/h,,7.0,3,438d49b3-727d-3004-7349-66b8ae7aebaa,
,0,2020-04-14 19:50:57.559,35.932503,,WNW. 300,Partly Cloudy,0,1,TWC,2020-04-14 19:50:57.561,2020-04-14 19:50:57.561,1,-83.98253,16.0,38,UTC-0400,cfxbbbfj2r,f6f169a9-16db-4c53-8b5f-536d5ff39b2f,com.sec.android.app.shealth,km/h,0,13.0,2,bc14c0ea-b0d5-46f2-808d-57f6c90f55d8,
0.0,,2018-08-24 23:53:57.635,35.956272,,,Fair,,1,TWC,2018-08-25 00:14:49.369,2018-08-25 00:14:49.369,0,-83.93851,24.0,59,UTC+0000,PEzvKidhug,299d01be-f4aa-20d8-a3f1-7c30e662f8a7,com.sec.android.app.shealth,,,,1,91f8880c-3b31-7529-0fce-bbe3c55200e8,
3.0,,2017-09-30 19:50:29.550,35.957615,,N,Sunny,,1,AccuWeather,2017-09-30 20:21:02.604,2017-09-30 20:21:02.604,0,-83.93484,25.0,25,UTC+0000,PEzvKidhug,f6c30a99-c25c-391d-90d5-04991981961a,com.sec.android.app.shealth,km/h,,7.0,1,1a8b76c4-02f3-17c6-cc34-a4240865a628,
0.0,,2018-09-14 23:26:09.307,35.941956,,,Partly Cloudy,,1,TWC,2018-09-14 23:38:56.541,2018-09-14 23:38:56.541,0,-83.951805,28.0,66,UTC+0000,PEzvKidhug,a965290b-4a5a-fc2a-994f-89315ede5c91,com.sec.android.app.shealth,,,,2,eecb992e-faff-e1cb-6383-e907bfa9df2a,
8.0,,2021-05-22 19:18:38.410,35.94001,,,Partly Cloudy,,1,TWC,2021-05-22 20:00:37.350,2021-05-22 20:00:33.977,0,-83.95819,29.0,43,UTC-0400,C2yRtg360R,2abd64d4-17b1-8a14-6dce-a9b0a06edde0,com.sec.android.app.shealth,,,,2,86cb2f1c-3bbd-2065-a611-6f161ca78b06,
0.0,,2018-10-17 23:00:05.957,35.95711,,,Fair,,1,TWC,2018-10-17 23:23:08.350,2018-10-17 23:23:08.350,0,-83.93909,16.0,58,UTC+0000,PEzvKidhug,78a76fe1-319a-188f-8b4c-2e7f7362cc99,com.sec.android.app.shealth,,,,18,5ce6353e-480f-13a8-43e1-7cfb9e1514d6,
3.0,,2018-10-04 20:25:15.121,35.956074,,,Partly Cloudy,,1,TWC,2018-10-04 20:41:51.283,2018-10-04 20:41:51.283,0,-83.92151,30.0,55,UTC+0000,PEzvKidhug,0e933767-6ebb-ee99-13d4-0fdff1654f50,com.sec.android.app.shealth,,,,2,06606d4d-110d-0dac-41f1-59505574a47d,
5.0,,2020-04-09 19:49:10.042,35.929253,,,Sunny,,1,TWC,2020-04-09 20:23:41.212,2020-04-09 20:23:41.212,0,-83.97377,21.0,22,UTC-0400,PEzvKidhug,6b65a1db-3f3f-7e87-d944-5a99b776b059,com.sec.android.app.shealth,,,,1,f88918ce-1555-69bb-bc62-4da8de35544e,
0.0,,2017-01-20 00:26:47.005,35.96469,,NE,Cloudy,,1,AccuWeather,2017-01-20 00:50:16.106,2017-01-20 00:50:16.106,0,-83.92572,12.6,75,UTC+0000,PEzvKidhug,aff3340a-28a4-35df-0921-3b4edc8b895b,com.sec.android.app.shealth,km/h,,7.0,3,616c942e-d16f-9e2a-fc50-d17a206b64c6,
0.0,,2018-07-22 00:48:17.626,35.95513,,,Mostly Cloudy,,1,TWC,2018-07-22 01:10:09.471,2018-07-22 01:10:09.471,0,-83.938095,24.0,77,UTC+0000,PEzvKidhug,c0985ec6-2ec9-72ca-dbb5-86c6b36b83cc,com.sec.android.app.shealth,,,,3,dbd47bdf-b02c-708b-9b97-d99b1b2ee378,
0.0,,2016-06-29 23:47:34.787,35.955345,,N,Partly sunny,,1,AccuWeather,2016-06-30 00:16:39.531,2016-06-30 00:16:39.531,0,-83.92207,28.9,39,UTC+0000,ROm+XQMkto,ede6414c-c2e5-6470-c8dd-17ed96c26481,com.sec.android.app.shealth,km/h,,7.0,2,64797405-3733-37f6-ca27-5607fbf9b458,
,0,2020-06-16 19:57:07.735,35.92914,,ENE. 60,Cloudy,0,1,TWC,2020-06-16 19:57:07.736,2020-06-16 19:57:07.736,1,-83.973885,21.0,58,UTC-0400,cfxbbbfj2r,58ad6aed-f4ad-4f8e-b96b-7894023a644f,com.sec.android.app.shealth,km/h,0,13.0,3,47561b6e-2135-441f-a740-166c0d522c10,
9.0,,2021-05-19 17:35:55.690,35.93614,,,Fair,,1,TWC,2021-05-19 18:17:07.775,2021-05-19 18:17:07.770,0,-83.95689,27.0,45,UTC-0400,C2yRtg360R,d08537ca-4482-ebb9-18b8-9b2aed840785,com.sec.android.app.shealth,,,,1,f30fca91-aecf-afc3-40aa-5bc58f777000,
3.0,,2016-09-12 19:21:11.220,35.926277,,WSW,Partly sunny,,1,AccuWeather,2016-09-12 19:49:35.584,2016-09-12 19:49:35.584,0,-84.046974,31.7,35,UTC+0000,ROm+XQMkto,db352ac1-5c93-c1bc-f15b-93efcc917286,com.sec.android.app.shealth,km/h,,7.0,2,6f0dea3a-d783-173b-833b-ff16d90b80f0,
0.0,,2020-10-02 02:03:49.309,35.933624,,,Clear,,1,TWC,2020-10-02 02:24:01.380,2020-10-02 02:24:01.380,0,-83.96338,12.0,78,UTC-0400,PEzvKidhug,121c7545-a95a-30f2-43b5-08a35c6b1539,com.sec.android.app.shealth,,,,18,cc8217fb-52af-d82a-3c96-3f7a3f19ecfd,
,0,2020-05-10 20:21:19.192,35.93972,,SW. 230,Sunny,0,1,TWC,2020-05-10 20:21:19.196,2020-05-10 20:21:19.196,1,-83.95833,21.0,26,UTC-0400,cfxbbbfj2r,8f69fb11-5040-4757-9c48-40ba5c3391ae,com.sec.android.app.shealth,km/h,0,24.0,1,0bfb9a08-4d4c-4e3a-89f6-1a45c7496af6,
9.0,,2021-07-27 19:15:32.300,35.939266,,,Sunny,,1,TWC,2021-07-27 19:54:18.611,2021-07-27 19:54:14.212,0,-83.9584,33.0,45,UTC-0400,C2yRtg360R,a350aecf-2e97-ca2a-4ada-19d2cbbbd189,com.sec.android.app.shealth,,,,1,87d484ed-8a37-d272-1e55-5ffbc34d0878,
2.0,,2017-10-07 18:57:10.858,35.95806,,N,Partly sunny,,1,AccuWeather,2017-10-07 19:27:40.748,2017-10-07 19:27:40.748,0,-83.93428,28.9,51,UTC+0000,PEzvKidhug,7819116e-d33f-e96a-157b-6a1f8d2df268,com.sec.android.app.shealth,km/h,,7.0,2,bc85c2a2-2fc2-e834-0b1f-07edde986ede,
2.0,,2021-08-01 22:25:08.810,35.92933,,,Partly Cloudy,,1,TWC,2021-08-01 23:01:27.997,2021-08-01 23:01:26.846,0,-83.972115,27.0,57,UTC-0400,C2yRtg360R,c78f389b-1a21-d802-b548-40b3905abe91,com.sec.android.app.shealth,,,,2,7d2f5c46-7f4b-c3c9-5bfa-48722f5cab38,
,0,2020-04-23 19:30:49.968,35.929153,,S. 190,Cloudy,0,1,TWC,2020-04-23 19:30:49.970,2020-04-23 19:30:49.970,1,-83.97388,18.0,63,UTC-0400,cfxbbbfj2r,818549a4-8305-481d-9ab5-2749e348c919,com.sec.android.app.shealth,km/h,0,14.0,3,367345f6-36b5-4d81-95c3-39063c675b80,
5.0,,2021-03-21 19:20:08.228,35.936954,,,Sunny,,1,TWC,2021-03-21 19:32:24.506,2021-03-21 19:32:24.506,0,-83.95701,19.0,37,UTC-0400,C2yRtg360R,eb087278-2b15-ce54-a005-e49f64e2f68f,com.sec.android.app.shealth,,,,1,f667c38f-5b2c-d3ca-5afa-1d468666d259,
,0,2020-10-27 23:50:47.549,35.93387,,N. 350,Cloudy,0,1,TWC,2020-10-27 23:50:47.556,2020-10-27 23:50:47.556,1,-83.961296,20.0,86,UTC-0400,cfxbbbfj2r,c8582dae-412b-4fb4-8bda-9a69976e4910,com.sec.android.app.shealth,km/h,0,0.0,3,c59b208f-e920-4037-9ae4-f326dd49decc,
1.0,,2018-04-21 15:50:59.553,39.739197,,,Cloudy,,1,TWC,2018-04-21 16:04:38.413,2018-04-21 16:04:38.413,0,-104.98763,2.0,92,UTC+0000,PEzvKidhug,045f3b11-27e9-8b45-0a80-41695acc3ed6,com.sec.android.app.shealth,,,,3,afdc8706-4c6e-9ed4-e3f2-cc0f83ce12cd,
,,2022-06-30 23:42:21.529,35.96519,,270.W,Showers in the Vicinity,,1,TWC,2022-06-30 23:54:00.775,2022-06-30 23:54:00.775,1,-83.92102,29.0,65,UTC-0400,enBdMyKVSw,6299e6b9-4ee3-4ec1-8785-0b4aa192b0c4,com.sec.android.app.shealth,km/h,,8.0,2,7250d55f-10cc-484f-9266-01c47be2140c,
