com.samsung.shealth.exercise.weather,6261011,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,0,2020-04-15 20:18:27.502,35.93967,,NNE. 20,Sunny,0,1,TWC,2020-04-15 20:18:27.503,2020-04-15 20:18:27.503,1,-83.95833,15.0,21,UTC-0400,cfxbbbfj2r,f3d4b763-8bb6-4b69-9879-f622c5c68b6b,com.sec.android.app.shealth,km/h,0,8.0,1,a3b942ad-3583-4cd3-bceb-8d4931d7b788,
4.0,,2018-02-18 19:02:53.704,35.955986,,,Sunny,,1,TWC,2018-02-18 19:14:31.203,2018-02-18 19:14:31.203,0,-83.93951,13.0,50,UTC+0000,PEzvKidhug,a03bdd27-9b1b-910c-3d97-b69ed8927ace,com.sec.android.app.shealth,,,,1,30712779-2302-e300-da1f-26bbb0428885,
4.0,,2018-09-29 15:23:01.439,35.95626,,,Partly Cloudy,,1,TWC,2018-09-29 15:43:04.458,2018-09-29 15:43:04.458,0,-83.93848,23.0,76,UTC+0000,PEzvKidhug,f2fdf123-2801-70d6-b656-6059684974d2,com.sec.android.app.shealth,,,,2,aa635755-5e20-f068-8f80-c949e04812a9,
,0,2021-03-04 18:56:45.319,35.9387,,NNW. 330,Sunny,0,1,TWC,2021-03-04 18:56:45.323,2021-03-04 18:56:45.323,1,-83.958015,19.0,26,UTC-0500,KwIsSebkfa,8b38342d-c62f-4c0e-a779-e6f737d0f89e,com.sec.android.app.shealth,km/h,0,8.0,1,e0b28464-4064-48f9-a0e0-b6708b7b5ec2,
6.0,,2020-10-14 17:29:18.640,35.933723,,,Sunny,,1,TWC,2020-10-14 17:49:05.436,2020-10-14 17:49:05.436,0,-83.962875,21.0,52,UTC-0400,PEzvKidhug,a3fed6e9-510d-282d-550d-b53bc0cc57d2,com.sec.android.app.shealth,,,,1,cf47dfc4-d200-b71a-8f1b-0f286d1af0e2,
8.0,,2021-05-09 18:48:15.740,35.938377,,,Partly Cloudy,,1,TWC,2021-05-09 19:26:42.600,2021-05-09 19:26:36.596,0,-83.95804,25.0,37,UTC-0400,C2yRtg360R,b92c0ee5-6233-4075-0b61-31f35542ee9c,com.sec.android.app.shealth,,,,2,38da0f9a-81c0-7418-5fbb-acab395d7785,
4.0,,2021-05-18 21:05:34.390,35.933796,,,Fair,,1,TWC,2021-05-18 21:28:50.401,2021-05-18 21:28:47.194,0,-83.96089,24.0,52,UTC-0400,C2yRtg360R,b3335b1f-607b-c493-3cc9-ada14b8c12a5,com.sec.android.app.shealth,,,,1,c322e728-49ca-18ab-b6fc-1f0e7fea00bb,
,0,2020-06-25 19:06:35.944,35.929146,,W. 280,Partly Cloudy,0,1,TWC,2020-06-25 19:06:35.948,2020-06-25 19:06:35.948,1,-83.97394,29.0,42,UTC-0400,cfxbbbfj2r,30eff83e-ab9a-4efa-9b5b-b0bada86599d,com.sec.android.app.shealth,km/h,0,8.0,2,40ced07f-f506-4af9-a2be-ec56e643a5c6,
0.0,,2018-01-21 19:07:07.100,35.957905,,,Mostly Cloudy,,1,TWC,2018-01-21 19:42:26.277,2018-01-21 19:42:26.277,0,-83.93999,16.0,46,UTC+0000,PEzvKidhug,f1b490e1-9275-9224-fdc3-bdb290030053,com.sec.android.app.shealth,,,,3,e2711c09-210b-840f-c079-6d0580ffaacf,
1.0,,2017-04-01 21:10:34.568,35.95803,,N,Partly sunny,,1,AccuWeather,2017-04-01 21:43:48.837,2017-04-01 21:43:48.837,0,-83.93377,17.5,53,UTC+0000,PEzvKidhug,47e8923f-f046-7fb8-1e3e-35dc1e0fc181,com.sec.android.app.shealth,km/h,,7.0,2,e006ee4c-cccb-8854-5d87-5bc1c06a5d67,
,0,2020-06-11 19:04:57.137,35.933773,,N. 0,Partly Cloudy,0,1,TWC,2020-06-11 19:04:57.137,2020-06-11 19:04:57.137,1,-83.95652,27.0,49,UTC-0400,cfxbbbfj2r,d9f26f47-5349-48f3-ab83-e01e03a793e7,com.sec.android.app.shealth,km/h,0,8.0,2,4fdfd35a-b68b-47da-8790-425344b208ce,
0.0,,2018-08-30 00:09:56.692,35.95754,,,Fair,,1,TWC,2018-08-30 00:24:13.372,2018-08-30 00:24:13.372,0,-83.93755,28.0,68,UTC+0000,PEzvKidhug,9c3ab830-1e4d-2598-971e-ac3f41829aad,com.sec.android.app.shealth,,,,18,2dd95ff1-44ca-5dad-7c6d-f829b244d6da,
4.0,,2018-02-20 18:12:23.175,35.70873,,,Sunny,,1,TWC,2018-02-20 18:31:21.254,2018-02-20 18:31:21.254,0,-83.52141,24.0,42,UTC+0000,PEzvKidhug,3c8b0605-c0ad-5cf8-bde6-32067548a1b2,com.sec.android.app.shealth,,,,1,598e645c-0bce-676e-9592-204b63fd405f,
0.0,,2017-10-14 22:42:34.771,35.44102,,N,Partly sunny,,1,AccuWeather,2017-10-14 22:56:19.481,2017-10-14 22:56:19.481,0,-84.63878,23.9,68,UTC+0000,PEzvKidhug,abdb2106-8856-7204-a161-d10b57cd8e39,com.sec.android.app.shealth,km/h,,7.0,2,7e044e16-2995-2eea-9ebd-ec1ea2899e09,
,0,2020-04-27 20:44:21.773,35.929115,,SSW. 200,Sunny,0,1,TWC,2020-04-27 20:44:21.776,2020-04-27 20:44:21.776,1,-83.97393,20.0,33,UTC-0400,cfxbbbfj2r,2b74a205-e79a-417c-9b8b-993ca59e29ed,com.sec.android.app.shealth,km/h,0,5.0,1,863818f0-6df4-4105-ae52-0367a881a026,
4.0,,2020-10-03 15:15:54.869,35.931194,,,Sunny,,1,TWC,2020-10-03 16:37:43.122,2020-10-03 16:37:43.122,0,-83.96236,14.0,70,UTC-0400,PEzvKidhug,6857a189-2d50-5761-66ae-7a8a7ad9cb98,com.sec.android.app.shealth,,,,1,d7a923fb-3225-3f35-cde1-39a96f65983b,
3.0,,2021-05-11 21:01:27.510,35.93491,,,Partly Cloudy,,1,TWC,2021-05-11 21:21:30.970,2021-05-11 21:21:30.967,0,-83.95708,22.0,37,UTC-0400,C2yRtg360R,9796d09a-a704-3049-88a0-014f9049df0f,com.sec.android.app.shealth,,,,2,a1dfdfe3-25dd-6300-79f2-9472ee84b45d,
,0,2020-08-29 21:21:43.168,35.92726,,SW. 220,Mostly Cloudy,0,1,TWC,2020-08-29 21:21:43.174,2020-08-29 21:21:43.174,1,-83.963036,30.0,63,UTC-0400,cfxbbbfj2r,2c82b082-be6a-4a48-9694-ae55adba56c8,com.sec.android.app.shealth,km/h,0,13.0,3,9c4ec097-1b7b-4edf-9449-1fa6794e766a,
10.0,,2021-07-23 17:56:41.120,35.93992,,,Sunny,,1,TWC,2021-07-23 18:35:00.621,2021-07-23 18:34:56.504,0,-83.95815,32.0,47,UTC-0400,C2yRtg360R,7ac95d38-0f3a-61dc-8b4c-dd8abf9ac07a,com.sec.android.app.shealth,,,,1,38dc0b1b-0aeb-f9aa-7d06-5699c554d2a5,
5.0,,2016-03-23 18:46:49.835,35.923817,,SW,Mostly sunny,,1,AccuWeather,2016-03-23 19:28:40.987,2016-03-23 19:28:40.987,0,-83.98976,18.7,46,UTC+0000,ROm+XQMkto,7fa47fb5-2639-e56d-1c74-9a61094d609f,com.sec.android.app.shealth,km/h,,7.0,1,fbb471bb-76c3-b626-cf45-2d8c387796f1,
10.0,,2021-07-16 19:13:31.830,35.939297,,,Sunny,,1,TWC,2021-07-16 19:52:14.530,2021-07-16 19:52:08.892,0,-83.95844,32.166668,48,UTC-0400,C2yRtg360R,2bff35d9-5655-7c3a-b8e5-5b9b7bf10c80,com.sec.android.app.shealth,,,,1,6a6a916c-167e-1541-64c1-88616c09c314,
1.0,,2017-09-04 22:01:48.960,35.94475,,SW,Mostly sunny,,1,AccuWeather,2017-09-04 22:33:39.672,2017-09-04 22:33:39.672,0,-83.94991,27.8,45,UTC+0000,PEzvKidhug,f02cea3b-5898-6be1-f7cc-87a781f3069c,com.sec.android.app.shealth,km/h,,7.0,1,d7d44415-f557-1629-c482-a31be3233250,
,0,2020-08-29 20:49:17.501,35.92907,,WSW. 240,Partly Cloudy,0,1,TWC,2020-08-29 20:49:17.503,2020-08-29 20:49:17.503,1,-83.972,30.0,60,UTC-0400,cfxbbbfj2r,f90d7f38-db99-4683-ac07-e51d10753b18,com.sec.android.app.shealth,km/h,0,13.0,2,a897b955-6def-42cd-bd95-09b049e5a18e,
9.0,,2021-05-20 17:42:02.800,35.938164,,,Sunny,,1,TWC,2021-05-20 18:20:28.555,2021-05-20 18:20:26.072,0,-83.95796,28.0,40,UTC-0400,C2yRtg360R,775d8efd-7ee7-aa9b-02ac-d16d3e9be87c,com.sec.android.app.shealth,,,,1,8f718c7b-73d1-b917-b8dc-c3c69dd3c9e0,
5.0,,2020-04-08 19:59:05.056,35.929707,,,Partly Cloudy,,1,TWC,2020-04-08 21:06:47.850,2020-04-08 21:06:47.850,0,-83.97338,27.0,53,UTC-0400,PEzvKidhug,5db8406d-9d30-b9d0-2881-b785d80b2513,com.sec.android.app.shealth,,,,2,d5d0e8b9-f15c-c682-e7c2-c807ef0a0306,
,,2022-06-22 00:58:54.653,35.96563,,60.ENE,Sunny,,1,TWC,2022-06-22 01:27:49.906,2022-06-22 01:27:49.906,1,-83.91976,28.0,54,UTC-0400,enBdMyKVSw,96b6afd9-8579-481d-b19e-bbc66502f5b0,com.sec.android.app.shealth,km/h,,0.0,1,056d54ea-3d04-4cac-905e-198a330e05f2,
0.0,,2021-04-11 02:30:02.130,35.965347,,,Cloudy,,1,TWC,2021-04-11 02:46:22.738,2021-04-11 02:46:22.402,0,-83.919624,17.0,86,UTC-0400,C2yRtg360R,a0eae0a4-227f-8fcb-0e7b-087fcd23d545,com.sec.android.app.shealth,,,,3,1b47cf85-7c1e-c265-4919-9a561330293e,
,0,2020-06-14 20:05:39.685,35.93871,,NNW. 340,Fair,0,1,TWC,2020-06-14 20:05:39.698,2020-06-14 20:05:39.698,1,-83.95807,25.0,46,UTC-0400,cfxbbbfj2r,c3242e80-2d04-4c6f-a8eb-949ac00584a3,com.sec.android.app.shealth,km/h,0,10.0,1,485102de-6e8d-4a42-b66a-ffc4c15b2fd7,
1.0,,2021-04-19 22:35:26.380,35.96587,,,Mostly Cloudy,,1,TWC,2021-04-19 23:13:56.305,2021-04-19 23:13:51.329,0,-83.91996,19.0,37,UTC-0400,C2yRtg360R,57e15d91-7951-eab1-06cf-400f0494ed59,com.sec.android.app.shealth,,,,2,aba1a8fe-02e1-878e-c464-98770b828f93,
0.0,,2016-07-01 02:10:36.926,35.950443,,WNW,Partly cloudy,,1,AccuWeather,2016-07-01 02:23:27.654,2016-07-01 02:23:27.654,0,-83.9394,28.9,35,UTC+0000,ROm+XQMkto,5a5fb0aa-e7ea-7dfe-db35-f6b195ba165b,com.sec.android.app.shealth,km/h,,7.0,19,72e48407-c6cd-b4d4-9f99-2f4b5e1fbc29,
4.0,,2016-08-21 19:39:39.989,35.944958,,W,Partly sunny,,1,AccuWeather,2016-08-21 20:16:20.466,2016-08-21 20:16:20.466,0,-83.94996,26.7,76,UTC+0000,ROm+XQMkto,bf3ff17e-4345-0765-58cb-c7a6b2f10696,com.sec.android.app.shealth,km/h,,7.0,2,de4c5068-42f9-dd49-dec9-7862b5b33523,
0.0,,2018-08-20 01:38:08.588,35.949566,,,Mostly Cloudy,,1,TWC,2018-08-20 01:52:30.293,2018-08-20 01:52:30.293,0,-83.94416,25.0,89,UTC+0000,PEzvKidhug,24bbb86b-2dac-5f65-562f-d7c1652172fb,com.sec.android.app.shealth,,,,3,0b7a6583-2e0c-4f84-f9e9-7cefd39e6391,
4.0,,2021-09-16 19:22:19.520,35.928272,,,Cloudy,,1,TWC,2021-09-16 19:59:51.335,2021-09-16 19:59:50.460,0,-83.96834,28.0,57,UTC-0400,C2yRtg360R,582e414e-c770-b190-8b07-b67f060fcfbf,com.sec.android.app.shealth,,,,3,3b396313-3b9c-a1cd-d105-868803644eb4,
3.0,,2021-05-16 20:28:25.410,35.938557,,,Cloudy,,1,TWC,2021-05-16 20:50:36.473,2021-05-16 20:50:34.044,0,-83.95808,22.0,52,UTC-0400,C2yRtg360R,e373bab9-6d6b-e850-c62a-a862c20e5d4f,com.sec.android.app.shealth,,,,3,060ad669-869f-53ae-8060-aaa927bb522c,
0.0,,2018-07-11 03:17:28.514,35.955902,,,Fair,,1,TWC,2018-07-11 03:32:39.297,2018-07-11 03:32:39.297,0,-83.93856,24.0,88,UTC+0000,PEzvKidhug,a2fa7e66-e762-d70e-f7c5-6edbe66f6d2d,com.sec.android.app.shealth,,,,18,9b91a3ea-8e2f-0417-ea1a-73a11e348f88,
6.0,,2020-04-09 19:06:15.133,35.92857,,,Sunny,,1,TWC,2020-04-09 19:21:45.536,2020-04-09 19:21:45.536,0,-83.96914,21.0,23,UTC-0400,PEzvKidhug,16673a5e-cfe9-d268-8321-37939b7db368,com.sec.android.app.shealth,,,,1,af943240-2f2d-a808-b664-8b50220c74fb,
0.0,,2017-01-22 20:47:49.540,35.945484,,WNW,Cloudy,,1,AccuWeather,2017-01-22 21:18:20.707,2017-01-22 21:18:20.707,0,-83.950294,17.2,79,UTC+0000,PEzvKidhug,66cb780f-5ec9-850e-7eed-9acf5a245b7d,com.sec.android.app.shealth,km/h,,7.0,3,feae1a06-c6a4-7c17-c0d4-b6af5b986eab,
9.0,,2021-06-17 18:59:08.140,35.929302,,,Partly Cloudy,,1,TWC,2021-06-17 19:24:38.022,2021-06-17 19:24:34.749,0,-83.97199,29.0,35,UTC-0400,C2yRtg360R,a4559942-1423-9b78-1c4b-e9a5718cc6dc,com.sec.android.app.shealth,,,,2,aa169571-d28b-3796-660f-8628746541fe,
2.0,,2016-09-30 19:17:28.512,35.949093,,W,Partly sunny,,1,AccuWeather,2016-09-30 19:57:12.167,2016-09-30 19:57:12.167,0,-83.9183,21.1,43,UTC+0000,ROm+XQMkto,6a55ffb3-5c9e-19f2-d0c5-c1b099f1ee3e,com.sec.android.app.shealth,km/h,,7.0,2,7af82fc1-0c1c-0f69-f4a6-41d874a31c1b,
0.0,,2016-10-03 00:35:47.344,35.957584,,NNW,Mostly clear,,1,AccuWeather,2016-10-03 00:50:50.141,2016-10-03 00:50:50.141,0,-83.93767,21.1,54,UTC+0000,ROm+XQMkto,bb8301e7-d64b-6296-a6dc-c337e41f67f2,com.sec.android.app.shealth,km/h,,7.0,18,fe266bc6-8d91-d49a-b18f-d532fae0add7,
0.0,,2016-10-25 22:10:31.536,35.957928,,NNW,Clouds and sun,,1,AccuWeather,2016-10-25 23:21:42.049,2016-10-25 23:21:42.049,0,-83.93439,21.1,27,UTC+0000,ROm+XQMkto,b6e17eb0-6ddf-e74b-86de-2fdf7118dfe2,com.sec.android.app.shealth,km/h,,7.0,2,f1850cbe-cc4c-3838-4cf3-2332b270d426,
0.0,,2017-04-01 22:10:53.199,35.964172,,N,Sunny,,1,AccuWeather,2017-04-01 22:34:48.889,2017-04-01 22:34:48.889,0,-83.91829,17.8,48,UTC+0000,PEzvKidhug,9f298d6c-e077-4937-fd22-df13a44f5aa3,com.sec.android.app.shealth,km/h,,7.0,1,ce9177e1-6278-70fd-5273-e9bf127c3824,
5.0,,2021-05-22 20:20:01.640,35.929394,,,Partly Cloudy,,1,TWC,2021-05-22 20:58:29.281,2021-05-22 20:58:26.340,0,-83.97226,29.0,44,UTC-0400,C2yRtg360R,335ee3c9-15b6-2b7c-a1de-287f105f1813,com.sec.android.app.shealth,,,,2,41a52c15-5617-c11f-5c05-53ee1b74e660,
0.0,,2018-09-15 01:57:04.268,35.96513,,,Partly Cloudy,,1,TWC,2018-09-15 02:12:26.374,2018-09-15 02:12:26.374,0,-83.91939,27.0,76,UTC+0000,PEzvKidhug,07f69133-7292-d98d-cdcb-8fc25be53cd1,com.sec.android.app.shealth,,,,19,e6af5611-365c-f2cb-4377-1a209fdab723,
7.0,,2020-04-10 19:20:06.721,35.939484,,,Sunny,,1,TWC,2020-04-10 19:53:11.014,2020-04-10 19:53:11.014,0,-83.95844,13.0,24,UTC-0400,PEzvKidhug,3dfc3ae2-6f89-ad17-f236-49ad5fd17e24,com.sec.android.app.shealth,,,,1,f477a02a-4c21-6064-6009-45955b2e56ce,
2.0,,2018-05-09 21:53:44.493,35.96123,,,Partly Cloudy,,1,TWC,2018-05-09 22:15:49.263,2018-05-09 22:15:49.263,0,-83.880745,28.0,41,UTC+0000,PEzvKidhug,b3779b0c-61be-c1fd-ad8c-96e8ad55badc,com.sec.android.app.shealth,,,,2,206217ae-0d7c-dfaf-cfd8-6ae344925325,
1.0,,2021-05-24 22:19:47.430,35.931686,,,Partly Cloudy,,1,TWC,2021-05-24 22:40:45.508,2021-05-24 22:40:45.500,0,-83.957664,28.0,48,UTC-0400,C2yRtg360R,8aae078d-1bed-4442-d964-ed08382ce611,com.sec.android.app.shealth,,,,2,d5b4de84-dd78-0909-1426-c1e935ba7d35,
0.0,,2017-04-15 01:01:14.619,35.969124,,S,Cloudy,,1,AccuWeather,2017-04-15 01:38:49.588,2017-04-15 01:38:49.588,0,-83.918015,26.1,32,UTC+0000,PEzvKidhug,2f9b34c9-47d4-a497-b625-0d574fd3b55a,com.sec.android.app.shealth,km/h,,7.0,3,25743960-94e1-bf2a-1ede-c9884f06256b,
0.0,,2021-04-26 23:31:06.280,35.935093,,,Sunny,,1,TWC,2021-04-26 23:45:47.334,2021-04-26 23:45:45.889,0,-83.95952,23.0,45,UTC-0400,C2yRtg360R,4c4ec453-1f2f-9261-b6c2-7283edf22853,com.sec.android.app.shealth,,,,1,473689e9-2a97-2031-8e44-bc9919b8de75,
2.0,,2018-03-20 15:31:23.796,35.955826,,,Cloudy,,1,TWC,2018-03-20 15:43:24.513,2018-03-20 15:43:24.513,0,-83.93848,16.0,71,UTC+0000,PEzvKidhug,154b4754-0999-6ded-bba8-222dbf42be2c,com.sec.android.app.shealth,,,,3,9f103aa5-2664-0a6b-378a-e008977d92c1,
,0,2020-04-23 18:32:36.267,35.93925,,SSW. 210,Cloudy,0,1,TWC,2020-04-23 18:32:36.269,2020-04-23 18:32:36.269,1,-83.95828,19.0,59,UTC-0400,cfxbbbfj2r,4111d0f6-716f-473a-aa94-27c295b67277,com.sec.android.app.shealth,km/h,0,14.0,3,365fd9cf-d5b1-49b5-b205-c470d364cc9d,
9.0,,2021-05-26 17:55:03.370,35.932716,,,Fair,,1,TWC,2021-05-26 18:32:19.448,2021-05-26 18:32:19.444,0,-83.95738,31.0,38,UTC-0400,C2yRtg360R,96f3afa3-19ed-2eeb-681b-0a1b65e33ef6,com.sec.android.app.shealth,,,,1,509bddf3-4459-1562-ccc0-27d78a24d1ef,
3.0,,2018-11-19 18:11:55.136,35.960014,,,Partly Cloudy,,1,TWC,2018-11-19 18:30:32.466,2018-11-19 18:30:32.466,0,-83.9283,17.0,55,UTC+0000,PEzvKidhug,cb6496a3-cdf1-62ca-276a-4b0bd5493dbf,com.sec.android.app.shealth,,,,2,28813a8e-1e5f-9d1b-8974-3a81467f3bea,
7.0,,2021-04-11 18:43:48.380,35.934628,,,Sunny,,1,TWC,2021-04-11 19:03:01.550,2021-04-11 19:02:59.614,0,-83.96201,22.0,34,UTC-0400,C2yRtg360R,1dec4c52-f3fb-c5ff-9582-321932112408,com.sec.android.app.shealth,,,,1,59325482-6de2-70f1-04e0-19a033a23c7e,
0.0,,2017-09-28 22:48:00.887,35.930454,,N,Sunny,,1,AccuWeather,2017-09-28 23:17:54.320,2017-09-28 23:17:54.320,0,-84.045906,27.8,47,UTC+0000,PEzvKidhug,f9c5bd4a-40d1-decc-9807-a1bcbf990c96,com.sec.android.app.shealth,km/h,,7.0,1,2b039b7e-4758-00d9-0d2d-2b633a746340,
,0,2020-04-22 20:37:00.852,35.92921,,W. 260,Partly Cloudy,0,1,TWC,2020-04-22 20:37:00.853,2020-04-22 20:37:00.853,1,-83.973885,21.0,26,UTC-0400,cfxbbbfj2r,98d91d4c-ae7f-4cc4-90e6-2be9123dd0e1,com.sec.android.app.shealth,km/h,0,5.0,2,b6baa353-619f-4a44-a7b3-2c66bae7711a,
,0,2020-04-06 21:09:18.499,35.929424,,WSW. 250,Partly Cloudy,0,1,TWC,2020-04-06 21:09:18.501,2020-04-06 21:09:18.501,1,-83.97382,26.0,34,UTC-0400,cfxbbbfj2r,5d732387-7e88-4b3c-b13b-5a83eb511297,com.sec.android.app.shealth,km/h,0,10.0,2,90214cd8-ae91-4c26-97e8-51c7d52e59a1,
1.0,,2018-10-31 20:25:28.793,35.755543,,,Partly Cloudy,,1,TWC,2018-10-31 20:39:11.374,2018-10-31 20:39:11.374,0,-83.97033,23.0,59,UTC+0000,PEzvKidhug,6fc2ed57-93d8-1353-8b27-2494b742ab63,com.sec.android.app.shealth,,,,2,d4d571fe-f920-a29f-a152-b0d53a85ed08,
,0,2020-06-04 19:44:21.267,35.927494,,SW. 220,Fair,0,1,TWC,2020-06-04 19:44:21.268,2020-06-04 19:44:21.268,1,-83.96671,32.0,45,UTC-0400,cfxbbbfj2r,2b38e2f4-02f3-43ef-a2a4-206faef80e0b,com.sec.android.app.shealth,km/h,0,18.0,1,e894367c-ad5b-45e2-bf9d-603cd63711b2,
4.0,,2021-08-19 20:26:53.740,35.97036,,,Mostly Cloudy,,1,TWC,2021-08-19 20:42:50.753,2021-08-19 20:42:49.201,0,-83.9186,28.0,71,UTC-0400,C2yRtg360R,b5fed12d-bd3b-8aa4-5d6b-673ad4a16ca2,com.sec.android.app.shealth,,,,2,f27b16fd-22dc-f6ae-f773-055283b28892,
2.0,,2021-04-20 21:35:51.040,35.934147,,,Sunny,,1,TWC,2021-04-20 22:31:36.140,2021-04-20 22:31:36.132,0,-83.95686,23.0,27,UTC-0400,C2yRtg360R,c5702757-b151-5bb1-bce9-9eedbf8f82b8,com.sec.android.app.shealth,,,,1,3adb662b-2852-4f23-b174-1e3be096f8c0,
1.0,,2017-04-27 20:56:25.802,35.895145,,WSW,Clouds and sun,,1,AccuWeather,2017-04-27 21:45:05.592,2017-04-27 21:45:05.592,0,-84.178154,25.0,63,UTC+0000,PEzvKidhug,c3d2a7d5-8037-7fd7-3e93-242000c47b68,com.sec.android.app.shealth,km/h,,7.0,2,37b39429-d866-9f61-c912-63518866ac95,
,0,2020-05-05 20:06:31.574,35.939804,,SW. 230,Mostly Cloudy,0,1,TWC,2020-05-05 20:06:31.589,2020-05-05 20:06:31.589,1,-83.95819,27.0,61,UTC-0400,cfxbbbfj2r,170cf33a-06ff-4926-a7d8-0e1764a70e0e,com.sec.android.app.shealth,km/h,0,26.0,3,1ec102d2-0b9b-4c0a-bc77-bf3d86329958,
0.0,,2019-01-05 20:49:55.122,35.946625,,,Sunny,,1,TWC,2019-01-05 21:34:30.544,2019-01-05 21:34:30.544,0,-83.95255,13.0,52,UTC+0000,PEzvKidhug,0722dbbf-f2c6-41d2-00aa-e5d1423582ac,com.sec.android.app.shealth,,,,1,25c349a3-2eac-e765-eeed-cd269541cec8,
9.0,,2021-07-02 19:55:34.440,35.938152,,,Fair,,1,TWC,2021-07-02 20:33:47.669,2021-07-02 20:33:45.701,0,-83.957985,27.666668,47,UTC-0400,C2yRtg360R,167fd1d6-f467-5298-6d3c-1da9c6215b3a,com.sec.android.app.shealth,,,,1,37f32b30-5139-477b-e897-884a83870135,
3.0,,2018-05-02 21:11:02.149,36.034073,,,Sunny,,1,TWC,2018-05-02 21:34:54.840,2018-05-02 21:34:54.840,0,-83.87454,28.0,37,UTC+0000,PEzvKidhug,14586c5d-0fff-d837-33b2-cf31ab6ee42a,com.sec.android.app.shealth,,,,1,9d1f0c43-12db-7f43-2908-180c5f2e5a23,
7.0,,2021-05-25 19:21:19.980,35.92934,,,Sunny,,1,TWC,2021-05-25 19:58:00.191,2021-05-25 19:57:56.763,0,-83.97202,32.0,36,UTC-0400,C2yRtg360R,311295ca-774c-2a42-d7b0-bfd5756ee755,com.sec.android.app.shealth,,,,1,850ab5fe-bc36-3446-0cb8-68d6df5f5884,
7.0,,2018-09-22 16:16:30.185,35.042637,,,Partly Cloudy,,1,TWC,2018-09-22 16:33:04.373,2018-09-22 16:33:04.373,0,-85.30932,29.0,53,UTC+0000,PEzvKidhug,317ef41d-3b7e-a981-33b0-c34b3b2eab40,com.sec.android.app.shealth,,,,2,748dc1a8-e495-b87f-ab39-2ba2d7cc3d66,
8.0,,2021-05-23 18:48:55.240,35.934555,,,Partly Cloudy,,1,TWC,2021-05-23 19:10:00.584,2021-05-23 19:10:00.121,0,-83.96009,31.0,35,UTC-0400,C2yRtg360R,8ced903c-0a8d-5d33-8e86-670d03b809b8,com.sec.android.app.shealth,,,,2,cf1b175a-ad27-ec74-9b53-5b991f18876a,
0.0,,2017-04-11 23:48:01.949,35.95798,,W,Sunny,,1,AccuWeather,2017-04-12 00:35:27.627,2017-04-12 00:35:27.627,0,-83.93387,25.0,41,UTC+0000,PEzvKidhug,aadc7743-a7f7-317f-acfb-9da2862e097a,com.sec.android.app.shealth,km/h,,7.0,1,31921680-db12-915b-8198-816cb7c6b445,
2.0,,2018-12-02 19:20:03.214,35.947662,,,Sunny,,1,TWC,2018-12-02 19:50:42.309,2018-12-02 19:50:42.309,0,-83.95321,21.0,35,UTC+0000,PEzvKidhug,7fb9d926-7854-a0be-ff67-72ab591e85f7,com.sec.android.app.shealth,,,,1,a4385bff-edfb-54c3-9191-a3882cf2d14e,
5.0,,2021-06-29 20:14:19.670,35.934433,,,Mostly Cloudy,,1,TWC,2021-06-29 21:21:38.011,2021-06-29 21:21:38.008,0,-83.957085,31.0,57,UTC-0400,C2yRtg360R,e45287a5-7ee0-49d2-f1b9-be01d36dca56,com.sec.android.app.shealth,,,,2,0495f6ba-ff45-a6f5-6f6e-7e8032dd0636,
0.0,,2018-09-23 22:47:23.058,35.056046,,,Mostly Cloudy,,1,TWC,2018-09-23 23:01:48.457,2018-09-23 23:01:48.457,0,-85.310555,24.0,72,UTC+0000,PEzvKidhug,1760d893-b001-9af9-2f29-52b70570efea,com.sec.android.app.shealth,,,,3,67439d50-8a89-936e-622c-7d2feb96efa5,
2.0,,2021-04-28 21:32:57.970,35.93379,,,Fair,,1,TWC,2021-04-28 22:38:37.442,2021-04-28 22:38:37.437,0,-83.95716,26.0,52,UTC-0400,C2yRtg360R,4c048e1a-32ce-679d-7ef6-ba3ccee97cb3,com.sec.android.app.shealth,,,,1,17711d4b-8d07-6135-6aac-4577f3b2fc63,
0.0,,2017-10-04 23:14:05.914,35.957848,,N,Sunny,,1,AccuWeather,2017-10-04 23:57:27.900,2017-10-04 23:57:27.900,0,-83.934265,22.8,60,UTC+0000,PEzvKidhug,5d5e5921-0db3-fad4-158c-3d3b917f8524,com.sec.android.app.shealth,km/h,,7.0,1,8f1416dd-2574-b600-9a5a-e62dc1eee777,
,0,2020-08-24 22:14:50.439,35.93879,,WSW. 240,Fair,0,1,TWC,2020-08-24 22:14:50.440,2020-08-24 22:14:50.440,1,-83.95826,30.0,57,UTC-0400,cfxbbbfj2r,c2eda0a2-11f5-41b7-878b-9ba6fb882ff6,com.sec.android.app.shealth,km/h,0,6.0,1,cd319877-dbe2-4744-8b5d-c9a283f16006,
4.0,,2021-08-01 21:21:25.480,35.93918,,,Partly Cloudy,,1,TWC,2021-08-01 21:58:50.725,2021-08-01 21:58:46.082,0,-83.95838,27.666668,56,UTC-0400,C2yRtg360R,157836c3-577a-5afe-676a-694eb2d09705,com.sec.android.app.shealth,,,,2,12733e18-b0a7-8e59-fdba-9f830597f3a5,
