com.samsung.health.food_info,6261011,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
0.0,2.0,0.0,,27.0,MyFitnessPal Snacks,,100005-Thu Apr 19 00:00:00 EDT 2018,0,350.0,43.0,51.0,2018-04-20 16:31:28.543,2018-04-20 16:31:28.543,0.0,21.0,0.0,42.0,MyFitnessPal Snacks,4.0,,29.0,373.12,,,9wVta8KBzt,,28.0,0.0,com.myfitnesspal.android,64.0,,911af20e-4e14-416a-9e5a-15398533d4f6,,
27.0,0.0,0.0,,40.0,MyFitnessPal Dinner,,100003-Sat Feb 17 00:00:00 EST 2018,0,205.0,18.0,51.0,2018-02-20 02:37:39.460,2018-02-20 02:37:39.460,2.0,14.0,1.0,54.0,MyFitnessPal Dinner,9.0,,26.0,1000.0,,,EHdtKydEi4,,30.0,0.0,com.myfitnesspal.android,33.0,,1eb847eb-efba-492e-91f0-636bbe002ba0,,
1049.0549,11.275,228.94174,,11.0,MyFitnessPal Breakfast,,100001-Tue Mar 06 00:00:00 EST 2018,0,788.45496,22.255001,51.8695,2018-03-09 03:10:57.170,2018-03-09 03:10:57.170,10.750775,27.58895,4.300775,28.104649,MyFitnessPal Breakfast,16.2685,,34.424072,664.8975,,,EHdtKydEi4,,20.496376,0.0,com.myfitnesspal.android,47.61815,,3fa7d1dd-6b77-4a6c-b5ad-e069451e94b7,,
438.7,78.58,0.433333,,130.0,MyFitnessPal Breakfast,,100001-Fri Jan 12 00:00:00 EST 2018,0,1487.8,20.29,37.013,2018-01-14 19:52:00.750,2018-01-14 19:52:00.750,7.0000003E-4,49.564,0.0064999997,3.494444,MyFitnessPal Breakfast,22.476,,185.82,715.5,,,EHdtKydEi4,,19.5023,0.0,com.myfitnesspal.android,50.324,,89a7e244-200a-424b-b46e-a5440fb236d6,,
555.0,12.0,0.0,,10.0,MyFitnessPal Lunch,,100002-Tue Jan 16 00:00:00 EST 2018,0,520.0,15.0,43.5,2018-01-18 06:54:42.095,2018-01-18 06:54:42.095,8.5,25.0,4.5,20.0,MyFitnessPal Lunch,9.0,,75.0,680.0,,,EHdtKydEi4,,6.0,0.0,com.myfitnesspal.android,32.0,,5ae6d2f9-9be5-4851-95d7-86825efc467d,,
760.0,14.0,2.0,,0.0,MyFitnessPal Lunch,,100002-Mon Feb 05 00:00:00 EST 2018,0,345.0,5.0,26.5,2018-02-07 21:50:08.626,2018-02-07 21:50:08.626,12.0,15.0,5.5,23.0,MyFitnessPal Lunch,5.0,,51.0,330.0,,,EHdtKydEi4,,7.0,0.0,com.myfitnesspal.android,14.0,,e2a56e87-5c72-4370-86c3-ff72d5b42272,,
67.0,0.0,0.0,,210.0,"102 kcal, Per 53g",,default-fatsecret-3096,46,238.0,0.0,6.76,2015-04-27 16:30:09.394,2015-04-27 16:30:09.394,2.754,6.24,1.214,5.0,Fried Egg,0.38,,3.0,89.0,large,,ScgltublDV,g,1.88,,com.sec.android.app.shealth,0.43,0.5135135,05d61ae6-b233-4c37-9e4a-85d7de774bee,1,
0.0,241.6,12.0,,47.0,MyFitnessPal Breakfast,,100001-Tue Mar 20 00:00:00 EDT 2018,0,1031.0,18.0,39.4,2018-03-23 00:12:57.349,2018-03-23 00:12:57.349,0.0,21.2,0.0,20.0,MyFitnessPal Breakfast,6.2,,60.0,636.0,,,EHdtKydEi4,,15.0,0.0,com.myfitnesspal.android,27.2,,a50683d1-de86-4118-9cb2-b25481769549,,
370.0,42.0,0.0,,60.0,MyFitnessPal Lunch,,100002-Sun Feb 04 00:00:00 EST 2018,0,1120.0,14.0,13.0,2018-02-06 20:22:33.567,2018-02-06 20:22:33.567,0.0,50.0,0.0,2.0,MyFitnessPal Lunch,14.0,,105.0,490.0,,,EHdtKydEi4,,5.5,0.0,com.myfitnesspal.android,35.0,,e073d8ac-456c-4536-8504-98ab403fd3d4,,
320.0,0.0,0.0,,0.0,MyFitnessPal Lunch,,100002-Tue Jan 09 00:00:00 EST 2018,0,180.0,4.0,23.0,2018-01-11 16:18:42.901,2018-01-11 16:18:42.901,11.0,12.0,7.0,10.0,MyFitnessPal Lunch,7.0,,4.0,280.0,,,EHdtKydEi4,,3.0,0.0,com.myfitnesspal.android,13.0,,b94514e7-2e20-4c34-8dc6-7ed633ee8dd1,,
320.0,32.0,0.0,,40.0,MyFitnessPal Lunch,,100002-Fri Feb 09 00:00:00 EST 2018,0,500.0,12.0,6.0,2018-02-11 20:21:06.340,2018-02-11 20:21:06.340,0.0,24.0,0.0,0.0,MyFitnessPal Lunch,12.0,,60.0,240.0,,,EHdtKydEi4,,4.0,0.0,com.myfitnesspal.android,28.0,,f13fb1eb-9f31-4b4f-ba59-4009c6094bc1,,
0.0,0.0,0.0,,0.0,MyFitnessPal Dinner,,100003-Wed Apr 18 00:00:00 EDT 2018,0,80.0,2.0,17.0,2018-04-20 16:31:28.409,2018-04-20 16:31:28.409,0.0,2.0,0.0,4.0,MyFitnessPal Dinner,6.0,,2.0,180.0,,,9wVta8KBzt,,1.5,0.0,com.myfitnesspal.android,8.0,,aaa85fa8-5e8f-4f0d-97ef-1763ffbd7ecd,,
0.0,0.0,0.0,,0.0,MyFitnessPal Lunch,,100002-Mon Jan 15 00:00:00 EST 2018,0,270.0,5.0,21.0,2018-01-18 01:33:21.886,2018-01-18 01:33:21.886,0.0,12.0,0.0,2.0,MyFitnessPal Lunch,2.0,,0.0,200.0,,,EHdtKydEi4,,3.0,0.0,com.myfitnesspal.android,13.0,,e2bc948e-1a16-4460-ae8f-f15498fe6de6,,
38.423088,8.230648,0.0,,28.691929,MyFitnessPal Breakfast,,100001-Thu Mar 01 00:00:00 EST 2018,0,51.015385,13.814362,25.574234,2018-03-03 23:28:31.800,2018-03-03 23:28:31.800,2.1353853,10.731285,2.1466699,11.833847,MyFitnessPal Breakfast,5.203077,,23.628716,434.6847,,,EHdtKydEi4,,13.392725,0.0,com.myfitnesspal.android,24.42564,,6fe3795e-6573-4aea-942d-cb5d03076b87,,
27.0,2.0,0.0,,50.0,MyFitnessPal Dinner,,100003-Mon Mar 05 00:00:00 EST 2018,0,200.0,5.0,9.5,2018-03-08 02:27:23.480,2018-03-08 02:27:23.480,0.0,13.0,0.0,2.0,MyFitnessPal Dinner,6.0,,40.0,790.0,,,EHdtKydEi4,,6.0,0.0,com.myfitnesspal.android,12.0,,2ea603c8-6e9a-4590-be12-f50911a4eb6a,,
130.0,6.0,90.0,,30.0,MyFitnessPal Dinner,,100003-Tue Apr 03 00:00:00 EDT 2018,0,630.0,5.0,51.0,2018-04-06 03:06:39.998,2018-04-06 03:06:39.998,2.5,32.0,14.0,29.0,MyFitnessPal Dinner,1.0,,32.0,600.0,,,9wVta8KBzt,,13.0,0.0,com.myfitnesspal.android,10.0,,58bff05e-6135-4f4e-b2f5-8c32133bf8fd,,
111.0,0.0,0.0,,0.0,"1 kcal, Per 100g",,default-fatsecret-7331,237,5.0,0.0,0.05,2017-09-06 21:57:28.310,2017-09-06 21:57:28.310,0.028,0.28,0.002,0.0,Coffee,0.0,,0.0,2.0,mug (8 fl oz),,EHdtKydEi4,g,0.005,,com.sec.android.app.shealth,0.09,88.5,7d5b33e7-fb44-4f6b-8afd-d2ecc815925f,1,
439.0,34.0,0.0,,55.0,MyFitnessPal Breakfast,,100001-Sun Jan 28 00:00:00 EST 2018,0,840.0,22.0,33.0,2018-01-30 17:46:13.204,2018-01-30 17:46:13.204,4.5,42.0,1.5,2.0,MyFitnessPal Breakfast,23.0,,75.0,630.0,,,EHdtKydEi4,,15.5,0.0,com.myfitnesspal.android,51.0,,ba3722f7-559c-427f-abe0-1319db7825c2,,
0.0,6.0,90.0,,30.0,MyFitnessPal Dinner,,100003-Sun Feb 25 00:00:00 EST 2018,0,655.0,4.0,36.0,2018-02-28 00:42:29.643,2018-02-28 00:42:29.643,0.5,28.0,0.0,26.0,MyFitnessPal Dinner,3.5,,31.0,470.0,,,EHdtKydEi4,,14.5,0.0,com.myfitnesspal.android,11.0,,f075d5fd-305c-459f-a0a8-45231d0cf356,,
0.0,20.0,0.0,,210.0,MyFitnessPal Lunch,,100002-Sun Apr 22 00:00:00 EDT 2018,0,345.0,2.0,53.0,2018-04-25 03:51:09.689,2018-04-25 03:51:09.689,0.0,15.0,0.0,12.0,MyFitnessPal Lunch,78.0,,30.0,600.0,,,9wVta8KBzt,,32.0,1.0,com.myfitnesspal.android,87.0,,26b7084c-6063-4522-8f2b-8dd98412c82c,,
422.0,0.0,17.0,,0.0,"89 kcal, Per 100g",,default-fatsecret-5388,118,1.0,3.1,0.39,2015-04-27 16:30:09.392,2015-04-27 16:30:09.392,0.038,1.29,0.086,2.0,Banana,14.43,,1.0,105.0,medium (7" to 7-7/8" long),,ScgltublDV,g,0.132,,com.sec.android.app.shealth,26.95,1.1222222,4f12547f-ad91-4593-bdb3-a52d67b08946,1,
23.7,29.58,2.433333,,0.0,MyFitnessPal Dinner,,100003-Fri Feb 09 00:00:00 EST 2018,0,137.8,2.29,5.013,2018-02-11 20:21:06.417,2018-02-11 20:21:06.417,7.0000003E-4,2.064,2.0065,4.494444,MyFitnessPal Dinner,1.4760001,,2.32,157.5,,,EHdtKydEi4,,1.0023,0.0,com.myfitnesspal.android,4.824,,ba90af7c-45dd-4380-8716-bbcf0fa34e3a,,
0.0,242.0,8.0,,55.0,MyFitnessPal Snacks,,100005-Sun Mar 04 00:00:00 EST 2018,0,1110.0,8.0,40.0,2018-03-07 03:21:22.272,2018-03-07 03:21:22.272,0.0,25.0,0.0,22.0,MyFitnessPal Snacks,6.0,,70.0,520.0,,,EHdtKydEi4,,13.5,0.0,com.myfitnesspal.android,16.0,,0957f4ac-aa05-49d8-84b0-172cd2eb4368,,
27.0,2.0,0.0,,50.0,MyFitnessPal Dinner,,100003-Mon Mar 12 00:00:00 EDT 2018,0,200.0,5.0,9.5,2018-03-15 00:36:26.989,2018-03-15 00:36:26.989,0.0,13.0,0.0,2.0,MyFitnessPal Dinner,6.0,,40.0,590.0,,,EHdtKydEi4,,6.0,0.0,com.myfitnesspal.android,12.0,,cb75ac75-4e80-47b9-8353-655bb796b639,,
233.0,2.0,0.0,,7.0,MyFitnessPal Breakfast,,100001-Fri Mar 16 00:00:00 EDT 2018,0,415.0,25.0,44.5,2018-03-18 23:27:19.130,2018-03-18 23:27:19.130,10.0,30.0,3.5,33.0,MyFitnessPal Breakfast,2.0,,38.0,620.0,,,EHdtKydEi4,,15.0,0.0,com.myfitnesspal.android,39.0,,1e973664-8c0d-4f6d-a988-589a1791c635,,
163.37456,7.13431,20.0,,32.086365,MyFitnessPal Dinner,,100003-Sun Mar 11 00:00:00 EST 2018,0,157.80728,7.5909095,23.78673,2018-03-14 02:30:13.348,2018-03-14 02:30:13.348,10.068546,12.4055,3.2671456,7.193237,MyFitnessPal Dinner,9.8698,,25.701092,869.6028,,,EHdtKydEi4,,8.140528,0.0,com.myfitnesspal.android,21.460709,,44d22d1a-0a09-4489-b2d7-a426737c505a,,
38.423088,10.230648,2.0,,18.691929,MyFitnessPal Dinner,,100003-Thu Mar 01 00:00:00 EST 2018,0,96.01539,23.814362,64.574234,2018-03-03 23:28:31.915,2018-03-03 23:28:31.915,4.1353855,8.731285,2.6466699,59.833847,MyFitnessPal Dinner,5.203077,,7.628716,497.34235,,,EHdtKydEi4,,38.392723,0.0,com.myfitnesspal.android,42.42564,,aac4ab3a-be51-4c42-a891-dc1cfec1981f,,
0.0,248.0,28.0,,65.0,MyFitnessPal Breakfast,,100001-Wed Apr 11 00:00:00 CDT 2018,0,965.0,8.0,41.0,2018-04-13 16:46:01.398,2018-04-13 16:46:01.398,0.0,24.0,0.0,20.0,MyFitnessPal Breakfast,7.0,,50.0,575.0,,,9wVta8KBzt,,15.0,0.0,com.myfitnesspal.android,17.0,,4b6d7f87-5eef-40ac-88fb-50f6420d3f66,,
422.0,2.0,17.0,,0.0,"89 kcal, Per 100g",,default-fatsecret-5388,118,1.0,3.1,0.39,2016-11-04 16:33:07.848,2016-11-04 16:33:07.848,0.038,1.29,0.086,2.0,Banana,14.43,,1.0,105.0,medium (7" to 7-7/8" long),,Q2GTsbBv8Q,g,0.132,,com.sec.android.app.shealth,26.95,1.1222222,5cb54add-d819-4057-92fd-112d3ecdde4e,1,
474.0,65.0,44.0,,30.0,MyFitnessPal Breakfast,,100001-Sat Mar 17 00:00:00 EDT 2018,0,724.0,6.0,33.0,2018-03-20 01:33:55.138,2018-03-20 01:33:55.138,0.0,17.0,0.0,16.0,MyFitnessPal Breakfast,8.0,,11.0,439.0,,,EHdtKydEi4,,7.5,0.0,com.myfitnesspal.android,18.0,,10213ea2-5287-45a6-875c-4b71a958834a,,
0.0,2.0,0.0,,27.0,MyFitnessPal Snacks,,100005-Thu Apr 19 00:00:00 MDT 2018,0,350.0,43.0,51.0,2018-04-22 03:45:47.159,2018-04-22 03:45:47.159,0.0,21.0,0.0,42.0,MyFitnessPal Snacks,4.0,,29.0,373.12,,,9wVta8KBzt,,28.0,0.0,com.myfitnesspal.android,64.0,,769fbcb8-973d-42ed-b4be-47791c1abef6,,
310.0,0.0,0.0,,0.0,MyFitnessPal Dinner,,100003-Sat Jan 06 00:00:00 EST 2018,0,160.0,11.0,31.0,2018-01-08 23:38:04.721,2018-01-08 23:38:04.721,7.0,6.0,4.0,31.0,MyFitnessPal Dinner,2.0,,6.0,330.0,,,EHdtKydEi4,,11.5,0.0,com.myfitnesspal.android,20.0,,5a9243a5-a529-4613-9da9-bf220735b3a1,,
0.0,4.0,4.0,,25.0,MyFitnessPal Dinner,,100003-Mon Feb 12 00:00:00 EST 2018,0,890.0,14.0,31.5,2018-02-15 02:21:29.271,2018-02-15 02:21:29.271,0.0,26.0,0.0,8.0,MyFitnessPal Dinner,7.0,,41.0,480.0,,,EHdtKydEi4,,10.0,0.0,com.myfitnesspal.android,29.0,,108febd9-47d7-4651-ae59-26a6c0445cd3,,
27.0,0.0,0.0,,40.0,MyFitnessPal Dinner,,100003-Sat Apr 14 00:00:00 EDT 2018,0,420.0,1.0,7.0,2018-04-17 02:35:24.083,2018-04-17 02:35:24.083,0.0,7.0,0.0,0.0,MyFitnessPal Dinner,4.0,,20.0,625.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,5.0,,4cba929a-2da8-446e-b985-03058aaeedb3,,
760.0,33.0,25.0,,60.0,MyFitnessPal Dinner,,100003-Mon Jan 08 00:00:00 EST 2018,0,850.0,26.0,23.0,2018-01-11 02:41:53.189,2018-01-11 02:41:53.189,7.0,64.0,4.0,31.0,MyFitnessPal Dinner,23.0,,134.0,585.6,,,EHdtKydEi4,,6.5,0.0,com.myfitnesspal.android,57.0,,cd3d7594-2281-47ec-af62-526867a866f0,,
896.0,29.0,30.0,,40.0,MyFitnessPal Breakfast,,100001-Thu Mar 15 00:00:00 EDT 2018,0,805.0,32.0,48.5,2018-03-18 02:53:47.810,2018-03-18 02:53:47.810,0.0,26.0,0.0,36.0,MyFitnessPal Breakfast,10.0,,33.0,610.0,,,EHdtKydEi4,,25.5,0.0,com.myfitnesspal.android,50.0,,04ed870e-8c8a-4b03-bc5a-1fc28703e351,,
0.0,4.0,2.0,,0.0,MyFitnessPal Lunch,,100002-Tue Feb 06 00:00:00 EST 2018,0,105.0,5.0,16.0,2018-02-08 22:54:59.309,2018-02-08 22:54:59.309,2.5,3.0,0.5,8.0,MyFitnessPal Lunch,10.0,,4.0,155.0,,,EHdtKydEi4,,12.0,0.0,com.myfitnesspal.android,17.0,,b4176bca-df10-4812-957d-02c1fd25e190,,
0.0,2.0,0.0,,10.0,MyFitnessPal Snacks,,100005-Mon Apr 09 00:00:00 EDT 2018,0,160.0,8.0,22.5,2018-04-11 16:48:56.521,2018-04-11 16:48:56.521,0.0,13.6,0.0,20.0,MyFitnessPal Snacks,9.0,,22.0,585.0,,,9wVta8KBzt,,8.0,0.0,com.myfitnesspal.android,27.6,,a29d6435-fa17-4b4a-871b-46657402bad0,,
0.0,241.6,12.0,,47.0,MyFitnessPal Breakfast,,100001-Sun Mar 18 00:00:00 EDT 2018,0,1031.0,20.0,41.4,2018-03-21 02:35:18.861,2018-03-21 02:35:18.861,0.0,21.2,0.0,20.0,MyFitnessPal Breakfast,6.2,,60.0,636.0,,,EHdtKydEi4,,15.0,0.0,com.myfitnesspal.android,30.2,,f2818846-228e-4ad1-9221-1733af655516,,
0.0,0.0,0.0,,14.0,MyFitnessPal Breakfast,,100001-Sun Apr 22 00:00:00 MDT 2018,0,740.0,10.0,16.6,2018-04-23 14:39:17.690,2018-04-23 14:39:17.690,5.2,22.0,2.7,0.0,MyFitnessPal Breakfast,6.0,,0.0,595.33325,,,9wVta8KBzt,,4.5,0.0,com.myfitnesspal.android,42.25,,8eb21a25-c4ae-4d8e-a108-12e2b113d8c5,,
0.0,2.0,0.0,,10.0,MyFitnessPal Lunch,,100002-Fri Apr 20 00:00:00 MDT 2018,0,40.0,6.0,2.5,2018-04-22 16:17:45.154,2018-04-22 16:17:45.154,0.0,7.0,0.0,4.0,MyFitnessPal Lunch,6.0,,20.0,90.0,,,9wVta8KBzt,,2.0,0.0,com.myfitnesspal.android,12.0,,b623e26b-5f4b-42d4-a519-db290ffb5f71,,
0.0,0.0,0.0,,0.0,MyFitnessPal Breakfast,,100001-Sat Apr 14 00:00:00 EDT 2018,0,300.0,4.0,10.0,2018-04-17 02:35:23.975,2018-04-17 02:35:23.975,0.0,6.0,0.0,0.0,MyFitnessPal Breakfast,1.0,,0.0,400.0,,,9wVta8KBzt,,0.0,0.0,com.myfitnesspal.android,6.0,,ea5923d7-c32b-4618-a53f-52d1d39b235d,,
80.04492,2.333331,0.0,,14.702874,MyFitnessPal Snacks,,100005-Tue Feb 13 00:00:00 EST 2018,0,49.736507,4.6428514,20.88909,2018-02-15 23:37:57.233,2018-02-15 23:37:57.233,7.325537,6.655149,2.005687,8.061813,MyFitnessPal Snacks,2.773986,,4.540751,470.8373,,,EHdtKydEi4,,7.43097,0.0,com.myfitnesspal.android,8.313658,,3f52087e-06ab-409e-a1b2-495e8e32f95c,,
50.0,34.0,0.0,,85.0,MyFitnessPal Lunch,,100002-Wed Apr 18 00:00:00 EDT 2018,0,1590.0,2.0,28.0,2018-04-20 16:31:28.326,2018-04-20 16:31:28.326,0.0,37.0,0.0,2.0,MyFitnessPal Lunch,8.0,,68.0,490.0,,,9wVta8KBzt,,16.0,0.0,com.myfitnesspal.android,20.0,,3fc2c4aa-06be-48c9-92f5-564bb99f35ea,,
149.75993,12.706448,0.0,,60.245827,MyFitnessPal Breakfast,,100001-Wed Apr 18 00:00:00 MDT 2018,0,577.5733,22.375,37.512825,2018-04-20 21:44:44.216,2018-04-20 21:44:44.216,9.229496,36.95504,2.9948819,12.760465,MyFitnessPal Breakfast,16.797316,,85.226,604.6007,,,9wVta8KBzt,,13.628815,0.0,com.myfitnesspal.android,48.08898,,b2361c03-61a7-4697-9404-3a4796a42167,,
0.0,2.0,0.0,,15.0,MyFitnessPal Snacks,,100005-Sat Jan 27 00:00:00 EST 2018,0,250.0,9.0,17.0,2018-01-28 15:04:23.688,2018-01-28 15:04:23.688,0.0,15.0,0.0,2.0,MyFitnessPal Snacks,2.0,,15.0,346.0,,,EHdtKydEi4,,8.0,0.0,com.myfitnesspal.android,22.81,,44db4d00-d39a-4668-896a-4458b064493d,,
1049.0549,9.275,228.94174,,6.0,MyFitnessPal Dinner,,100003-Sat Mar 03 00:00:00 EST 2018,0,773.45496,14.255,42.8695,2018-03-06 01:42:47.163,2018-03-06 01:42:47.163,10.750775,25.58895,4.300775,22.104649,MyFitnessPal Dinner,15.268499,,32.424072,554.8975,,,EHdtKydEi4,,14.496375,0.0,com.myfitnesspal.android,36.61815,,73f13638-45de-4722-b636-149d8738e79d,,
39.637375,2.92365,0.0,,21.438686,MyFitnessPal Breakfast,,100001-Mon Jan 08 00:00:00 EST 2018,0,250.83356,28.709332,48.65994,2018-01-11 02:41:53.086,2018-01-11 02:41:53.086,1.1183813,14.463887,0.16189687,49.424576,MyFitnessPal Breakfast,2.70525,,9.2818,1146.5563,,,EHdtKydEi4,,23.368856,0.0,com.myfitnesspal.android,38.686413,,cfd84e20-e01b-4b85-9f3b-2a084c6493dd,,
320.0,32.0,0.0,,40.0,MyFitnessPal Lunch,,100002-Mon Feb 12 00:00:00 EST 2018,0,500.0,12.0,6.0,2018-02-15 02:21:29.209,2018-02-15 02:21:29.209,0.0,24.0,0.0,0.0,MyFitnessPal Lunch,12.0,,60.0,240.0,,,EHdtKydEi4,,4.0,0.0,com.myfitnesspal.android,28.0,,4c9554f7-17e7-4ef5-aa2e-0745bf8f0f8a,,
1.857273,7.867773,0.0,,33.638092,MyFitnessPal Lunch,,100002-Thu Mar 29 00:00:00 EDT 2018,0,187.21489,27.272728,34.140457,2018-04-01 01:37:08.585,2018-04-01 01:37:08.585,1.6267365,14.247601,0.23548639,11.644964,MyFitnessPal Lunch,6.6410065,,31.367546,448.21368,,,EHdtKydEi4,,17.020638,0.0,com.myfitnesspal.android,49.277367,,265935f4-12b9-43d4-ad3e-c04ebdf630bf,,
0.0,0.0,0.0,,0.0,"0 kcal, Per 100g",,default-fatsecret-37922,237,5.0,0.0,0.0,2015-11-19 02:53:47.012,2015-11-19 02:53:47.012,0.0,0.0,0.0,0.0,Water,0.0,,0.0,0.0,cup (8 fl oz),,OBFuvbOf82,g,0.0,,com.sec.android.app.shealth,0.0,,0bd841a0-af8d-4150-b554-c980c3b49e56,1,
27.0,0.0,0.0,,40.0,MyFitnessPal Lunch,,100002-Sun Apr 08 00:00:00 EDT 2018,0,150.0,0.0,7.0,2018-04-11 02:26:48.751,2018-04-11 02:26:48.751,0.0,6.0,0.0,0.0,MyFitnessPal Lunch,0.0,,20.0,500.0,,,9wVta8KBzt,,4.0,0.0,com.myfitnesspal.android,0.0,,1ba7b4de-c510-4717-89e4-cafcd73a8226,,
0.0,8.0,0.0,,40.0,MyFitnessPal Dinner,,100003-Sat Mar 10 00:00:00 EST 2018,0,180.0,20.0,14.0,2018-03-13 02:49:30.103,2018-03-13 02:49:30.103,0.0,28.0,0.0,16.0,MyFitnessPal Dinner,24.0,,80.0,400.0,,,EHdtKydEi4,,8.0,0.0,com.myfitnesspal.android,56.0,,31c24f3d-4604-4948-a3bc-108f573760cc,,
0.0,0.0,0.0,,0.0,MyFitnessPal Snacks,,100005-Mon Jan 08 00:00:00 EST 2018,0,210.0,3.0,6.0,2018-01-11 02:41:53.158,2018-01-11 02:41:53.158,0.0,4.6,0.0,2.0,MyFitnessPal Snacks,1.0,,0.0,205.0,,,EHdtKydEi4,,1.0,0.0,com.myfitnesspal.android,9.6,,98e7b1d7-2c68-4b93-9b54-3174479f8f68,,
1046.0,47.0,27.4,,30.0,MyFitnessPal Snacks,,100005-Mon Feb 12 00:00:00 EST 2018,0,825.0,18.8,23.800001,2018-02-15 02:21:29.242,2018-02-15 02:21:29.242,0.0,78.2,1.2,62.4,MyFitnessPal Snacks,5.4,,83.6,681.0,,,EHdtKydEi4,,5.6,0.0,com.myfitnesspal.android,28.800001,,e4d7a33b-e43d-4468-8914-4033652a3f03,,
366.0,0.0,1.0,,20.0,"50 kcal, Per 100g",,default-fatsecret-800,244,100.0,0.0,4.81,2015-04-27 16:30:09.396,2015-04-27 16:30:09.396,1.366,8.05,0.178,0.0,2% Fat Milk,12.35,,28.0,122.0,cup,,ScgltublDV,g,3.067,,com.sec.android.app.shealth,11.42,2.0,11ee6845-e005-4473-a886-3c2f12f61392,1,
50.0,2.0,0.0,,5.0,MyFitnessPal Lunch,,100002-Fri Jan 05 00:00:00 EST 2018,0,440.0,5.0,10.0,2018-01-08 03:49:09.772,2018-01-08 03:49:09.772,0.0,25.0,0.0,4.0,MyFitnessPal Lunch,1.0,,20.0,240.0,,,EHdtKydEi4,,1.0,0.0,com.myfitnesspal.android,11.0,,91923fd2-978a-4ef0-8997-099ca3d367d4,,
0.0,8.0,0.0,,40.0,MyFitnessPal Lunch,,100002-Sat Apr 07 00:00:00 EDT 2018,0,380.0,20.0,10.0,2018-04-10 03:05:59.340,2018-04-10 03:05:59.340,0.0,24.0,0.0,0.0,MyFitnessPal Lunch,20.0,,60.0,320.0,,,9wVta8KBzt,,6.0,0.0,com.myfitnesspal.android,52.0,,aa51e284-f435-47b4-a5fc-0af42de9e6df,,
0.0,4.0,0.0,,24.0,MyFitnessPal Dinner,,100003-Thu Apr 19 00:00:00 MDT 2018,0,285.0,33.0,21.0,2018-04-22 03:45:47.195,2018-04-22 03:45:47.195,0.0,18.0,0.0,8.0,MyFitnessPal Dinner,12.0,,55.0,460.0,,,9wVta8KBzt,,15.0,0.0,com.myfitnesspal.android,54.0,,c515c961-cf09-4b5d-a140-47aeaef27a40,,
3.6666632,0.0,0.0,,0.49999952,MyFitnessPal Breakfast,,100001-Sun Feb 18 00:00:00 EST 2018,0,6.3333273,0.0333333,0.0333333,2018-02-21 02:23:19.226,2018-02-21 02:23:19.226,0.0,0.76666594,0.0,0.0666666,MyFitnessPal Breakfast,0.0,,0.99999905,18.333317,,,EHdtKydEi4,,0.0,0.0,com.myfitnesspal.android,0.0666666,,14c0412f-3480-4dfd-8f28-8c5d36febd58,,
0.0,0.0,0.0,,4.0,MyFitnessPal Snacks,,100005-Tue Mar 06 00:00:00 EST 2018,0,1525.0,28.0,20.5,2018-03-09 03:10:57.230,2018-03-09 03:10:57.230,0.0,8.0,0.0,0.0,MyFitnessPal Snacks,0.0,,20.0,426.5,,,EHdtKydEi4,,8.0,0.0,com.myfitnesspal.android,49.2,,7260055d-1de1-41b6-9f7d-67de1d5de477,,
190.37456,5.13431,0.0,,62.086365,MyFitnessPal Breakfast,,100001-Tue Mar 13 00:00:00 EDT 2018,0,212.80728,2.5909095,28.28673,2018-03-16 03:52:03.052,2018-03-16 03:52:03.052,10.068546,11.4055,3.2671456,5.193237,MyFitnessPal Breakfast,0.86980003,,25.701092,746.40186,,,EHdtKydEi4,,10.140528,0.0,com.myfitnesspal.android,4.4607096,,6191c7a1-e6a4-41ea-8755-43c3f1c18ac4,,
0.0,2.0,0.0,,12.0,MyFitnessPal Lunch,,100002-Sat Feb 17 00:00:00 EST 2018,0,105.0,17.0,9.0,2018-02-20 02:37:39.399,2018-02-20 02:37:39.399,0.0,9.0,0.0,4.0,MyFitnessPal Lunch,5.0,,30.0,160.0,,,EHdtKydEi4,,6.0,0.0,com.myfitnesspal.android,26.0,,70f755c4-38d5-438e-8208-698171d2b15e,,
50.0,34.0,0.0,,85.0,MyFitnessPal Lunch,,100002-Wed Apr 18 00:00:00 MDT 2018,0,1590.0,2.0,28.0,2018-04-20 21:44:44.255,2018-04-20 21:44:44.255,0.0,37.0,0.0,2.0,MyFitnessPal Lunch,8.0,,68.0,490.0,,,9wVta8KBzt,,16.0,0.0,com.myfitnesspal.android,20.0,,d699f20d-43cb-4f22-a3be-2c64f82463e7,,
260.73117,14.603529,4.004002,,53.04045,MyFitnessPal Breakfast,,100001-Thu Jan 18 00:00:00 EST 2018,0,268.44778,15.677027,44.31961,2018-01-20 19:15:14.074,2018-01-20 19:15:14.074,15.821984,12.830084,7.1360817,9.762392,MyFitnessPal Breakfast,1.3668271,,18.76045,692.85205,,,EHdtKydEi4,,15.649792,0.0,com.myfitnesspal.android,20.656082,,ba3f535e-2783-4121-b4c4-f45f11b41c69,,
