com.samsung.shealth.activity.day_summary,6261011,6
movement_type,create_sh_ver,energy_type,exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,modify_sh_ver,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
null
null
,,,,237,,158079,,0,,2016-01-04 17:18:20.693,,2016-01-03 05:00:01.144,,,,60,20677,3,,,,184.51,,10.319999,7e483ab2-2a2f-4fa7-92ad-77529deff258.extra_data.json,OBFuvbOf82,0,com.sec.android.app.shealth,158079,37200000,7e483ab2-2a2f-4fa7-92ad-77529deff258,1451779200000,
,,,,8607,,5049236,,0,,2016-09-05 00:12:10.411,,2016-09-03 04:00:01.393,,,,60,2711000,138,,,,6713.8643,,378.72302,7baadd43-8188-4981-82f5-6bbaa822531c.extra_data.json,J9OOjwOhpg,22770,com.sec.android.app.shealth,5026466,55920000,7baadd43-8188-4981-82f5-6bbaa822531c,1472860800000,
,,,,14180,,9473192,,8129000,,2016-06-08 17:46:00.809,,2016-06-04 04:15:01.450,,,,60,4128731,261,,,,8085.488,,583.63745,a6c09de0-0744-40bd-8f61-70d8435ccd4d.extra_data.json,OBFuvbOf82,128848,com.sec.android.app.shealth,1215344,40920000,a6c09de0-0744-40bd-8f61-70d8435ccd4d,1464998400000,
,,,,408,,270000,,0,,2016-02-06 18:04:29.589,,2016-02-05 05:00:02.100,,,,60,50557,6,,,,326.24,,17.85,40040a5f-955d-4a5e-90dc-562e7b20a0ef.extra_data.json,OBFuvbOf82,3200,com.sec.android.app.shealth,266800,45060000,40040a5f-955d-4a5e-90dc-562e7b20a0ef,1454630400000,
null
,,,,1210,,800369,,0,,2016-02-27 21:14:14.736,,2016-02-26 05:00:02.311,,,,60,60000,21,,,,942.69,,52.210003,462ff980-f914-42c7-8c41-b02a5b89b886.extra_data.json,OBFuvbOf82,2000,com.sec.android.app.shealth,798369,47820000,462ff980-f914-42c7-8c41-b02a5b89b886,1456444800000,
,,,,11631,,6194291,,0,,2016-07-07 23:08:19.096,,2016-07-06 04:00:09.178,,,,60,3260832,170,,,,10397.528,,756.42126,d0e428b2-c542-4744-b227-f5bbd6f0ee7d.extra_data.json,OBFuvbOf82,2186656,com.sec.android.app.shealth,4007635,49860000,d0e428b2-c542-4744-b227-f5bbd6f0ee7d,1467763200000,
null
null
null
,,,,2541,,1688650,,0,,2016-01-28 20:32:53.250,,2016-01-27 05:00:01.214,,,,60,120000,46,,,,2002.1099,,108.95001,ddc8e55f-ba5c-4c1b-8323-92c841505074.extra_data.json,OBFuvbOf82,1200,com.sec.android.app.shealth,1687450,43380000,ddc8e55f-ba5c-4c1b-8323-92c841505074,1453852800000,
,,,,6995,,4349921,,0,,2016-05-01 00:05:27.621,,2016-04-29 04:15:00.585,,,,60,420000,120,,,,5592.33,,319.01996,c1b337e2-e08c-4ed2-b03a-c6430261c147.extra_data.json,OBFuvbOf82,82070,com.sec.android.app.shealth,4267851,19320000,c1b337e2-e08c-4ed2-b03a-c6430261c147,1461888000000,
null
,,,,3654,,2275176,,0,,2016-01-26 23:18:50.235,,2016-01-25 05:00:01.196,,,,60,240000,61,,,,2962.81,,165.23997,d43e2bb5-e9bf-4c2a-9e20-5bc642a2766b.extra_data.json,OBFuvbOf82,68029,com.sec.android.app.shealth,2207147,42540000,d43e2bb5-e9bf-4c2a-9e20-5bc642a2766b,1453680000000,
,,,,2799,,1845758,,0,,2016-02-21 23:10:45.887,,2016-02-20 05:00:02.923,,,,60,120000,50,,,,2197.9102,,117.11,17402829-a90b-4bce-bf9f-2bfb0d9a488b.extra_data.json,OBFuvbOf82,15600,com.sec.android.app.shealth,1830158,34800000,17402829-a90b-4bce-bf9f-2bfb0d9a488b,1455926400000,
,,,,9923,,7869960,,0,,2016-07-31 19:58:23.611,,2016-07-30 04:00:41.471,,,,60,3703178,216,,,,7719.6714,,427.43652,e658b239-7ecb-4ace-859b-28c4e431ff01.extra_data.json,OBFuvbOf82,138554,com.sec.android.app.shealth,7731406,36240000,e658b239-7ecb-4ace-859b-28c4e431ff01,1469836800000,
,,,,4990,,3309896,,0,,2016-02-23 00:57:01.750,,2016-02-22 05:00:02.725,,,,60,120000,90,,,,3901.8494,,206.01993,7bda3fce-4a51-4a3e-9b4c-71af894c5992.extra_data.json,OBFuvbOf82,16400,com.sec.android.app.shealth,3293496,56100000,7bda3fce-4a51-4a3e-9b4c-71af894c5992,1456099200000,
null
null
,,,,3354,,2155270,,0,,2015-11-06 01:55:02.385,,2015-11-05 05:00:03.136,,,,60,120000,58,,,,2731.6602,,161.08,790a0cef-d071-483f-a3d9-2df2ad0ef41a.extra_data.json,TiXFQW5DKB,54400,com.sec.android.app.shealth,2100870,33060000,790a0cef-d071-483f-a3d9-2df2ad0ef41a,1446681600000,
,,,,10182,,5451301,,0,,2016-03-26 19:27:15.030,,2016-03-25 04:01:02.179,,,,60,1719194,150,,,,8459.915,,575.9458,aff9095c-8875-456b-a73f-904561a9f6fb.extra_data.json,OBFuvbOf82,1835736,com.sec.android.app.shealth,3615565,45780000,aff9095c-8875-456b-a73f-904561a9f6fb,1458864000000,
,,,,10168,,6113584,,0,,2016-08-05 00:01:41.735,,2016-08-03 04:00:48.530,,,,60,1242533,168,,,,7880.0703,,451.1976,cb3799c7-fb93-4c75-a1c3-63b1ace42477.extra_data.json,OBFuvbOf82,108293,com.sec.android.app.shealth,6005291,35220000,cb3799c7-fb93-4c75-a1c3-63b1ace42477,1470182400000,
,,,,4326,,2633398,,0,,2015-10-23 01:35:01.418,,2015-10-22 04:00:00.846,,,,60,420000,71,,,,3598.4001,,207.09999,93d6d3ff-d75f-4b2d-b09c-77ebe7adf05c.extra_data.json,TiXFQW5DKB,163058,com.sec.android.app.shealth,2470340,30420000,93d6d3ff-d75f-4b2d-b09c-77ebe7adf05c,1445472000000,
,,,,1532,,1018640,,0,,2015-11-15 01:35:01.525,,2015-11-14 05:00:01.952,,,,60,53360,26,,,,1206.6302,,68.56999,6a91517d-d933-4580-91a2-ebcfa4d875ce.extra_data.json,TiXFQW5DKB,4800,com.sec.android.app.shealth,1013840,45660000,6a91517d-d933-4580-91a2-ebcfa4d875ce,1447459200000,
,,,,6900,,4344524,,0,,2016-04-02 03:15:01.570,,2016-04-01 04:02:02.205,,,,60,180000,118,,,,5958.8496,,333.73004,47e88d04-152b-448e-a582-0e4cfe6d957e.extra_data.json,OBFuvbOf82,273529,com.sec.android.app.shealth,4070995,67920000,47e88d04-152b-448e-a582-0e4cfe6d957e,1459468800000,
,,,,16,,10672,,0,,2015-12-27 19:42:40.023,,2015-12-27 05:00:02.299,,,,60,10672,0,,,,13.32,,0.7,640530c4-3e38-41f5-a0dd-a01e52ffc9c2.extra_data.json,OBFuvbOf82,0,com.sec.android.app.shealth,10672,52920000,640530c4-3e38-41f5-a0dd-a01e52ffc9c2,1451174400000,
,,,,5641,,3444190,,0,,2016-04-15 15:51:20.100,,2016-04-14 04:00:16.582,,,,60,360000,95,,,,4658.059,,283.32,01597987-9c5d-4575-b30f-833d3a65e07d.extra_data.json,OBFuvbOf82,256275,com.sec.android.app.shealth,3187915,32220000,01597987-9c5d-4575-b30f-833d3a65e07d,1460592000000,
,,,,6394,,3433782,,0,,2016-03-15 15:04:36.356,,2016-03-13 05:00:44.190,,,,60,2226668,93,,,,4549.5312,,249.45026,9f21a20c-28e3-4883-8633-9d05cdacd1f4.extra_data.json,OBFuvbOf82,51819,com.sec.android.app.shealth,3381963,45420000,9f21a20c-28e3-4883-8633-9d05cdacd1f4,1457827200000,
,,,,6555,,4241498,,0,,2015-12-05 04:15:00.986,,2015-12-04 05:00:03.643,,,,60,3684126,115,,,,5877.3154,,462.25528,9abc5b27-1971-4142-afe6-7e346bae0188.extra_data.json,OBFuvbOf82,3581835,com.sec.android.app.shealth,659663,40680000,9abc5b27-1971-4142-afe6-7e346bae0188,1449187200000,
,,,,446,,295346,,0,,2016-04-24 00:16:09.838,,2016-04-23 04:00:02.024,,,,60,28681,6,,,,352.28,,19.95,5b112551-43b0-4b3d-a8bd-ad686b59e864.extra_data.json,OBFuvbOf82,3200,com.sec.android.app.shealth,292146,38580000,5b112551-43b0-4b3d-a8bd-ad686b59e864,1461369600000,
,,,,9971,,6382008,,0,,2016-07-27 03:10:10.809,,2016-07-26 04:00:37.796,,,,60,300000,176,,,,8074.947,,449.90994,de486f0f-3b49-463b-b1f1-cfcf0e1bb474.extra_data.json,OBFuvbOf82,71977,com.sec.android.app.shealth,6310031,37500000,de486f0f-3b49-463b-b1f1-cfcf0e1bb474,1469491200000,
null
,,,,11555,,7380795,,0,,2016-01-31 13:51:11.427,,2016-01-30 05:00:04.012,,,,60,540000,203,,,,9139.982,,502.85007,4f1bab2d-9799-4d0e-bbc3-88e892ad2fb2.extra_data.json,OBFuvbOf82,84007,com.sec.android.app.shealth,7296788,32940000,4f1bab2d-9799-4d0e-bbc3-88e892ad2fb2,1454112000000,
,,,,11218,,6758261,,0,,2015-12-08 06:58:13.877,,2015-12-07 05:05:01.621,,,,60,1402010,186,,,,9286.15,,563.97076,9b7d5f56-e2d2-44a9-b5b6-c0193beb16c1.extra_data.json,OBFuvbOf82,900134,com.sec.android.app.shealth,5858127,42480000,9b7d5f56-e2d2-44a9-b5b6-c0193beb16c1,1449446400000,
,,,,395,,261863,,0,,2016-06-08 17:45:55.595,,2016-05-19 04:00:04.247,,,,60,26013,6,,,,320.43997,,18.01,f6a1c868-d400-4f53-bee8-cb40ad48ed03.extra_data.json,OBFuvbOf82,2400,com.sec.android.app.shealth,259463,43500000,f6a1c868-d400-4f53-bee8-cb40ad48ed03,1463616000000,
,,,,12825,,11179017,,6843000,,2016-04-28 03:55:00.394,,2016-04-27 04:00:34.516,,,,60,6843000,310,,,,30811.96,,1000.4152,63934691-6375-426c-a3c9-24a45ce20d16.extra_data.json,OBFuvbOf82,307325,com.sec.android.app.shealth,4028692,29040000,63934691-6375-426c-a3c9-24a45ce20d16,1461715200000,
,,,,7953,,4962496,,0,,2016-03-30 17:29:07.453,,2016-03-29 04:00:07.864,,,,60,540000,136,,,,6354.569,,352.36005,1cb50b9f-e795-4c00-b387-6ba1b6a414dd.extra_data.json,OBFuvbOf82,181279,com.sec.android.app.shealth,4781217,33300000,1cb50b9f-e795-4c00-b387-6ba1b6a414dd,1459209600000,
,,,,2036,,1284580,,0,,2016-08-27 17:30:32.719,,2016-08-26 05:00:17.426,,,,60,180000,33,,,,1613.2,,97.77,38e62913-1bd3-47fb-9347-efd7c44a1947.extra_data.json,J9OOjwOhpg,30800,com.sec.android.app.shealth,1253780,46080000,38e62913-1bd3-47fb-9347-efd7c44a1947,1472169600000,
null
null
,,,,85,,56695,,0,,2016-06-08 17:46:01.799,,2016-06-07 04:00:59.161,,,,60,16675,0,,,,65.270004,,3.5900002,e0a88fa4-226d-4251-998e-cb551a988f75.extra_data.json,OBFuvbOf82,0,com.sec.android.app.shealth,56695,45720000,e0a88fa4-226d-4251-998e-cb551a988f75,1465257600000,
null
,,,,10028,,6364692,,0,,2016-07-06 19:30:16.520,,2016-07-05 04:00:02.322,,,,60,420000,175,,,,7929.6406,,459.39993,6081f245-b7a1-4298-b455-a4851212b2ba.extra_data.json,OBFuvbOf82,88735,com.sec.android.app.shealth,6275957,32640000,6081f245-b7a1-4298-b455-a4851212b2ba,1467676800000,
,,,,3633,,2288328,,0,,2016-03-04 18:35:25.124,,2016-03-02 05:00:02.326,,,,60,480000,61,,,,2814.0598,,162.03996,169b9456-ad4a-4d7a-8d9a-baf9c4365713.extra_data.json,OBFuvbOf82,24800,com.sec.android.app.shealth,2263528,40860000,169b9456-ad4a-4d7a-8d9a-baf9c4365713,1456876800000,
,,,,8907,,5710811,,0,,2015-10-21 01:15:01.522,,2015-10-20 04:00:07.180,,,,60,360000,156,,,,7100.351,,405.97995,57b993e2-8a2c-4d4c-98a8-080c782ce664.extra_data.json,TiXFQW5DKB,89308,com.sec.android.app.shealth,5621503,35160000,57b993e2-8a2c-4d4c-98a8-080c782ce664,1445299200000,
,,,,8728,,4820082,,0,,2016-03-29 21:27:20.565,,2016-03-27 04:00:07.136,,,,60,3605000,131,,,,6065.271,,325.4629,764e6200-ac39-4163-b0e1-ddd87b194188.extra_data.json,OBFuvbOf82,59192,com.sec.android.app.shealth,4760890,23100000,764e6200-ac39-4163-b0e1-ddd87b194188,1459036800000,
,,,,1035,,673743,,0,,2016-06-13 16:58:04.287,,2016-06-12 04:00:00.671,,,,60,120000,18,,,,811.77997,,44.86,8e7472f4-493b-4d09-ae89-84c0cbf597bf.extra_data.json,OBFuvbOf82,1851,com.sec.android.app.shealth,671892,37860000,8e7472f4-493b-4d09-ae89-84c0cbf597bf,1465689600000,
null
null
,,,,4841,,3094816,,0,,2015-12-13 17:20:44.539,,2015-12-12 05:00:50.429,,,,60,120000,85,,,,3909.6008,,221.96005,565f24eb-619c-46ed-ae6e-0ed183cc7d5c.extra_data.json,OBFuvbOf82,69289,com.sec.android.app.shealth,3025527,31560000,565f24eb-619c-46ed-ae6e-0ed183cc7d5c,1449878400000,
,,,,8920,,5716948,,0,,2016-03-09 21:37:17.712,,2016-03-08 05:00:02.582,,,,60,360000,158,,,,6842.51,,378.89993,aaa5cf21-d865-40b2-bc61-f0ea7ac2e6dc.extra_data.json,OBFuvbOf82,6319,com.sec.android.app.shealth,5710629,43860000,aaa5cf21-d865-40b2-bc61-f0ea7ac2e6dc,1457395200000,
,,,,15,,10005,,0,,2016-06-08 17:45:59.421,,2016-05-29 04:01:15.526,,,,60,10005,0,,,,11.51,,0.62000006,500650b6-3b0b-4055-af08-3bd6f97c7cf5.extra_data.json,OBFuvbOf82,0,com.sec.android.app.shealth,10005,68280000,500650b6-3b0b-4055-af08-3bd6f97c7cf5,1464480000000,
null
null
,,,,7194,,4662677,,0,,2016-01-13 07:09:29.286,,2016-01-12 05:00:01.113,,,,60,360000,126,,,,5656.4004,,315.09988,83227cb5-7b7d-408f-bcca-3ceb7b74d5e9.extra_data.json,OBFuvbOf82,45335,com.sec.android.app.shealth,4617342,43140000,83227cb5-7b7d-408f-bcca-3ceb7b74d5e9,1452556800000,
,,,,1660,,994173,,0,,2016-06-08 17:46:01.501,,2016-06-06 04:15:01.449,,,,60,300000,26,,,,1370.1101,,76.44999,a158087c-307e-43ae-beb4-55b088682863.extra_data.json,OBFuvbOf82,29418,com.sec.android.app.shealth,964755,49440000,a158087c-307e-43ae-beb4-55b088682863,1465171200000,
,,,,6173,,4017585,,0,,2015-10-24 01:15:01.541,,2015-10-23 04:00:01.862,,,,60,120000,110,,,,5017.7334,,283.91663,8f6877f4-3385-426e-b289-662d49c7fde3.extra_data.json,TiXFQW5DKB,85636,com.sec.android.app.shealth,3931949,31200000,8f6877f4-3385-426e-b289-662d49c7fde3,1445558400000,
null
null
null
null
null
null
,,,,8891,,5788134,,0,,2015-11-30 04:38:01.020,,2015-11-29 05:00:18.821,,,,60,300000,160,,,,7063.2505,,385.53998,fabf9b4e-668a-4a80-82b1-4b64d7fefb3c.extra_data.json,OBFuvbOf82,24400,com.sec.android.app.shealth,5763734,41760000,fabf9b4e-668a-4a80-82b1-4b64d7fefb3c,1448755200000,
,,,,5447,,3576509,,0,,2015-12-01 06:21:35.017,,2015-11-30 05:00:23.536,,,,60,60000,98,,,,4398.982,,247.61003,222caf87-db77-490b-b13e-ac5e779e608f.extra_data.json,OBFuvbOf82,63600,com.sec.android.app.shealth,3512909,22740000,222caf87-db77-490b-b13e-ac5e779e608f,1448841600000,
,,,,15861,,9648816,,0,,2016-02-03 03:46:32.148,,2016-02-01 05:00:02.315,,,,60,1665493,266,,,,12525.79,,713.46124,ab97c789-6f93-4285-b004-cb46535084c8.extra_data.json,OBFuvbOf82,421772,com.sec.android.app.shealth,9227044,31440000,ab97c789-6f93-4285-b004-cb46535084c8,1454284800000,
,,,,7194,,4664865,,0,,2015-12-01 23:13:41.717,,2015-12-01 05:00:01.086,,,,60,120000,128,,,,5724.269,,320.84006,0b62bc57-6564-4bbd-ac94-4b2643efe089.extra_data.json,OBFuvbOf82,60794,com.sec.android.app.shealth,4604071,41220000,0b62bc57-6564-4bbd-ac94-4b2643efe089,1448928000000,
,,,,6990,,3924131,,0,,2016-04-23 00:16:14.542,,2016-04-22 04:15:00.765,,,,60,2893290,108,,,,4973.1064,,271.53622,978ed19d-b037-47ed-ba77-155af906ab2f.extra_data.json,OBFuvbOf82,70514,com.sec.android.app.shealth,3853617,57480000,978ed19d-b037-47ed-ba77-155af906ab2f,1461283200000,
,,,,1870,,1232387,,0,,2016-09-06 19:58:37.470,,2016-09-05 04:00:18.083,,,,60,120000,33,,,,1486.2899,,84.48,42ef3c35-08fa-471b-9b01-4b16f6b39e8f.extra_data.json,J9OOjwOhpg,11200,com.sec.android.app.shealth,1221187,45600000,42ef3c35-08fa-471b-9b01-4b16f6b39e8f,1473033600000,
,,,,1386,,918321,,0,,2016-01-08 06:12:45.434,,2016-01-07 05:00:01.156,,,,60,60000,25,,,,1094.7601,,61.160004,01d3257a-2c46-4476-81c3-36b4249f365b.extra_data.json,OBFuvbOf82,9200,com.sec.android.app.shealth,909121,42180000,01d3257a-2c46-4476-81c3-36b4249f365b,1452124800000,
,,,,4220,,2252984,,0,,2016-06-19 02:05:56.245,,2016-06-18 04:00:21.820,,,,60,1560000,60,,,,3591.9895,,211.11,27055509-a918-47f4-b011-dfbe3c9e56aa.extra_data.json,OBFuvbOf82,217816,com.sec.android.app.shealth,2035168,58440000,27055509-a918-47f4-b011-dfbe3c9e56aa,1466208000000,
,,,,4254,,2259249,,0,,2016-07-09 03:52:58.121,,2016-07-08 04:00:13.347,,,,60,1926632,61,,,,2566.16,,153.62596,3149c10d-705e-4663-8d3f-1faa50153b1a.extra_data.json,OBFuvbOf82,38177,com.sec.android.app.shealth,2221072,51720000,3149c10d-705e-4663-8d3f-1faa50153b1a,1467936000000,
,,,,523,,341365,,0,,2016-08-09 02:13:53.356,,2016-08-08 04:00:48.062,,,,60,38684,8,,,,433.86996,,25.269999,9e3607fd-91d1-4546-b83d-8a883fff2084.extra_data.json,OBFuvbOf82,11200,com.sec.android.app.shealth,330165,39360000,9e3607fd-91d1-4546-b83d-8a883fff2084,1470614400000,
,,,,6961,,3997765,,0,,2016-04-25 01:18:32.550,,2016-04-24 04:02:53.976,,,,60,660000,108,,,,5743.8726,,337.4001,be6b65c4-1ac4-4314-a54a-3c876cd3f718.extra_data.json,OBFuvbOf82,229519,com.sec.android.app.shealth,3768246,67380000,be6b65c4-1ac4-4314-a54a-3c876cd3f718,1461456000000,
,,,,1225,,802360,,0,,2015-10-29 01:23:53.675,,2015-10-28 04:01:28.300,,,,60,60000,21,,,,977.08575,,55.715237,8115d7d3-368d-47e7-837c-0c0eb4b8f709.extra_data.json,TiXFQW5DKB,22000,com.sec.android.app.shealth,780360,30900000,8115d7d3-368d-47e7-837c-0c0eb4b8f709,1445990400000,
null
null
null
,,,,5699,,3735346,,0,,2016-01-28 00:41:12.139,,2016-01-26 05:00:01.114,,,,60,120000,101,,,,4517.109,,248.41994,050ccbf3-9376-4741-a7a3-270cecb73005.extra_data.json,OBFuvbOf82,31502,com.sec.android.app.shealth,3703844,28080000,050ccbf3-9376-4741-a7a3-270cecb73005,1453766400000,
,,,,9637,,5749372,,0,,2016-07-15 17:26:12.983,,2016-07-14 04:00:01.621,,,,60,720000,158,,,,7833.4404,,442.91986,891728cf-51a8-4657-b578-08e3c1dd41ef.extra_data.json,OBFuvbOf82,205953,com.sec.android.app.shealth,5543419,44340000,891728cf-51a8-4657-b578-08e3c1dd41ef,1468454400000,
,,,,7321,,4120209,,0,,2016-03-23 22:35:00.535,,2016-03-23 04:00:06.167,,,,60,2454835,113,,,,5559.682,,304.62762,ed89b909-75f0-4b46-92b7-ba491c1000c6.extra_data.json,OBFuvbOf82,83694,com.sec.android.app.shealth,4036515,45120000,ed89b909-75f0-4b46-92b7-ba491c1000c6,1458691200000,
,,,,11247,,6660781,,0,,2016-03-15 15:04:32.680,,2016-02-29 05:00:02.690,,,,60,3037064,183,,,,8876.997,,557.56995,88598512-0fed-40d5-ab05-dc0e661967c9.extra_data.json,OBFuvbOf82,1069630,com.sec.android.app.shealth,5591151,40620000,88598512-0fed-40d5-ab05-dc0e661967c9,1456704000000,
,,,,5132,,3279540,,0,,2016-08-30 22:40:44.686,,2016-08-29 04:00:02.181,,,,60,180000,90,,,,4053.0903,,227.57005,7b001868-1687-4a62-b04b-43f8151df8c9.extra_data.json,J9OOjwOhpg,11600,com.sec.android.app.shealth,3267940,29100000,7b001868-1687-4a62-b04b-43f8151df8c9,1472428800000,
,,,,4768,,2998274,,0,,2015-11-27 16:22:17.431,,2015-11-26 05:02:22.455,,,,60,240000,81,,,,3883.8896,,220.85995,3b3dac85-2af4-467b-a063-9b0dfb52c6cc.extra_data.json,OBFuvbOf82,78718,com.sec.android.app.shealth,2919556,31740000,3b3dac85-2af4-467b-a063-9b0dfb52c6cc,1448496000000,
,,,,2866,,1866161,,0,,2015-11-01 03:54:59.550,,2015-10-31 04:01:00.865,,,,60,60000,50,,,,2279.4802,,128.26,2c6c7fce-28a1-4a5b-b7e9-2a0691ec1572.extra_data.json,TiXFQW5DKB,30000,com.sec.android.app.shealth,1836161,45540000,2c6c7fce-28a1-4a5b-b7e9-2a0691ec1572,1446249600000,
null
null
,,,,7020,,4465147,,0,,2016-02-17 07:32:42.030,,2016-02-16 05:00:02.714,,,,60,360000,123,,,,5629.0107,,300.81998,ec569f1d-b880-4af6-94b5-ec26134bc69d.extra_data.json,OBFuvbOf82,65356,com.sec.android.app.shealth,4399791,33720000,ec569f1d-b880-4af6-94b5-ec26134bc69d,1455580800000,
,,,,1693,,1016751,,0,,2015-12-21 03:56:39.122,,2015-12-20 05:00:02.734,,,,60,180000,26,,,,1369.0002,,72.64001,c8315d19-4eaa-4435-ace9-69b61e68c9db.extra_data.json,OBFuvbOf82,14400,com.sec.android.app.shealth,1002351,35700000,c8315d19-4eaa-4435-ace9-69b61e68c9db,1450569600000,
,,,,7159,,4266253,,0,,2016-02-05 18:28:17.879,,2016-02-04 05:00:02.651,,,,60,1380000,116,,,,5576.8013,,324.24994,f11ca38a-f913-4379-aa0b-79459d64c3dc.extra_data.json,OBFuvbOf82,168979,com.sec.android.app.shealth,4097274,37620000,f11ca38a-f913-4379-aa0b-79459d64c3dc,1454544000000,
,,,,9614,,5361980,,0,,2015-11-05 02:15:00.734,,2015-11-04 05:00:02.832,,,,60,1800000,146,,,,7807.291,,423.01996,ed25bea9-e098-4e5b-bde8-e984630a70b6.extra_data.json,TiXFQW5DKB,112167,com.sec.android.app.shealth,5249813,34980000,ed25bea9-e098-4e5b-bde8-e984630a70b6,1446595200000,
,,,,3569,,2325410,,0,,2016-01-11 07:08:28.024,,2016-01-10 05:00:05.060,,,,60,120000,63,,,,2808.049,,155.16998,593aab21-3cc1-4a37-bbbc-a362fbe307d0.extra_data.json,OBFuvbOf82,4798,com.sec.android.app.shealth,2320612,59160000,593aab21-3cc1-4a37-bbbc-a362fbe307d0,1452384000000,
null
,,,,3247,,2021595,,0,,2015-11-24 17:27:17.205,,2015-11-23 05:00:34.618,,,,60,240000,55,,,,2595.1099,,141.40004,62de6d46-c1d0-438a-9946-51f7e4598e97.extra_data.json,OBFuvbOf82,14668,com.sec.android.app.shealth,2006927,32040000,62de6d46-c1d0-438a-9946-51f7e4598e97,1448236800000,
,,,,8132,,5123700,,0,,2016-05-12 16:53:19.215,,2016-05-11 04:00:16.926,,,,60,816658,140,,,,6307.6514,,348.91516,c3649145-a40b-47e5-b7ca-ccff3745ba9f.extra_data.json,OBFuvbOf82,97004,com.sec.android.app.shealth,5026696,37140000,c3649145-a40b-47e5-b7ca-ccff3745ba9f,1462924800000,
,,,,6963,,3845736,,0,,2016-06-08 17:45:55.385,,2016-05-18 04:01:04.001,,,,60,1297520,105,,,,6329.3945,,443.1989,04a82926-1197-4b68-af16-357de0dee95d.extra_data.json,OBFuvbOf82,1372008,com.sec.android.app.shealth,2473728,28260000,04a82926-1197-4b68-af16-357de0dee95d,1463529600000,
,,,,3804,,2499116,,0,,2016-02-18 07:35:01.543,,2016-02-17 05:00:02.417,,,,60,60000,68,,,,3025.8496,,161.72998,e8a403fc-cfcb-43e2-81a2-6ba8a59fbe7f.extra_data.json,OBFuvbOf82,27883,com.sec.android.app.shealth,2471233,26160000,e8a403fc-cfcb-43e2-81a2-6ba8a59fbe7f,1455667200000,
,,,,11536,,6805539,,0,,2015-12-14 17:00:51.728,,2015-12-13 05:00:03.653,,,,60,2926545,186,,,,8307.602,,453.3503,42746e95-558f-4f3f-8f27-5eef037c19fb.extra_data.json,OBFuvbOf82,47559,com.sec.android.app.shealth,6757980,45000000,42746e95-558f-4f3f-8f27-5eef037c19fb,1449964800000,
,,,,17477,,10357744,,7053000,,2016-06-08 17:45:59.205,,2016-05-28 04:00:48.253,,,,60,3990000,286,,,,10482.691,,707.8762,41b9ad5d-f0c1-46c0-b578-356e2f65ffb6.extra_data.json,OBFuvbOf82,122916,com.sec.android.app.shealth,3181828,37200000,41b9ad5d-f0c1-46c0-b578-356e2f65ffb6,1464393600000,
,,,,5480,,3251702,,0,,2016-07-03 03:38:15.305,,2016-07-02 04:00:04.904,,,,60,720000,88,,,,4631.4497,,270.9,38d7c55c-e8e1-4d7a-91f1-7dd1ac1276d2.extra_data.json,OBFuvbOf82,258581,com.sec.android.app.shealth,2993121,54900000,38d7c55c-e8e1-4d7a-91f1-7dd1ac1276d2,1467417600000,
null
,,,,4990,,3155116,,0,,2015-12-29 18:39:56.206,,2015-12-28 05:00:03.002,,,,60,240000,86,,,,4020.7805,,226.70998,c5818e5d-7939-4b47-8e2d-c5cb620601aa.extra_data.json,OBFuvbOf82,66605,com.sec.android.app.shealth,3088511,33540000,c5818e5d-7939-4b47-8e2d-c5cb620601aa,1451260800000,
,,,,7773,,4700911,,0,,2016-06-27 14:51:43.236,,2016-06-26 04:00:05.453,,,,60,600000,130,,,,6561.451,,371.78983,7e21b293-1cb0-4a93-9984-8161137b4a47.extra_data.json,OBFuvbOf82,195902,com.sec.android.app.shealth,4505009,38940000,7e21b293-1cb0-4a93-9984-8161137b4a47,1466899200000,
null
,,,,7262,,4490110,,0,,2015-11-08 01:04:22.799,,2015-11-07 05:00:02.804,,,,60,420000,123,,,,5892.639,,332.20096,3f14f2aa-a754-470b-a630-09d3116107fe.extra_data.json,TiXFQW5DKB,130022,com.sec.android.app.shealth,4360088,44940000,3f14f2aa-a754-470b-a630-09d3116107fe,1446854400000,
,,,,4254,,2760422,,0,,2016-03-05 18:36:52.475,,2016-03-04 05:00:01.569,,,,60,180000,75,,,,3261.8997,,180.64998,d0ef1cbb-21d5-4551-b468-1a85e75fe3ca.extra_data.json,OBFuvbOf82,8800,com.sec.android.app.shealth,2751622,54360000,d0ef1cbb-21d5-4551-b468-1a85e75fe3ca,1457049600000,
,,,,4459,,2852940,,0,,2016-06-08 17:46:00.048,,2016-06-01 04:00:16.788,,,,60,120000,78,,,,3576.5002,,198.00996,aea8553c-f55c-42b1-9970-73435a03df11.extra_data.json,OBFuvbOf82,27266,com.sec.android.app.shealth,2825674,60000000,aea8553c-f55c-42b1-9970-73435a03df11,1464739200000,
