com.samsung.shealth.tracker.pedometer_step_count,6242001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
7756,4,0,11,2023-07-02 00:33:00.000,,,2023-07-02 00:34:59.442,2023-07-02 00:34:59.442,11,0.9166667,7.11,0.62,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-02 00:34:00.000,14a09c2f-ca4c-4291-a3e0-03c0f885ec0b,
60000,4,0,97,2023-07-01 23:43:00.000,,,2023-07-01 23:44:35.129,2023-07-01 23:44:35.129,97,1.0755,64.53,4.85,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-01 23:44:00.000,211612ac-50fd-4084-ae17-f369e70d38dd,
46347,4,0,79,2023-07-02 00:40:00.000,,,2023-07-02 00:48:07.136,2023-07-02 00:48:07.136,79,1.1944444,55.36,3.94,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-02 00:41:00.000,0443b5b2-3d48-4831-8838-7a89ca8931ff,
26545,4,0,42,2023-07-01 23:49:00.000,,,2023-07-01 23:55:01.944,2023-07-01 23:55:01.944,42,1.1666666,30.97,1.32,UTC-0400,riNzA2w1UR,com.sec.android.app.shealth,2023-07-01 23:50:00.000,ff49fb38-b271-4d4e-a903-6145e6aa5eee,
54658,4,0,92,2023-07-02 00:46:00.000,,,2023-07-02 00:48:08.279,2023-07-02 00:48:08.279,92,1.1388888,62.25,4.6,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-02 00:47:00.000,c2c77696-b8d2-4908-9383-918bff7794b0,
57573,4,0,86,2023-07-02 00:40:00.000,,,2023-07-02 00:55:00.975,2023-07-02 00:55:00.975,86,1.1111112,63.97,4.34,UTC-0400,riNzA2w1UR,com.sec.android.app.shealth,2023-07-02 00:41:00.000,c25844d7-110d-4310-a575-2b13dd9d3498,
35912,4,0,51,2023-07-01 23:57:00.000,,,2023-07-01 23:57:41.028,2023-07-01 23:57:41.028,51,1.0277777,36.91,1.6,UTC-0400,riNzA2w1UR,com.sec.android.app.shealth,2023-07-01 23:58:00.000,f04814b0-1845-4646-9374-49c4f204be1c,
60000,4,0,99,2023-07-02 00:46:00.000,,,2023-07-02 00:55:01.126,2023-07-02 00:55:01.126,99,1.2435,74.61,4.95,UTC-0400,riNzA2w1UR,com.sec.android.app.shealth,2023-07-02 00:47:00.000,2d975306-83ae-41d2-af83-aba8a35ab037,
42809,4,0,63,2023-07-01 23:52:00.000,,,2023-07-01 23:55:00.508,2023-07-01 23:55:00.508,63,0.9722222,41.62,3.22,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-01 23:53:00.000,96e36db9-2892-46dd-a0f3-69a164dbf4c4,
52523,4,0,77,2023-07-02 00:52:00.000,,,2023-07-02 00:55:01.274,2023-07-02 00:55:01.274,77,1.0833334,56.9,3.93,UTC-0400,riNzA2w1UR,com.sec.android.app.shealth,2023-07-02 00:53:00.000,89966233-2da0-4daa-81e1-abf4ef99e32a,
30765,4,0,47,2023-07-02 00:06:00.000,,,2023-07-02 00:15:00.770,2023-07-02 00:15:00.770,47,1.0277778,31.62,2.35,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-02 00:07:00.000,212c720a-4003-449d-8c40-f83d1ea577f0,
60000,4,0,97,2023-07-02 00:51:00.000,,,2023-07-02 00:55:00.605,2023-07-02 00:55:00.605,97,1.0788335,64.73,4.85,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-02 00:52:00.000,4aa74c86-9843-40bb-a3e7-bdc0526d2227,
9794,4,0,14,2023-06-30 14:14:00.000,,,2023-06-30 14:14:13.236,2023-06-30 14:14:08.506,14,1.0240246,10.030001,0.45,UTC-0400,riNzA2w1UR,com.sec.android.app.shealth,2023-06-30 14:15:00.000,a254ebd4-f671-4123-9d12-ddca7b02167a,
58670,4,0,93,2023-07-02 00:55:00.000,,,2023-07-02 00:59:33.967,2023-07-02 00:55:08.984,93,1.0753181,63.089905,4.6499767,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-02 00:56:00.000,8e51a588-ed50-42f7-b0de-82ffbe73ccc3,
9290,4,0,14,2023-07-02 00:37:00.000,,,2023-07-02 00:48:04.966,2023-07-02 00:48:04.966,14,1.0,9.29,0.7,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-02 00:38:00.000,dff83386-d98d-48bc-acd0-a7549be6eaa0,
11255,4,0,16,2023-06-30 18:40:00.000,,,2023-06-30 18:40:34.846,2023-06-30 18:40:14.955,16,1.0252734,11.540001,0.52,UTC-0400,riNzA2w1UR,com.sec.android.app.shealth,2023-06-30 18:41:00.000,20360ff1-68a2-4b31-982d-ad49334e0f43,
60000,4,0,95,2023-07-02 01:01:00.000,,,2023-07-02 01:02:38.280,2023-07-02 01:02:38.280,95,1.0708333,64.25,4.75,UTC-0400,ry+ZjrbuWN,com.sec.android.app.shealth,2023-07-02 01:02:00.000,8b615cbe-16f1-4b24-9756-c215bc164a98,
