com.samsung.shealth.goal,6242001,2
start_time,float_value,update_time,create_time,value,time_offset,deviceuuid,pkg_name,datauuid,goal_type
2014-10-18 16:03:13.814,,2014-10-18 16:03:13.834,2014-10-18 16:03:13.834,692,UTC-0400,giFDW8zpE7,com.sec.android.app.shealth,23557437-0671-78ec-0291-4d7d87ec6207,40011,
2014-10-16 00:27:54.384,,2014-10-16 00:27:54.396,2014-10-16 00:27:54.396,692,UTC-0400,giFDW8zpE7,com.sec.android.app.shealth,0d8c5bf3-3d1a-496e-455a-a71ccc6818f2,40011,
2014-10-16 00:28:39.114,,2014-10-16 00:28:39.125,2014-10-16 00:28:39.125,692,UTC-0400,giFDW8zpE7,com.sec.android.app.shealth,e9ce6d3e-a597-7aea-52f6-70c09d2c0ea6,40011,
2014-10-16 00:27:58.735,,2014-10-16 00:27:58.760,2014-10-16 00:27:58.760,692,UTC-0400,giFDW8zpE7,com.sec.android.app.shealth,b6233c54-8d13-2052-881f-aef43a222a12,40011,
2014-10-16 00:27:52.814,,2014-10-16 00:27:52.830,2014-10-16 00:27:52.830,692,UTC-0400,giFDW8zpE7,com.sec.android.app.shealth,09c86e77-0022-4921-46e5-10a65d2d43c4,40011,
2014-10-16 00:27:59.893,,2014-10-16 00:27:59.908,2014-10-16 00:27:59.908,692,UTC-0400,giFDW8zpE7,com.sec.android.app.shealth,1153ce21-4754-a90c-1f7a-f4923e91d85c,40011,
2013-10-04 02:13:01.449,,2015-02-01 00:00:00.000,2015-02-01 00:00:00.000,0,UTC-0500,giFDW8zpE7,com.sec.android.app.shealth,eccbc87e-4b5c-e2fe-2830-8fd9f2a7baf3,40002,
2014-12-13 00:44:46.315,,2014-12-13 00:44:46.352,2014-12-13 00:44:46.352,692,UTC-0400,giFDW8zpE7,com.sec.android.app.shealth,d187b450-a29e-be13-5c45-b85b5f99113b,40011,
