com.samsung.shealth.report,6242001,3
timezone,start_date,update_time,create_time,type,is_empty,version,deviceuuid,content,pkg_name,datauuid,compressed_content
America/New_York,1460260800000,2017-08-24 22:48:43.583,2017-04-19 17:25:55.770,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,908c3acb-9ae5-4dd7-afac-e56192248d39,908c3acb-9ae5-4dd7-afac-e56192248d39.compressed_content.json,
America/New_York,1471150800000,2018-07-27 16:01:31.975,2018-04-17 13:24:00.399,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,e48476da-95ca-4c0b-8bbd-7a6bd10f1404,e48476da-95ca-4c0b-8bbd-7a6bd10f1404.compressed_content.json,
America/New_York,1622952000000,2021-06-13 17:32:46.746,2021-06-13 17:32:45.992,0,0,2,KwIsSebkfa,X,com.sec.android.app.shealth,6fa4b6d9-ab40-4da7-8c93-cb5e649b3a32,6fa4b6d9-ab40-4da7-8c93-cb5e649b3a32.compressed_content.json,
America/New_York,1457240400000,2019-02-27 15:42:32.976,2018-09-12 14:37:13.764,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,ccd1e449-0f1f-4655-a012-fbe051e956aa,ccd1e449-0f1f-4655-a012-fbe051e956aa.compressed_content.json,
America/New_York,1465099200000,2019-07-22 16:18:13.011,2019-03-06 18:49:20.520,0,0,1,4V/TlqPcbG,X,com.sec.android.app.shealth,b3ca8ba6-ee58-4cec-bf57-9fc3a50a2565,b3ca8ba6-ee58-4cec-bf57-9fc3a50a2565.compressed_content.json,
America/New_York,1463889600000,2017-04-11 04:07:21.457,2016-11-18 16:06:52.824,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,f00222c9-a0a9-4cb1-b5f7-5c4576de2615,f00222c9-a0a9-4cb1-b5f7-5c4576de2615.compressed_content.json,
America/New_York,1470542400000,2019-02-27 15:42:31.254,2018-09-12 14:37:11.807,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,1bf09e74-c4de-4687-950d-0cff0bcc469e,1bf09e74-c4de-4687-950d-0cff0bcc469e.compressed_content.json,
America/New_York,1531022400000,2018-07-15 17:27:54.302,2018-07-15 17:27:47.671,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,b2727bfb-c4c1-46d0-9e72-77cb8e1412be,b2727bfb-c4c1-46d0-9e72-77cb8e1412be.compressed_content.json,
America/New_York,1462075200000,2018-07-27 16:01:34.448,2018-04-17 13:24:05.077,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,0eb76bd5-5796-47d5-895a-18e6216b7618,0eb76bd5-5796-47d5-895a-18e6216b7618.compressed_content.json,
America/Chicago,1498366800000,2017-07-03 20:51:01.979,2017-07-02 20:52:02.074,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,5c2d9967-ccee-4e55-b9d9-110f37b4076d,5c2d9967-ccee-4e55-b9d9-110f37b4076d.compressed_content.json,
America/New_York,1473566400000,2018-07-27 16:01:31.498,2018-04-17 13:23:59.092,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,13e0dbdf-8de0-4484-8f01-af74bd4f7efd,13e0dbdf-8de0-4484-8f01-af74bd4f7efd.compressed_content.json,
America/New_York,1472356800000,2019-07-22 16:18:12.332,2019-03-06 18:49:19.415,0,0,1,4V/TlqPcbG,X,com.sec.android.app.shealth,3141d6ca-a008-46b9-bb7d-14327a2639cc,3141d6ca-a008-46b9-bb7d-14327a2639cc.compressed_content.json,
America/New_York,1460865600000,2018-03-14 16:00:40.662,2017-09-06 22:02:36.730,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,be5f66b9-0d27-4665-801f-5c4d737ddcca,be5f66b9-0d27-4665-801f-5c4d737ddcca.compressed_content.json,
America/New_York,1511067600000,2017-11-26 18:27:47.176,2017-11-26 18:26:47.471,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,aba09bdb-29fc-49d4-88f5-a6915ca60542,aba09bdb-29fc-49d4-88f5-a6915ca60542.compressed_content.json,
America/New_York,1539489600000,2018-10-27 17:14:24.805,2018-10-21 17:14:22.592,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,04ede197-c70b-4af7-8e2b-d6edb83c04fb,04ede197-c70b-4af7-8e2b-d6edb83c04fb.compressed_content.json,
America/New_York,1466913600000,2016-07-03 17:31:53.925,2016-07-03 17:30:34.014,0,,1,OBFuvbOf82,X,com.sec.android.app.shealth,ec1cad53-3bc6-4479-82f3-fef1b159d93e,ec1cad53-3bc6-4479-82f3-fef1b159d93e.compressed_content.json,
America/New_York,1476594000000,2017-08-24 22:48:41.618,2017-04-19 17:25:55.173,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,fbe3e67a-7234-4869-be2d-049b75af0e9d,fbe3e67a-7234-4869-be2d-049b75af0e9d.compressed_content.json,
America/New_York,1458446400000,2017-04-11 04:07:23.226,2016-11-18 16:06:53.199,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,7aa38ab2-ece7-40cd-b87f-c8ac823bc544,7aa38ab2-ece7-40cd-b87f-c8ac823bc544.compressed_content.json,
America/New_York,1527998400000,2018-06-10 17:28:03.123,2018-06-10 17:26:34.446,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,c15dd918-a472-437e-bb93-8700bef2b62f,c15dd918-a472-437e-bb93-8700bef2b62f.compressed_content.json,
America/New_York,1460865600000,2019-02-27 15:42:32.547,2018-09-12 14:37:13.284,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,82a109ee-a20d-4b86-9947-4eb9eee80483,82a109ee-a20d-4b86-9947-4eb9eee80483.compressed_content.json,
America/New_York,1461470400000,2019-07-22 16:18:13.300,2019-03-06 18:49:20.965,0,0,1,4V/TlqPcbG,X,com.sec.android.app.shealth,0c674e92-40a7-4c8b-860e-cd40e0062345,0c674e92-40a7-4c8b-860e-cd40e0062345.compressed_content.json,
America/New_York,1463889600000,2019-02-27 15:42:32.213,2018-09-12 14:37:12.956,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,e71a6850-7675-4483-819f-fbdd580ceff2,e71a6850-7675-4483-819f-fbdd580ceff2.compressed_content.json,
America/New_York,1476594000000,2018-07-27 16:01:30.960,2018-04-17 13:23:58.390,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,bcdc5a69-4997-4414-8f03-6ad6c44976a7,bcdc5a69-4997-4414-8f03-6ad6c44976a7.compressed_content.json,
America/New_York,1477195200000,2019-02-27 15:42:29.964,2018-09-12 14:37:10.646,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,732e2172-edad-4a74-863e-1997f68af96e,732e2172-edad-4a74-863e-1997f68af96e.compressed_content.json,
America/New_York,1474776000000,2016-10-02 19:44:06.806,2016-10-02 19:42:54.491,0,,1,Sg8DVB0xC3,X,com.sec.android.app.shealth,ca421b56-5578-4dd8-a976-4d787c75459f,ca421b56-5578-4dd8-a976-4d787c75459f.compressed_content.json,
America/New_York,1461470400000,2018-07-27 16:01:34.544,2018-04-17 13:24:05.208,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,0879af5e-e460-4ef5-b706-483e529737f2,0879af5e-e460-4ef5-b706-483e529737f2.compressed_content.json,
America/New_York,1554609600000,2019-04-20 17:51:01.744,2019-04-14 18:13:25.985,0,0,2,4V/TlqPcbG,X,com.sec.android.app.shealth,8d22a05f-7bc4-4b7a-9d5a-b00c7d8759e9,8d22a05f-7bc4-4b7a-9d5a-b00c7d8759e9.compressed_content.json,
America/New_York,1517115600000,2018-02-04 19:39:20.744,2018-02-04 19:02:29.719,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,d202c4a5-f698-407e-9b04-22369929a1fb,d202c4a5-f698-407e-9b04-22369929a1fb.compressed_content.json,
America/New_York,1492315200000,2017-04-23 19:52:31.657,2017-04-23 19:51:02.125,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,20bfe924-7c40-4861-adbb-c213c4b67b67,20bfe924-7c40-4861-adbb-c213c4b67b67.compressed_content.json,
America/New_York,1471752000000,2017-08-24 22:48:42.300,2017-04-19 17:25:55.413,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,7ace97de-84bf-4ba9-9a61-cd58e40352ce,7ace97de-84bf-4ba9-9a61-cd58e40352ce.compressed_content.json,
America/New_York,1466913600000,2019-07-22 16:18:12.899,2019-03-06 18:49:20.313,0,0,1,4V/TlqPcbG,X,com.sec.android.app.shealth,260edfe2-20c7-4d8d-b66c-06de3edfcc45,260edfe2-20c7-4d8d-b66c-06de3edfcc45.compressed_content.json,
America/New_York,1475985600000,2019-07-22 16:18:11.875,2019-03-06 18:49:18.775,0,0,1,4V/TlqPcbG,X,com.sec.android.app.shealth,62c73f97-09da-4f6d-960f-103a9e855dd1,62c73f97-09da-4f6d-960f-103a9e855dd1.compressed_content.json,
America/New_York,1505016000000,2017-09-17 17:27:37.564,2017-09-17 17:26:36.889,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,af656d59-c28b-4faf-9b10-0c5bd9fc0b9f,af656d59-c28b-4faf-9b10-0c5bd9fc0b9f.compressed_content.json,
America/New_York,1463889600000,2017-08-24 22:48:43.265,2017-04-19 17:25:55.688,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,09cc3f84-5ee5-454d-b14b-87c211643da7,09cc3f84-5ee5-454d-b14b-87c211643da7.compressed_content.json,
America/New_York,1460865600000,2016-04-24 17:51:04.101,2016-04-24 17:51:01.739,0,,1,OBFuvbOf82,X,com.sec.android.app.shealth,75a6abb6-9b06-45eb-8607-ec8ca3cde9dd,75a6abb6-9b06-45eb-8607-ec8ca3cde9dd.compressed_content.json,
America/New_York,1471752000000,2017-04-11 04:07:20.658,2016-11-18 16:06:52.083,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,be7df74d-f7b8-4512-acf6-2b77b805b1ba,be7df74d-f7b8-4512-acf6-2b77b805b1ba.compressed_content.json,
America/New_York,1551589200000,2019-03-16 17:51:22.702,2019-03-10 17:51:47.785,0,0,2,4V/TlqPcbG,X,com.sec.android.app.shealth,2c638b44-9883-4e9f-944e-02a48a7b43f3,2c638b44-9883-4e9f-944e-02a48a7b43f3.compressed_content.json,
America/New_York,1467518400000,2017-04-11 04:07:21.048,2016-11-18 16:06:52.489,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,f22cd7aa-7630-48b0-adad-f5ba72dadefc,f22cd7aa-7630-48b0-adad-f5ba72dadefc.compressed_content.json,
America/New_York,1463284800000,2017-04-11 04:07:21.646,2016-11-18 16:06:52.867,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,595a9680-4e94-49a2-a4e6-4f3992b39bb5,595a9680-4e94-49a2-a4e6-4f3992b39bb5.compressed_content.json,
America/New_York,1468728000000,2018-07-27 16:01:32.689,2018-04-17 13:24:01.992,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,d15716df-0a1b-48d1-a082-84f8e5d4015f,d15716df-0a1b-48d1-a082-84f8e5d4015f.compressed_content.json,
America/New_York,1464494400000,2017-04-11 04:07:21.360,2016-11-18 16:06:52.753,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,f0e97e33-2702-4675-a735-ff676fa110c0,f0e97e33-2702-4675-a735-ff676fa110c0.compressed_content.json,
America/New_York,1562472000000,2019-07-19 17:50:53.466,2019-07-14 17:51:00.490,0,0,2,4V/TlqPcbG,X,com.sec.android.app.shealth,8feaa902-34a1-417e-9b9f-c9140928ce8f,8feaa902-34a1-417e-9b9f-c9140928ce8f.compressed_content.json,
America/Chicago,1561266000000,2019-06-30 18:51:06.975,2019-06-30 18:51:05.081,0,0,2,4V/TlqPcbG,X,com.sec.android.app.shealth,530fb0f5-530f-4c80-b483-b1e5378e1c48,530fb0f5-530f-4c80-b483-b1e5378e1c48.compressed_content.json,
America/New_York,1538280000000,2018-10-13 17:14:16.300,2018-10-07 17:14:16.124,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,07a1aedc-ffbe-4e55-8971-b5349631ff60,07a1aedc-ffbe-4e55-8971-b5349631ff60.compressed_content.json,
America/New_York,1457845200000,2019-02-27 15:42:32.926,2018-09-12 14:37:13.684,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,c2d331c4-c930-42a1-b4f7-a28303975f56,c2d331c4-c930-42a1-b4f7-a28303975f56.compressed_content.json,
America/Chicago,1509253200000,2017-11-05 19:28:10.638,2017-11-05 19:26:33.250,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,5f3b8308-1b8e-46b6-b09b-d0941d047187,5f3b8308-1b8e-46b6-b09b-d0941d047187.compressed_content.json,
America/New_York,1483246800000,2017-01-08 19:45:43.771,2017-01-08 19:44:02.745,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,1582e22d-5fbb-402d-b7e2-f140fe69b0e0,1582e22d-5fbb-402d-b7e2-f140fe69b0e0.compressed_content.json,
America/New_York,1668315600000,2022-11-20 18:32:06.016,2022-11-20 18:32:06.016,0,0,2,rmpFWNZh7F,X,com.sec.android.app.shealth,ae10ba62-d8b1-408e-a6de-033ff2389187,ae10ba62-d8b1-408e-a6de-033ff2389187.compressed_content.json,
America/New_York,1459656000000,2019-07-22 16:18:13.441,2019-03-06 18:49:21.102,0,0,1,4V/TlqPcbG,X,com.sec.android.app.shealth,4679dc95-58e6-485b-a24f-3d5893cab906,4679dc95-58e6-485b-a24f-3d5893cab906.compressed_content.json,
America/New_York,1543726800000,2018-12-15 18:14:19.554,2018-12-09 18:14:18.717,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,506bde2a-6e1a-4123-9a92-6f8a0ccac7b1,506bde2a-6e1a-4123-9a92-6f8a0ccac7b1.compressed_content.json,
America/New_York,1457845200000,2017-04-11 04:07:23.268,2016-11-18 16:06:53.246,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,d79e4514-b7d4-44b5-950f-ef58502b53dc,d79e4514-b7d4-44b5-950f-ef58502b53dc.compressed_content.json,
America/New_York,1535860800000,2018-09-09 17:28:34.203,2018-09-09 17:28:33.357,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,98dbe53d-6cc6-49aa-83ef-46039e25a615,98dbe53d-6cc6-49aa-83ef-46039e25a615.compressed_content.json,
America/New_York,1519534800000,2018-03-04 18:28:01.092,2018-03-04 18:26:28.472,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,3bfd6f28-cfa4-41e2-88b4-f69d0a6d6e08,3bfd6f28-cfa4-41e2-88b4-f69d0a6d6e08.compressed_content.json,
America/New_York,1462075200000,2018-03-14 16:00:40.561,2017-09-06 22:02:36.474,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,51c1d76a-7fd4-4a8f-9965-3e497727ce3e,51c1d76a-7fd4-4a8f-9965-3e497727ce3e.compressed_content.json,
America/New_York,1550984400000,2019-03-06 18:14:17.227,2019-03-03 18:15:01.713,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,8fea9fe2-f802-4013-a0f2-3a3c7c5326be,8fea9fe2-f802-4013-a0f2-3a3c7c5326be.compressed_content.json,
America/New_York,1465704000000,2019-02-27 15:42:31.916,2018-09-12 14:37:12.588,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,5eca9f73-6c85-499e-8695-3c06e607a14e,5eca9f73-6c85-499e-8695-3c06e607a14e.compressed_content.json,
America/New_York,1461470400000,2017-08-24 22:48:43.505,2017-04-19 17:25:55.747,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,8738eb71-ed53-45e0-8b6b-cff5a144a858,8738eb71-ed53-45e0-8b6b-cff5a144a858.compressed_content.json,
America/New_York,1512882000000,2017-12-17 21:37:59.998,2017-12-17 20:45:48.018,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,37010c07-565b-4902-b7ac-90a2738ba73b,37010c07-565b-4902-b7ac-90a2738ba73b.compressed_content.json,
America/Chicago,1471150800000,2016-08-26 21:00:33.310,2016-08-23 20:57:12.873,0,,1,J9OOjwOhpg,X,com.sec.android.app.shealth,6c8b89b4-941a-49e4-b901-9bbce5868b40,6c8b89b4-941a-49e4-b901-9bbce5868b40.compressed_content.json,
America/New_York,1503806400000,2017-09-08 17:26:27.916,2017-09-07 17:26:48.470,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,5f77e026-3c95-4865-9939-61e5af6be2ad,5f77e026-3c95-4865-9939-61e5af6be2ad.compressed_content.json,
America/New_York,1540699200000,2018-11-10 18:14:27.588,2018-11-04 18:17:39.966,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,f03efba2-0968-4644-b164-6bf922752983,f03efba2-0968-4644-b164-6bf922752983.compressed_content.json,
America/New_York,1503806400000,2017-09-04 21:07:34.863,2017-09-03 20:29:39.790,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,78caf022-97a6-440a-80d3-76a78ac89893,78caf022-97a6-440a-80d3-76a78ac89893.compressed_content.json,
America/New_York,1665892800000,2022-10-25 17:29:32.647,2022-10-25 17:29:32.647,0,0,2,rmpFWNZh7F,X,com.sec.android.app.shealth,6657f082-efb8-42b3-8d13-e3ba29d91268,6657f082-efb8-42b3-8d13-e3ba29d91268.compressed_content.json,
America/New_York,1584849600000,2020-03-29 17:37:24.243,2020-03-29 17:37:21.557,0,0,2,cfxbbbfj2r,X,com.sec.android.app.shealth,242cb679-2e78-4c81-b419-9c02d6abf5e7,242cb679-2e78-4c81-b419-9c02d6abf5e7.compressed_content.json,
America/New_York,1465099200000,2016-06-12 18:46:42.160,2016-06-12 18:43:52.695,0,,1,OBFuvbOf82,X,com.sec.android.app.shealth,93cbf352-0ff8-43bb-933f-5c8ecd9e86a6,93cbf352-0ff8-43bb-933f-5c8ecd9e86a6.compressed_content.json,
America/New_York,1459051200000,2020-10-14 04:42:26.751,2019-08-27 05:18:58.156,0,0,1,cfxbbbfj2r,X,com.sec.android.app.shealth,a8530ed8-867c-4307-af12-dc66566b32be,a8530ed8-867c-4307-af12-dc66566b32be.compressed_content.json,
America/New_York,1546750800000,2019-01-19 18:14:30.225,2019-01-13 18:16:01.149,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,60490b09-55e2-42ef-a120-5cf9063fb77d,60490b09-55e2-42ef-a120-5cf9063fb77d.compressed_content.json,
America/New_York,1465704000000,2018-03-14 16:00:39.657,2017-09-06 22:02:35.259,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,8bb2c615-b514-433d-84e3-cb7f8a31437c,8bb2c615-b514-433d-84e3-cb7f8a31437c.compressed_content.json,
America/New_York,1468728000000,2017-08-24 22:48:42.713,2017-04-19 17:25:55.546,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,4e8b1e54-0bfc-40be-a229-c8859fa3229a,4e8b1e54-0bfc-40be-a229-c8859fa3229a.compressed_content.json,
America/New_York,1473566400000,2016-09-24 00:57:03.287,2016-09-24 00:55:54.530,0,,1,Sg8DVB0xC3,X,com.sec.android.app.shealth,9ecd2489-254f-4680-a517-0f403693990b,9ecd2489-254f-4680-a517-0f403693990b.compressed_content.json,
America/New_York,1508644800000,2017-10-29 17:28:02.284,2017-10-29 17:26:29.470,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,7e888d54-46d5-4ad9-aa15-b5447a8b9869,7e888d54-46d5-4ad9-aa15-b5447a8b9869.compressed_content.json,
America/New_York,1528603200000,2018-06-17 18:15:55.846,2018-06-17 18:15:50.540,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,c45159e6-4020-47dc-983a-fe0c1c4d70c0,c45159e6-4020-47dc-983a-fe0c1c4d70c0.compressed_content.json,
America/New_York,1468728000000,2016-07-24 19:59:19.158,2016-07-24 19:58:34.182,0,,1,OBFuvbOf82,X,com.sec.android.app.shealth,29c8c9da-4402-4372-af81-5f4abac48e92,29c8c9da-4402-4372-af81-5f4abac48e92.compressed_content.json,
America/New_York,1537070400000,2018-09-29 17:14:38.768,2018-09-23 17:14:19.896,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,4a737cb7-610e-43ea-a997-6200b0fae9d1,4a737cb7-610e-43ea-a997-6200b0fae9d1.compressed_content.json,
America/New_York,1458446400000,2016-03-28 17:52:19.613,2016-03-27 17:06:17.869,0,,1,OBFuvbOf82,X,com.sec.android.app.shealth,89bbcc17-d4b3-4a40-a010-a351c078beab,89bbcc17-d4b3-4a40-a010-a351c078beab.compressed_content.json,
America/New_York,1469332800000,2022-04-05 20:38:08.500,2021-08-25 22:18:40.426,0,0,1,yEjG51P5jF,X,com.sec.android.app.shealth,2d835e6b-fad9-463f-9ea8-a0ccdf15dca0,2d835e6b-fad9-463f-9ea8-a0ccdf15dca0.compressed_content.json,
America/New_York,1499572800000,2017-07-16 19:52:35.831,2017-07-16 19:51:02.080,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,5a4a2245-b415-41e2-a22b-c6004601f859,5a4a2245-b415-41e2-a22b-c6004601f859.compressed_content.json,
America/New_York,1477800000000,2017-08-24 22:48:41.499,2017-04-19 17:25:55.106,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,172062ae-d2d5-4b67-aed4-ca62452576be,172062ae-d2d5-4b67-aed4-ca62452576be.compressed_content.json,
America/New_York,1460865600000,2018-07-27 16:01:34.669,2018-04-17 13:24:05.380,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,2b64a591-5460-49fa-952b-d62e6dea0a7f,2b64a591-5460-49fa-952b-d62e6dea0a7f.compressed_content.json,
America/New_York,1477195200000,2018-03-14 16:00:36.949,2017-09-06 22:02:31.798,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,c113745c-c7f5-422c-9b6a-6d1681b850ad,c113745c-c7f5-422c-9b6a-6d1681b850ad.compressed_content.json,
America/New_York,1477195200000,2017-08-24 22:48:41.564,2017-04-19 17:25:55.147,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,abed0072-872a-49f2-8340-1ec6202d8355,abed0072-872a-49f2-8340-1ec6202d8355.compressed_content.json,
America/New_York,1457240400000,2016-03-15 17:00:04.537,2016-03-15 17:00:03.975,0,,1,OBFuvbOf82,X,com.sec.android.app.shealth,17bdacdf-212c-40a1-a863-a20b50cfabd9,17bdacdf-212c-40a1-a863-a20b50cfabd9.compressed_content.json,
America/New_York,1475380800000,2019-02-27 15:42:30.094,2018-09-12 14:37:10.999,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,ce448f9f-25d9-4ee8-80d4-ced0ee4df8e5,ce448f9f-25d9-4ee8-80d4-ced0ee4df8e5.compressed_content.json,
America/New_York,1473566400000,2018-03-14 16:00:37.535,2017-09-06 22:02:33.003,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,8aa1cd3a-5945-45c0-91ed-e9fccdf8ed5d,8aa1cd3a-5945-45c0-91ed-e9fccdf8ed5d.compressed_content.json,
America/New_York,1534046400000,2018-08-24 17:14:28.325,2018-08-24 17:14:27.243,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,a7f20109-bbc3-4dc3-a976-0adfd2b57e57,a7f20109-bbc3-4dc3-a976-0adfd2b57e57.compressed_content.json,
America/New_York,1550379600000,2019-03-02 18:15:02.913,2019-02-24 18:14:28.822,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,20ece9c6-f661-48ed-a539-4bb843f9bed1,20ece9c6-f661-48ed-a539-4bb843f9bed1.compressed_content.json,
America/New_York,1457845200000,2017-08-24 22:48:43.896,2017-04-19 17:25:55.829,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,e42bf11e-e5ab-4e5a-b8e9-f8a752ef67cf,e42bf11e-e5ab-4e5a-b8e9-f8a752ef67cf.compressed_content.json,
America/New_York,1466308800000,2019-02-27 15:42:31.829,2018-09-12 14:37:12.487,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,b67538a3-82de-4da6-8fce-b71c58546213,b67538a3-82de-4da6-8fce-b71c58546213.compressed_content.json,
America/New_York,1475985600000,2021-08-24 23:55:10.595,2020-10-19 22:34:22.456,0,0,1,KwIsSebkfa,X,com.sec.android.app.shealth,50ced660-68d3-47a2-94cc-c1e3ece803ba,50ced660-68d3-47a2-94cc-c1e3ece803ba.compressed_content.json,
America/New_York,1472961600000,2019-07-22 16:18:12.306,2019-03-06 18:49:19.220,0,0,1,4V/TlqPcbG,X,com.sec.android.app.shealth,38a89354-874a-4b26-a483-367e2ea4ff86,38a89354-874a-4b26-a483-367e2ea4ff86.compressed_content.json,
America/New_York,1512277200000,2017-12-10 18:29:01.018,2017-12-10 18:27:36.229,0,0,1,EHdtKydEi4,X,com.sec.android.app.shealth,c7c720ae-c3b2-401a-a73c-af2fa93e5c95,c7c720ae-c3b2-401a-a73c-af2fa93e5c95.compressed_content.json,
America/New_York,1465704000000,2020-10-14 04:42:26.354,2019-08-27 05:18:57.940,0,0,1,cfxbbbfj2r,X,com.sec.android.app.shealth,324ce507-b2d8-4cb0-9224-a61035e85431,324ce507-b2d8-4cb0-9224-a61035e85431.compressed_content.json,
America/New_York,1471147200000,2018-07-27 16:01:32.087,2018-04-17 13:24:00.521,0,0,1,9wVta8KBzt,X,com.sec.android.app.shealth,650583e3-0efc-46b8-8bd1-b79de2924ff5,650583e3-0efc-46b8-8bd1-b79de2924ff5.compressed_content.json,
America/New_York,1469332800000,2019-02-27 15:42:31.365,2018-09-12 14:37:12.076,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,e7c7527e-a3ef-4daa-9ec6-5bc66066887e,e7c7527e-a3ef-4daa-9ec6-5bc66066887e.compressed_content.json,
America/New_York,1544936400000,2018-12-29 18:14:17.315,2018-12-23 18:14:32.237,0,0,2,Mz5pMh3q+T,X,com.sec.android.app.shealth,c2f991fe-49b4-4510-9c9a-4fbc407998aa,c2f991fe-49b4-4510-9c9a-4fbc407998aa.compressed_content.json,
America/New_York,1489294800000,2017-03-20 18:44:32.622,2017-03-19 18:45:09.109,0,0,1,Q2GTsbBv8Q,X,com.sec.android.app.shealth,fdd41eab-da2c-4140-8275-1a99c2d922df,fdd41eab-da2c-4140-8275-1a99c2d922df.compressed_content.json,
America/New_York,1573966800000,2019-11-24 18:29:22.908,2019-11-24 18:29:21.885,0,0,2,cfxbbbfj2r,X,com.sec.android.app.shealth,409059f3-1e14-44c7-a9ca-0058710fd5fe,409059f3-1e14-44c7-a9ca-0058710fd5fe.compressed_content.json,
America/New_York,1469332800000,2020-10-14 04:42:26.169,2019-08-27 05:18:57.824,0,0,1,cfxbbbfj2r,X,com.sec.android.app.shealth,17f41c61-ad43-4df8-8674-da98e97b2026,17f41c61-ad43-4df8-8674-da98e97b2026.compressed_content.json,
America/New_York,1475985600000,2019-02-27 15:42:30.041,2018-09-12 14:37:10.898,0,0,1,Mz5pMh3q+T,X,com.sec.android.app.shealth,2eb1416d-d369-4af7-8ea8-793499c19c6d,2eb1416d-d369-4af7-8ea8-793499c19c6d.compressed_content.json,
America/New_York,1497758400000,2017-06-25 19:52:36.811,2017-06-25 19:51:36.438,0,0,1,lR4XsWsS9x,X,com.sec.android.app.shealth,f88b9a56-d704-443a-8534-4e00e9dd0e91,f88b9a56-d704-443a-8534-4e00e9dd0e91.compressed_content.json,
America/New_York,1467518400000,2016-07-10 19:59:55.265,2016-07-10 19:58:55.531,0,,1,OBFuvbOf82,X,com.sec.android.app.shealth,32433bae-9fcd-4c1d-ae52-246b58a81b35,32433bae-9fcd-4c1d-ae52-246b58a81b35.compressed_content.json,
