date,calories,carbs_g,fat_g,protein_g,chol_mg,sodium_mg,sugar_g,fiber_g
2012-10-17,3120,356,93,63,149,1962,123,32
2012-10-18,3339,446,94,101,140,4394,93,15
2012-10-19,3252,374,135,34,68,1987,145,13
2012-10-20,3565,501,134,110,112,6436,128,22
2012-10-21,5086,545,234,94,428,5907,192,21
2012-10-22,2275,180,107,35,260,1500,190,4
2012-10-23,2097,185,89,55,93,2332,106,12
2012-10-24,1640,276,39,46,25,2763,71,16
2012-10-25,1885,224,94,53,55,1868,90,14
2012-10-26,1515,183,62,59,46,4333,67,19
2012-10-27,2986,335,137,78,111,5142,69,15
2012-10-28,1756,294,47,61,60,3889,151,19
2012-10-29,1808,277,58,65,134,2069,116,31
2012-10-30,1911,235,86,57,89,3234,89,20
2012-10-31,2912,225,60,46,40,2458,12,14
2012-11-01,2742,301,137,87,50,3791,64,25
2012-11-02,1948,297,53,51,109,2098,119,15
2012-11-03,3655,457,189,73,17,6612,174,15
2012-11-04,1958,233,97,49,26,3545,126,13
2012-11-05,1744,274,37,57,20,3623,50,13
2012-11-06,3343,382,163,105,215,5635,51,12
2012-11-07,1743,246,58,64,65,4507,61,9
2012-11-08,2519,396,63,95,30,5229,73,22
2012-11-09,1965,299,51,75,25,4621,86,18
2012-11-10,1633,244,53,50,75,3887,102,6
2012-11-11,1860,302,55,46,10,2251,97,11
2012-11-12,1713,234,68,63,134,1742,103,27
2012-11-13,2301,291,105,73,129,2441,150,24
2012-11-14,1742,269,61,44,60,3303,97,14
2012-11-15,2338,366,48,87,5,5513,33,25
2012-11-16,2422,352,95,47,3,2530,163,10
2012-11-17,2574,223,81,43,87,2801,78,7
2012-11-18,1774,242,65,64,45,2425,62,19
2012-11-19,1748,265,54,58,15,4614,85,15
2012-11-20,3186,382,146,54,42,3455,102,17
2012-11-21,3040,384,167,62,78,2970,93,12
2012-11-22,3724,493,156,66,202,3278,171,21
2012-11-23,2400,249,111,58,120,3010,13,16
2012-11-24,2306,341,84,76,151,2270,155,36
2012-11-25,2730,354,142,44,125,2670,154,16
2012-11-26,2148,251,105,65,110,4104,129,10
2012-11-27,2369,309,116,51,64,2759,171,15
2012-11-28,1838,272,59,67,15,4844,78,19
2012-11-29,1803,282,54,57,15,4097,94,15
2012-11-30,2040,278,79,59,73,4903,115,19
2012-12-01,2030,242,97,60,50,2540,83,19
2012-12-02,1688,242,62,63,105,4114,89,20
2012-12-03,2000,239,91,62,145,3430,41,4
2012-12-04,1857,177,88,47,53,2542,19,10
2012-12-05,1721,227,59,77,33,6492,61,22
2012-12-06,2138,312,80,69,124,2659,119,34
2012-12-07,1913,231,55,74,15,4275,37,18
2012-12-08,1875,261,61,75,45,4345,89,27
2012-12-09,1668,202,56,100,34,3194,42,14
2012-12-10,1651,215,61,68,85,4166,79,17
2012-12-11,1987,311,54,56,80,1769,94,24
2012-12-12,1741,224,75,45,35,3221,121,16
2012-12-13,1796,168,86,91,152,3470,10,6
2012-12-14,1810,280,81,57,145,3220,101,20
2012-12-15,2070,255,107,32,26,4450,49,10
2012-12-16,2510,343,140,52,165,2705,172,12
2012-12-17,2055,298,76,57,130,2222,136,17
2012-12-18,1985,268,95,39,93,3180,90,11
2012-12-19,1906,219,88,74,108,2412,82,19
2012-12-20,2758,387,82,77,149,2444,257,32
2012-12-21,2120,296,96,47,40,2294,91,12
2012-12-22,2190,283,99,39,39,1892,109,8
2012-12-23,2141,356,68,40,74,2438,208,13
2012-12-24,3853,420,190,82,180,4812,207,25
2012-12-25,3576,465,194,68,147,3408,281,25
2012-12-26,3987,499,226,113,201,4607,277,39
2012-12-27,1898,227,79,66,19,3695,76,23
2012-12-28,2046,281,76,59,42,2685,75,9
2012-12-29,1914,221,66,64,23,2885,38,22
2012-12-30,1790,343,27,42,0,1980,201,10
2012-12-31,1358,170,55,59,20,4387,53,25
2013-01-01,842,96,16,27,5,1094,23,9
2013-01-02,1320,169,23,72,258,3429,6,9
2013-01-03,1814,314,56,40,30,2623,74,19
2013-01-04,1824,255,77,39,16,1787,79,12
2013-01-05,1148,124,62,26,25,839,40,8
2013-01-06,1670,173,62,60,154,4211,49,15
2013-01-07,1956,244,84,48,197,1170,165,17
2013-01-08,1808,186,83,88,2,2857,76,20
2013-01-09,1101,152,33,53,0,1836,88,11
2013-01-10,922,94,22,60,0,1965,12,7
2013-01-11,1898,271,73,72,124,1819,100,38
2013-01-12,1544,215,48,49,10,2701,50,22
2013-01-13,1225,189,29,23,0,2400,65,18
2013-01-14,1413,181,42,75,0,2528,26,12
2013-01-15,1582,195,85,36,53,2004,73,14
2013-01-16,1933,306,51,77,15,2450,141,18
2013-01-17,1825,318,75,82,30,4676,122,20
2013-01-18,1713,218,55,85,243,3204,68,20
2013-01-19,1985,263,79,62,50,2025,119,19
2013-01-20,1748,204,53,85,25,3897,83,11
2013-01-21,1837,184,64,108,10,2331,71,22
2013-01-22,2386,315,98,71,185,4588,133,25
2013-01-23,2175,272,62,37,50,1719,109,5
2013-01-24,3177,386,140,97,226,4463,114,1
2013-01-25,2958,379,132,77,145,3421,121,10
2013-01-26,3607,426,113,50,266,4094,220,18
2013-01-27,3084,371,146,77,153,3679,197,19
2013-01-28,3118,392,128,106,238,4770,162,14
2013-01-29,3070,548,162,63,213,4487,143,19
2013-01-30,1766,213,28,34,25,3017,166,9
2013-01-31,1656,201,62,59,40,3299,85,4
2013-02-01,1562,214,51,73,50,2004,124,8
2013-02-02,1761,213,65,80,35,6089,72,22
2013-02-03,1857,253,59,86,15,2212,119,21
2013-02-04,1651,216,50,83,25,3887,121,10
2013-02-05,1672,209,79,44,23,2664,41,8
2013-02-06,1673,310,32,48,35,4463,138,13
2013-02-07,1953,286,74,56,55,5448,104,14
2013-02-08,1617,176,61,70,20,1388,82,14
2013-02-09,1578,218,49,69,35,6200,76,16
2013-02-10,1460,183,58,66,10,2336,62,16
2013-02-11,1628,196,54,99,60,4815,87,17
2013-02-12,1825,201,80,99,5,5875,76,17
2013-02-13,2035,270,73,88,75,3655,150,12
2013-02-14,1979,282,65,71,69,5247,90,20
2013-02-15,2198,314,54,51,36,3319,115,15
2013-02-16,1734,224,68,58,14,1363,86,18
2013-02-17,1841,259,60,68,6,1759,89,19
2013-02-18,1926,191,102,89,0,4050,83,21
2013-02-19,2550,339,118,58,81,4519,102,13
2013-02-20,1951,262,73,56,60,5556,78,15
2013-02-21,1360,190,50,38,65,1390,85,7
2013-02-22,1465,170,58,67,40,4275,49,18
2013-02-23,2406,289,79,89,170,5120,80,14
2013-02-24,1525,164,59,92,0,2265,46,14
2013-02-25,1160,158,31,32,50,3421,59,8
2013-02-26,1315,135,54,76,75,1675,84,8
2013-02-27,1508,205,50,64,65,4272,56,11
2013-02-28,1490,182,64,52,0,1960,59,14
2013-03-01,1910,244,79,57,15,4764,75,23
2013-03-02,1824,201,81,95,42,3950,67,16
2013-03-03,1378,209,56,29,15,3452,88,7
2013-03-04,1425,184,54,61,25,1915,87,5
2013-03-05,1353,180,63,28,25,1819,77,16
2013-03-06,1515,192,72,38,25,3530,97,14
2013-03-07,1310,161,54,44,25,1680,69,18
2013-03-08,1955,250,70,77,45,6045,54,23
2013-03-09,1677,204,69,67,59,5196,88,20
2013-03-10,1482,163,60,73,60,1634,97,12
2013-03-11,1589,190,61,39,55,1718,42,22
2013-03-12,1593,174,71,74,40,2820,55,15
2013-03-13,1543,206,53,67,123,1986,92,13
2013-03-14,1458,220,50,37,47,3299,119,10
2013-03-15,1487,189,52,64,20,3991,67,22
2013-03-16,2657,336,65,36,244,3114,122,13
2013-03-17,1796,232,76,55,125,4278,116,12
2013-03-18,1272,145,43,84,10,1854,66,18
2013-03-19,1669,228,76,32,22,2745,44,13
2013-03-20,1433,199,45,68,65,4380,106,13
2013-03-21,1995,278,67,96,129,2830,132,41
2013-03-22,1592,167,71,73,125,2746,26,5
2013-03-23,1427,149,56,87,50,1916,71,15
2013-03-24,1727,223,68,64,75,1919,91,26
2013-03-25,2002,316,70,55,14,4463,153,20
2013-03-26,2520,366,104,44,106,2436,195,17
2013-03-27,2101,237,97,90,42,3467,122,15
2013-03-28,2004,213,121,50,66,5190,103,11
2013-03-29,1902,244,77,55,105,2380,28,6
2013-03-30,1688,185,82,56,145,2608,62,16
2013-03-31,2992,359,150,72,65,2252,204,12
2013-04-01,1577,179,62,75,85,4280,59,21
2013-04-02,2352,264,75,68,110,2696,103,22
2013-04-03,1992,240,92,60,125,1882,156,17
2013-04-04,1455,220,47,46,50,3620,115,13
2013-04-05,1785,228,69,79,50,4523,97,17
2013-04-06,2797,370,108,86,175,4211,114,19
2013-04-07,1382,159,56,65,92,1769,83,17
2013-04-08,1755,193,73,91,49,4332,97,14
2013-04-09,2451,289,122,66,65,4044,146,12
2013-04-10,1570,197,56,70,45,4357,81,11
2013-04-11,1526,188,44,93,20,4729,87,21
2013-04-12,2898,334,122,58,270,3626,152,10
2013-04-13,2767,313,136,78,233,3324,110,5
2013-04-14,1725,194,37,43,29,3575,148,14
2013-04-15,1600,189,59,87,39,4512,72,12
2013-04-16,1970,229,85,71,90,2870,94,14
2013-04-17,1825,206,70,105,65,2695,65,23
2013-04-18,1634,233,56,46,20,1052,212,4
2013-04-19,2286,210,133,48,60,669,147,12
2013-04-20,2620,310,93,47,166,1823,61,15
2013-04-21,2326,283,111,54,37,1228,215,10
2013-04-22,2458,262,119,93,200,4098,8,9
2013-04-23,2109,238,97,82,81,2787,137,18
2013-04-24,1710,205,58,96,80,4618,88,11
2013-04-25,1451,178,49,82,15,4793,61,11
2013-04-26,1226,157,61,14,141,1060,124,3
2013-04-27,1375,179,66,24,171,1984,114,10
2013-04-28,1277,127,40,99,0,3224,19,14
2013-04-29,1845,199,50,88,24,2273,36,17
2013-04-30,2720,304,40,71,9,3233,28,22
2013-05-01,1636,188,42,82,20,3948,64,8
2013-05-02,1685,193,63,88,32,4268,34,24
2013-05-03,1717,146,57,135,36,3274,25,15
2013-05-04,1875,304,48,44,59,2503,112,12
2013-05-05,1901,270,74,44,45,2516,108,14
2013-05-06,1480,187,57,58,30,3753,66,20
2013-05-07,1657,185,55,91,21,2822,86,13
2013-05-08,1595,223,50,63,20,4222,83,10
2013-05-09,1345,235,31,39,25,3765,99,13
2013-05-10,1317,204,28,62,10,1933,71,15
2013-05-11,1850,189,57,64,40,2136,121,8
2013-05-12,2474,338,105,39,39,1956,127,10
2013-05-13,2392,244,204,43,30,1977,113,18
2013-05-14,2208,266,86,57,51,3326,134,16
2013-05-15,1425,221,43,49,25,3681,100,18
2013-05-16,1592,210,53,74,25,5865,120,6
2013-05-17,2211,277,68,59,97,4118,76,27
2013-05-18,1328,182,38,79,59,4107,111,11
2013-05-19,1722,214,62,83,50,4076,98,14
2013-05-20,1497,204,47,68,50,2828,73,13
2013-05-21,1954,272,93,47,138,3369,84,13
2013-05-22,2295,333,77,72,138,4827,62,20
2013-05-23,1617,234,62,48,75,1493,124,19
2013-05-24,2002,296,58,56,42,4188,120,8
2013-05-25,1641,206,52,38,25,3419,78,10
2013-05-26,2093,253,77,51,63,4241,82,13
2013-05-27,3353,450,143,104,155,5482,138,29
2013-05-28,2149,295,75,83,157,4998,69,18
2013-05-29,1885,289,74,37,47,3469,188,15
2013-05-30,2225,252,53,49,34,2524,96,7
2013-05-31,1897,297,56,58,58,2337,121,7
2013-06-01,1545,203,51,73,15,1864,111,10
2013-06-02,1366,155,47,77,35,3859,54,6
2013-06-03,2678,298,123,51,58,3822,71,12
2013-06-04,2436,309,92,66,49,3111,104,22
2013-06-05,1425,147,47,103,0,2865,24,14
2013-06-06,1594,181,76,65,25,2860,55,9
2013-06-07,2429,348,97,42,19,2450,46,15
2013-06-08,3035,333,157,84,208,3789,116,18
2013-06-09,1808,264,67,61,144,3489,140,29
2013-06-10,2123,317,79,41,70,3000,85,17
2013-06-11,1976,255,99,29,34,1510,67,11
2013-06-12,3135,444,128,75,292,2732,113,24
2013-06-13,1724,245,66,42,35,4472,133,14
2013-06-14,3943,428,134,59,67,4759,12,18
2013-06-15,4431,400,120,74,108,4893,54,24
2013-06-16,2069,270,89,55,69,3428,78,15
2013-06-17,2039,270,85,45,75,2050,82,11
2013-06-18,2319,263,106,85,90,5188,60,32
2013-06-19,1848,195,94,64,50,3483,38,20
2013-06-20,1536,210,45,75,20,5991,108,11
2013-06-21,2087,259,74,86,95,3285,43,9
2013-06-22,1524,226,41,33,20,4166,42,8
2013-06-23,2171,291,79,73,63,3976,128,18
2013-06-24,1652,222,52,45,83,2672,65,5
2013-06-25,2471,322,72,33,55,2376,92,2
2013-06-26,2517,214,88,84,101,3869,22,15
2013-06-27,2978,325,114,88,151,4802,81,20
2013-06-28,2053,295,62,55,110,636,96,22
2013-06-29,2050,257,89,66,110,3418,119,17
2013-06-30,1502,192,52,79,20,1795,49,12
2013-07-01,1859,206,80,89,117,5170,91,15
2013-07-02,2076,199,99,42,93,1735,74,17
2013-07-03,1325,150,49,70,55,4175,26,17
2013-07-04,1825,190,77,94,26,2505,79,11
2013-07-05,1778,246,71,62,124,2249,90,35
2013-07-06,1550,247,42,56,24,3221,107,12
2013-07-07,1842,259,70,50,45,1155,126,8
2013-07-08,1828,269,60,59,22,6449,69,9
2013-07-09,2028,282,73,78,0,2500,128,22
2013-07-10,2032,194,60,83,0,2565,82,17
2013-07-11,1605,298,35,44,53,854,234,10
2013-07-12,2098,354,64,41,50,2349,196,11
2013-07-13,1802,232,62,78,15,3946,91,23
2013-07-14,1656,222,61,68,30,4504,109,24
2013-07-15,2088,206,110,73,26,4343,76,10
2013-07-16,1893,229,88,69,18,2976,73,17
2013-07-17,1746,227,82,42,37,3418,110,13
2013-07-18,2023,205,113,70,5,1020,35,22
2013-07-19,2380,274,88,81,120,3199,58,13
2013-07-20,1975,262,62,95,15,5962,119,19
2013-07-21,1781,225,59,86,80,4086,95,10
2013-07-22,2023,268,77,82,343,3953,110,15
2013-07-23,2456,321,96,76,138,3237,60,12
2013-07-24,1538,120,43,63,54,1276,77,9
2013-07-25,1424,186,41,86,15,4703,95,12
2013-07-26,1596,189,63,81,4,2395,69,13
2013-07-27,1882,247,77,70,58,3582,115,25
2013-07-28,1415,236,50,34,73,1471,104,13
2013-07-29,1529,214,62,49,20,2230,60,17
2013-07-30,1565,225,60,42,40,5760,109,9
2013-07-31,1471,210,57,39,173,3812,117,12
2013-08-01,1491,192,56,60,105,3582,90,12
2013-08-02,2281,250,109,49,65,1680,143,11
2013-08-03,2578,253,74,91,210,2431,67,16
2013-08-04,1436,188,50,58,15,3453,72,14
2013-08-05,1266,133,50,76,15,3498,58,9
2013-08-06,1668,252,63,35,77,1181,104,16
2013-08-07,1847,199,81,83,55,3203,20,10
2013-08-08,1535,209,53,61,30,3680,85,13
2013-08-09,1750,151,86,69,20,945,45,21
2013-08-10,1785,168,104,51,25,2196,46,22
2013-08-11,1934,169,100,92,4,2301,51,27
2013-08-12,1579,211,47,82,34,3671,82,16
2013-08-13,1638,180,79,50,18,3736,10,5
2013-08-14,1610,243,46,60,29,4620,55,12
2013-08-15,1726,196,42,80,24,2375,47,11
2013-08-16,2408,289,124,52,42,2506,113,19
2013-08-17,2285,257,108,76,18,2250,96,14
2013-08-18,1835,196,98,56,15,1475,122,24
2013-08-19,1542,144,63,113,0,2651,75,16
2013-08-20,2115,262,86,77,70,3100,60,21
2013-08-21,2044,231,99,69,71,3018,92,20
2013-08-22,1540,202,60,52,25,3920,89,18
2013-08-23,2523,320,114,94,186,4548,87,33
2013-08-24,2090,171,70,43,70,2410,134,10
2013-08-25,1340,153,53,70,10,1217,42,9
2013-08-26,1726,205,66,71,15,3981,74,16
2013-08-27,1658,228,57,58,10,2676,94,13
2013-08-28,1899,241,36,50,14,2457,67,13
2013-08-29,1735,232,51,75,30,2013,67,19
2013-08-30,2389,322,93,55,36,3722,117,19
2013-08-31,2570,313,105,52,175,3840,76,9
2013-09-01,2467,236,81,50,175,2065,74,18
2013-09-02,1700,168,78,96,75,3670,24,16
2013-09-03,1662,192,71,80,23,2814,65,12
2013-09-04,1686,188,73,67,25,2872,71,20
2013-09-05,1915,135,53,53,0,1900,19,8
2013-09-06,2339,274,94,102,120,2907,122,15
2013-09-07,1653,214,54,52,15,1440,53,13
2013-09-08,2701,345,117,97,201,2570,139,41
2013-09-09,1485,185,51,76,35,2290,38,18
2013-09-10,1535,168,77,52,60,3450,44,10
2013-09-11,1576,186,62,60,35,3673,55,9
2013-09-12,1223,166,47,36,20,1250,25,11
2013-09-13,1805,218,77,52,55,2250,57,10
2013-09-14,2309,208,121,95,0,2195,46,18
2013-09-15,1850,247,74,62,55,1933,111,16
2013-09-16,1631,205,50,58,15,3583,69,9
2013-09-17,1920,278,78,43,158,3111,86,22
2013-09-18,2015,243,88,69,140,1960,128,13
2013-09-19,1761,201,96,40,143,1788,64,21
2013-09-20,2565,265,125,55,173,2445,141,13
2013-09-21,1995,253,94,81,45,2270,105,16
2013-09-22,1867,263,91,50,87,1075,102,10
2013-09-23,1893,236,93,59,160,3319,102,18
2013-09-24,1977,265,94,48,155,2621,94,19
2013-09-25,2074,237,95,47,50,2760,20,9
2013-09-26,1595,172,57,81,0,2320,17,10
2013-09-27,1692,220,54,96,47,2407,67,17
2013-09-28,3350,362,307,62,93,3383,207,23
2013-09-29,1745,195,74,72,70,2900,68,11
2013-09-30,1570,168,65,30,70,755,117,9
2013-10-01,1803,174,90,85,42,3188,50,12
2013-10-02,1565,192,56,63,35,2480,31,11
2013-10-03,1481,184,64,44,85,2953,109,12
2013-10-04,2885,357,112,86,50,2230,196,16
2013-10-05,3279,393,142,72,255,3252,134,43
2013-10-06,1857,212,84,77,71,2536,127,13
2013-10-07,1682,185,100,36,12,1342,26,5
2013-10-08,1988,264,90,41,265,1801,166,13
2013-10-09,1615,219,48,88,35,2705,69,24
2013-10-10,1503,189,52,69,15,3756,64,18
2013-10-11,2064,278,40,53,100,1014,103,29
2013-10-12,1980,215,99,66,205,2880,48,12
2013-10-13,1872,251,74,51,83,3770,61,12
2013-10-14,1810,263,70,45,70,1550,142,15
2013-10-15,1964,241,77,84,21,2915,89,17
2013-10-16,2567,305,108,57,254,2482,114,21
2013-10-17,1979,193,228,31,45,1190,87,19
2013-10-18,1630,192,65,72,55,2335,70,10
2013-10-19,3463,309,157,60,250,1454,238,8
2013-10-20,2468,243,97,53,79,1803,169,25
2013-10-21,1975,287,76,24,60,3665,176,5
2013-10-22,2608,349,123,53,85,3680,159,14
2013-10-23,2445,300,123,42,155,2325,157,13
2013-10-24,1620,169,50,125,50,3880,40,18
2013-10-25,2325,315,159,76,45,2860,105,17
2013-10-26,2870,375,129,81,130,3670,157,25
2013-10-27,1745,223,58,58,0,2256,20,14
2013-10-28,1410,157,67,53,60,2370,26,18
2013-10-29,1743,192,89,60,100,4140,79,22
2013-10-30,2269,278,104,71,65,2768,84,19
2013-10-31,2137,400,49,40,15,1736,130,10
2013-11-01,2985,408,122,43,126,2005,201,12
2013-11-02,3006,356,100,75,151,5338,93,24
2013-11-03,1590,255,46,24,60,1715,132,13
2013-11-04,1493,171,57,76,35,4325,44,25
2013-11-05,2075,219,114,60,11,2758,60,9
2013-11-06,1655,105,45,62,10,1869,16,9
2013-11-07,1380,157,49,49,40,2040,19,8
2013-11-08,2013,267,100,41,50,1763,131,12
2013-11-09,1861,220,90,50,52,1415,111,17
2013-11-10,1780,246,59,42,15,1220,41,15
2013-11-11,1954,189,69,31,50,1145,53,6
2013-11-12,2238,298,107,56,100,5273,120,10
2013-11-13,1995,131,55,25,5,350,49,7
2013-11-14,2508,319,116,71,146,2571,118,36
2013-11-15,3365,425,124,107,154,5344,123,22
2013-11-16,2067,294,80,33,124,2632,161,7
2013-11-17,1580,208,58,51,34,2374,59,18
2013-11-18,2143,223,99,82,0,3068,27,11
2013-11-19,1541,198,59,61,10,2548,65,12
2013-11-20,1259,125,48,93,16,6372,40,14
2013-11-21,1933,251,81,63,70,4481,114,17
2013-11-22,1908,255,89,39,77,1205,93,15
2013-11-23,2088,283,70,80,10,1378,113,14
2013-11-24,2340,324,69,61,55,2388,103,12
2013-11-25,1589,194,65,59,7,2150,72,17
2013-11-26,2816,335,134,55,246,3297,118,17
2013-11-27,2422,288,122,52,196,1810,113,20
2013-11-28,3120,337,133,131,335,3464,141,26
2013-11-29,2685,353,99,71,182,2945,100,35
2013-11-30,3377,442,148,54,134,2986,191,13
2013-12-01,3024,371,140,58,35,2875,137,12
2013-12-02,2078,227,116,34,0,3427,59,8
2013-12-03,3580,410,186,85,142,5772,95,11
2013-12-04,2925,355,133,82,40,6036,79,22
2013-12-05,2564,302,124,63,125,4080,174,20
2013-12-06,3072,412,126,71,60,3855,120,20
2013-12-07,2131,294,93,36,15,1860,154,7
2013-12-08,3575,449,166,82,105,2558,231,36
2013-12-09,2158,242,69,34,13,710,78,11
2013-12-10,2275,254,116,65,49,3412,151,19
2013-12-11,1577,197,61,61,15,1760,76,15
2013-12-12,1654,247,62,31,60,1045,211,4
2013-12-13,1825,237,83,49,68,3533,72,9
2013-12-14,1753,249,69,44,65,4052,98,17
2013-12-15,1375,177,47,69,30,2303,61,13
2013-12-16,1991,219,71,50,75,1445,92,16
2013-12-17,1907,240,66,47,88,2363,108,14
2013-12-18,2996,369,105,77,158,3746,177,17
2013-12-19,2100,265,105,56,84,2230,140,10
2013-12-20,2258,304,100,57,60,4301,123,17
2013-12-21,1986,243,94,43,30,4688,58,18
2013-12-22,2047,268,91,40,5,1262,64,12
2013-12-23,1771,199,72,81,41,2563,65,15
2013-12-24,1641,120,52,64,84,1604,4,4
2013-12-25,2787,475,129,44,39,3437,213,11
2013-12-26,2644,312,138,59,140,3001,132,8
2013-12-27,1360,221,43,23,50,1235,128,6
2013-12-28,3051,462,98,44,185,3636,215,20
2013-12-29,1890,256,80,39,30,1230,40,10
2013-12-30,1831,309,49,47,266,2094,94,9
2013-12-31,3015,341,143,78,160,3295,172,17
2014-01-01,2139,315,73,58,149,3650,76,25
2014-01-02,1330,176,57,25,0,1630,14,6
2014-01-03,1840,170,90,51,0,0,0,8
2014-01-04,788,124,28,12,0,3456,41,9
2014-01-05,1090,128,45,45,99,1155,75,10
2014-01-06,1215,225,23,28,19,1460,70,11
2014-01-07,1862,283,77,31,3,2221,84,13
2014-01-08,1761,230,83,35,0,1526,47,10
2014-01-09,1930,164,127,36,60,4960,12,15
2014-01-10,1480,187,69,27,0,320,23,5
2014-01-11,2180,279,101,61,93,2747,113,20
2014-01-12,1790,211,82,66,93,2925,73,18
2014-01-13,1788,181,65,47,65,2957,62,14
2014-01-14,2400,306,77,56,18,3598,122,16
2014-01-15,2256,221,129,61,168,4476,75,16
2014-01-16,1497,167,58,83,48,2111,73,10
2014-01-17,2384,296,117,54,110,7052,108,12
2014-01-18,2886,324,113,95,228,4025,80,13
2014-01-19,1470,191,64,28,50,2815,68,13
2014-01-20,1698,193,67,64,105,2328,46,7
2014-01-21,2370,334,98,54,168,2866,157,23
2014-01-22,2283,310,94,68,80,3930,139,19
2014-01-23,2463,446,59,51,27,3655,220,24
2014-01-24,2423,264,124,77,110,5037,109,22
2014-01-25,3010,543,70,73,65,3875,317,42
2014-01-26,3004,406,134,64,75,5038,205,25
2014-01-27,1726,222,70,62,5,3110,73,35
2014-01-28,2355,319,106,53,3,3339,117,27
2014-01-29,2826,415,97,77,135,4641,160,23
2014-01-30,1613,205,59,70,30,4117,70,14
2014-01-31,1528,138,46,74,55,1074,53,12
2014-02-01,1722,257,56,48,38,1610,96,17
2014-02-02,2115,267,82,60,69,3053,57,15
2014-02-03,1380,188,61,35,80,955,121,18
2014-02-04,2329,280,124,51,130,4661,114,19
2014-02-05,1705,248,46,54,35,3892,110,15
2014-02-06,1940,321,49,58,15,3929,198,9
2014-02-07,2547,308,114,79,130,3360,125,30
2014-02-08,2091,220,88,83,15,3515,36,27
2014-02-09,2326,267,119,53,135,3036,94,14
2014-02-10,2055,246,90,80,48,3184,83,17
2014-02-11,2512,305,135,48,10,3393,120,45
2014-02-12,1748,227,64,80,40,4512,88,23
2014-02-13,2776,324,148,48,138,3703,173,23
2014-02-14,2705,282,134,82,169,3660,88,22
2014-02-15,2527,334,106,87,180,2432,160,37
2014-02-16,2890,388,124,56,98,3268,125,15
2014-02-17,2729,304,97,73,113,3546,91,19
2014-02-18,2421,330,99,65,31,3086,114,18
2014-02-19,1632,211,60,52,79,1720,133,18
2014-02-20,1835,232,79,59,515,3870,130,16
2014-02-21,2264,265,102,62,105,2890,118,16
2014-02-22,3266,352,148,90,355,2974,172,18
2014-02-23,2696,330,91,58,80,2127,201,22
2014-02-24,1426,163,64,60,20,3010,41,36
2014-02-25,2049,261,92,72,20,3898,83,29
2014-02-26,1849,227,80,55,10,2018,94,16
2014-02-27,2361,246,97,81,168,3396,33,13
2014-02-28,2725,284,119,55,53,3878,112,9
2014-03-01,2908,344,107,99,205,4149,89,18
2014-03-02,2459,287,115,69,110,3811,101,19
2014-03-03,1605,205,59,64,15,2045,69,18
2014-03-04,2929,362,106,70,110,3909,116,23
2014-03-05,1535,169,65,64,75,1760,78,11
2014-03-06,3073,387,125,93,122,3104,142,22
2014-03-07,2033,227,105,62,85,2440,114,25
2014-03-08,2173,285,87,67,100,3570,133,32
2014-03-09,1825,230,69,64,0,1555,58,21
2014-03-10,2230,287,101,61,58,3203,75,27
2014-03-11,1859,231,85,57,8,2472,68,26
2014-03-12,1485,198,55,59,5,2180,45,22
2014-03-13,1460,134,67,50,30,750,38,16
2014-03-14,1720,246,62,49,60,2240,55,14
2014-03-15,1565,198,52,69,25,3030,44,14
2014-03-16,1480,184,54,70,15,2185,64,13
2014-03-17,1585,211,63,50,70,2673,88,18
2014-03-18,1619,195,69,69,30,3815,50,21
2014-03-19,1692,200,70,73,40,3568,56,32
2014-03-20,2382,252,119,96,110,5038,125,28
2014-03-21,2203,214,126,86,105,2998,98,20
2014-03-22,2936,267,151,95,190,3358,72,12
2014-03-23,1939,219,98,69,30,2543,94,28
2014-03-24,1815,299,29,51,25,3653,97,22
2014-03-25,2076,276,68,46,45,4535,34,17
2014-03-26,1973,323,70,37,25,3245,145,26
2014-03-27,3997,499,167,72,144,4853,94,21
2014-03-28,1718,204,89,31,137,1366,109,10
2014-03-29,2117,213,85,49,60,1609,72,27
2014-03-30,1705,223,61,64,0,2340,53,13
2014-03-31,1690,230,60,60,30,4128,79,22
2014-04-01,2221,238,128,38,15,5474,84,19
2014-04-02,1920,298,75,31,26,2036,136,21
2014-04-03,3420,473,125,63,40,3326,168,18
2014-04-04,2230,339,81,58,94,2056,141,23
2014-04-05,2118,334,71,45,32,4529,177,17
2014-04-06,2145,326,72,62,40,4525,77,23
2014-04-07,1489,226,37,40,8,3797,57,16
2014-04-08,2215,306,96,35,5,2368,175,9
2014-04-09,1520,241,39,58,40,2720,82,18
2014-04-10,1980,237,94,61,100,2725,56,19
2014-04-11,2011,243,93,71,26,6750,85,17
2014-04-12,3906,452,160,101,311,3743,187,23
2014-04-13,3205,318,110,57,160,2930,244,30
2014-04-14,2210,263,67,147,0,4100,103,37
2014-04-15,2199,272,99,65,62,2937,108,19
2014-04-16,1550,179,55,56,80,2450,83,12
2014-04-17,3351,535,102,72,55,4426,120,23
2014-04-18,1944,268,90,29,68,1467,157,11
2014-04-19,2536,363,89,77,210,1636,209,17
2014-04-20,2697,345,123,75,112,2603,202,13
2014-04-21,2090,241,99,61,45,4513,100,24
2014-04-22,2952,327,154,72,40,3387,158,21
2014-04-23,1440,173,59,69,10,2455,46,17
2014-04-24,2101,252,76,62,88,4290,32,16
2014-04-25,1585,204,50,62,0,1917,81,19
2014-04-26,2045,164,57,66,15,4211,42,22
2014-04-27,1519,234,53,35,50,1803,95,16
