date,calories,carbs_g,fat_g,protein_g,cholest_mg,sodium_mg,sugars_g,fiber_g
2023-01-30,1498,217,64,48,60,890,11,56
2023-01-31,2603,242,122,78,73,3024,54,38
2023-02-01,1861,193,116,51,60,2157,5,50
2023-02-02,2274,280,109,86,51,4459,70,71
2023-02-03,1488,215,62,49,60,910,11,56
2023-02-04,2447,228,132,74,60,3690,75,45
2023-02-05,2330,247,117,88,70,3184,66,34
2023-02-06,1488,215,62,49,60,910,11,56
2023-02-07,2547,287,121,75,75,4595,65,67
2023-02-08,1590,166,99,47,60,1916,4,47
2023-02-09,2427,280,110,80,155,4012,76,33
2023-02-10,1498,217,64,48,60,890,11,56
2023-02-11,2583,275,125,67,21,4742,132,8
2023-02-12,2953,270,166,76,79,3845,124,12
2023-02-13,2359,249,109,85,125,3205,64,64
2023-02-14,2998,261,150,107,109,3477,79,29
2023-02-15,2257,209,130,49,95,2455,63,38
2023-02-16,2382,214,112,84,125,2207,95,26
2023-02-17,3127,261,144,92,158,3680,46,32
2023-02-18,2787,278,141,86,50,2954,99,64
2023-02-19,3141,400,133,74,75,3587,163,23
2023-02-20,2674,265,154,107,106,4887,37,89
2023-02-21,2223,229,108,88,124,3244,51,46
2023-02-22,2653,292,121,113,85,3520,65,70
2023-02-23,2364,260,124,79,90,3168,85,54
2023-02-24,2386,339,74,32,0,4156,106,14
2023-02-25,2836,311,128,98,95,3603,99,43
2023-02-26,2151,186,100,82,20,3108,54,30
2023-02-27,2611,273,125,64,142,3711,36,66
2023-02-28,2232,200,140,76,159,3933,49,43
2023-03-01,1713,152,100,99,48,3562,23,55
2023-03-02,1715,158,82,78,37,3009,31,28
2023-03-03,1734,219,92,103,96,4045,36,100
2023-03-04,1795,157,85,88,45,3411,31,23
2023-03-05,1943,168,124,78,237,2660,37,56
2023-03-06,1769,179,108,84,165,4008,25,79
2023-03-07,1897,193,93,85,90,2656,52,60
2023-03-08,1623,166,78,78,38,1874,52,21
2023-03-09,1893,207,101,76,93,2545,76,54
2023-03-10,2317,261,73,61,33,3312,71,32
2023-03-11,3412,310,101,57,45,2871,86,16
2023-03-12,3084,350,150,75,131,2826,107,11
2023-03-13,2081,198,106,90,34,3544,68,53
2023-03-14,2488,263,142,90,174,2865,66,57
2023-03-15,3032,319,146,105,166,3464,88,16
2023-03-16,3030,274,182,104,163,3263,124,24
2023-03-17,3740,411,198,90,209,3123,170,66
2023-03-18,2884,337,136,79,215,2776,181,43
2023-03-19,2044,186,116,89,230,2838,77,33
2023-03-20,2100,237,106,88,125,3007,87,62
2023-03-21,3562,367,163,84,160,5088,64,52
2023-03-22,2271,239,115,89,200,3493,41,30
2023-03-23,2385,289,98,117,130,3163,66,60
2023-03-24,2111,201,96,93,126,4145,29,82
2023-03-25,2091,249,98,59,117,1652,68,59
2023-03-26,2004,234,99,71,167,2070,62,55
2023-03-27,2151,262,104,78,168,3972,78,57
2023-03-28,2152,232,112,98,150,4180,76,58
2023-03-29,2097,243,100,57,80,3560,77,29
2023-03-30,2103,225,119,94,140,3292,78,60
2023-03-31,2308,300,112,90,128,3824,72,71
2023-04-01,1931,232,93,53,87,3310,47,70
2023-04-02,2467,265,129,75,186,3679,73,68
2023-04-03,2369,244,129,89,150,2697,86,76
2023-04-04,2143,215,99,76,58,2344,114,37
2023-04-05,2258,226,113,81,217,3413,30,72
2023-04-06,2603,235,79,42,77,2741,81,45
2023-04-07,2027,201,115,111,229,4877,29,82
2023-04-08,2840,306,154,111,185,4107,97,70
2023-04-09,2495,244,149,38,192,1955,111,56
2023-04-10,2140,223,121,79,97,2941,73,56
2023-04-11,2229,228,108,44,53,2302,93,26
2023-04-12,2407,253,128,95,208,3829,66,66
2023-04-13,2119,247,108,84,168,2887,84,44
2023-04-14,2051,209,111,74,41,4992,53,56
2023-04-15,2258,226,98,81,118,3206,53,62
2023-04-16,2898,280,136,112,190,4202,61,10
2023-04-17,2410,235,124,99,110,3293,58,27
2023-04-18,2360,250,108,82,151,3796,64,37
2023-04-19,2218,267,80,91,63,5057,37,36
2023-04-20,2148,225,105,92,203,5182,65,57
2023-04-21,1888,221,86,77,100,3800,59,49
2023-04-22,2308,224,125,65,102,3508,98,42
2023-04-23,1826,234,82,53,30,3384,93,19
2023-04-24,2208,233,122,81,100,2947,79,58
2023-04-25,1961,163,114,85,78,2410,51,23
2023-04-26,2138,310,102,98,106,4382,74,107
2023-04-27,2555,290,122,87,178,4387,85,74
2023-04-28,3115,337,153,62,20,5689,63,27
2023-04-29,2258,300,91,69,90,3297,117,47
2023-04-30,2400,287,118,70,156,2263,62,59
2023-05-01,1848,225,82,58,88,3511,49,24
2023-05-02,2381,256,116,99,120,4883,68,71
2023-05-03,1853,139,110,104,153,3122,35,23
2023-05-04,1912,239,91,87,31,4037,68,51
2023-05-05,2148,282,89,70,104,3321,116,15
2023-05-06,1803,236,68,68,89,4336,70,55
2023-05-07,1831,189,75,107,115,4180,31,56
2023-05-08,2198,249,116,81,95,2977,98,56
2023-05-09,1948,242,92,73,53,3026,73,42
2023-05-10,1773,153,79,90,110,2513,50,8
2023-05-11,1583,191,61,71,60,3345,66,14
2023-05-12,1679,166,80,90,120,4300,33,47
2023-05-13,1682,214,57,82,74,4101,51,16
2023-05-14,1688,233,71,59,135,1220,18,60
2023-05-15,1808,179,95,111,105,2892,27,59
2023-05-16,1780,230,76,59,73,3296,109,22
2023-05-17,2356,218,117,125,168,4618,23,82
2023-05-18,1843,230,72,106,115,3828,45,37
2023-05-19,1721,203,81,72,113,1942,52,63
2023-05-20,2390,273,114,97,112,4096,106,21
2023-05-21,1910,200,109,81,147,1583,45,53
2023-05-22,1883,212,93,88,60,2131,32,63
2023-05-23,1653,121,91,59,53,1707,27,19
2023-05-24,2020,258,101,94,86,5146,36,94
2023-05-25,2849,323,104,72,136,3621,85,16
2023-05-26,2318,259,117,109,95,2939,29,70
2023-05-27,2098,228,106,86,58,2736,66,23
2023-05-28,2125,202,111,96,155,3450,77,40
2023-05-29,2220,179,121,96,141,2946,47,42
2023-05-30,2297,280,111,72,131,4731,19,85
2023-05-31,2310,292,94,82,111,3610,97,49
2023-06-01,3482,386,145,103,70,5113,172,21
2023-06-02,2268,227,135,125,165,3908,27,74
2023-06-03,3625,421,148,116,180,6160,89,79
2023-06-04,2437,271,108,63,91,2398,33,43
2023-06-05,1804,221,72,99,85,2886,57,40
2023-06-06,1894,184,89,69,35,3079,65,8
2023-06-07,2075,206,117,74,110,3348,68,29
2023-06-08,2724,265,162,103,178,3841,47,56
2023-06-09,2411,244,135,81,115,3524,82,35
2023-06-10,2334,188,121,80,101,2543,51,26
2023-06-11,1972,195,96,95,49,4029,28,59
2023-06-12,2211,217,124,114,144,3380,59,48
2023-06-13,1617,206,71,46,48,3383,98,9
2023-06-14,2225,263,104,85,65,4029,79,10
2023-06-15,2212,258,83,63,125,4124,84,15
2023-06-16,2285,209,126,39,110,3040,79,45
2023-06-17,1872,264,75,46,145,3479,31,47
2023-06-18,2190,223,113,54,105,5345,52,33
2023-06-19,2176,309,84,53,35,4005,53,17
2023-06-20,2309,302,90,47,40,5265,82,20
2023-06-21,2235,239,117,46,102,3884,77,36
2023-06-22,2900,320,129,49,80,2684,75,34
2023-06-23,2367,322,101,39,17,5153,66,26
2023-06-24,3803,436,170,52,45,4779,110,82
2023-06-25,2452,313,99,59,120,3502,55,29
2023-06-26,1978,300,68,48,71,5223,91,16
2023-06-27,2121,318,64,49,30,3506,31,18
2023-06-28,2221,246,115,60,185,3530,83,31
2023-06-29,2327,315,95,50,25,4339,107,35
2023-06-30,2481,264,116,55,82,3926,60,11
2023-07-01,2997,373,119,63,45,6051,68,26
2023-07-02,2205,318,94,35,138,2995,97,10
2023-07-03,2113,278,103,32,180,1432,31,39
2023-07-04,2316,341,81,50,150,2512,78,22
2023-07-05,2134,234,121,38,140,1788,59,29
2023-07-06,2770,367,91,50,105,4652,58,19
2023-07-07,2058,288,90,49,60,4385,87,29
2023-07-08,4113,401,153,126,68,7784,78,45
2023-07-09,2125,272,103,49,73,2299,77,16
2023-07-10,1928,283,67,52,70,5462,40,16
2023-07-11,1891,246,77,53,115,4583,46,15
2023-07-12,1880,200,96,33,115,3010,103,24
2023-07-13,2267,316,63,41,82,3295,70,10
2023-07-14,1850,210,90,46,59,4563,27,18
2023-07-15,1838,212,95,44,40,4683,50,34
2023-07-16,2392,262,115,44,147,886,34,35
2023-07-17,2462,322,115,47,155,590,110,39
2023-07-18,2679,329,129,53,182,4047,92,26
2023-07-19,2523,348,110,33,100,2052,113,36
2023-07-20,2416,317,111,44,131,2931,91,23
2023-07-21,2455,283,126,35,131,2484,86,26
2023-07-22,1978,253,68,48,85,3920,64,13
2023-07-23,2009,198,115,43,159,3482,60,49
2023-07-24,2190,260,116,33,67,2376,31,25
2023-07-25,1968,244,95,50,95,4625,93,33
2023-07-26,1973,242,93,42,80,3567,53,14
2023-07-27,2050,316,80,44,148,2867,76,47
2023-07-28,2095,247,100,35,135,3166,55,38
2023-07-29,2036,266,91,41,133,2632,100,12
2023-07-30,2280,298,92,72,85,4304,77,35
2023-07-31,2154,217,123,36,123,3085,71,29
2023-08-01,2552,353,116,43,65,4876,93,37
2023-08-02,2213,310,96,46,30,4310,76,28
2023-08-03,2503,335,119,42,178,3064,71,37
2023-08-04,2119,283,91,35,120,2030,46,27
2023-08-05,2199,308,92,61,135,3298,99,26
2023-08-06,3165,330,182,55,364,2950,93,28
2023-08-07,2186,284,100,43,228,1620,88,19
2023-08-08,3197,411,162,66,241,2872,177,41
2023-08-09,2156,252,111,33,90,2847,59,23
2023-08-10,2408,238,135,36,141,3469,70,34
2023-08-11,2147,297,95,42,135,1992,53,16
2023-08-12,2942,351,144,50,130,3508,145,18
2023-08-13,2588,279,148,50,203,2116,84,18
2023-08-14,2920,353,149,59,133,3403,98,26
2023-08-15,2210,271,91,51,105,2952,45,20
2023-08-16,2322,245,137,39,185,2341,68,29
2023-08-17,3219,390,118,56,120,3747,93,17
2023-08-18,1793,203,102,29,123,3042,69,25
2023-08-19,1809,222,92,43,155,1773,48,33
2023-08-20,1951,340,53,37,10,4117,16,35
2023-08-21,1734,304,52,28,0,3677,15,30
2023-08-22,2223,404,61,37,0,4882,19,40
2023-08-23,1674,304,46,28,0,3677,15,30
2023-08-24,1674,304,46,28,0,3677,15,30
2023-08-25,1674,304,46,28,0,3677,15,30
2023-08-26,3722,425,139,57,263,3427,98,23
2023-08-27,3844,472,180,90,294,4335,79,43
2023-08-28,2095,295,79,66,120,2763,104,11
2023-08-29,2584,309,116,55,195,3262,74,14
2023-08-30,2783,351,134,50,168,2572,129,12
2023-08-31,2585,286,124,75,108,4320,95,29
2023-09-01,2592,286,143,46,110,3972,69,9
2023-09-02,3578,363,163,66,185,4101,67,34
2023-09-03,1707,137,97,80,90,3155,20,15
2023-09-04,2168,258,105,61,178,3886,45,25
2023-09-05,1999,211,104,70,183,2508,42,27
2023-09-06,1989,263,86,78,98,2007,43,49
2023-09-07,2152,215,117,60,153,2800,92,30
2023-09-08,2167,217,111,62,95,2549,80,25
2023-09-09,3900,466,173,72,56,4292,165,24
2023-09-10,2433,285,118,77,83,3364,94,33
2023-09-11,1907,212,104,38,136,1859,66,27
2023-09-12,2259,256,120,58,87,3338,62,37
2023-09-13,2096,182,133,61,140,2405,65,30
2023-09-14,2320,252,137,53,245,3136,79,41
2023-09-15,2561,220,129,77,213,5201,69,21
2023-09-16,2783,327,136,59,119,2463,210,23
2023-09-17,2461,314,102,69,63,3722,103,23
2023-09-18,2739,307,134,89,105,3419,140,39
2023-09-19,2182,240,108,49,98,2619,66,46
2023-09-20,1866,224,90,48,80,2635,68,11
2023-09-21,2550,242,165,60,176,2434,58,60
2023-09-22,2433,244,121,54,170,3162,55,46
2023-09-23,2560,270,140,53,96,4103,103,38
2023-09-24,2056,144,125,79,213,3025,36,35
2023-09-25,2618,204,163,94,250,4046,90,26
2023-09-26,2738,239,153,89,282,2336,101,19
2023-09-27,2005,226,102,60,138,2056,94,13
2023-09-28,2221,146,127,65,284,2991,84,15
2023-09-29,1858,218,85,58,129,1918,66,10
2023-09-30,2200,255,125,58,116,3504,100,50
2023-10-01,2370,245,119,70,117,2554,98,27
2023-10-02,2166,204,113,59,117,2308,91,17
2023-10-03,2454,309,112,64,148,1414,156,27
2023-10-04,2218,218,119,81,153,4303,97,15
2023-10-05,2370,330,94,63,57,3150,109,15
2023-10-06,2137,267,78,79,60,2665,49,43
2023-10-07,3939,366,169,147,56,4817,126,13
2023-10-08,3439,320,131,81,125,3388,81,19
2023-10-09,3264,321,130,96,145,3626,65,27
2023-10-10,3693,339,137,135,98,5170,59,34
2023-10-11,3000,301,125,143,122,4219,77,16
2023-10-12,1859,200,92,67,91,2058,89,10
2023-10-13,2161,232,121,67,232,2709,89,44
2023-10-14,1974,198,108,54,113,3171,74,41
2023-10-15,2362,237,124,83,150,2689,85,25
2023-10-16,2657,165,142,69,97,3557,45,16
2023-10-17,3072,357,124,97,70,4849,84,40
2023-10-18,2658,251,156,45,220,2658,65,17
2023-10-19,2162,218,132,33,170,2579,80,27
2023-10-20,3042,292,158,64,135,7198,39,24
2023-10-21,3550,366,154,74,272,3934,137,8
2023-10-22,2544,262,142,59,167,2640,111,24
2023-10-23,2452,287,126,49,155,2350,151,22
2023-10-24,2643,218,167,59,215,2333,106,16
2023-10-25,2339,313,96,37,75,2694,110,11
2023-10-26,1981,192,99,59,224,2112,76,10
2023-10-27,2656,244,136,97,135,6041,56,44
2023-10-28,2210,233,101,48,185,2421,55,13
2023-10-29,2714,256,146,61,179,3342,103,37
2023-10-30,2528,279,140,49,166,2147,113,35
2023-10-31,2900,346,125,107,284,2655,212,15
2023-11-01,2056,247,92,41,209,961,94,18
2023-11-02,2204,248,117,37,253,1179,74,20
2023-11-03,2358,287,112,74,261,1763,52,46
2023-11-04,2074,273,109,64,200,1743,64,79
2023-11-05,2958,346,156,64,265,2298,117,38
2023-11-06,2379,282,124,43,272,1577,81,22
2023-11-07,2367,250,145,74,199,3347,55,65
2023-11-08,2564,283,129,80,275,2323,42,61
2023-11-09,1910,209,102,68,188,2022,39,59
2023-11-10,1857,195,95,59,215,1659,14,54
2023-11-11,2277,268,88,70,174,1632,40,81
2023-11-12,2101,219,119,47,275,1176,48,12
2023-11-13,2224,211,132,31,247,955,82,13
2023-11-14,2055,251,96,62,179,1820,92,53
2023-11-15,2337,224,132,81,235,2735,77,54
2023-11-16,2340,207,123,75,173,2444,61,48
2023-11-17,2209,236,110,55,170,2116,106,44
2023-11-18,2003,259,99,66,243,1869,133,57
2023-11-19,2076,199,128,58,120,2575,52,54
2023-11-20,2233,260,125,73,219,2087,51,52
2023-11-21,3173,285,146,72,140,1581,60,49
2023-11-22,2586,298,125,76,245,1887,34,50
2023-11-23,3139,261,156,119,183,3313,87,57
2023-11-24,2501,264,113,43,299,1253,63,18
2023-11-25,2396,273,115,36,203,2138,92,24
2023-11-26,2775,301,137,49,327,2472,113,11
2023-11-27,2322,330,96,35,195,1440,186,15
2023-11-28,2359,302,103,74,248,1894,73,72
2023-11-29,1840,222,69,36,115,1235,83,18
2023-11-30,3114,324,124,49,103,3360,122,27
2023-12-01,2373,280,125,39,227,1652,56,12
2023-12-02,2342,231,124,51,318,2508,42,5
2023-12-03,1853,210,78,42,209,1525,96,10
2023-12-04,2387,294,120,46,265,1543,130,17
2023-12-05,2388,303,111,50,326,1593,103,8
2023-12-06,2218,277,105,44,148,2027,69,20
2023-12-07,3068,297,118,58,174,2643,78,15
2023-12-08,1453,182,64,41,239,1999,60,21
2023-12-09,2513,241,104,47,224,2096,68,11
2023-12-10,2109,271,96,44,265,2009,58,24
2023-12-11,2152,275,97,63,260,2360,99,20
2023-12-12,2304,288,101,73,253,2625,48,19
2023-12-13,2299,306,84,60,225,1786,41,11
2023-12-14,2956,329,147,70,353,2173,105,9
2023-12-15,3527,345,156,103,376,4613,70,12
2023-12-16,2726,296,130,56,244,2940,87,11
2023-12-17,2933,395,142,56,183,1932,57,71
2023-12-18,2732,283,159,49,358,1837,36,35
2023-12-19,4608,357,196,89,241,3706,120,17
2023-12-20,3534,373,100,116,51,2381,65,27
2023-12-21,3882,497,177,138,158,2516,77,27
2023-12-22,2793,310,136,51,330,2051,53,9
2023-12-23,2742,410,100,60,229,1729,35,39
2023-12-24,3230,293,185,66,200,3224,104,32
2023-12-25,3101,319,171,71,194,3504,89,26
2023-12-26,3504,377,172,72,259,2456,100,29
2023-12-27,2910,370,121,54,165,1775,71,28
2023-12-28,2487,311,101,60,180,2020,25,21
2023-12-29,2502,280,137,44,97,2798,59,43
2023-12-30,2851,334,131,64,189,3314,61,28
2023-12-31,3441,366,146,60,169,3168,82,58
2024-01-01,2413,305,113,53,181,3010,41,71
2024-01-02,2255,179,127,70,329,2618,50,19
2024-01-03,2498,237,138,53,245,3796,51,29
2024-01-04,2079,260,98,47,138,1723,78,22
2024-01-05,2217,280,102,52,230,2248,51,23
2024-01-06,2574,359,93,61,151,1438,66,33
2024-01-07,2174,188,131,51,185,4718,42,34
2024-01-08,1914,171,128,48,225,2282,43,41
2024-01-09,2000,213,101,55,278,2266,66,25
2024-01-10,2260,257,94,71,259,1657,46,11
2024-01-11,2154,224,109,79,247,2819,32,20
2024-01-12,2169,224,95,66,217,2054,27,9
2024-01-13,2307,217,138,56,194,2361,29,21
2024-01-14,2573,233,154,49,289,2636,66,19
2024-01-15,2792,293,131,48,253,3624,70,18
2024-01-16,2424,228,129,69,331,2584,88,6
2024-01-17,2234,186,142,54,170,2414,41,20
2024-01-18,2300,333,94,50,227,640,37,56
2024-01-19,2354,221,114,75,256,2306,49,28
2024-01-20,2093,217,113,56,222,1968,111,11
2024-01-21,2549,257,152,46,233,2423,97,15
2024-01-22,2129,248,109,45,183,1660,123,20
2024-01-23,2186,203,111,61,208,2010,49,8
2024-01-24,2228,218,122,63,256,2086,61,9
2024-01-25,2283,207,146,47,265,2402,66,17
2024-01-26,2557,222,152,73,260,3241,41,25
2024-01-27,2319,235,117,56,250,2450,98,7
2024-01-28,2132,250,109,57,236,1894,33,48
2024-01-29,2209,271,109,52,179,1576,63,38
2024-01-30,2522,259,109,45,178,2079,94,13
2024-01-31,2044,245,106,36,292,956,86,9
2024-02-01,2130,197,136,36,241,2463,67,19
2024-02-02,1878,196,103,36,152,2393,84,17
2024-02-03,2665,266,132,55,195,3270,107,26
2024-02-04,2647,334,126,56,173,2807,108,30
2024-02-05,2244,261,105,58,248,2062,87,7
2024-02-06,2346,328,83,60,188,2860,156,13
2024-02-07,2120,246,102,57,256,1688,118,12
2024-02-08,2001,214,107,27,161,2141,122,16
2024-02-09,2345,236,127,54,280,2668,86,19
2024-02-10,2097,202,108,79,273,2578,70,5
2024-02-11,2439,295,99,64,186,1320,48,8
2024-02-12,2502,232,140,79,296,2243,72,9
2024-02-13,2382,212,145,56,250,3211,86,22
2024-02-14,2508,205,146,69,248,4540,52,24
2024-02-15,2257,214,128,71,280,3867,88,17
2024-02-16,2196,205,114,59,166,4077,54,22
2024-02-17,2837,287,150,89,276,4069,90,20
2024-02-18,2577,320,119,64,227,1902,108,12
2024-02-19,2900,453,107,37,214,1646,251,16
2024-02-20,2999,339,146,51,168,2446,202,24
2024-02-21,2777,347,126,63,320,1629,120,6
2024-02-22,1900,221,87,42,219,1125,80,9
2024-02-23,1699,153,88,46,160,1566,34,16
2024-02-24,2400,281,110,66,210,1397,68,30
2024-02-25,2629,287,118,92,242,2802,50,21
2024-02-26,1779,312,49,36,137,524,12,24
2024-02-27,1779,312,49,36,137,524,12,24
2024-02-28,1879,312,61,36,167,624,12,24
2024-02-29,1879,312,61,36,167,624,12,24
2024-03-01,1979,312,72,36,197,724,12,24
2024-03-02,2026,312,67,36,182,674,12,24
2024-03-03,2126,312,78,36,212,774,12,24
2024-03-04,2126,312,78,36,212,774,12,24
2024-03-05,2079,312,83,36,227,824,12,24
2024-03-06,2014,314,75,36,207,724,13,24
2024-03-07,2051,223,105,68,206,2628,87,10
2024-03-08,2100,192,126,60,302,2559,85,24
2024-03-09,2115,219,117,38,170,2155,75,17
2024-03-10,2238,250,125,44,232,2035,101,21
2024-03-11,2883,267,172,92,375,2450,112,29
2024-03-12,2492,238,133,73,249,3401,51,23
2024-03-13,2093,168,134,63,241,3901,44,19
2024-03-14,3558,364,128,81,274,3203,110,15
2024-03-15,2563,287,140,42,244,2191,106,21
2024-03-16,2624,279,130,59,206,2654,90,19
2024-03-17,3042,292,148,73,314,2278,114,15
2024-03-18,2904,399,120,54,161,1442,137,19
2024-03-19,2482,288,121,61,244,1539,64,13
2024-03-20,2464,263,118,56,287,1809,74,14
2024-03-21,3004,376,125,63,268,2486,135,11
2024-03-22,2253,233,128,48,244,2154,75,17
2024-03-23,2405,203,122,53,190,2695,75,18
2024-03-24,2319,235,123,70,236,2678,56,3
2024-03-25,2386,275,110,73,228,2329,57,14
2024-03-26,1813,203,83,22,120,1679,74,7
2024-03-27,2278,235,132,50,188,2999,69,29
2024-03-28,2068,207,132,30,138,1702,99,22
2024-03-29,3026,340,156,75,181,3033,133,18
2024-03-30,2883,375,115,77,190,1779,151,12
2024-03-31,2950,307,140,50,290,1206,175,28
2024-04-01,2551,324,112,62,154,1928,128,8
2024-04-02,2896,335,122,62,226,1921,115,9
2024-04-03,2586,267,134,50,232,2301,95,24
2024-04-04,2270,301,101,45,208,2074,120,14
2024-04-05,1838,217,80,36,137,1766,67,15
2024-04-06,2054,226,95,70,154,1857,75,11
2024-04-07,2258,222,110,79,121,1755,87,21
2024-04-08,2316,216,125,82,145,2423,61,13
2024-04-09,2419,263,103,79,144,2098,93,12
2024-04-10,2727,309,148,50,245,2580,100,25
2024-04-11,2421,292,117,70,167,2311,121,28
2024-04-12,2630,291,90,95,232,3935,63,13
2024-04-13,4050,433,142,150,341,3344,186,18
2024-04-14,3538,346,140,70,86,3618,59,19
2024-04-15,2691,323,124,88,235,3126,150,17
2024-04-16,1948,262,77,41,92,2848,33,25
2024-04-17,2608,292,131,65,145,3055,78,18
2024-04-18,2889,323,100,48,54,1919,92,19
2024-04-19,3180,345,114,80,77,3250,87,15
2024-04-20,1992,195,123,36,209,1760,76,21
2024-04-21,2009,193,96,66,178,1981,55,8
2024-04-22,2047,190,115,67,181,2204,51,7
2024-04-23,2106,226,122,39,195,2125,75,12
2024-04-24,2203,217,129,54,225,2250,55,33
2024-04-25,3251,307,160,61,150,3724,65,17
2024-04-26,2318,183,157,51,187,2825,47,27
2024-04-27,2918,262,133,58,194,1641,136,25
2024-04-28,2320,219,95,68,181,2042,58,9
2024-04-29,1959,225,101,45,186,1223,125,11
2024-04-30,2273,240,123,60,242,1879,75,31
2024-05-01,2248,267,98,75,50,2271,71,18
2024-05-02,2240,238,116,54,214,1382,87,17
2024-05-03,3124,382,150,59,190,1754,146,28
2024-05-04,2887,291,152,64,111,1684,99,24
2024-05-05,3519,396,157,70,226,2516,120,30
2024-05-06,2222,287,106,44,129,847,116,13
2024-05-07,2344,270,110,76,140,2161,101,21
2024-05-08,2710,223,139,64,102,3019,85,39
2024-05-09,2544,225,134,53,202,1951,72,16
2024-05-10,2382,246,129,63,206,2873,109,25
2024-05-11,3067,333,126,73,140,1951,97,11
2024-05-12,2518,289,126,55,98,1396,129,23
2024-05-13,2419,290,112,60,163,1537,101,17
2024-05-14,2372,228,134,69,183,2151,109,36
2024-05-15,2238,242,105,78,104,3167,78,24
2024-05-16,2433,216,144,64,141,2642,97,20
2024-05-17,2595,248,131,75,246,2878,86,10
2024-05-18,2568,268,143,56,179,2652,100,21
2024-05-19,2586,266,127,57,113,2549,108,21
2024-05-20,3370,305,139,101,213,3582,106,16
2024-05-21,2051,223,112,42,127,1539,83,42
2024-05-22,2187,238,115,62,208,1915,88,17
2024-05-23,2058,244,82,44,112,2041,77,23
2024-05-24,2085,214,110,43,157,2733,52,25
2024-05-25,2095,242,111,36,129,2047,96,25
2024-05-26,2009,206,104,60,158,2138,76,25
2024-05-27,2108,177,123,77,95,3008,37,25
2024-05-28,2775,298,120,79,127,2790,144,21
2024-05-29,2209,295,88,57,147,2149,67,20
2024-05-30,2101,189,106,58,161,2096,69,17
2024-05-31,2130,196,111,56,143,2321,67,17
2024-06-01,2125,213,114,60,127,1869,93,22
2024-06-02,2457,226,121,81,154,2664,64,15
2024-06-03,2649,258,130,87,227,3008,83,7
2024-06-04,3162,388,111,65,120,2563,107,28
2024-06-05,2289,235,95,74,157,1856,63,15
2024-06-06,2458,286,118,71,112,2236,126,12
2024-06-07,2338,276,83,64,77,1346,85,21
2024-06-08,2284,247,110,69,205,1548,73,13
2024-06-09,2272,313,92,45,161,2394,89,18
2024-06-10,2413,318,116,47,182,2353,118,29
2024-06-11,2406,314,106,74,177,2135,95,18
2024-06-12,2357,257,116,58,145,1928,63,20
2024-06-13,2619,276,135,81,232,2517,87,14
2024-06-14,2304,249,113,87,235,1987,66,16
2024-06-15,2615,208,155,72,162,3067,36,33
2024-06-16,2475,252,124,48,112,1827,89,15
2024-06-17,2265,222,116,72,123,2216,66,17
2024-06-18,2372,259,110,87,113,2644,71,33
2024-06-19,2592,281,133,70,142,2714,103,25
2024-06-20,2356,242,121,84,182,2893,53,25
2024-06-21,2609,302,104,79,221,2446,101,18
2024-06-22,2808,320,97,96,138,3567,87,49
2024-06-23,2262,280,97,76,97,3161,57,31
2024-06-24,2421,311,107,61,167,2686,98,15
2024-06-25,2236,240,127,44,212,1223,113,16
2024-06-26,2401,258,121,83,188,3071,54,29
2024-06-27,2683,306,136,88,258,3087,62,33
2024-06-28,2594,287,118,92,260,2917,78,15
2024-06-29,2397,246,112,88,175,3286,59,13
2024-06-30,2116,263,100,53,150,2371,95,15
2024-07-01,2457,323,84,73,182,2438,88,28
2024-07-02,2214,248,112,65,108,1755,102,20
2024-07-03,2344,266,104,57,156,1897,102,25
2024-07-04,2984,355,111,74,123,2075,132,24
2024-07-05,2333,232,100,78,119,2859,75,22
2024-07-06,2140,239,102,71,49,2912,63,22
2024-07-07,2237,186,106,77,146,2893,40,11
2024-07-08,2246,232,118,63,173,2635,106,9
2024-07-09,2803,350,125,83,196,3345,87,34
2024-07-10,2516,283,109,73,124,2825,107,25
2024-07-11,2574,284,130,79,142,3490,93,22
2024-07-12,3189,391,83,112,43,4795,103,33
2024-07-13,3425,429,92,63,364,2457,153,13
2024-07-14,2785,279,132,73,218,4657,92,19
2024-07-15,2561,306,124,49,232,2545,98,9
2024-07-16,2998,340,145,65,288,3547,132,10
2024-07-17,2125,261,93,75,205,2753,87,24
2024-07-18,2180,183,107,62,229,2316,57,7
2024-07-19,2342,206,123,95,188,3460,46,25
2024-07-20,2021,208,106,70,131,1713,101,14
2024-07-21,1888,191,106,52,182,2010,67,12
2024-07-22,1895,212,99,46,117,1903,74,13
2024-07-23,2193,241,114,61,125,2270,110,11
2024-07-24,1889,214,93,63,139,2424,64,38
2024-07-25,1856,198,101,66,206,2123,64,25
2024-07-26,2096,195,109,78,148,2716,59,19
2024-07-27,1769,139,101,50,87,1823,58,14
2024-07-28,2188,258,108,55,216,2411,41,30
2024-07-29,1966,211,104,35,162,1836,77,15
2024-07-30,2008,191,121,46,172,2695,98,19
2024-07-31,2029,207,116,51,147,2579,77,16
2024-08-01,1914,160,110,73,80,2928,34,16
2024-08-02,2790,276,134,84,141,3748,74,26
2024-08-03,2525,266,146,45,155,3240,111,24
2024-08-04,2627,264,136,63,246,3097,90,13
2024-08-05,2165,267,99,55,123,2567,102,11
2024-08-06,2794,300,136,109,247,3969,100,28
2024-08-07,2843,266,172,67,211,3120,119,32
2024-08-08,2467,271,134,62,140,2600,151,15
2024-08-09,3309,292,162,91,294,3656,131,21
