Date,Calories
3/19/2012,1862
3/20/2012,1978
3/21/2012,1983
3/22/2012,1630
3/23/2012,2071
3/24/2012,1512
3/25/2012,1516
3/26/2012,1498
3/27/2012,1676
3/28/2012,1425
3/29/2012,1463
3/30/2012,1760
3/31/2012,1467
4/1/2012,2050
4/2/2012,1957
4/3/2012,2138
4/4/2012,1277
4/5/2012,1606
4/6/2012,2698
4/7/2012,2550
4/8/2012,3224
4/9/2012,1553
4/10/2012,1963
4/11/2012,2008
4/12/2012,2785
4/13/2012,2393
4/14/2012,3607
4/15/2012,1694
4/16/2012,1663
4/17/2012,2045
4/18/2012,1741
4/19/2012,1407
4/20/2012,2575
4/21/2012,2242
4/22/2012,1881
4/23/2012,1690
4/24/2012,2097
4/25/2012,1897
4/26/2012,1713
4/27/2012,1694
4/28/2012,2003
4/29/2012,2123
4/30/2012,1592
5/1/2012,2645
5/2/2012,1745
5/3/2012,1453
5/4/2012,2516
5/5/2012,1865
5/6/2012,1961
5/7/2012,1470
5/8/2012,2810
5/9/2012,1774
5/10/2012,1392
5/11/2012,1907
5/12/2012,2182
5/13/2012,2226
5/14/2012,2130
5/15/2012,2062
5/16/2012,2585
5/17/2012,2182
5/18/2012,3814
5/19/2012,4218
5/20/2012,1515
5/21/2012,1729
5/22/2012,1745
5/23/2012,1605
5/24/2012,1655
5/25/2012,2396
5/26/2012,1301
5/27/2012,1751
5/28/2012,2689
5/29/2012,1980
5/30/2012,1524
5/31/2012,1599
6/1/2012,2540
6/2/2012,2214
6/3/2012,1931
6/4/2012,3417
6/5/2012,2165
6/6/2012,1613
6/7/2012,1968
6/8/2012,2119
6/9/2012,1772
6/10/2012,1703
6/11/2012,1805
6/12/2012,2609
6/13/2012,1550
6/14/2012,2266
6/15/2012,1908
6/16/2012,1600
6/17/2012,1485
6/18/2012,2787
6/19/2012,2528
6/20/2012,2557
6/21/2012,1464
6/22/2012,1940
6/23/2012,1584
6/24/2012,1603
6/25/2012,1500
6/26/2012,2021
6/27/2012,1478
6/28/2012,2643
6/29/2012,1911
6/30/2012,1837
7/1/2012,2494
7/2/2012,2451
7/3/2012,1565
7/4/2012,2387
7/5/2012,2505
7/6/2012,2048
7/7/2012,2235
7/8/2012,1675
7/9/2012,1723
7/10/2012,2013
7/11/2012,1673
7/12/2012,2319
7/13/2012,2311
7/14/2012,2410
7/15/2012,1741
7/16/2012,1962
7/17/2012,2305
7/18/2012,1590
7/19/2012,2222
7/20/2012,2010
7/21/2012,1843
7/22/2012,2350
7/23/2012,1589
7/24/2012,2440
7/25/2012,2259
7/26/2012,2607
7/27/2012,2910
7/28/2012,2437
7/29/2012,2078
7/30/2012,1383
7/31/2012,3267
8/1/2012,2140
8/2/2012,2310
8/3/2012,2489
8/4/2012,2130
8/5/2012,1735
8/6/2012,2609
8/7/2012,2401
8/8/2012,1741
8/9/2012,2604
8/10/2012,2080
8/11/2012,1798
8/12/2012,1449
8/13/2012,1968
8/14/2012,1520
8/15/2012,1739
8/16/2012,2071
8/17/2012,2923
8/18/2012,1562
8/19/2012,1866
8/20/2012,1615
8/21/2012,1765
8/22/2012,2076
8/23/2012,1552
8/24/2012,1660
8/25/2012,2148
8/26/2012,1679
8/27/2012,1590
8/28/2012,1858
8/29/2012,2046
8/30/2012,1582
8/31/2012,2235
9/1/2012,1758
9/2/2012,1993
9/3/2012,2344
9/4/2012,2320
9/5/2012,1778
9/6/2012,1908
9/7/2012,2901
9/8/2012,1489
9/9/2012,1873
9/10/2012,1442
9/11/2012,1825
9/12/2012,1868
9/13/2012,1880
9/14/2012,1770
9/15/2012,1540
9/16/2012,1668
9/17/2012,1513
9/18/2012,1827
9/19/2012,1789
9/20/2012,1623
9/21/2012,2070
9/22/2012,1770
9/23/2012,1860
9/24/2012,1702
9/25/2012,1684
9/26/2012,1998
9/27/2012,1558
9/28/2012,1730
9/29/2012,1498
9/30/2012,1738
10/1/2012,2605
10/2/2012,2514
10/3/2012,1750
10/4/2012,1493
10/5/2012,2281
10/6/2012,1888
10/7/2012,1508
10/8/2012,2055
10/9/2012,2099
10/10/2012,2119
10/11/2012,1965
10/12/2012,1625
10/13/2012,1940
10/14/2012,1952
10/15/2012,1238
10/16/2012,3320
10/17/2012,3120
10/18/2012,3339
10/19/2012,3252
10/20/2012,3565
10/21/2012,5086
10/22/2012,2275
10/23/2012,2097
10/24/2012,1640
10/25/2012,1885
10/26/2012,1515
10/27/2012,2986
10/28/2012,1756
10/29/2012,1808
10/30/2012,1911
10/31/2012,2912
11/1/2012,2742
11/2/2012,1948
11/3/2012,3655
11/4/2012,1958
11/5/2012,1744
11/6/2012,3343
11/7/2012,1743
11/8/2012,2519
11/9/2012,1965
11/10/2012,1633
11/11/2012,1860
11/12/2012,1713
11/13/2012,2301
11/14/2012,1742
11/15/2012,2338
11/16/2012,2422
11/17/2012,2574
11/18/2012,1774
11/19/2012,1748
11/20/2012,3186
11/21/2012,3040
11/22/2012,3724
11/23/2012,2400
11/24/2012,2306
11/25/2012,2730
11/26/2012,2148
11/27/2012,2369
11/28/2012,1838
11/29/2012,1803
11/30/2012,2040
12/1/2012,2030
12/2/2012,1688
12/3/2012,2000
12/4/2012,1857
12/5/2012,1721
12/6/2012,2138
12/7/2012,1913
12/8/2012,1875
12/9/2012,1668
12/10/2012,1651
12/11/2012,1987
12/12/2012,1741
12/13/2012,1796
12/14/2012,1810
12/15/2012,2070
12/16/2012,2510
12/17/2012,2055
12/18/2012,1985
12/19/2012,1906
12/20/2012,2758
12/21/2012,2120
12/22/2012,2190
12/23/2012,2141
12/24/2012,3853
12/25/2012,3576
12/26/2012,3987
12/27/2012,1898
12/28/2012,2046
12/29/2012,1914
12/30/2012,1790
12/31/2012,1265
1/1/2013,842
1/2/2013,1320
1/3/2013,1814
1/4/2013,1824
1/5/2013,1148
1/6/2013,1670
1/7/2013,1956
1/8/2013,1808
1/9/2013,1101
1/10/2013,922
1/11/2013,1898
1/12/2013,1544
1/13/2013,1225
1/14/2013,1413
1/15/2013,1582
1/16/2013,1933
1/17/2013,1825
1/18/2013,1713
1/19/2013,1985
1/20/2013,1748
1/21/2013,1837
1/22/2013,2386
1/23/2013,2175
1/24/2013,3177
1/25/2013,2958
1/26/2013,3607
1/27/2013,3084
1/28/2013,3118
1/29/2013,3070
1/30/2013,1766
1/31/2013,1656
2/1/2013,1562
2/2/2013,1761
2/3/2013,1857
2/4/2013,1651
2/5/2013,1672
2/6/2013,1673
2/7/2013,1953
2/8/2013,1617
2/9/2013,1578
2/10/2013,1460
2/11/2013,1628
2/12/2013,1825
2/13/2013,2035
2/14/2013,1979
2/15/2013,2198
2/16/2013,1734
2/17/2013,1841
2/18/2013,1926
2/19/2013,2550
2/20/2013,1951
2/21/2013,1360
2/22/2013,1465
2/23/2013,2406
2/24/2013,1525
2/25/2013,1160
2/26/2013,1315
2/27/2013,1508
2/28/2013,1490
3/1/2013,1910
3/2/2013,1824
3/3/2013,1378
3/4/2013,1425
3/5/2013,1353
3/6/2013,1515
3/7/2013,1310
3/8/2013,1955
3/9/2013,1677
3/10/2013,1482
3/11/2013,1589
3/12/2013,1593
3/13/2013,1543
3/14/2013,1458
3/15/2013,1487
3/16/2013,2657
3/17/2013,1796
3/18/2013,1272
3/19/2013,1669
3/20/2013,1433
3/21/2013,1995
3/22/2013,1592
3/23/2013,1427
3/24/2013,1727
3/25/2013,2002
3/26/2013,2520
3/27/2013,2101
3/28/2013,2004
3/29/2013,1902
3/30/2013,1688
3/31/2013,2992
4/1/2013,1577
4/2/2013,2352
4/3/2013,1992
4/4/2013,1455
4/5/2013,1785
4/6/2013,2797
4/7/2013,1382
4/8/2013,1755
4/9/2013,2451
4/10/2013,1570
4/11/2013,1526
4/12/2013,2898
4/13/2013,2767
4/14/2013,1725
4/15/2013,1600
4/16/2013,1970
4/17/2013,1825
4/18/2013,1634
4/19/2013,2286
4/20/2013,2620
4/21/2013,2326
4/22/2013,2458
4/23/2013,2109
4/24/2013,1710
4/25/2013,1451
4/26/2013,1226
4/27/2013,1375
4/28/2013,1277
4/29/2013,1845
4/30/2013,2720
5/1/2013,1636
5/2/2013,1685
5/3/2013,1717
5/4/2013,1875
5/5/2013,1901
5/6/2013,1480
5/7/2013,1657
5/8/2013,1595
5/9/2013,1345
5/10/2013,1317
5/11/2013,1850
5/12/2013,2474
5/13/2013,2392
5/14/2013,2208
5/15/2013,1425
5/16/2013,1592
5/17/2013,2211
5/18/2013,1328
5/19/2013,1722
5/20/2013,1497
5/21/2013,1954
5/22/2013,2295
5/23/2013,1617
5/24/2013,2002
5/25/2013,1641
5/26/2013,2093
5/27/2013,3353
5/28/2013,2149
5/29/2013,1885
5/30/2013,2225
5/31/2013,1897
6/1/2013,1545
6/2/2013,1366
6/3/2013,2678
6/4/2013,2436
6/5/2013,1425
6/6/2013,1594
6/7/2013,2429
6/8/2013,3035
6/9/2013,1808
6/10/2013,2123
6/11/2013,1976
6/12/2013,3135
6/13/2013,1724
6/14/2013,3943
6/15/2013,4431
6/16/2013,2069
6/17/2013,2039
6/18/2013,2319
6/19/2013,1848
6/20/2013,1536
6/21/2013,2087
6/22/2013,1524
6/23/2013,2171
6/24/2013,1652
6/25/2013,2471
6/26/2013,2517
6/27/2013,2978
6/28/2013,2053
6/29/2013,2050
6/30/2013,1502
7/1/2013,1859
7/2/2013,2076
7/3/2013,1325
7/4/2013,1825
7/5/2013,1778
7/6/2013,1550
7/7/2013,1842
7/8/2013,1828
7/9/2013,2028
7/10/2013,2032
7/11/2013,1605
7/12/2013,2098
7/13/2013,1802
7/14/2013,1656
7/15/2013,2088
7/16/2013,1893
7/17/2013,1746
7/18/2013,2023
7/19/2013,2380
7/20/2013,1975
7/21/2013,1781
7/22/2013,2023
7/23/2013,2456
7/24/2013,1538
7/25/2013,1424
7/26/2013,1596
7/27/2013,1882
7/28/2013,1415
7/29/2013,1529
7/30/2013,1565
7/31/2013,1471
8/1/2013,1491
8/2/2013,2281
8/3/2013,2578
8/4/2013,1436
8/5/2013,1266
8/6/2013,1668
8/7/2013,1847
8/8/2013,1535
8/9/2013,1750
8/10/2013,1785
8/11/2013,1934
8/12/2013,1579
8/13/2013,1638
8/14/2013,1610
8/15/2013,1726
8/16/2013,2408
8/17/2013,2285
8/18/2013,1835
8/19/2013,1542
8/20/2013,2115
8/21/2013,2044
8/22/2013,1540
8/23/2013,2523
8/24/2013,2090
8/25/2013,1340
8/26/2013,1726
8/27/2013,1658
8/28/2013,1899
8/29/2013,1735
8/30/2013,2389
8/31/2013,2570
9/1/2013,2467
9/2/2013,1700
9/3/2013,1662
9/4/2013,1686
9/5/2013,1915
9/6/2013,2339
9/7/2013,1653
9/8/2013,2701
9/9/2013,1485
9/10/2013,1535
9/11/2013,1576
9/12/2013,1223
9/13/2013,1805
9/14/2013,2309
9/15/2013,1850
9/16/2013,1631
9/17/2013,1920
9/18/2013,2015
9/19/2013,1761
9/20/2013,2565
9/21/2013,1995
9/22/2013,1867
9/23/2013,1893
9/24/2013,1977
9/25/2013,2074
9/26/2013,1595
9/27/2013,1692
9/28/2013,3350
9/29/2013,1745
9/30/2013,1570
10/1/2013,1803
10/2/2013,1565
10/3/2013,1481
10/4/2013,2885
10/5/2013,3279
10/6/2013,1857
10/7/2013,1682
10/8/2013,1988
10/9/2013,1615
10/10/2013,1503
10/11/2013,2064
10/12/2013,1980
10/13/2013,1872
10/14/2013,1810
10/15/2013,1964
10/16/2013,2567
10/17/2013,1979
10/18/2013,1630
10/19/2013,3463
10/20/2013,2468
10/21/2013,1975
10/22/2013,2608
10/23/2013,2445
10/24/2013,1620
10/25/2013,2325
10/26/2013,2870
10/27/2013,1745
10/28/2013,1410
10/29/2013,1743
10/30/2013,2269
10/31/2013,2137
11/1/2013,2985
11/2/2013,3006
11/3/2013,1590
11/4/2013,1493
11/5/2013,2075
11/6/2013,1655
11/7/2013,1380
11/8/2013,2013
11/9/2013,1861
11/10/2013,1780
11/11/2013,1954
11/12/2013,2238
11/13/2013,1995
11/14/2013,2508
11/15/2013,3365
11/16/2013,2067
11/17/2013,1580
11/18/2013,2143
11/19/2013,1541
11/20/2013,1259
11/21/2013,1933
11/22/2013,1908
11/23/2013,2088
11/24/2013,2340
11/25/2013,1589
11/26/2013,2816
11/27/2013,2422
11/28/2013,3120
11/29/2013,2685
11/30/2013,3377
12/1/2013,3024
12/2/2013,2078
12/3/2013,3580
12/4/2013,2925
12/5/2013,2564
12/6/2013,3072
12/7/2013,2131
12/8/2013,3575
12/9/2013,2158
12/10/2013,2275
12/11/2013,1577
12/12/2013,1654
12/13/2013,1825
12/14/2013,1753
12/15/2013,1375
12/16/2013,1991
12/17/2013,1907
12/18/2013,2996
12/19/2013,2100
12/20/2013,2258
12/21/2013,1986
12/22/2013,2047
12/23/2013,1771
12/24/2013,1641
12/25/2013,2787
12/26/2013,2644
12/27/2013,1360
12/28/2013,3051
12/29/2013,1890
12/30/2013,1831
12/31/2013,3015
1/1/2014,2139
1/2/2014,1330
1/3/2014,1840
1/4/2014,788
1/5/2014,1090
1/6/2014,1215
1/7/2014,1862
1/8/2014,1761
1/9/2014,1930
1/10/2014,1480
1/11/2014,2180
1/12/2014,1790
1/13/2014,1788
1/14/2014,2400
1/15/2014,2256
1/16/2014,1497
1/17/2014,2384
1/18/2014,2886
1/19/2014,1470
1/20/2014,1698
1/21/2014,2370
1/22/2014,2283
1/23/2014,2463
1/24/2014,2423
1/25/2014,3010
1/26/2014,3004
1/27/2014,1726
1/28/2014,2355
1/29/2014,2826
1/30/2014,1613
1/31/2014,1528
2/1/2014,1722
2/2/2014,2115
2/3/2014,1380
2/4/2014,2329
2/5/2014,1705
2/6/2014,1940
2/7/2014,2547
2/8/2014,2091
2/9/2014,2326
2/10/2014,2055
2/11/2014,2512
2/12/2014,1748
2/13/2014,2776
2/14/2014,2705
2/15/2014,2527
2/16/2014,2890
2/17/2014,2729
2/18/2014,2421
2/19/2014,1632
2/20/2014,1835
2/21/2014,2264
2/22/2014,3266
2/23/2014,2696
2/24/2014,1426
2/25/2014,2049
2/26/2014,1849
2/27/2014,2361
2/28/2014,2725
3/1/2014,2908
3/2/2014,2459
3/3/2014,1605
3/4/2014,2929
3/5/2014,1535
3/6/2014,3073
3/7/2014,2033
3/8/2014,2173
3/9/2014,1825
3/10/2014,2230
3/11/2014,1859
3/12/2014,1485
3/13/2014,1460
3/14/2014,1720
3/15/2014,1565
3/16/2014,1480
3/17/2014,1585
3/18/2014,1619
3/19/2014,1692
3/20/2014,2382
3/21/2014,2203
3/22/2014,2936
3/23/2014,1939
3/24/2014,1815
3/25/2014,2076
3/26/2014,1973
3/27/2014,3997
3/28/2014,1718
3/29/2014,2117
3/30/2014,1705
3/31/2014,1690
4/1/2014,2221
4/2/2014,1920
4/3/2014,3420
4/4/2014,2230
4/5/2014,2118
4/6/2014,2145
4/7/2014,1489
4/8/2014,2215
4/9/2014,1520
4/10/2014,1980
4/11/2014,2011
4/12/2014,3906
4/13/2014,3205
4/14/2014,2210
4/15/2014,2199
4/16/2014,1550
4/17/2014,3351
4/18/2014,1944
4/19/2014,2536
4/20/2014,2697
4/21/2014,2090
4/22/2014,2952
4/23/2014,1440
4/24/2014,2101
4/25/2014,1585
4/26/2014,2045
4/27/2014,1519
4/28/2014,1798
4/29/2014,1733
4/30/2014,1760
5/1/2014,2141
5/2/2014,1708
5/3/2014,1850
5/4/2014,1735
5/5/2014,1730
5/6/2014,1910
5/7/2014,3876
5/8/2014,1843
5/9/2014,2292
5/10/2014,2631
5/11/2014,1565
5/12/2014,1989
5/13/2014,2663
5/14/2014,1995
5/15/2014,2041
5/16/2014,1886
5/17/2014,2327
5/18/2014,1820
5/19/2014,1568
5/20/2014,2275
5/21/2014,1900
5/22/2014,1851
5/23/2014,2222
5/24/2014,3400
5/25/2014,2530
5/26/2014,2567
5/27/2014,2256
5/28/2014,1558
5/29/2014,1513
5/30/2014,1758
5/31/2014,1215
6/1/2014,1503
6/2/2014,1576
6/3/2014,2003
6/4/2014,1642
6/5/2014,1978
6/6/2014,2540
6/7/2014,2452
6/8/2014,1872
6/9/2014,1230
6/10/2014,1880
6/11/2014,1953
6/12/2014,2478
6/13/2014,1653
6/14/2014,1708
6/15/2014,2245
6/16/2014,2027
6/17/2014,2025
6/18/2014,1791
6/19/2014,1853
6/20/2014,2514
6/21/2014,1636
6/22/2014,1970
6/23/2014,1795
6/24/2014,2308
6/25/2014,2302
6/26/2014,2509
6/27/2014,2145
6/28/2014,2020
6/29/2014,2228
6/30/2014,2010
7/1/2014,3073
7/2/2014,1940
7/3/2014,1985
7/4/2014,4729
7/5/2014,2598
7/6/2014,1937
7/7/2014,2454
7/8/2014,2792
7/9/2014,1380
7/10/2014,2046
7/11/2014,2447
7/12/2014,2061
7/13/2014,2058
7/14/2014,2346
7/15/2014,3381
7/16/2014,2850
7/17/2014,2165
7/18/2014,2635
7/19/2014,2878
7/20/2014,3041
7/21/2014,2014
7/22/2014,2231
7/23/2014,1430
7/24/2014,2060
7/25/2014,1808
7/26/2014,1710
7/27/2014,1580
7/28/2014,2678
7/29/2014,2082
7/30/2014,2223
7/31/2014,1993
8/1/2014,2936
8/2/2014,3097
8/3/2014,1900
8/4/2014,1740
8/5/2014,2146
8/6/2014,1795
8/7/2014,1695
8/8/2014,2070
8/9/2014,1984
8/10/2014,2281
8/11/2014,1790
8/12/2014,1947
8/13/2014,1805
8/14/2014,1620
8/15/2014,2231
8/16/2014,2025
8/17/2014,1610
8/18/2014,1651
8/19/2014,2194
8/20/2014,1814
8/21/2014,2248
8/22/2014,1637
8/23/2014,2659
8/24/2014,2170
8/25/2014,1740
8/26/2014,2046
8/27/2014,1751
8/28/2014,1880
8/29/2014,1580
8/30/2014,2208
8/31/2014,1985
9/1/2014,3137
9/2/2014,2378
9/3/2014,2110
9/4/2014,2130
9/5/2014,4199
9/6/2014,4856
9/7/2014,2550
9/8/2014,1691
9/9/2014,2321
9/10/2014,2068
9/11/2014,2035
9/12/2014,2228
9/13/2014,3082
9/14/2014,1680
9/15/2014,1529
9/16/2014,3026
9/17/2014,2119
9/18/2014,2306
9/19/2014,3027
9/20/2014,2641
9/21/2014,2170
9/22/2014,1750
9/23/2014,2413
9/24/2014,2139
9/25/2014,2664
9/26/2014,3018
9/27/2014,2462
9/28/2014,2271
9/29/2014,2252
9/30/2014,2767
10/1/2014,1995
10/2/2014,1820
10/3/2014,1792
10/4/2014,2787
10/5/2014,2967
10/6/2014,1695
10/7/2014,2172
10/8/2014,1964
10/9/2014,2250
10/10/2014,2680
10/11/2014,2348
10/12/2014,2741
10/13/2014,3407
10/14/2014,2265
10/15/2014,1540
10/16/2014,2170
10/17/2014,1886
10/18/2014,2714
10/19/2014,3410
10/20/2014,2430
10/21/2014,3554
10/22/2014,2079
10/23/2014,3544
10/24/2014,2227
10/25/2014,3772
10/26/2014,2415
10/27/2014,1885
10/28/2014,1825
10/29/2014,1801
10/30/2014,1525
10/31/2014,1632
11/1/2014,1695
11/2/2014,2604
11/3/2014,1817
11/4/2014,1970
11/5/2014,1642
11/6/2014,2290
11/7/2014,1829
11/8/2014,2225
11/9/2014,1612
11/10/2014,1920
11/11/2014,2357
11/12/2014,2315
11/13/2014,2674
11/14/2014,4100
11/15/2014,3823
11/16/2014,4442
11/17/2014,2047
11/18/2014,2570
11/19/2014,1953
11/20/2014,1973
11/21/2014,1674
11/22/2014,1847
11/23/2014,1915
11/24/2014,2075
11/25/2014,2680
11/26/2014,2853
11/27/2014,3720
11/28/2014,2447
11/29/2014,3173
11/30/2014,3198
12/1/2014,2671
12/2/2014,2299
12/3/2014,2105
12/4/2014,1788
12/5/2014,2580
12/6/2014,2467
12/7/2014,2085
12/8/2014,2270
12/9/2014,3180
12/10/2014,1940
12/11/2014,2291
12/12/2014,2337
12/13/2014,3053
12/14/2014,1598
12/15/2014,2028
12/16/2014,1910
12/17/2014,2720
12/18/2014,2714
12/19/2014,2433
12/20/2014,2333
12/21/2014,3731
12/22/2014,3064
12/23/2014,2510
12/24/2014,3115
12/25/2014,3398
12/26/2014,2781
12/27/2014,2986
12/28/2014,2101
12/29/2014,2903
12/30/2014,2053
12/31/2014,1955
1/1/2015,1506
1/2/2015,2130
1/3/2015,1829
1/4/2015,2098
1/5/2015,1785
1/6/2015,2704
1/7/2015,1483
1/8/2015,1410
1/9/2015,2343
1/10/2015,2412
1/11/2015,1948
1/12/2015,2126
1/13/2015,2537
1/14/2015,2767
1/15/2015,1975
1/16/2015,2529
1/17/2015,1686
1/18/2015,1568
1/19/2015,1996
1/20/2015,2753
1/21/2015,2724
1/22/2015,2143
1/23/2015,3323
1/24/2015,2902
1/25/2015,1641
1/26/2015,1810
1/27/2015,2727
1/28/2015,3130
1/29/2015,2174
1/30/2015,3275
1/31/2015,90
2/1/2015,1926
2/2/2015,1645
2/3/2015,2098
2/4/2015,2370
2/5/2015,1517
2/6/2015,3211
2/7/2015,1468
2/8/2015,1806
2/9/2015,1526
2/10/2015,1943
2/11/2015,1504
2/12/2015,1669
2/13/2015,1956
2/14/2015,2493
2/15/2015,1528
2/16/2015,1353
2/17/2015,2232
2/18/2015,1570
2/19/2015,1529
2/20/2015,1605
2/21/2015,1498
2/22/2015,1748
2/23/2015,1672
2/24/2015,2263
2/25/2015,2470
2/26/2015,2481
2/27/2015,2496
2/28/2015,2275
3/1/2015,1970
3/2/2015,1844
3/3/2015,2615
3/4/2015,2153
3/5/2015,1427
3/6/2015,2970
3/7/2015,2030
3/8/2015,1520
3/9/2015,2038
3/10/2015,2018
3/11/2015,1216
3/12/2015,1191
3/13/2015,2413
3/14/2015,2660
3/15/2015,1862
3/16/2015,1245
3/17/2015,3045
3/18/2015,1744
3/19/2015,2392
3/20/2015,3079
3/21/2015,2283
3/22/2015,1787
3/23/2015,2566
3/24/2015,2133
3/25/2015,2591
3/26/2015,1344
3/27/2015,2623
3/28/2015,1705
3/29/2015,1700
3/30/2015,1791
3/31/2015,2659
4/1/2015,1870
4/2/2015,2374
4/3/2015,2820
4/4/2015,2362
4/5/2015,2660
4/6/2015,1981
4/7/2015,2429
4/8/2015,2254
4/9/2015,2437
4/10/2015,2513
4/11/2015,2636
4/12/2015,3043
4/13/2015,1303
4/14/2015,2584
4/15/2015,1879
4/16/2015,1728
4/17/2015,2423
4/18/2015,2274
4/19/2015,2832
4/20/2015,2139
4/21/2015,3203
4/22/2015,2375
4/23/2015,2443
4/24/2015,2395
4/25/2015,2435
4/26/2015,2952
4/27/2015,2290
4/28/2015,2927
4/29/2015,2500
4/30/2015,2093
5/1/2015,1671
5/2/2015,2015
5/3/2015,2113
5/4/2015,2214
5/5/2015,2375
5/6/2015,1700
5/7/2015,1809
5/8/2015,3462
5/9/2015,3493
5/10/2015,2773
5/11/2015,2309
5/12/2015,2928
5/13/2015,2517
5/14/2015,2168
5/15/2015,2334
5/16/2015,2902
5/17/2015,2591
5/18/2015,1940
5/19/2015,2807
5/20/2015,1953
5/21/2015,2699
5/22/2015,1918
5/23/2015,2840
5/24/2015,4342
5/25/2015,2505
5/26/2015,2769
5/27/2015,1840
5/28/2015,1968
5/29/2015,1721
5/30/2015,1406
5/31/2015,1651
6/1/2015,1449
6/2/2015,2186
6/3/2015,2155
6/4/2015,2764
6/5/2015,2305
6/6/2015,4431
6/7/2015,2213
6/8/2015,2818
6/9/2015,2418
6/10/2015,2113
6/11/2015,3318
6/12/2015,2349
6/13/2015,2680
6/14/2015,3233
6/15/2015,3177
6/16/2015,2583
6/17/2015,1273
6/18/2015,1506
6/19/2015,2049
6/20/2015,2323
6/21/2015,1170
6/22/2015,1717
6/23/2015,1350
6/24/2015,1511
6/25/2015,1480
6/26/2015,1560
6/27/2015,1510
6/28/2015,1592
6/29/2015,1470
6/30/2015,1586
7/1/2015,1183
7/2/2015,1443
7/3/2015,1743
7/4/2015,1886
7/5/2015,2193
7/6/2015,1633
7/7/2015,1474
7/8/2015,1575
7/9/2015,2411
7/10/2015,2237
7/11/2015,2248
7/12/2015,2234
7/13/2015,2321
7/14/2015,1646
7/15/2015,1863
7/16/2015,1671
7/17/2015,2040
7/18/2015,3692
7/19/2015,2163
7/20/2015,1663
7/21/2015,2733
7/22/2015,2409
7/23/2015,2147
7/24/2015,2407
7/25/2015,1530
7/26/2015,1639
7/27/2015,1673
7/28/2015,2412
7/29/2015,2390
7/30/2015,2081
7/31/2015,3053
8/1/2015,4231
8/2/2015,2158
8/3/2015,2156
8/4/2015,2361
8/5/2015,2038
8/6/2015,2621
8/7/2015,2358
8/8/2015,2563
8/9/2015,2349
8/10/2015,2549
8/11/2015,3998
8/12/2015,2320
8/13/2015,2609
8/14/2015,2096
8/15/2015,1773
8/16/2015,2235
8/17/2015,2353
8/18/2015,2795
8/19/2015,2113
8/20/2015,2153
8/21/2015,1970
8/22/2015,3347
8/23/2015,2154
8/24/2015,1740
8/25/2015,1493
8/26/2015,1578
8/27/2015,1588
8/28/2015,1825
8/29/2015,1561
8/30/2015,1479
8/31/2015,1429
9/1/2015,1723
9/2/2015,1893
9/3/2015,1813
9/4/2015,1648
9/5/2015,1540
9/6/2015,1746
9/7/2015,2430
9/8/2015,2116
9/9/2015,3838
9/10/2015,4331
9/11/2015,3288
9/12/2015,4218
9/13/2015,3986
9/14/2015,4525
9/15/2015,3415
9/16/2015,2717
9/17/2015,3165
9/18/2015,3327
9/19/2015,3151
9/20/2015,3566
9/21/2015,3991
9/22/2015,3631
9/23/2015,1733
9/24/2015,2280
9/25/2015,2094
9/26/2015,3000
9/27/2015,2567
9/28/2015,4087
9/29/2015,2775
9/30/2015,3207
10/1/2015,3188
10/2/2015,3746
10/3/2015,3093
10/4/2015,4442
10/5/2015,3138
10/6/2015,2990
10/7/2015,3072
10/8/2015,1744
10/9/2015,1780
10/10/2015,1706
10/11/2015,1614
10/12/2015,1496
10/13/2015,2328
10/14/2015,1524
10/15/2015,1694
10/16/2015,1501
10/17/2015,1760
10/18/2015,1699
10/19/2015,1557
10/20/2015,1723
10/21/2015,2938
10/22/2015,2571
10/23/2015,2289
10/24/2015,1563
10/25/2015,1619
10/26/2015,1688
10/27/2015,2041
10/28/2015,1746
10/29/2015,1744
10/30/2015,1391
10/31/2015,1589
11/1/2015,1895
11/2/2015,1516
11/3/2015,2192
11/4/2015,1727
11/5/2015,1646
11/6/2015,1605
11/7/2015,1580
11/8/2015,2260
11/9/2015,2217
11/10/2015,2496
11/11/2015,2006
11/12/2015,2474
11/13/2015,1654
11/14/2015,1537
11/15/2015,1625
11/16/2015,1647
11/17/2015,1913
11/18/2015,1768
11/19/2015,1763
11/20/2015,1968
11/21/2015,1775
11/22/2015,1943
11/23/2015,1840
11/24/2015,2377
11/25/2015,3438
11/26/2015,3199
11/27/2015,2973
11/28/2015,2117
11/29/2015,3319
11/30/2015,2139
12/1/2015,2068
12/2/2015,1656
12/3/2015,1719
12/4/2015,1775
12/5/2015,1688
12/6/2015,1778
12/7/2015,1975
12/8/2015,2976
12/9/2015,2010
12/10/2015,2080
12/11/2015,2699
12/12/2015,2600
12/13/2015,1750
12/14/2015,1600
12/15/2015,2682
12/16/2015,2249
12/17/2015,2145
12/18/2015,1991
12/19/2015,2447
12/20/2015,3010
12/21/2015,2219
12/22/2015,2055
12/23/2015,2121
12/24/2015,3176
12/25/2015,3933
12/26/2015,10
12/27/2015,1381
12/28/2015,1448
12/29/2015,1710
12/30/2015,1371
12/31/2015,1358
1/1/2016,1510
1/2/2016,1455
1/3/2016,1339
1/4/2016,1336
1/5/2016,1521
1/6/2016,1419
1/7/2016,1413
1/8/2016,1390
1/9/2016,1386
1/10/2016,1358
1/11/2016,1379
1/12/2016,1660
1/13/2016,1343
1/14/2016,1395
1/15/2016,1474
1/16/2016,1422
