date,meal,food_name,calories,carbs,fat,protein,cholest,sodium,sugars,fiber
2012-08-01,Lunch,"Nabisco - Neapolitan Oreo Cookies, 1 cookie",110,0,0,0,0,0,0,0
2012-08-01,Lunch,"Subway - Chocolate Chip Cookie Info Confirmed on Website, 2 Cookie",440,60,20,4,30,260,36,2
2012-08-01,Dinner,Panera Bread - Creamy,NA,NA,NA,NA,NA,NA,2,NA
2012-08-01,Dinner,Panera Bread -,NA,NA,NA,NA,NA,NA,NA,1
2012-08-01,Dinner,"Panera Bread - Potato Chips, 1 bag",160,19,8,2,0,130,1,2
2012-08-02,Snacks,"Magnum - Double Caramel Ice Cream Bar, 2 bar (90 g)",640,64,40,6,50,170,58,2
2012-08-02,Snacks,"Fla Vor Ice - Hershey Fudge Pop, 1 pop",30,8,0,0,0,18,7,0
2012-08-02,Lunch,"ETCH - Ultimate Macaroni & Cheese, 1 serving",238,31,14,11,0,780,2,1
2012-08-02,Lunch,"Good Humor - Vanilla Ice Cream Sandwich, 1 sandwich (3.5 oz)",140,26,3,2,5,135,13,0
2012-08-02,Lunch,"Sunchips - Harvest Cheddar, 1 bag - 1OZ",140,19,6,2,0,200,2,3
2012-08-02,Dinner,"Yissine - Somen Noodles, 4 oz",396,86,1,12,0,1.246,4,4
2012-08-02,Dinner,"La Choy - Sweet & Sour Sauce, 5 tbsp",150,35,0,0,0,275,28,0
2012-08-02,Dinner,"Target Market Pantry - Light Mozzarella String Cheese, 1 piece (28 grams)",60,1,3,7,10,190,0,0
2012-08-03,Snacks,"Chex Mix - Original - Individual Bag, 1 pouch",210,35,7,4,0,350,3,2
2012-08-03,Snacks,"Cheetos - Crunchy Cheese Flavored Snacks, 1 oz (28 g/About 21pieces)",160,15,10,2,0,290,1,1
2012-08-03,Snacks,"Nabisco - Oreo Cookie Snack Pack - 6 Cookies, 6 cookies",270,41,11,2,0,270,23,2
2012-08-03,Snacks,"Doritos Nacho Cheese (Corrected) - 1 oz Individual Bag, 1 pkg",150,17,8,2,0,210,1,1
2012-08-03,Snacks,"Chick-O-Stick - Bite-Size, 6 Pieces",140,24,5,2,0,60,18,0
2012-08-03,Snacks,"Fresh Fruit - Lychee, 16 piece",96,25,1,1,0,0,23,2
2012-08-03,Snacks,"Polly-O Cheese - Mozzarella Whole Milk, 2 oz (28g)",160,2,12,12,40,400,2,0
2012-08-03,Lunch,"ETCH - Ultimate Macaroni & Cheese, 1 serving",238,31,14,11,0,780,2,1
2012-08-03,Lunch,"Good Humor - Vanilla Ice Cream Sandwich, 1 sandwich (3.5 oz)",140,26,3,2,5,135,13,0
2012-08-03,Lunch,"Big Larry's Burgers - Mushrooms Breaded and Fried, 7 mushrooms",140,25,2,4,0,443,1,1
2012-08-03,Dinner,"Costco - Corn on the Cob (90g), 2 medium ear 6-3/4"" to 7-1/2""",180,36,2,6,0,0,10,6
2012-08-03,Dinner,"Butter - Salted, 1 tbsp",102,0,12,0,31,82,0,0
2012-08-04,Snacks,"Fla Vor Ice - Hershey Fudge Pop, 2 pop",60,15,0,0,0,37,14,1
2012-08-04,Snacks,"Fat Tire Amber Ale - Beer, 32 oz.",413,36,0,0,0,0,0,0
2012-08-04,Snacks,"Newcastle Brown Ale - Newcastle Beer, 16 oz.",187,17,0,1,0,0,0,0
2012-08-04,Snacks,"Ellie Krieger - Linguini With Shrimp and Vegetables, 4 Cups",1.029,127,21,69,308,430,0,9
2012-08-04,Breakfast,"Kroger - Baked Wheat Crisps Baked - Reduced Fat, 17 Crackers",130,23,4,4,0,180,3,2
2012-08-04,Lunch,"Polly-O Cheese - Mozzarella Whole Milk, 2 oz (28g)",160,2,12,12,40,400,2,0
2012-08-04,Lunch,"Thomas' - Plain Bagels, 1 bagel",260,51,2,9,0,500,6,2
2012-08-04,Lunch,"Indian River - Original Florida Ruby Red Grapefruit Juice, 8 oz",90,24,0,1,0,0,23,0
2012-08-04,Dinner,"Mrs. T's Pierogies - Potato & Four Cheese Pierogies, 12 pierogies",880,136,28,24,20,2.16,8,4
2012-08-04,Dinner,"La Tourangelle - Toasted Sesame Oil, 1 Tbs",120,0,14,0,0,0,0,0
2012-08-05,Snacks,"Soda Pops Freeze & Eat - Freezer Pops, 2 pop",70,8,0,0,0,0,0,0
2012-08-05,Snacks,Morningstar Foods - Hickory,NA,NA,1,NA,NA,NA,NA,NA
2012-08-05,Lunch,"Polly-O Cheese - Mozzarella Whole Milk, 2 oz (28g)",160,2,12,12,40,400,2,0
2012-08-05,Lunch,"Thomas' - Plain Bagels, 1 bagel",260,51,2,9,0,500,6,2
2012-08-05,Lunch,"Indian River - Original Florida Ruby Red Grapefruit Juice, 8 oz",90,24,0,1,0,0,23,0
2012-08-05,Dinner,"Morningstar Farms - Chicken Tenders , 1 container (7 tenders ea.)",665,70,25,42,0,0,0,0
2012-08-05,Dinner,"Kraft - Salad Dressing: Catalina, Light, 3 Tbsp",75,15,2,0,0,585,14,0
2012-08-06,Snacks,"Quaker - Captain Crunch, 1 cup",147,31,2,1,0,267,16,1
2012-08-06,Snacks,"Soda Pops Freeze & Eat - Freezer Pops, 3 pop",105,12,0,0,0,0,0,0
2012-08-06,Snacks,"Alexia - Sweet Potato Crispy Bite Sized Puffs, 5 oz. (about 2/3-cup)",233,38,7,2,0,383,15,5
2012-08-06,Breakfast,"ETCH - Waffle, 1 waffle",390,76,6,0,0,0,0,0
2012-08-06,Lunch,Homemade -,NA,NA,NA,NA,2,NA,NA,NA
2012-08-06,Lunch,"Fast foods - Onion rings, breaded and fried, 1 portion (8-9 onion rings)",276,31,16,4,14,430,0,0
2012-08-07,Dinner,"Blue Bunny - Champ Vanilla Dipped Cone-Cv, 4.6 FL OZ(136ML)",290,30,18,6,30,90,21,1
2012-08-07,Dinner,"Homemade - Saffron Basmati Rice, 1 cup cooked",216,54,0,3,0,0,0,2
2012-08-07,Dinner,"Indian - Sag Paneer, 4 serving",776,76,42,41,124,728,29,19
2012-08-07,Dinner,"Generic - Puri, 3 pc",336,48,12,9,0,681,42,6
2012-08-07,Breakfast,"ETCH - Waffle, 1 waffle",390,76,6,0,0,0,0,0
2012-08-07,Lunch,"ETCH - Ultimate Macaroni & Cheese, 1 serving",238,31,14,11,0,780,2,1
2012-08-07,Lunch,"Calhoun's - Spinach Maria, 1 serving",346,16,24,20,77,655,6,3
2012-08-07,Lunch,"Schwan's - Battered Corn Nuggets, 4.5 oz Approx 6 pcs",285,42,9,6,0,570,14,8
2012-08-07,Dinner,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-07,Dinner,"Quaker - Captain Crunch, 1 cup",147,31,2,1,0,267,16,1
2012-08-08,Snacks,"Magnum - Classic Ice Cream Bar, 1 bar (79g)",270,24,17,4,25,85,22,1
2012-08-08,Snacks,"Reese's - Mini Peanut Butter Cups, 5 pieces",220,26,13,4,5,130,23,1
2012-08-08,Snacks,"the Bakery at Walmart - Mini Eclairs, 3 piece",450,72,15,6,120,375,42,6
2012-08-08,Breakfast,"Kelloggs - Crispix Cereal, 1 cup",110,25,0,2,0,220,4,0
2012-08-08,Breakfast,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-08,Lunch,"Polly-O Cheese - Mozzarella Whole Milk, 2 oz (28g)",160,2,12,12,40,400,2,0
2012-08-08,Lunch,"Thomas' - Plain Bagels, 1 bagel",260,51,2,9,0,500,6,2
2012-08-08,Lunch,"Sunchips - Harvest Cheddar, 3 bag - 1OZ",420,57,18,6,0,600,6,9
2012-08-08,Dinner,"Nature Valley - Peanut Butter, 2 crunchy granola bars",190,28,7,5,0,180,11,2
2012-08-08,Dinner,Broccoli &,NA,0.25,NA,NA,NA,NA,NA,NA
2012-08-09,Snacks,"Fla Vor Ice - Hershey Fudge Pop, 1 pop",30,8,0,0,0,18,7,0
2012-08-09,Snacks,"A&W - Sparkling Vanilla Cream Soda, 0.42 can",71,20,0,0,0,29,19,0
2012-08-09,Snacks,"Walgreens - Classic Vanilla Ice Cream, 1/2 cup",130,15,7,2,27,60,15,0
2012-08-09,Breakfast,"Kelloggs - Crispix Cereal, 1 cup",110,25,0,2,0,220,4,0
2012-08-09,Breakfast,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-09,Lunch,"ETCH - Ultimate Macaroni & Cheese, 1 serving",238,31,14,11,0,780,2,1
2012-08-09,Lunch,"Big Larry's Burgers - Mushrooms Breaded and Fried, 8 mushrooms",160,28,2,4,0,506,2,2
2012-08-09,Dinner,"Sonic Drive In - Reese's Peanut Butter Cups Mini Blast, 215 g",510,66,23,9,65,270,54,1
2012-08-10,Snacks,"Chex Mix - Original - Individual Bag, 1 pouch",210,35,7,4,0,350,3,2
2012-08-10,Snacks,"Magnum - Classic Ice Cream Bar, 1 bar (79g)",270,24,17,4,25,85,22,1
2012-08-10,Snacks,"Reese's - Mini Peanut Butter Cups, 5 pieces",220,26,13,4,5,130,23,1
2012-08-10,Snacks,"Magnum - Mini Ice Cream Bar, 55 ml",150,13,10,2,15,20,13,1
2012-08-10,Snacks,"A&W - Sparkling Vanilla Cream Soda, 0.42 can",71,20,0,0,0,29,19,0
2012-08-10,Snacks,"Walgreens - Classic Vanilla Ice Cream, 1/2 cup",130,15,7,2,27,60,15,0
2012-08-10,Snacks,"Trader Joe's - Palmiers Garlic Parmesan Puff Pastry Bites, 8 pieces",480,43,27,13,88,864,3,3
2012-08-10,Breakfast,"Kelloggs - Crispix Cereal, 1 cup",110,25,0,2,0,220,4,0
2012-08-10,Breakfast,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-10,Lunch,"Graham - Streusel - Coffee Cake, 1 slice",508,68,25,4,53,478,0,0
2012-08-11,Dinner,"Kraft - Salad Dressing: Catalina, Light, 8 Tbsp",200,40,4,0,0,1.56,36,0
2012-08-11,Dinner,"Kroger - 3 Jumbo Romain Hearts, 12 leaves (85g)",40,6,1,2,0,10,2,4
2012-08-11,Dinner,"Betty Crocker - Baco-Os Bacon Flavor Bits , 2 tablespoon (4.4 oz)(125mg)",40,3,2,4,0,160,0,0
2012-08-11,Dinner,Rothbury Farms -,NA,NA,NA,NA,NA,0.33,NA,NA
2012-08-11,Dinner,Kroger - Shredded 2%,4,NA,NA,NA,NA,NA,NA,NA
2012-08-11,Dinner,"Fresh Fruit - Lychee, 24 piece",144,38,1,2,0,0,35,2
2012-08-11,Dinner,"Edy's - Fun Flavors Peanut Butter 97 g, 97 g",260,30,14,4,15,140,23,1
2012-08-11,Dinner,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,2,NA
2012-08-11,Dinner,"Kroger - 100% Whole Wheat Bread, 2 slices",110,23,2,5,0,260,3,3
2012-08-11,Dinner,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,1,NA
2012-08-11,Dinner,"Kroger - 100% Whole Wheat Bread, 1 slices",55,12,1,3,0,130,2,2
2012-08-11,Breakfast,"Kelloggs - Crispix Cereal, 1 cup",110,25,0,2,0,220,4,0
2012-08-11,Breakfast,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-11,Lunch,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,2,NA
2012-08-11,Lunch,"Kroger - 100% Whole Wheat Bread, 2 slices",110,23,2,5,0,260,3,3
2012-08-11,Dinner,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,2,NA
2012-08-11,Dinner,"Kroger - 100% Whole Wheat Bread, 2 slices",110,23,2,5,0,260,3,3
2012-08-12,Snacks,"A&W - Sparkling Vanilla Cream Soda, 0.42 can",71,20,0,0,0,29,19,0
2012-08-12,Snacks,"Walgreens - Classic Vanilla Ice Cream, 1/2 cup",130,15,7,2,27,60,15,0
2012-08-12,Snacks,"Fresh Fruit - Lychee, 24 piece",144,38,1,2,0,0,35,2
2012-08-12,Snacks,"Magnum - Mini Classic Ice Cream Bar - Belgian Chocolate, 1 bars",150,13,10,2,13,28,13,1
2012-08-12,Snacks,"Kraft - Salad Dressing: Catalina, Light, 8 Tbsp",200,40,4,0,0,1.56,36,0
2012-08-12,Snacks,"Kroger - 3 Jumbo Romain Hearts, 12 leaves (85g)",40,6,1,2,0,10,2,4
2012-08-12,Snacks,"Betty Crocker - Baco-Os Bacon Flavor Bits , 2 tablespoon (4.4 oz)(125mg)",40,3,2,4,0,160,0,0
2012-08-12,Snacks,Rothbury Farms -,NA,NA,NA,NA,NA,0.33,NA,NA
2012-08-12,Snacks,Kroger - Shredded 2%,4,NA,NA,NA,NA,NA,NA,NA
2012-08-12,Breakfast,"Kelloggs - Crispix Cereal, 1 cup",110,25,0,2,0,220,4,0
2012-08-12,Breakfast,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-12,Lunch,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,2,NA
2012-08-12,Lunch,"Kroger - 100% Whole Wheat Bread, 2 slices",110,23,2,5,0,260,3,3
2012-08-12,Lunch,"A&W - Sparkling Vanilla Cream Soda, 0.42 can",71,20,0,0,0,29,19,0
2012-08-12,Lunch,"Walgreens - Classic Vanilla Ice Cream, 1/2 cup",130,15,7,2,27,60,15,0
2012-08-13,Dinner,"Kraft - Salad Dressing: Catalina, Light, 8 Tbsp",200,40,4,0,0,1.56,36,0
2012-08-13,Dinner,"Kroger - 3 Jumbo Romain Hearts, 12 leaves (85g)",40,6,1,2,0,10,2,4
2012-08-13,Dinner,"Betty Crocker - Baco-Os Bacon Flavor Bits , 2 tablespoon (4.4 oz)(125mg)",40,3,2,4,0,160,0,0
2012-08-13,Dinner,Rothbury Farms -,NA,NA,NA,NA,NA,0.33,NA,NA
2012-08-13,Dinner,Kroger - Shredded 2%,4,NA,NA,NA,NA,NA,NA,NA
2012-08-13,Dinner,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-13,Dinner,"Kelloggs - Krave Cereal - Double Chocolate, 1 cup (30g)",160,31,5,3,0,127,13,4
2012-08-13,Breakfast,"Kelloggs - Crispix Cereal, 1 cup",110,25,0,2,0,220,4,0
2012-08-13,Breakfast,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-13,Lunch,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,2,NA
2012-08-13,Lunch,"Kroger - 100% Whole Wheat Bread, 2 slices",110,23,2,5,0,260,3,3
2012-08-13,Lunch,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,4,NA
2012-08-13,Dinner,"ETCH - Ultimate Macaroni & Cheese, 1 serving",238,31,14,11,0,780,2,1
2012-08-13,Dinner,Homemade - Brown,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-14,Snacks,"Brach's - Dessert Mints, 28 pieces",120,0,0,0,0,0,0,0
2012-08-14,Snacks,"Skittles - Fun Size, 1 Pack (20g)",60,14,1,0,0,2,11,0
2012-08-14,Snacks,"Fla Vor Ice - Hershey Fudge Pop, 1 pop",30,8,0,0,0,18,7,0
2012-08-14,Snacks,"Old El Paso - Stand 'n Stuff Taco Dinner Kit (No Meat), 5 shells",375,50,15,5,0,2.225,3,3
2012-08-14,Snacks,Morningstar Farms,NA,NA,NA,NA,NA,NA,NA,0.5
2012-08-14,Snacks,Kroger - 2%,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-14,Breakfast,"Kelloggs - Crispix Cereal, 1 cup",110,25,0,2,0,220,4,0
2012-08-14,Breakfast,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-14,Lunch,"ETCH - Ultimate Macaroni & Cheese, 1 serving",238,31,14,11,0,780,2,1
2012-08-14,Lunch,"Schwan's - Battered Corn Nuggets, 4.5 oz Approx 6 pcs",285,42,9,6,0,570,14,8
2012-08-14,Dinner,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,2,NA
2012-08-14,Dinner,"Kroger - 100% Whole Wheat Bread, 2 slices",110,23,2,5,0,260,3,3
2012-08-14,Dinner,Kroger - Hazelnut Spread With,NA,NA,NA,NA,NA,NA,4,NA
2012-08-14,Dinner,"Mayfield - 1% Nurture Low Fat Milk, 0.5 cup",55,7,1,4,5,63,6,0
2012-08-15,Snacks,"Chick-O-Stick - Bite-Size, 8 Pieces",187,32,7,3,0,80,24,0
2012-08-15,Breakfast,"Kelloggs - Crispix Cereal, 1 cup",110,25,0,2,0,220,4,0
