residence_days,tol,move_window,move_thresh,move_scale,base_rate,down_factor,subject_r90,subject_r180,score,trial_mean_abs_err,trial_worst_abs_err,SURMOUNT-4_mid,STEP-1 extension_mid,STEP-4_mid
21,2.5,21,0.1,0.02,0.005,0.5,-0.19676460842998095,-0.26718523665622135,-0.11550122252588371,10.009699859179022,11.207183377228422,16.255501801601888,7.111387757688978,5.605917471709197
28,3.0,14,0.03,0.02,0.01,1.0,-0.3553009600699982,-0.4812555327483504,-0.11550712452756592,15.110150888742007,16.860506682272394,16.921452089132895,3.598054020313532,4.909670649274171
21,4.0,21,0.03,0.02,0.0075,1.0,-0.3254798124271296,-0.4412079176297464,-0.11568072959390746,14.181645857868418,15.752762486366866,17.24116301033053,4.513254741978638,5.17575966784433
28,4.0,14,0.1,0.02,0.0075,0.3,-0.19457858162761865,-0.258602646878182,-0.11571749950834413,9.888851580148382,11.251904953299514,16.55301949155931,7.478805408278864,5.7106008803969495
42,2.5,21,0.1,0.02,0.005,1.0,-0.26259843591210724,-0.36481153716809817,-0.11643910682206454,12.259001414955073,13.385751443507033,15.419175415221295,4.797348188321099,4.9106872152836125
21,3.0,14,0.1,0.02,0.0075,0.3,-0.19233530138445154,-0.2551274854221258,-0.11647792337339485,9.845607650348768,11.190107175087102,16.491665990512562,7.459860895708187,5.704944930263369
21,2.5,14,0.05,0.02,0.01,0.5,-0.28653685486623903,-0.3818547016748757,-0.1167368166101714,12.995100638684082,14.33716587027288,16.90703488114903,5.197592979139502,5.258312891797287
42,4.0,21,0.08,0.02,0.01,0.3,-0.22787599214119073,-0.301702850552143,-0.11741602737319307,11.066505093688725,12.396191764060926,16.856658069079693,6.747967981970547,5.5661257293826845
14,3.0,21,0.08,0.02,0.005,0.5,-0.2025062968122314,-0.27432639420667954,-0.11836901955998788,10.283383822883405,11.520763991455118,16.46638580055308,7.071207171303756,5.598748919660208
42,4.0,7,0.1,0.02,0.01,0.3,-0.21292777627145007,-0.28523390052445613,-0.1186217278698568,10.695802604643026,11.763345204844635,16.308823303044473,6.586730028866522,5.460508551812317
14,4.0,7,0.1,0.02,0.01,0.2,-0.18009028027736107,-0.23387040426013386,-0.11881189656913936,9.508266293838886,10.87368509697227,16.462830776493625,7.724813149740744,5.7526263375588815
14,3.0,14,0.05,0.02,0.005,1.0,-0.2791389172824897,-0.38065201017861755,-0.11903563641981618,12.83540590196005,14.146643566310486,16.373697171335596,4.962991456939514,5.107760718376816
14,2.5,21,0.05,0.02,0.005,1.0,-0.2802808858124598,-0.3832627682702226,-0.11932777369577716,12.880319386852598,14.2002271771185,16.42405021276062,4.975461657224085,5.103967417777704
14,2.5,7,0.03,0.02,0.01,1.0,-0.3480270755701796,-0.46900575279440243,-0.11956166385519265,15.009327079119911,16.740219784297402,16.5192727690355,3.393880909442052,4.805220916251026
21,4.0,21,0.08,0.02,0.005,0.5,-0.20354364044658815,-0.27574450754307817,-0.11968293803118084,10.342821319996139,11.637015207784621,16.585604183324936,7.125134306052286,5.6238752843376085
14,4.0,14,0.03,0.02,0.0075,1.0,-0.3211755239732235,-0.43414020928912994,-0.11979963200267199,14.175839917118916,15.745835763351721,17.156548099154843,4.440213935442086,5.169573014439199
42,3.0,21,0.05,0.02,0.0075,1.0,-0.32741175168387704,-0.4481204773490153,-0.12041586795559736,14.390446135124616,16.001869693698207,16.385579219463487,3.850518642847932,4.789161925961394
21,4.0,7,0.1,0.02,0.0075,0.3,-0.18439337440098882,-0.24613871382663308,-0.12059393907971148,9.75023267994801,10.998265988174012,16.309776686138473,7.383925041932706,5.661688568818463
14,4.0,21,0.05,0.02,0.0075,0.5,-0.2575804846899305,-0.3446987271529218,-0.12068267864175666,12.143371113803177,13.539574105562362,17.19313193274275,6.116804440089065,5.487785700561484
28,3.0,7,0.08,0.02,0.0075,0.5,-0.22785595685518215,-0.31088540867585657,-0.12149280821857333,11.306274431418785,12.322327644537978,15.843078358635454,5.738404050626192,5.220641695590836
42,2.5,7,0.08,0.02,0.0075,1.0,-0.3100313200304857,-0.42945352004281895,-0.1219442224643621,14.024159823690102,15.149234602104578,14.78136069893857,3.3576151782861032,4.341007496793351
14,3.0,21,0.03,0.02,0.0075,1.0,-0.3202742298637986,-0.4349098527600938,-0.12208018693683062,14.219035760799601,15.797370158463721,17.18601520697562,4.446750605807138,5.152421144585588
14,2.5,14,0.1,0.02,0.01,0.2,-0.18115780740204462,-0.23460735443789277,-0.12239863284932287,9.626768784036937,11.102106457062874,16.678931062850037,7.81148975003227,5.800863709342248
42,4.0,21,0.05,0.02,0.01,0.5,-0.2829445058977993,-0.38000236452074865,-0.12281989879631044,13.073105698200507,14.430229073009958,17.227348004807702,5.380006933510312,5.323829570067424
28,4.0,21,0.1,0.02,0.01,0.2,-0.18481398552285525,-0.2394769222946978,-0.12390038104451968,9.763553142111618,11.344330372514257,16.91940269792152,7.907364267357028,5.844662970279931
28,4.0,21,0.05,0.02,0.005,1.0,-0.27578069776296543,-0.37815282971456804,-0.12458540237865443,12.904040996725278,14.228528020711424,16.657448162855054,5.11669616751984,5.17411909033744
21,3.0,7,0.08,0.02,0.01,0.3,-0.20761759447069875,-0.27631591129185656,-0.12531515187508688,10.737195875599935,11.81888288337869,16.28795499841298,6.526076067841992,5.463918867612434
28,3.0,14,0.08,0.02,0.01,0.3,-0.21459140197291857,-0.28503793519907183,-0.1258241257915288,10.932448370778062,12.176656034888612,16.62888229059093,6.65791285596033,5.533096370282765
21,4.0,7,0.05,0.02,0.01,0.5,-0.2739808798367971,-0.3669308067001275,-0.12583684339796988,12.886866867857314,14.208038587762069,16.617123108541307,5.074320094891171,5.1921063342796385
28,3.0,7,0.05,0.02,0.0075,1.0,-0.31014930030201826,-0.4255732886061177,-0.1258391902827152,14.019666976612102,15.55951510524914,15.65951696083562,3.6146395092054897,4.643032369769686
42,3.0,7,0.08,0.02,0.01,0.5,-0.26303928344313793,-0.3594958930489974,-0.12613856457853584,12.5536460743388,13.810492653489774,15.838340513594334,4.835532598075162,4.961313629471569
28,4.0,7,0.08,0.02,0.01,0.3,-0.20836403114544355,-0.2777459675657745,-0.12615188196987476,10.781846564428683,11.887898182674466,16.36022301264716,6.5533911699226195,5.472644521577819
42,3.0,7,0.05,0.02,0.01,1.0,-0.3438704363891665,-0.4714101026917426,-0.12639059415658918,15.09301818919523,16.840066676185103,15.565538618827388,2.83348496844306,4.334224013351471
14,4.0,14,0.08,0.02,0.0075,0.3,-0.19176534375555085,-0.254135976687388,-0.12685576446059654,10.145873632259818,11.570363557095103,16.76892777553486,7.453574530138288,5.7171517434551715
14,2.5,7,0.1,0.02,0.0075,0.3,-0.1771675497074051,-0.23659732063194044,-0.12710670146900743,9.727061890607212,10.973301336426829,16.284522734343568,7.379572707241393,5.663173234563136
21,3.0,21,0.05,0.02,0.005,1.0,-0.27332416596378023,-0.3744471536293363,-0.1276173724309821,12.922062635841598,14.250028567793033,16.632415598685228,5.083742045630934,5.165318000326378
21,4.0,14,0.05,0.02,0.005,1.0,-0.27099519791365817,-0.37103996349861057,-0.12777764268490743,12.854143117418936,14.168997825018685,16.491628383619073,5.0291860783816364,5.1421106635562355
21,3.0,21,0.1,0.02,0.01,0.2,-0.17997170706700238,-0.23330581933967465,-0.12797509476629831,9.741857899111494,11.310964385107079,16.881100824239507,7.89086697851775,5.8405162315837496
21,2.5,21,0.1,0.02,0.0075,0.3,-0.1845210390272387,-0.24536839349321396,-0.12826104944404626,9.949432897932251,11.379343051263994,16.66685939250672,7.524096433506585,5.7411705253163055
28,2.5,7,0.08,0.02,0.005,1.0,-0.247631801356572,-0.345149970332253,-0.12837416221378803,12.24970919019982,13.101177976636365,14.90976280586121,4.614871991847131,4.805085721074685
42,2.5,7,0.1,0.02,0.01,0.5,-0.2597659380677611,-0.35640442457584154,-0.12838551082802127,12.52150119252897,13.7721425045203,15.76397230803441,4.818312832015601,4.933993083614132
42,2.5,14,0.05,0.02,0.01,1.0,-0.3502683603932091,-0.47983463616077593,-0.12989818011079318,15.403240050108662,17.2101739501829,16.0623047039584,2.93083314513458,4.445780708681565
14,3.0,21,0.08,0.02,0.0075,0.3,-0.18962761616863286,-0.2515449418227362,-0.13103905049455183,10.199543841299493,11.667578983719483,16.860890155650377,7.488315140840024,5.7355419725270265
28,3.0,21,0.1,0.02,0.005,0.5,-0.1858956074260436,-0.25424319199696993,-0.13116990094457187,10.13911052555574,11.428329785950066,16.464591848292713,7.185468777460651,5.6429112071290985
21,4.0,21,0.08,0.02,0.0075,0.3,-0.19082741274584986,-0.2530816072951501,-0.1318960239196672,10.250991266470955,11.770361133609796,16.97017087154025,7.540598979207637,5.758486767141673
14,2.5,7,0.05,0.02,0.01,0.5,-0.26794086675289397,-0.35836543990279485,-0.13222303539033872,12.897708537357005,14.220973139609256,16.601769242952404,5.052489205416004,5.188523151173646
21,2.5,14,0.1,0.02,0.005,0.5,-0.18021218530147162,-0.24658312978889768,-0.13322193236943158,10.042224780633084,11.258962205824151,16.30169352498056,7.1244976737122965,5.613108086594958
42,3.0,14,0.08,0.02,0.005,1.0,-0.2516244343523304,-0.35083447458115,-0.13369962952110334,12.43295283440819,13.666500718526992,15.679242909229895,4.811401392030311,4.938340958345257
14,3.0,14,0.08,0.02,0.005,0.5,-0.18735681694384052,-0.25518477842104215,-0.13470354575967655,10.312476769420401,11.581082731510902,16.522140237475874,7.094239354130847,5.612941241163449
14,2.5,14,0.05,0.02,0.005,1.0,-0.26420907122883114,-0.36175805316467863,-0.1353786061588883,12.879662266472094,14.199443205827755,16.495755587160886,5.010419652094477,5.141324552755934
28,2.5,21,0.05,0.02,0.01,0.5,-0.2706150596676766,-0.363969518063763,-0.1363868426196027,13.11186178525177,14.476466658224389,17.249070198818337,5.3539139805552045,5.335682150755275
14,4.0,21,0.08,0.02,0.01,0.2,-0.17909204722760813,-0.23248933467596677,-0.13768765507278458,10.015162576419801,11.64764507719967,17.12483046256457,7.878617630445635,5.846400005703032
14,2.5,21,0.08,0.02,0.005,0.5,-0.18600654375918171,-0.25351585861587106,-0.1379078184227192,10.362641888188985,11.666152441812123,16.60066388875696,7.120574428762041,5.6269179947478465
42,3.0,21,0.1,0.02,0.01,0.3,-0.2045974253373841,-0.2748935984889023,-0.138153951519239,10.981346936065327,12.312443813531656,16.80960303594775,6.775941873946703,5.5760173596346885
14,3.0,14,0.03,0.02,0.0075,1.0,-0.30357517160906605,-0.4122774718012222,-0.13820084838704688,14.200921465442798,15.775759068725698,17.274913623743018,4.49645875636105,5.208420036150871
28,2.5,21,0.08,0.02,0.01,0.3,-0.2073700444168962,-0.275883499838259,-0.13840236510423504,11.072236963125459,12.432767025862203,16.86619765832828,6.745539690371512,5.582605274380502
28,3.0,14,0.05,0.02,0.01,0.5,-0.2658131471614054,-0.3579805522118727,-0.1387699912298849,13.03611066894511,14.38609250123881,17.08300417299978,5.287208397819857,5.306612718660846
14,3.0,7,0.1,0.02,0.01,0.2,-0.1629699659699317,-0.2135600614589691,-0.13927846219300644,9.595311050069014,11.034220716155787,16.614505667824943,7.7830420835359,5.784041417165458
14,2.5,21,0.03,0.02,0.0075,1.0,-0.30329506349749596,-0.4137899417532549,-0.14009898565076598,14.251595082117522,15.83621475059115,17.29676102051484,4.493482178956812,5.186222924431578
28,4.0,21,0.03,0.02,0.0075,1.0,-0.3004716068974867,-0.4106839566260513,-0.14082725712339494,14.185977841620687,15.75793071884679,17.440999222091733,4.641773124206767,5.243057761004129
42,3.0,21,0.08,0.02,0.0075,0.5,-0.22296951484384778,-0.30559985673938383,-0.14100310382988,11.754247168519058,12.888767530334661,16.699351053213533,6.025815701673263,5.384394949831132
21,4.0,21,0.05,0.02,0.0075,0.5,-0.24046402631350877,-0.32349785853003993,-0.14102656032834698,12.210793335678765,13.727471992828043,17.403210876371237,6.240292809521392,5.547337927571965
42,4.0,14,0.03,0.02,0.01,1.0,-0.3307626557381558,-0.4512797985790938,-0.14102829921306137,15.140932531628858,16.897230431863996,17.161688331433712,3.737540831650559,4.981857163888933
42,4.0,7,0.08,0.02,0.0075,0.5,-0.21499407994672134,-0.2956404512978627,-0.1416529872197714,11.534843466860766,12.595019782927743,16.23601245059734,5.8604004766191755,5.279485476145475
21,3.0,7,0.1,0.02,0.005,0.5,-0.16854300147443438,-0.23231742682908652,-0.14183286951973356,9.966747463138823,11.104092173139147,16.155937008945063,7.063272398773825,5.577184857825876
28,4.0,7,0.1,0.02,0.005,0.5,-0.17021428638677805,-0.2349361613323224,-0.14213294957489497,10.024800533676347,11.18512252881461,16.233389373175374,7.08422420984161,5.583707914633155
42,2.5,14,0.1,0.02,0.005,1.0,-0.24065188934321208,-0.3372905134578784,-0.14214961244464205,12.353950954872783,13.572248269039846,15.585046853876658,4.8063748237274595,4.922478932007097
28,3.0,21,0.1,0.02,0.0075,0.3,-0.17403076871326253,-0.23334688281654944,-0.14301167146683558,10.063634286242767,11.576975445524276,16.858721153190253,7.596262613303111,5.775189028853961
21,4.0,14,0.08,0.02,0.005,0.5,-0.18131057594416577,-0.24784777367711697,-0.14342448775193223,10.381303227324672,11.710899914960457,16.6526686605831,7.150235606566779,5.639377990952918
21,3.0,21,0.03,0.02,0.0075,1.0,-0.29894947070568634,-0.40817757453612746,-0.14367492035269513,14.227490844585457,15.80745741666723,17.436037687301678,4.603299302849898,5.238049282599492
28,2.5,7,0.1,0.02,0.01,0.3,-0.1865334963380336,-0.25200239572499544,-0.14374139207621917,10.644248267667438,11.738992306090402,16.27361510388237,6.591052640970794,5.481098219603176
14,3.0,21,0.05,0.02,0.0075,0.5,-0.23686121511980154,-0.3190779639280153,-0.1440597355293927,12.206281409913906,13.679532245091611,17.326711306477776,6.177495641027857,5.523753858510221
28,4.0,14,0.1,0.02,0.01,0.2,-0.16537579378345674,-0.21704562317917436,-0.14494524369163786,9.809706533851166,11.41269067980713,16.982223146310478,7.92438473697805,5.852032119406445
14,4.0,14,0.05,0.02,0.0075,0.5,-0.23436333507542675,-0.31499929156811407,-0.1453099676870532,12.168253633650002,13.630823008947992,17.269404622870415,6.156222656144996,5.521902595789686
21,2.5,14,0.1,0.02,0.0075,0.3,-0.1683213383624806,-0.2258292758136432,-0.1454190603125488,9.97556772838374,11.422904410735455,16.707762449309506,7.537979959587266,5.748032051960893
21,3.0,14,0.1,0.02,0.01,0.2,-0.16322911223817177,-0.21380955081142583,-0.1457933137454178,9.771748445626795,11.358745707105367,16.92677787242139,7.906097795847844,5.847233251175074
42,2.5,14,0.08,0.02,0.01,0.5,-0.25216281535437846,-0.3458203422962368,-0.14618279905351275,12.840763200134454,14.153035040520216,16.378796875875654,4.987841745616393,5.083038987632425
21,4.0,14,0.03,0.02,0.0075,1.0,-0.2948367349472857,-0.40218946865635236,-0.14625680728194732,14.17954755094814,15.750259121027018,17.354354413650036,4.566836870905116,5.237316004168351
14,3.0,14,0.08,0.02,0.0075,0.3,-0.17485744999856942,-0.23344032810886753,-0.1467703417646402,10.222049603231518,11.718679969857924,16.91059408282626,7.511713063685543,5.748981179637667
42,4.0,7,0.05,0.02,0.0075,1.0,-0.29380956435756006,-0.4054820124020713,-0.14744150360701272,14.18448095942129,15.7561448776147,16.017306346028814,3.7417092998989645,4.720817696873971
42,4.0,14,0.08,0.02,0.01,0.3,-0.19933510796821916,-0.26755864444835853,-0.14857238847704282,11.137885003327305,12.514979637871587,16.958876140924524,6.776431800176559,5.584762044263267
21,3.0,7,0.03,0.02,0.01,1.0,-0.32006499590047144,-0.4361566638140902,-0.1489262372824731,15.053250534371333,16.792622249551783,16.742587271852447,3.5009588367281665,4.880700018806223
28,4.0,21,0.08,0.02,0.005,0.5,-0.18000720340225557,-0.24657428769141293,-0.14924467328099456,10.498006931158876,11.92917380600726,16.870935114007644,7.2425366245179275,5.683181137404818
21,4.0,7,0.1,0.02,0.01,0.2,-0.1560543699524974,-0.2058772797936196,-0.1495133951805505,9.685951470003072,11.184873573298649,16.759507961294076,7.834430903114484,5.807602387719359
14,2.5,21,0.08,0.02,0.0075,0.3,-0.1736798562906893,-0.23205049595767918,-0.14968718419882723,10.269313011492098,11.798078025967456,16.98425522388999,7.536372294179677,5.76173331270882
42,4.0,21,0.1,0.02,0.005,0.5,-0.17429914742785885,-0.2406309964290446,-0.15044359619137082,10.354477714668835,11.765318932585295,16.785573582426302,7.2887083321937745,5.687271697333811
14,2.5,14,0.08,0.02,0.005,0.5,-0.1734005301134472,-0.23740522376065948,-0.1513829260439183,10.382133607735874,11.7140784002648,16.64636613065604,7.14267335665104,5.640590426200949
42,3.0,7,0.1,0.02,0.0075,0.5,-0.2046321421462591,-0.28386076183066233,-0.15150360507291225,11.51882989196671,12.575914937983715,16.22211674015431,5.868600234473144,5.272249331693827
28,4.0,7,0.03,0.02,0.01,1.0,-0.31684589179438305,-0.4328537400518966,-0.15166766114320301,15.038290491399158,16.77477431096029,16.782126529545764,3.542338825880557,4.8927410173627575
28,3.0,14,0.1,0.02,0.005,0.5,-0.1667693208720467,-0.23033469380732485,-0.15212487716209866,10.191824122081655,11.505771559251226,16.531598384957064,7.200307397414725,5.650975780764169
21,3.0,21,0.08,0.02,0.005,0.5,-0.17638724657747404,-0.24145420829965947,-0.1523066218831568,10.48375845943696,11.901869927189166,16.83340006367357,7.220527188630118,5.677470401659235
21,2.5,21,0.05,0.02,0.005,1.0,-0.2502963364529292,-0.34513415027154565,-0.1530274578085914,12.99667038963447,14.339038646883118,16.83178725947101,5.160366456416223,5.218835188812363
14,2.5,14,0.03,0.02,0.0075,1.0,-0.28927145844543095,-0.3943584629405949,-0.15312841595725113,14.220459407028914,15.799068626210378,17.37010287151197,4.542191778291038,5.239746606168418
28,2.5,14,0.03,0.02,0.01,1.0,-0.32015427818230413,-0.43856847251218783,-0.15331350408269748,15.193447595659421,16.95988303518132,17.17222123013153,3.6905553158347564,4.990645775822411
21,3.0,7,0.1,0.02,0.0075,0.3,-0.156869094797975,-0.21229181930006003,-0.15406327056048816,9.906404960241975,11.280426615362366,16.571962610671562,7.4797655536723875,5.714801421615999
28,4.0,7,0.1,0.02,0.0075,0.3,-0.15849218009166754,-0.2147439790767864,-0.154202792145889,9.958430088197145,11.352637047361362,16.642992982792922,7.500252920909014,5.720422086063815
21,2.5,7,0.08,0.02,0.01,0.3,-0.1829677768474669,-0.24619102024208347,-0.15486282857523442,10.863066667816167,12.056927206637798,16.503938323701508,6.605612411395644,5.512617470634644
21,4.0,14,0.08,0.02,0.0075,0.3,-0.1690778626537528,-0.22660961151305103,-0.15490034720029,10.282015559900797,11.833789865602686,17.030304724322207,7.5660382612735635,5.773125654642336
14,4.0,7,0.08,0.02,0.005,0.5,-0.16558036953821828,-0.22794055414869732,-0.15492696872901196,10.272572294231528,11.505589238259965,16.448055693866152,7.0634182519743725,5.597487521199309
14,4.0,14,0.08,0.02,0.01,0.2,-0.162476619715921,-0.21271430144773465,-0.15536647742214493,10.041018032606296,11.702273648594002,17.17887172482649,7.903349447722436,5.859579449580169
14,2.5,7,0.1,0.02,0.01,0.2,-0.14934233232370034,-0.1972001575618231,-0.15559998528206542,9.665352645167722,11.16352647024113,16.736799992421002,7.83011519638646,5.809391347486334
42,2.5,21,0.1,0.02,0.0075,0.5,-0.2050175138978821,-0.2834259036697517,-0.15609863664058216,11.667434633539287,12.77674578676785,16.617884084876984,6.026793471393599,5.379711665113836
21,2.5,21,0.1,0.02,0.01,0.2,-0.15628070346790648,-0.20536708174154206,-0.15631775955282434,9.86498595536397,11.529874391345142,17.087571970291705,7.966982948242353,5.880424393441315
21,3.0,14,0.05,0.02,0.005,1.0,-0.2433540823486451,-0.33592468737071596,-0.15792876197361436,12.932751692782158,14.262781046661633,16.721228389659743,5.121721667963921,5.206232574292325
14,3.0,21,0.08,0.02,0.01,0.2,-0.16067963853506367,-0.21064264638652838,-0.15904089743885452,10.090407457451803,11.79123868248821,17.263807015667243,7.935738024475025,5.876227761854172
21,3.0,7,0.05,0.02,0.01,0.5,-0.24261491835855334,-0.32844381527037547,-0.15948273159811752,12.95826986612763,14.293225263411824,16.84034370226084,5.167359554169452,5.256031165437747
14,4.0,7,0.05,0.02,0.005,1.0,-0.23783969479036413,-0.328588614886324,-0.15961082256517325,12.81273045124522,14.119590833063299,16.344622703265426,4.947447388638282,5.115271333355689
21,4.0,21,0.08,0.02,0.01,0.2,-0.16184754596599876,-0.21204688615027747,-0.15964116309066068,10.134093050854576,11.880684803956793,17.362745603285347,7.985793455226655,5.896913810574368
28,4.0,14,0.05,0.02,0.005,1.0,-0.24160086708875156,-0.33442181990058634,-0.15968323859864264,12.932791196355526,14.26282817602837,16.76945097108777,5.157599070951525,5.218541096558625
28,4.0,21,0.08,0.02,0.0075,0.3,-0.16808273666235327,-0.22579518244210126,-0.1599444055924916,10.386186396017745,12.030341433448996,17.23160863298281,7.654520031481664,5.81317695784807
42,3.0,14,0.05,0.02,0.0075,1.0,-0.29001664580672565,-0.40130528947759014,-0.16016989070864068,14.46432295580966,16.09000773991731,16.548222758207366,3.8877326294805026,4.846039664346731
28,4.0,7,0.05,0.02,0.01,0.5,-0.2414303233734888,-0.3275404946664923,-0.16073683508912837,12.960446741236016,14.295822363789686,16.890812171554526,5.204966384909052,5.266872837031273
42,4.0,14,0.05,0.02,0.01,0.5,-0.24580305046304454,-0.33394313886440774,-0.16089012334716074,13.10154344964015,14.466230481740226,17.342595131293017,5.425565242494304,5.367816041443688
42,4.0,21,0.1,0.02,0.0075,0.3,-0.16264729267241265,-0.220454673257437,-0.16123243717614488,10.25493159664365,11.878109791568454,17.152960078138833,7.696690448490082,5.8155935415711575
14,2.5,14,0.08,0.02,0.0075,0.3,-0.16144630377901054,-0.21686693467172144,-0.16259944446591085,10.2832680258237,11.838038772844738,17.024735828877503,7.558691235086959,5.774652229533143
14,2.5,21,0.05,0.02,0.0075,0.5,-0.2202951842769359,-0.29837043167959987,-0.16275380835192807,12.256529203090658,13.791840856705083,17.434212557831604,6.22666304663775,5.552771155132323
21,3.0,21,0.08,0.02,0.0075,0.3,-0.16456671478047058,-0.22096150538735063,-0.1630012688748288,10.374579606486055,12.007639152557829,17.197585520671197,7.633247051272729,5.808269760368729
42,3.0,14,0.1,0.02,0.01,0.3,-0.18295193926263853,-0.2489105482344344,-0.163188269030704,11.081933121900018,12.450154585534214,16.923156606204905,6.792200102804781,5.585830396459818
28,3.0,14,0.1,0.02,0.0075,0.3,-0.15528073991441832,-0.21063176724204968,-0.16332148462305612,10.10814414049583,11.643934172755786,16.918837050622027,7.6119785611085495,5.782868089296582
28,2.5,7,0.08,0.02,0.0075,0.5,-0.19077382337503546,-0.2639378034811718,-0.16436136610645968,11.487494313622776,12.538530320903963,16.20194238159647,5.8516412975290315,5.298110834475466
14,3.0,14,0.05,0.02,0.0075,0.5,-0.21734075957630586,-0.2937252575734214,-0.16456425292461824,12.218783927096133,13.75293339590014,17.389178839248533,6.215284576376135,5.556165045049932
28,3.0,21,0.05,0.02,0.005,1.0,-0.2383752301874379,-0.33055128491614727,-0.16570170142024127,13.020257228679966,14.367178703407985,16.983931092622925,5.24645761646561,5.2630011512844375
14,4.0,7,0.08,0.02,0.0075,0.3,-0.15378650734130714,-0.20789523944351893,-0.16637856915944574,10.184207390410265,11.648092869254759,16.84099350001236,7.482915375479697,5.73488299599882
21,2.5,21,0.03,0.02,0.0075,1.0,-0.277128377401107,-0.38062868362066915,-0.16661928527750544,14.262669589931042,15.849427087999159,17.593209032790227,4.67732573415599,5.288551119079336
28,2.5,14,0.08,0.02,0.01,0.3,-0.1795789816342196,-0.24243134001036085,-0.16770447418990897,11.109742090974702,12.508861400463449,16.93200410643264,6.769534685521918,5.599978335005292
28,4.0,21,0.05,0.02,0.0075,0.5,-0.21639593220827966,-0.29400918462033154,-0.16828017183917482,12.276809338846661,13.913991727052125,17.614779418879152,6.366508663724026,5.607056143663193
28,3.0,21,0.1,0.02,0.01,0.2,-0.1466315149467284,-0.19450246902504045,-0.16968439850426376,9.963939602704288,11.703712139690637,17.261344983939157,8.036462006144026,5.911337575297583
21,2.5,7,0.1,0.02,0.005,0.5,-0.14593369046078045,-0.20311935165278297,-0.16982836091113818,10.109258047755974,11.357689041679912,16.38688697375601,7.143296322800542,5.623500825906689
28,2.5,7,0.05,0.02,0.0075,1.0,-0.27146253067916154,-0.37705562080723326,-0.17003362766437072,14.192156727127674,15.765302380097877,16.004815788730966,3.707757435338336,4.735156502205394
14,4.0,21,0.1,0.02,0.0075,0.2,-0.12720274956481917,-0.1693014007957241,-0.17021776060653937,9.290274668119135,11.161501680897583,17.363650261075712,8.705403646565628,6.056254692854701
21,3.0,21,0.05,0.02,0.0075,0.5,-0.21401090130335843,-0.29041395360106337,-0.17112982311064032,12.294424104525756,13.92522423234836,17.59705760767129,6.33462914238891,5.60163482654412
21,2.5,14,0.1,0.02,0.01,0.2,-0.1413461848256311,-0.18756271878989578,-0.1720108885603311,9.885090487119836,11.565526364356545,17.123287880764156,7.981434838244188,5.886889685312902
42,4.0,14,0.1,0.02,0.005,0.5,-0.15515972141116302,-0.21636646487008504,-0.17242222985994513,10.43847582677517,11.881243473560474,16.88470803024654,7.306386153343652,5.695978602533042
42,3.0,14,0.08,0.02,0.0075,0.5,-0.1947893210758964,-0.2701936159660742,-0.17256181847264518,11.847895756601567,13.039322441651022,16.82129789258658,6.052182096303479,5.405912769445475
28,2.5,21,0.1,0.02,0.005,0.5,-0.1523577673861542,-0.21151716294140138,-0.17260070257053922,10.350381913072749,11.795083169523846,16.79878844123089,7.297975886548996,5.706474354947767
21,4.0,14,0.05,0.02,0.0075,0.5,-0.21025006893868323,-0.28533056902874093,-0.17266283109462235,12.235385937649703,13.820518128031154,17.48093506955803,6.28095234950246,5.582642490635329
42,2.5,21,0.08,0.02,0.005,1.0,-0.22211254149268983,-0.3122548593195124,-0.1727363588779199,12.731252721592712,14.02238459387555,16.2311508287095,4.966821806891097,5.058029893248527
14,3.0,14,0.08,0.02,0.01,0.2,-0.14710155296453173,-0.1942168774411961,-0.17337496079112744,10.106985594243785,11.833680187078347,17.307536760150477,7.959017112523072,5.888787164544638
21,3.0,14,0.08,0.02,0.005,0.5,-0.15611932930685732,-0.2155876097583258,-0.17368495053585317,10.510141374389885,11.960145235491279,16.88774128606432,7.24439482393394,5.692322054362833
14,3.0,7,0.08,0.02,0.005,0.5,-0.1498286722689954,-0.20752058494228068,-0.173845986391703,10.352635133004306,11.662195600061228,16.595125062799116,7.122536387652054,5.631341236011666
28,4.0,14,0.08,0.02,0.005,0.5,-0.15676653883852187,-0.2170689203544756,-0.174131032565015,10.54036365164606,12.009029837061565,16.943166041817207,7.268907329818311,5.6994311612712085
21,3.0,14,0.03,0.02,0.0075,1.0,-0.26795827653231896,-0.3684196550377987,-0.174150659279893,14.21134775994284,15.788198061335521,17.532420635250524,4.655888926554831,5.296822105434729
42,3.0,21,0.03,0.02,0.01,1.0,-0.30156516506982173,-0.41605932299639703,-0.17497067368072527,15.289533329391993,17.074517216270714,17.511710239969638,3.8658942210319824,5.065635961838208
28,3.0,7,0.08,0.02,0.01,0.3,-0.16759233460600767,-0.22770708013073523,-0.17528016002189883,10.997134295455654,12.29298087187934,16.72979735296261,6.690050174002252,5.554793499168013
14,2.5,21,0.08,0.02,0.01,0.2,-0.1461609338649064,-0.19318744860977252,-0.17592401719155554,10.150866547511018,11.906762010624156,17.375743196610934,7.981870279575068,5.900275313449586
28,4.0,14,0.03,0.02,0.0075,1.0,-0.26510747631157494,-0.3655562359478899,-0.17619329166955375,14.186037470059146,15.758001857994577,17.5603433494647,4.697662307871759,5.3064573742638235
21,2.5,7,0.03,0.02,0.01,1.0,-0.2937475689896738,-0.40351255517581514,-0.17704048510056525,15.109523571089145,16.859758266845613,16.91796683282053,3.566432917587729,4.9383885965751
