residence_days,tol,move_window,move_thresh,move_scale,base_rate,down_factor,subject_r90,subject_r180,score,trial_mean_abs_err,trial_worst_abs_err,SURMOUNT-4_mid,STEP-1 extension_mid,STEP-4_mid
42,4.0,21,0.1,0.02,0.01,0.5,-0.5161245366941124,-0.6434715930824007,0.13720949857920584,12.047445052228163,13.796613707034332,13.47970406558364,4.427376712243223,4.588745261976261
14,4.0,14,0.1,0.02,0.0075,0.5,-0.48861657613667475,-0.606841667268865,0.13630318952390885,11.027667265344977,13.176004130586637,13.250189456196079,5.15378953075196,4.781413248908078
21,4.0,21,0.05,0.02,0.01,1.0,-0.609859605744647,-0.7581297438504702,0.13576512134084798,15.171991381692782,17.065465676994343,12.824591614849979,2.3619233077592874,3.6772533727938463
14,2.5,7,0.1,0.02,0.01,0.5,-0.5464758730448348,-0.6689451816447893,0.1347914404784988,12.753255757786258,15.661931741061082,12.009041302185793,4.095484132970725,4.318725011283549
21,4.0,21,0.1,0.02,0.0075,0.5,-0.47796036589119717,-0.5955823972919544,0.13341963657402842,10.878136811777248,12.69779930816238,13.60119071008069,5.259265186590339,4.856275030767592
14,3.0,21,0.1,0.02,0.0075,0.5,-0.4791734285191951,-0.5962122669894067,0.1306026931555084,10.950190962508795,12.956691611351076,13.403781305956123,5.205881502228833,4.819410004599564
21,4.0,21,0.08,0.02,0.0075,1.0,-0.6403282719599206,-0.785155338419008,0.13006715545714595,16.01811460854948,18.989882433178497,10.362754774854029,2.762200495964956,3.6005721843795095
14,4.0,21,0.08,0.02,0.0075,1.0,-0.6614458583112566,-0.8029895288254995,0.12815166774293602,16.830531919978878,19.6683552168743,9.80468728495886,2.673990505346222,3.4929910163425206
14,3.0,21,0.05,0.02,0.01,1.0,-0.6063596130627266,-0.7547514622903242,0.1280971936768435,15.257477762648842,17.311286413290624,12.651311485873926,2.312665555245832,3.62665710284304
21,4.0,21,0.1,0.02,0.0075,1.0,-0.69282682737876,-0.8280501630896314,0.12661649598304983,17.991542497964243,20.63794814364253,8.803758030506652,2.659320508643077,3.431264793310957
14,3.0,14,0.05,0.02,0.01,1.0,-0.6012760272631469,-0.749469955897008,0.12603137893444052,15.215734807151547,17.092995218567545,12.833534179610126,2.327250267528282,3.6723954687389213
14,4.0,21,0.1,0.02,0.0075,1.0,-0.7149549329194139,-0.8436063805365733,0.1257658178541475,18.802044890984536,21.314821724557568,8.245781552245417,2.5741641310336276,3.322315892609369
