date,calories,carbs_g,observed_weight_lbs,glycogen_g,glycogen_correction_lbs,interpolated_weight_lbs,smoothed_weight_lbs,tdee,window_id
2011-04-20,1782,356,,402.0,0.1314,,,,-1
2011-04-21,1649,229,262.0,520.8,-0.8373,262.0,261.16,2803.0,0
2011-04-22,2153,313,,463.1,-0.6153,261.45,260.83,2803.0,0
2011-04-23,1703,224,260.0,507.2,-0.5384,260.0,259.46,2803.0,0
2011-04-24,3158,426,,451.7,-0.7996,259.95,259.15,2803.0,0
2011-04-25,1426,187,,540.7,-0.8424,260.09,259.25,2803.0,0
2011-04-26,1882,206,,441.6,-0.142,259.0,258.85,2803.0,0
2011-04-27,1542,209,261.2,401.8,-0.5201,261.2,260.68,2803.0,0
2011-04-28,1669,231,,382.2,0.1408,260.18,260.32,2803.0,0
2011-04-29,1515,207,,390.5,0.0607,259.93,260.0,2803.0,0
2011-04-30,2117,294,,374.5,0.8768,258.75,259.63,2803.0,0
2011-05-01,2290,351,,452.2,-0.4992,259.93,259.43,2803.0,0
2011-05-02,1432,210,,540.9,-0.9825,260.27,259.28,2803.0,0
2011-05-03,1381,211,,459.5,-0.4043,259.3,258.89,2803.0,0
2011-05-04,1678,249,257.4,415.5,0.1832,257.4,257.58,3070.0,1
2011-05-05,2288,323,257.4,422.3,-0.4965,257.4,256.9,3070.0,1
2011-05-06,2284,243,,501.2,-1.4329,258.11,256.68,3070.0,1
2011-05-07,2268,305,,463.1,-0.7289,257.18,256.46,3070.0,1
2011-05-08,1876,299,,499.0,-1.028,257.25,256.23,3070.0,1
2011-05-09,3661,482,,507.1,-0.7311,256.62,255.89,3070.0,1
2011-05-10,2533,302,,562.8,-1.5534,257.61,256.05,3070.0,1
2011-05-11,1955,221,,542.5,-2.085,257.99,255.9,3070.0,1
2011-05-12,3170,352,,468.9,-1.5036,257.09,255.58,3070.0,1
2011-05-13,3105,344,,547.6,-1.1341,256.75,255.61,3070.0,1
2011-05-14,3492,411,,572.8,-2.2227,257.84,255.62,3070.0,1
2011-05-15,2352,255,,589.1,-1.9764,257.72,255.74,3070.0,1
2011-05-16,3122,369,,520.7,-1.0066,256.54,255.54,3070.0,1
2011-05-17,2809,349,,568.3,-1.969,257.52,255.55,3070.0,1
2011-05-18,2379,342,,586.3,-1.8486,257.33,255.48,3070.0,1
2011-05-19,1735,247,,586.3,-1.4775,256.76,255.28,3070.0,1
2011-05-20,1875,324,256.4,513.0,-1.2188,256.4,255.18,1749.0,2
2011-05-21,1876,203,,538.5,-0.8139,256.03,255.22,1749.0,2
2011-05-22,2052,200,255.2,452.8,-0.236,255.2,254.96,1749.0,2
2011-05-23,1645,221,,403.3,-0.4545,255.5,255.05,1749.0,2
2011-05-24,1749,158,,392.3,0.0277,254.99,255.02,1749.0,2
2011-05-25,1786,259,,337.7,0.1049,254.92,255.02,1749.0,2
2011-05-26,1531,230,,401.5,-0.168,255.2,255.03,1749.0,2
2011-05-27,1778,180,,398.2,-0.0198,254.99,254.97,1749.0,2
2011-05-28,1307,191,,357.9,0.3051,254.67,254.98,1749.0,2
2011-05-29,1224,173,,344.2,0.7961,254.05,254.85,1749.0,2
2011-05-30,1402,217,254.0,322.8,0.9895,254.0,254.99,3205.0,3
2011-05-31,1696,201,253.8,352.3,0.489,253.8,254.29,3205.0,3
2011-06-01,1663,180,253.0,348.8,0.0607,253.0,253.06,3205.0,3
2011-06-02,2354,336,252.6,330.7,0.8864,252.6,253.49,3205.0,3
2011-06-03,1838,181,,477.9,-0.5933,253.84,253.24,3205.0,3
2011-06-04,1759,204,,402.5,0.4525,252.4,252.85,3205.0,3
2011-06-05,1786,259,252.8,378.7,0.0529,252.8,252.85,3205.0,3
2011-06-06,1701,259,252.4,417.9,-0.249,252.4,252.15,2602.0,4
2011-06-07,1665,247,250.8,433.6,-0.3761,250.8,250.42,2602.0,4
2011-06-08,1413,207,250.6,429.0,-1.2026,250.6,249.4,2602.0,4
2011-06-09,1302,197,249.6,395.6,-0.0332,249.6,249.57,2602.0,4
2011-06-10,1322,246,249.4,369.6,0.217,249.4,249.62,2602.0,4
2011-06-11,1738,265,249.4,400.9,0.1835,249.4,249.58,2602.0,4
2011-06-12,1419,131,,432.9,-0.8147,250.15,249.34,2602.0,4
2011-06-13,1390,207,249.2,339.2,0.7633,249.2,249.96,3221.0,5
2011-06-14,1576,206,247.6,348.6,0.9406,247.6,248.54,3221.0,5
2011-06-15,1468,162,247.4,351.3,-0.0216,247.4,247.38,3221.0,5
2011-06-16,1585,176,247.2,318.2,0.3947,247.2,247.59,3221.0,5
2011-06-17,1522,222,247.0,310.8,0.2522,247.0,247.25,3221.0,5
2011-06-18,1841,276,247.0,352.7,0.3356,247.0,247.34,3221.0,5
2011-06-19,1455,205,,424.9,0.7028,246.24,246.94,3221.0,5
2011-06-20,1786,196,246.6,391.9,0.0183,246.6,246.62,2552.0,6
2011-06-21,2687,296,,366.7,-0.0768,246.48,246.4,2552.0,6
2011-06-22,1170,131,,451.1,-0.3119,246.75,246.44,2552.0,6
2011-06-23,1860,174,,349.2,0.5254,245.52,246.04,2552.0,6
2011-06-24,1731,195,,326.3,-0.1744,246.02,245.85,2552.0,6
2011-06-25,2463,218,,331.1,0.9314,244.68,245.61,2552.0,6
2011-06-26,2016,156,,356.7,0.7961,244.79,245.58,2552.0,6
2011-06-27,1890,187,,316.5,0.96,244.47,245.43,2552.0,6
2011-06-28,1931,268,,318.9,1.1851,244.06,245.24,2552.0,6
2011-06-29,1457,132,,403.2,0.1949,244.87,245.07,2552.0,6
2011-06-30,2279,288,,323.6,1.4878,243.26,244.75,2552.0,6
2011-07-01,1839,181,,425.7,-0.1538,244.83,244.67,2552.0,6
2011-07-02,1553,172,,373.7,0.3164,244.15,244.47,2552.0,6
2011-07-03,1705,204,243.6,338.2,0.5847,243.6,244.18,3627.0,7
2011-07-04,2024,209,,345.1,0.5958,243.04,243.64,3627.0,7
2011-07-05,1406,187,242.6,353.0,0.8087,242.6,243.41,3627.0,7
2011-07-06,1801,326,241.8,338.4,0.066,241.8,241.87,3627.0,7
2011-07-07,1700,293,,470.7,-0.2579,241.6,241.34,3627.0,7
2011-07-08,1618,239,,489.6,-1.0669,241.86,240.79,3627.0,7
2011-07-09,1600,247,241.0,453.7,-0.1494,241.0,240.85,3627.0,7
2011-07-10,1769,206,240.6,440.1,-0.2834,240.6,240.32,2830.0,8
2011-07-11,1642,251,,400.9,-0.435,240.45,240.01,2830.0,8
2011-07-12,1623,254,,418.6,0.1757,239.5,239.67,2830.0,8
2011-07-13,1623,264,239.2,428.7,0.0132,239.2,239.21,2830.0,8
2011-07-14,1578,245,238.8,443.0,0.0172,238.8,238.82,2830.0,8
2011-07-15,1581,249,,432.7,-0.5607,239.02,238.46,2830.0,8
2011-07-16,1567,222,,430.0,0.3626,237.74,238.1,2830.0,8
2011-07-17,1566,245,,407.8,0.1896,237.55,237.74,2830.0,8
2011-07-18,1672,231,237.4,415.1,0.1487,237.4,237.55,2437.0,9
2011-07-19,2112,239,,406.5,0.3745,236.96,237.33,2437.0,9
2011-07-20,1595,268,,408.4,-0.1593,237.4,237.24,2437.0,9
2011-07-21,1680,234,,439.0,-0.3052,237.3,237.0,2437.0,9
2011-07-22,2379,294,,422.0,-0.4342,237.21,236.78,2437.0,9
2011-07-23,1489,237,,471.2,-0.3609,237.12,236.76,2437.0,9
2011-07-24,1488,168,235.2,442.0,-0.4777,235.2,234.72,2437.0,9
2011-07-25,1468,171,,372.7,-0.3655,234.82,234.45,2437.0,9
2011-07-26,1556,240,234.8,336.9,1.1439,234.8,235.94,2097.0,10
2011-07-27,2078,294,,381.6,0.4045,235.38,235.79,2097.0,10
2011-07-28,2592,297,,455.0,-0.6736,236.46,235.78,2097.0,10
2011-07-29,2028,301,,487.5,-0.5746,236.5,235.93,2097.0,10
2011-07-30,1922,276,,504.6,-1.0257,236.93,235.91,2097.0,10
2011-07-31,1465,232,,490.4,-0.9416,236.8,235.86,2097.0,10
2011-08-01,1607,208,233.6,448.7,-0.0369,233.6,233.56,2097.0,10
2011-08-02,1661,226,,407.3,-0.0037,233.43,233.42,2097.0,10
2011-08-03,1559,172,,398.3,0.4353,232.86,233.3,2097.0,10
2011-08-04,1535,213,,351.8,0.3818,232.76,233.15,2097.0,10
2011-08-05,1913,239,,359.8,0.2126,232.77,232.98,2097.0,10
2011-08-06,1605,203,,389.7,0.6604,232.27,232.93,2097.0,10
2011-08-07,2051,303,,371.0,0.4351,232.36,232.79,2097.0,10
2011-08-08,1636,214,,460.0,-0.555,233.33,232.78,2097.0,10
2011-08-09,1787,207,,418.1,0.0611,232.59,232.65,2097.0,10
2011-08-10,1411,139,,389.6,-0.1118,232.67,232.56,2097.0,10
2011-08-11,1582,203,233.2,321.5,1.2754,233.2,234.48,3117.0,11
2011-08-12,2932,329,233.0,337.4,0.9044,233.0,233.9,3117.0,11
2011-08-13,1574,205,,473.4,-0.8975,234.75,233.85,3117.0,11
2011-08-14,1484,230,232.8,418.5,-0.4271,232.8,232.37,3117.0,11
2011-08-15,1602,239,,407.6,-0.0545,231.96,231.91,3117.0,11
2011-08-16,2551,325,,408.9,-0.5105,231.98,231.47,3117.0,11
2011-08-17,1366,199,,497.8,-0.8415,232.15,231.31,3117.0,11
2011-08-18,1890,285,232.0,427.3,-0.0193,232.0,231.98,2992.0,12
2011-08-19,1375,163,,464.1,-1.2854,232.95,231.67,2992.0,12
2011-08-20,1790,208,,381.0,0.7833,230.42,231.2,2992.0,12
2011-08-21,1586,195,231.0,370.0,-0.3106,231.0,230.69,2992.0,12
2011-08-22,1574,222,230.0,353.9,0.7555,230.0,230.76,2992.0,12
2011-08-23,2033,268,,369.9,0.4948,229.86,230.35,2992.0,12
2011-08-24,1622,232,,423.6,-0.9677,231.04,230.08,2992.0,12
2011-08-25,1587,234,229.2,412.0,0.1873,229.2,229.39,2548.0,13
2011-08-26,1723,246,228.0,407.1,0.2713,228.0,228.27,2548.0,13
2011-08-27,2665,246,,415.9,0.1999,227.84,228.04,2548.0,13
2011-08-28,1488,244,,419.4,-0.5804,228.65,228.07,2548.0,13
2011-08-29,1679,301,,418.9,0.0347,227.73,227.77,2548.0,13
2011-08-30,1828,273,,477.2,-0.7203,228.24,227.52,2548.0,13
2011-08-31,1787,238,,473.0,-1.1301,228.44,227.31,2548.0,13
2011-09-01,2350,342,,443.8,-0.3257,227.42,227.09,2548.0,13
2011-09-02,2090,305,,529.3,-0.8422,227.88,227.04,2548.0,13
2011-09-03,1607,241,,526.4,-0.6664,227.57,226.91,2548.0,13
2011-09-04,1628,294,,475.4,-0.5245,227.16,226.64,2548.0,13
2011-09-05,1724,318,,492.6,-0.6967,227.07,226.38,2548.0,13
2011-09-06,1893,264,227.6,524.1,-0.619,227.6,226.98,3200.0,14
2011-09-07,1556,270,,491.9,-0.6294,227.24,226.61,3200.0,14
2011-09-08,1580,276,225.8,478.8,-0.5741,225.8,225.23,3200.0,14
2011-09-09,1753,241,,476.3,-0.5689,225.33,224.76,3200.0,14
2011-09-10,1548,240,224.6,447.9,0.0245,224.6,224.62,3200.0,14
2011-09-11,1821,262,224.4,431.5,-0.1438,224.4,224.26,3200.0,14
2011-09-12,1612,222,,442.1,-1.0617,224.92,223.86,3200.0,14
2011-09-13,1576,215,,414.4,0.0524,223.36,223.41,3200.0,14
2011-09-14,1599,245,222.8,393.8,0.677,222.8,223.48,2383.0,15
2011-09-15,1670,309,222.6,409.5,0.3049,222.6,222.9,2383.0,15
2011-09-16,1616,215,222.2,481.6,-0.4565,222.2,221.74,2383.0,15
2011-09-17,2047,272,,430.8,0.1385,221.39,221.52,2383.0,15
2011-09-18,1714,193,,452.1,-0.488,221.92,221.43,2383.0,15
2011-09-19,1565,236,,397.5,0.4499,220.79,221.24,2383.0,15
2011-09-20,2284,266,,401.8,-0.1604,221.16,221.0,2383.0,15
2011-09-21,1884,263,,434.3,-0.2014,221.18,220.98,2383.0,15
2011-09-22,1899,252,,444.2,-0.8269,221.66,220.83,2383.0,15
2011-09-23,2008,262,,438.7,-0.1892,220.88,220.69,2383.0,15
2011-09-24,2262,328,,445.0,-0.1462,220.73,220.59,2383.0,15
2011-09-25,2206,345,,515.4,-1.1605,221.71,220.55,2383.0,15
2011-09-26,1622,241,,561.0,-0.8816,221.38,220.5,2383.0,15
2011-09-27,1830,254,,494.5,-0.9732,221.26,220.28,2383.0,15
2011-09-28,1791,192,,467.9,-0.39,220.52,220.13,2383.0,15
2011-09-29,1889,233,,405.5,0.4114,219.55,219.96,2383.0,15
2011-09-30,2631,283,221.0,402.7,0.1216,221.0,221.12,2725.0,16
2011-10-01,1377,201,,452.2,-0.3183,221.41,221.09,2725.0,16
2011-10-02,1566,195,,403.8,0.0247,220.68,220.71,2725.0,16
2011-10-03,1949,263,,372.5,0.3199,220.06,220.38,2725.0,16
2011-10-04,1792,253,220.2,419.5,-0.4274,220.2,219.77,2725.0,16
2011-10-05,1714,280,,428.0,-0.6043,220.11,219.51,2725.0,16
2011-10-06,1791,190,,459.2,-0.14,219.36,219.22,2725.0,16
2011-10-07,1688,259,,399.1,0.0331,218.92,218.95,2725.0,16
2011-10-08,1999,317,,426.1,-0.3348,218.99,218.65,2725.0,16
2011-10-09,1675,278,219.6,496.5,-0.7689,219.6,218.83,2694.0,17
2011-10-10,2069,269,219.2,487.5,-0.4607,219.2,218.74,2694.0,17
2011-10-11,1831,258,,475.7,-1.2027,219.76,218.56,2694.0,17
2011-10-12,1755,199,,460.6,-0.1085,218.42,218.31,2694.0,17
2011-10-13,1777,250,,406.9,-0.5814,218.63,218.05,2694.0,17
2011-10-14,1735,247,218.0,419.9,-0.4007,218.0,217.6,2694.0,17
2011-10-15,1694,237,217.0,422.0,0.0863,217.0,217.09,2694.0,17
2011-10-16,1691,208,,414.9,-0.8763,217.68,216.8,2694.0,17
2011-10-17,3009,351,,388.7,0.1485,216.37,216.51,2694.0,17
2011-10-18,2662,319,,515.5,-1.3009,217.9,216.6,2694.0,17
2011-10-19,2887,304,,534.3,-1.8534,218.45,216.59,2694.0,17
2011-10-20,2344,347,,528.4,-0.8067,217.46,216.65,2694.0,17
2011-10-21,3607,429,,568.3,-1.3678,217.92,216.55,2694.0,17
2011-10-22,2410,242,,587.3,-1.5225,218.33,216.81,2694.0,17
2011-10-23,2425,277,217.4,509.7,-0.4476,217.4,216.95,2687.0,18
2011-10-24,1506,238,,494.0,-1.386,218.26,216.88,2687.0,18
2011-10-25,1876,184,,455.3,-0.3015,216.84,216.54,2687.0,18
2011-10-26,1745,269,,392.4,0.0289,216.28,216.31,2687.0,18
2011-10-27,1628,252,217.4,433.6,-0.0848,217.4,217.32,2687.0,18
2011-10-28,1897,245,,432.9,-0.3108,217.32,217.01,2687.0,18
2011-10-29,2001,300,,427.1,-0.0506,216.84,216.79,2687.0,18
2011-10-30,2056,321,,479.4,-0.5107,217.1,216.59,2687.0,18
2011-10-31,2027,219,215.8,521.9,-0.6655,215.8,215.13,2071.0,19
2011-11-01,2283,291,,456.0,-0.3163,215.44,215.12,2071.0,19
2011-11-02,2052,258,,481.7,-0.3649,215.55,215.18,2071.0,19
2011-11-03,2551,283,,464.0,-1.1444,216.32,215.18,2071.0,19
2011-11-04,1796,254,,476.7,-0.3906,215.7,215.31,2071.0,19
2011-11-05,1869,253,,458.1,-0.4084,215.64,215.24,2071.0,19
2011-11-06,1767,259,,447.1,-0.4247,215.6,215.18,2071.0,19
2011-11-07,1741,197,,445.7,-0.2779,215.37,215.09,2071.0,19
2011-11-08,2585,199,,397.1,0.1316,214.87,215.0,2071.0,19
2011-11-09,1932,271,,371.9,0.4917,214.65,215.14,2071.0,19
2011-11-10,2384,262,,427.5,-0.1179,215.22,215.1,2071.0,19
2011-11-11,1846,268,,440.5,-0.5329,215.73,215.19,2071.0,19
2011-11-12,1806,281,,451.9,-0.0493,215.18,215.13,2071.0,19
2011-11-13,2509,262,,469.8,-0.0987,215.15,215.05,2071.0,19
2011-11-14,3454,331,,460.5,-1.4035,216.58,215.18,2071.0,19
2011-11-15,2338,301,,524.7,-1.2121,216.79,215.57,2071.0,19
2011-11-16,2323,234,,520.8,-0.9108,216.56,215.65,2071.0,19
2011-11-17,1605,211,,466.9,-0.0593,215.78,215.72,2071.0,19
2011-11-18,1473,198,,419.6,0.4471,215.14,215.59,2071.0,19
2011-11-19,1493,167,215.0,383.5,0.4177,215.0,215.42,2704.0,20
2011-11-20,1506,206,214.8,339.8,0.5738,214.8,215.37,2704.0,20
2011-11-21,1653,187,213.2,347.8,0.587,213.2,213.79,2704.0,20
2011-11-22,2507,296,,335.5,0.2861,213.2,213.49,2704.0,20
2011-11-23,2177,341,,438.7,-0.2832,213.71,213.43,2704.0,20
2011-11-24,2269,269,,526.2,-0.9108,214.19,213.28,2704.0,20
2011-11-25,2624,277,,496.9,-0.6436,213.8,213.16,2704.0,20
2011-11-26,1667,185,,487.0,-1.1086,214.24,213.13,2704.0,20
2011-11-27,1907,263,,410.6,0.1984,212.64,212.84,2704.0,20
2011-11-28,2024,187,,434.7,-0.0127,212.62,212.61,2704.0,20
2011-11-29,1957,241,212.8,383.4,0.5577,212.8,213.36,2753.0,21
2011-11-30,1641,189,211.8,401.2,-0.0187,211.8,211.78,2753.0,21
2011-12-01,1607,209,,366.5,0.3577,211.11,211.46,2753.0,21
2011-12-02,2002,287,211.4,362.8,0.4481,211.4,211.85,2753.0,21
2011-12-03,1955,256,,440.3,-0.7696,212.4,211.63,2753.0,21
2011-12-04,1515,247,,439.7,-0.3882,211.79,211.41,2753.0,21
2011-12-05,1406,173,,432.4,-0.3577,211.41,211.05,2753.0,21
2011-12-06,1807,241,210.8,371.3,0.504,210.8,211.3,2477.0,22
2011-12-07,1684,245,209.8,396.4,0.3033,209.8,210.1,2477.0,22
2011-12-08,1821,228,,410.6,0.2648,209.61,209.88,2477.0,22
2011-12-09,2325,328,,401.7,-0.102,209.79,209.69,2477.0,22
2011-12-10,1423,208,,498.0,-1.3384,210.98,209.65,2477.0,22
2011-12-11,1774,221,,434.4,-0.4751,209.82,209.34,2477.0,22
2011-12-12,1544,191,,409.4,-0.5794,209.72,209.14,2477.0,22
2011-12-13,1938,234,209.6,372.5,0.2862,209.6,209.89,2826.0,23
2011-12-14,1769,281,,389.7,0.2442,209.39,209.63,2826.0,23
2011-12-15,1669,259,208.2,444.9,-0.0552,208.2,208.14,2826.0,23
2011-12-16,1505,170,,444.5,-0.6225,208.44,207.81,2826.0,23
2011-12-17,1880,305,,375.6,0.0326,207.4,207.44,2826.0,23
2011-12-18,1726,243,207.8,464.0,-0.3451,207.8,207.45,2826.0,23
2011-12-19,1806,279,207.6,442.6,-0.1111,207.6,207.49,2826.0,23
2011-12-20,2368,313,,464.0,-0.7855,207.98,207.2,2826.0,23
2011-12-21,2088,297,,507.6,-0.9566,208.02,207.07,2826.0,23
2011-12-22,1725,204,,508.5,-1.223,208.08,206.86,2826.0,23
2011-12-23,2258,331,,437.1,0.0911,206.45,206.54,2826.0,23
2011-12-24,3777,456,,515.3,-0.7274,207.11,206.38,2826.0,23
2011-12-25,3084,392,,566.1,-1.2336,207.88,206.65,2826.0,23
2011-12-26,1989,254,,586.4,-1.9076,208.63,206.72,2826.0,23
2011-12-27,1524,292,,518.5,-0.6957,207.18,206.48,2826.0,23
2011-12-28,1104,201,207.4,510.4,-0.7386,207.4,206.66,2434.0,24
2011-12-29,1662,200,,435.8,0.3146,205.97,206.28,2434.0,24
2011-12-30,1462,153,206.6,394.0,0.0021,206.6,206.6,2434.0,24
2011-12-31,2466,279,,334.7,0.7665,205.56,206.32,2434.0,24
2012-01-01,2163,189,,420.9,-0.7411,207.07,206.33,2434.0,24
2012-01-02,2104,316,,377.3,0.714,205.54,206.26,2434.0,24
2012-01-03,3278,419,,475.9,-0.2599,206.42,206.16,2434.0,24
2012-01-04,3151,416,,550.4,-2.3299,208.73,206.4,2434.0,24
2012-01-05,1530,233,,580.1,-1.9583,208.57,206.61,2434.0,24
2012-01-06,1740,236,,498.8,-1.7568,208.11,206.35,2434.0,24
2012-01-07,1652,202,,456.4,-0.0004,206.15,206.15,2434.0,24
2012-01-08,2633,318,,406.9,-0.0377,205.97,205.93,2434.0,24
2012-01-09,1884,308,,489.8,-1.1387,207.12,205.98,2434.0,24
2012-01-10,1683,208,206.0,512.7,-0.7134,206.0,205.29,2729.0,25
2012-01-11,2873,390,,442.5,-0.247,205.23,204.99,2729.0,25
2012-01-12,1700,297,,537.0,-1.3886,206.42,205.03,2729.0,25
2012-01-13,1897,249,,524.5,-1.1752,205.91,204.74,2729.0,25
2012-01-14,2062,282,,480.5,-0.2914,204.79,204.5,2729.0,25
2012-01-15,2303,275,,482.3,-0.4205,204.73,204.31,2729.0,25
2012-01-16,2055,290,,477.4,-1.1433,205.33,204.19,2729.0,25
2012-01-17,2170,359,,489.2,-1.7158,205.71,203.99,2729.0,25
2012-01-18,1565,199,205.4,555.7,-1.5666,205.4,203.83,1844.0,26
2012-01-19,1595,216,205.0,459.1,-0.7412,205.0,204.26,1844.0,26
2012-01-20,1393,166,,419.2,0.1097,204.08,204.19,1844.0,26
2012-01-21,1676,244,203.2,358.6,0.0723,203.2,203.27,1844.0,26
2012-01-22,1479,200,,394.4,-0.1121,203.34,203.22,1844.0,26
2012-01-23,1807,273,,371.2,0.0447,203.08,203.12,1844.0,26
2012-01-24,1796,270,,429.3,-0.0777,203.19,203.11,1844.0,26
2012-01-25,1742,170,,449.4,-0.8454,203.94,203.1,1844.0,26
2012-01-26,1660,149,,378.3,0.3174,202.75,203.07,1844.0,26
2012-01-27,2316,312,,323.0,0.3323,202.68,203.01,1844.0,26
2012-01-28,2340,224,,450.1,-0.1004,203.25,203.15,1844.0,26
2012-01-29,1810,253,,420.4,-0.1575,203.45,203.29,1844.0,26
2012-01-30,1426,218,,428.4,-0.0286,203.31,203.28,1844.0,26
2012-01-31,2744,377,,403.8,0.0161,203.15,203.16,1844.0,26
2012-02-01,1505,142,,521.5,-1.1019,204.52,203.42,1844.0,26
2012-02-02,1654,227,,396.4,-0.0341,203.36,203.32,1844.0,26
2012-02-03,1659,175,,393.1,-0.747,204.02,203.27,1844.0,26
2012-02-04,1670,186,,351.2,0.813,202.4,203.22,1844.0,26
2012-02-05,1552,216,,336.7,0.6486,202.52,203.17,1844.0,26
2012-02-06,1783,250,203.0,356.8,0.3641,203.0,203.36,2736.0,27
2012-02-07,1524,218,,399.9,0.2669,202.82,203.09,2736.0,27
2012-02-08,1497,205,,388.1,0.1445,202.6,202.75,2736.0,27
2012-02-09,1566,118,,371.6,0.4154,201.98,202.39,2736.0,27
2012-02-10,2265,263,202.0,295.4,1.3378,202.0,203.34,2736.0,27
2012-02-11,1705,176,,388.7,0.104,203.1,203.2,2736.0,27
2012-02-12,1780,232,,349.5,-0.0897,203.0,202.91,2736.0,27
2012-02-13,1866,288,200.8,378.4,0.5545,200.8,201.35,2482.0,28
2012-02-14,1885,171,200.2,447.6,-0.149,200.2,200.05,2482.0,28
2012-02-15,1685,235,,378.1,0.8555,199.02,199.88,2482.0,28
2012-02-16,1765,294,,393.0,0.5088,199.14,199.65,2482.0,28
2012-02-17,1863,248,,459.6,-0.1637,199.61,199.45,2482.0,28
2012-02-18,1975,341,,444.1,-0.0858,199.36,199.27,2482.0,28
2012-02-19,1769,283,,528.4,-1.2227,200.35,199.13,2482.0,28
2012-02-20,2060,277,,508.9,-0.9852,199.91,198.92,2482.0,28
2012-02-21,1928,245,,493.6,-1.186,199.99,198.8,2482.0,28
2012-02-22,2152,351,,460.5,-0.6488,199.29,198.64,2482.0,28
2012-02-23,1706,256,,544.2,-1.1114,199.66,198.55,2482.0,28
2012-02-24,1795,247,200.0,496.8,-0.5449,200.0,199.46,2450.0,29
2012-02-25,2437,346,,463.8,-0.3618,199.63,199.27,2450.0,29
2012-02-26,2278,324,,541.4,-1.3747,200.64,199.26,2450.0,29
2012-02-27,1825,198,,549.8,-1.626,200.84,199.21,2450.0,29
2012-02-28,1992,277,,455.1,0.1374,198.9,199.04,2450.0,29
2012-02-29,2292,323,,467.0,-0.2753,199.18,198.91,2450.0,29
2012-03-01,2925,274,,519.0,-1.4585,200.32,198.86,2450.0,29
2012-03-02,2355,315,,496.8,-2.6128,201.61,199.0,2450.0,29
2012-03-03,2643,417,,522.7,-1.3515,200.32,198.97,2450.0,29
2012-03-04,2698,367,,569.1,-1.3727,200.4,199.02,2450.0,29
2012-03-05,2942,379,,587.6,-1.5548,200.65,199.09,2450.0,29
2012-03-06,2741,193,,595.1,-2.3225,201.56,199.23,2450.0,29
2012-03-07,1889,251,,476.2,-1.0191,200.34,199.32,2450.0,29
2012-03-08,1920,246,,455.5,-0.687,199.84,199.16,2450.0,29
2012-03-09,1659,239,,440.3,-0.8646,199.87,199.01,2450.0,29
2012-03-10,2063,327,,426.5,-0.0487,198.83,198.78,2450.0,29
2012-03-11,1752,249,199.8,507.0,-1.1314,199.8,198.67,1894.0,30
2012-03-12,1723,209,,470.9,-0.3908,199.02,198.63,1894.0,30
2012-03-13,2117,249,,420.2,-1.1129,199.69,198.58,1894.0,30
2012-03-14,1861,258,,424.2,-0.2423,198.88,198.64,1894.0,30
2012-03-15,2433,369,,435.1,-0.8237,199.46,198.63,1894.0,30
2012-03-16,2013,293,,534.0,-1.8764,200.66,198.79,1894.0,30
2012-03-17,2535,273,199.6,519.7,-0.6441,199.6,198.96,1894.0,30
2012-03-18,2472,273,,496.5,-1.3735,200.51,199.14,1894.0,30
2012-03-19,1862,213,,483.7,-0.5529,199.86,199.3,1894.0,30
2012-03-20,1978,259,,430.3,0.026,199.27,199.29,1894.0,30
2012-03-21,1983,285,,438.5,-0.1418,199.46,199.32,1894.0,30
2012-03-22,1629,223,,468.6,-1.3957,200.74,199.34,1894.0,30
2012-03-23,2071,210,,429.7,-0.5454,199.81,199.27,1894.0,30
2012-03-24,1512,190,,398.4,0.1519,199.17,199.32,1894.0,30
2012-03-25,1516,217,,365.7,-0.1401,199.35,199.21,1894.0,30
2012-03-26,1498,210,,369.5,0.3541,198.75,199.1,1894.0,30
2012-03-27,1676,241,198.8,365.2,0.0524,198.8,198.85,2436.0,31
2012-03-28,1425,237,197.0,394.0,0.2005,197.0,197.2,2436.0,31
2012-03-29,1463,213,,401.4,-0.1458,197.06,196.91,2436.0,31
2012-03-30,1760,189,196.6,385.1,-0.4173,196.6,196.18,2436.0,31
2012-03-31,1467,183,,357.6,0.5036,195.49,195.99,2436.0,31
2012-04-01,2050,257,,337.8,0.5877,195.12,195.71,2436.0,31
2012-04-02,1957,260,,399.5,0.2616,195.34,195.6,2436.0,31
2012-04-03,2138,249,,427.2,-0.2869,195.75,195.47,2436.0,31
2012-04-04,1277,186,,427.1,-0.1921,195.57,195.38,2436.0,31
2012-04-05,1606,212,196.2,378.4,0.7343,196.2,196.93,2446.0,32
2012-04-06,2698,361,,371.6,0.5095,196.18,196.69,2446.0,32
2012-04-07,2550,350,,508.7,-2.0403,198.81,196.77,2446.0,32
2012-04-08,3224,387,,563.5,-1.5816,198.38,196.8,2446.0,32
2012-04-09,1553,202,,585.4,-1.8269,198.85,197.02,2446.0,32
2012-04-10,1963,279,,477.8,-0.7157,197.48,196.76,2446.0,32
2012-04-11,2008,251,,478.1,-0.4751,197.1,196.63,2446.0,32
2012-04-12,2785,317,,456.6,-1.2796,197.78,196.5,2446.0,32
2012-04-13,2393,279,,508.7,-0.8688,197.47,196.6,2446.0,32
2012-04-14,3607,430,,495.0,-0.3195,196.9,196.58,2446.0,32
2012-04-15,1694,194,,558.0,-1.6772,198.59,196.91,2446.0,32
2012-04-16,1663,188,,456.6,-1.0073,197.71,196.7,2446.0,32
