date,calories,carbs_g,observed_weight_lbs,glycogen_g,glycogen_correction_lbs,interpolated_weight_lbs,smoothed_weight_lbs,tdee,window_id
2019-11-03,105,12,211.2,217.0,1.9893,211.2,213.19,835.0,97
2019-11-04,2317,231,210.0,128.6,2.9638,210.0,212.96,835.0,97
2019-11-05,2204,235,211.3,289.0,0.826,211.3,212.13,835.0,97
2019-11-06,2693,257,213.6,357.3,0.5991,213.6,214.2,2998.0,98
2019-11-07,2430,202,215.2,407.3,-0.3045,215.2,214.9,2998.0,98
2019-11-08,2387,197,213.7,379.8,-0.1027,213.7,213.6,2998.0,98
2019-11-09,150,13,214.4,360.9,0.327,214.4,214.73,2998.0,98
2019-11-10,125,12,210.9,208.5,1.8722,210.9,212.77,2998.0,98
2019-11-11,2560,231,208.9,123.9,3.152,208.9,212.05,2998.0,98
2019-11-12,2846,329,211.3,287.2,0.7156,211.3,212.02,2998.0,98
2019-11-13,2239,250,,453.3,-0.2967,212.27,211.97,2998.0,98
2019-11-14,2260,137,212.1,442.2,-0.3451,212.1,211.75,1213.0,99
2019-11-15,2410,229,214.2,348.9,0.941,214.2,215.14,1213.0,99
2019-11-16,77,11,211.0,375.1,0.1377,211.0,211.14,1213.0,99
2019-11-17,120,13,210.2,214.8,2.3569,210.2,212.56,1213.0,99
2019-11-18,2512,264,209.8,128.2,2.8838,209.8,212.68,1213.0,99
2019-11-19,2448,211,211.6,322.8,0.5223,211.6,212.12,1213.0,99
2019-11-20,2294,245,211.6,346.2,0.9191,211.6,212.52,1213.0,99
2019-11-21,2265,276,212.6,390.5,0.1924,212.6,212.79,3596.0,100
2019-11-22,2230,218,212.1,440.1,-0.345,212.1,211.76,3596.0,100
2019-11-23,40,8,213.3,410.2,0.3185,213.3,213.62,3596.0,100
2019-11-24,75,9,209.0,231.8,2.0839,209.0,211.08,3596.0,100
2019-11-25,2214,254,208.3,134.4,2.7055,208.3,211.01,3596.0,100
2019-11-26,2632,278,209.7,315.0,0.929,209.7,210.63,3596.0,100
2019-11-27,2460,274,210.4,412.0,0.0706,210.4,210.47,3596.0,100
2019-11-28,3218,319,209.3,446.6,-0.295,209.3,209.01,765.0,101
2019-11-29,2357,219,211.2,506.8,-0.961,211.2,210.24,765.0,101
2019-11-30,2467,259,211.0,447.7,-0.3525,211.0,210.65,765.0,101
2019-12-01,2963,319,210.8,446.0,-0.0209,210.8,210.78,765.0,101
2019-12-02,2679,232,210.0,506.5,-0.7954,210.0,209.2,765.0,101
2019-12-03,2590,258,211.1,457.6,0.1311,211.1,211.23,765.0,101
2019-12-04,2119,292,213.8,450.7,-0.4134,213.8,213.39,765.0,101
2019-12-05,1968,169,213.1,480.6,-0.3705,213.1,212.73,2060.0,102
2019-12-06,3189,420,211.5,394.7,-0.0368,211.5,211.46,2060.0,102
2019-12-07,2317,262,,517.9,-1.2049,212.99,211.79,2060.0,102
2019-12-08,2253,138,,487.0,-0.4758,212.33,211.86,2060.0,102
2019-12-09,1962,200,213.1,374.3,0.5907,213.1,213.69,2060.0,102
2019-12-10,2677,326,,360.1,0.2681,213.39,213.66,2060.0,102
2019-12-11,1920,139,,479.4,-0.7798,214.62,213.84,2060.0,102
2019-12-12,1657,166,,370.9,0.1808,213.62,213.8,2060.0,102
2019-12-13,1790,184,,332.0,0.8113,212.87,213.68,2060.0,102
2019-12-14,2244,227,212.2,324.6,0.8695,212.2,213.07,832.0,103
2019-12-15,1867,256,212.1,363.3,0.4237,212.1,212.52,832.0,103
2019-12-16,1987,208,211.3,408.6,0.1854,211.3,211.49,832.0,103
2019-12-17,2130,200,212.3,385.2,0.1796,212.3,212.48,832.0,103
2019-12-18,2085,189,,366.2,0.6588,212.19,212.85,832.0,103
2019-12-19,2252,228,,347.2,1.0879,212.12,213.21,832.0,103
2019-12-20,2453,239,,373.4,0.2709,213.34,213.61,832.0,103
2019-12-21,2392,195,215.6,395.2,0.0961,215.6,215.7,2690.0,104
2019-12-22,3355,415,,367.8,0.4812,215.13,215.61,2690.0,104
2019-12-23,2632,263,213.6,507.1,-0.9305,213.6,212.67,2690.0,104
2019-12-24,2450,277,,481.8,-0.5483,213.2,212.65,2690.0,104
2019-12-25,1930,237,212.9,478.7,-0.557,212.9,212.34,2690.0,104
2019-12-26,3235,353,,446.1,0.0137,212.11,212.13,2690.0,104
2019-12-27,3178,435,,538.4,-1.5602,213.84,212.28,2690.0,104
2019-12-28,2813,383,,575.4,-1.6516,214.07,212.42,2690.0,104
2019-12-29,2885,422,,590.2,-2.0624,214.52,212.46,2690.0,104
2019-12-30,2762,311,,596.1,-1.7449,214.26,212.51,2690.0,104
2019-12-31,4118,425,,567.7,-1.4466,213.98,212.53,2690.0,104
2020-01-01,2560,238,,587.1,-1.8114,214.75,212.94,2690.0,104
2020-01-02,2901,368,,506.5,-1.0496,213.95,212.9,2690.0,104
2020-01-03,2735,263,,562.6,-1.9604,214.92,212.96,2690.0,104
2020-01-04,3441,437,,512.3,-1.5899,214.57,212.98,2690.0,104
2020-01-05,2839,236,,564.9,-2.2872,215.48,213.19,2690.0,104
2020-01-06,2719,247,,492.8,-1.3125,214.55,213.23,2690.0,104
2020-01-07,106,12,,461.6,-0.6722,213.91,213.24,2690.0,104
2020-01-08,2345,191,,263.1,2.1647,210.34,212.5,2690.0,104
2020-01-09,96,17,,301.7,0.2209,212.19,212.41,2690.0,104
2020-01-10,3361,400,212.3,179.1,2.738,212.3,215.04,447.0,105
2020-01-11,2794,273,,431.6,-0.1538,216.02,215.87,447.0,105
2020-01-12,3378,375,,453.4,-0.4678,217.01,216.54,447.0,105
2020-01-13,2437,173,,541.4,-1.0971,218.48,217.38,447.0,105
2020-01-14,2219,231,,431.2,-0.0602,218.01,217.95,447.0,105
2020-01-15,2461,285,,415.4,0.1047,218.35,218.45,447.0,105
2020-01-16,118,7,,459.3,-0.1971,219.23,219.03,447.0,105
2020-01-17,2859,315,216.7,258.0,2.2352,216.7,218.94,2956.0,106
2020-01-18,2825,250,,427.2,-0.6491,219.56,218.91,2956.0,106
2020-01-19,3322,410,,428.0,-0.1701,219.04,218.87,2956.0,106
2020-01-20,1952,150,,531.2,-1.5885,220.56,218.97,2956.0,106
2020-01-21,3028,289,,407.9,0.3901,218.3,218.69,2956.0,106
2020-01-22,1730,188,,460.4,-0.6792,219.39,218.71,2956.0,106
2020-01-23,1779,157,,398.3,0.2035,218.15,218.36,2956.0,106
2020-01-24,1772,160,,340.2,0.6285,217.39,218.02,2956.0,106
2020-01-25,3311,331,,310.5,1.1812,216.5,217.68,2956.0,106
2020-01-26,1519,151,,464.7,-0.6138,218.4,217.78,2956.0,106
2020-01-27,1325,97,,372.1,0.2317,217.14,217.37,2956.0,106
2020-01-28,1603,168,,279.5,1.4599,215.45,216.91,2956.0,106
2020-01-29,1422,147,,284.6,1.1987,215.32,216.52,2956.0,106
2020-01-30,1562,141,214.7,269.9,1.3817,214.7,216.08,1912.0,107
2020-01-31,1669,157,214.3,257.2,1.4036,214.3,215.7,1912.0,107
2020-02-01,1988,191,213.7,264.4,1.4786,213.7,215.18,1912.0,107
2020-02-02,2202,202,,302.2,1.1584,214.04,215.2,1912.0,107
2020-02-03,1586,207,,328.7,0.6942,214.59,215.28,1912.0,107
2020-02-04,1883,182,213.2,344.4,1.2309,213.2,214.43,1912.0,107
2020-02-05,1251,142,214.6,329.8,0.5224,214.6,215.12,1912.0,107
2020-02-06,1602,195,214.2,290.9,1.5269,214.2,215.73,3060.0,108
2020-02-07,1724,196,212.3,316.9,1.165,212.3,213.46,3060.0,108
2020-02-08,1951,166,213.3,328.4,0.9487,213.3,214.25,3060.0,108
2020-02-09,2702,261,214.7,308.7,1.0847,214.7,215.78,3060.0,108
2020-02-10,1563,250,,391.9,-0.0137,215.7,215.68,3060.0,108
2020-02-11,2505,280,,413.9,0.4146,214.84,215.25,3060.0,108
2020-02-12,2030,228,,453.6,-0.2636,215.36,215.1,3060.0,108
2020-02-13,2874,259,213.6,425.3,0.0287,213.6,213.63,2314.0,109
2020-02-14,1538,176,,436.5,-0.352,214.14,213.79,2315.0,109
2020-02-15,2739,297,,375.9,0.3295,213.24,213.57,2314.0,109
2020-02-16,2194,244,,455.8,-0.5767,214.26,213.69,2314.0,109
2020-02-17,2088,206,,438.9,-0.1598,213.81,213.65,2314.0,109
2020-02-18,1681,212,,400.3,0.2158,213.37,213.59,2314.0,109
2020-02-19,2686,342,,383.7,0.7231,212.69,213.41,2313.0,109
2020-02-20,2760,301,,505.3,-0.8182,214.33,213.52,2314.0,109
2020-02-21,2595,392,,511.7,-0.6755,214.32,213.64,2315.0,109
2020-02-22,2984,249,,564.7,-2.2545,215.98,213.72,2315.0,109
2020-02-23,2601,306,,502.7,-0.9048,214.82,213.91,2317.0,109
2020-02-24,1640,217,,515.8,-0.8185,214.81,213.99,2317.0,109
2020-02-25,1765,191,,451.1,-0.1995,214.0,213.8,2316.0,109
2020-02-26,1702,208,,395.4,0.3392,213.3,213.64,2315.0,109
2020-02-27,2881,364,,378.0,0.6696,212.8,213.47,2314.0,109
2020-02-28,2428,265,,511.2,-0.988,214.62,213.63,2315.0,109
2020-02-29,2050,258,,485.6,-0.6551,214.32,213.66,2315.0,109
2020-03-01,2212,232,,466.1,-0.5709,214.16,213.59,2315.0,109
2020-03-02,1784,217,,435.3,-0.5422,214.1,213.56,2315.0,109
2020-03-03,2396,227,,406.8,0.3747,213.03,213.41,2314.0,109
2020-03-04,2210,211,,398.9,0.0474,213.38,213.43,2314.0,109
2020-03-05,3265,314,,382.1,0.2285,213.17,213.4,2314.0,109
2020-03-06,1411,139,,475.8,-1.4278,215.1,213.67,2316.0,109
2020-03-07,1500,125,,368.9,0.7404,212.67,213.41,2314.0,109
2020-03-08,1587,135,,299.3,1.1837,212.0,213.18,2313.0,109
2020-03-09,1839,196,,268.8,1.3281,211.64,212.97,2312.0,109
2020-03-10,1766,202,,309.1,0.9841,211.85,212.84,2311.0,109
2020-03-11,2703,327,,331.4,1.188,211.49,212.68,2309.0,109
2020-03-12,2267,319,,468.9,-0.7076,213.5,212.79,2311.0,109
2020-03-13,1695,183,,515.7,-0.856,213.64,212.78,2311.0,109
2020-03-14,2203,211,,424.8,0.1602,212.45,212.61,2309.0,109
2020-03-15,1329,103,,396.4,0.4156,212.16,212.58,2308.0,109
2020-03-16,1419,112,,297.5,1.4101,210.89,212.3,2307.0,109
2020-03-17,1467,214,,250.0,1.7366,210.31,212.04,2305.0,109
2020-03-18,1580,117,,320.1,1.0494,210.75,211.8,2304.0,109
2020-03-19,1580,165,,266.3,1.6561,209.94,211.6,2301.0,109
2020-03-20,1532,133,,276.2,1.5488,209.84,211.39,2300.0,109
2020-03-21,2002,222,,254.5,1.6488,209.52,211.17,2299.0,109
2020-03-22,2391,312,,330.2,0.8166,210.27,211.09,2298.0,109
2020-03-23,2443,300,,453.0,-0.2692,211.38,211.11,2299.0,109
2020-03-24,1665,130,,489.8,-0.5645,211.72,211.15,2299.0,109
2020-03-25,2370,264,,369.7,0.7119,210.26,210.97,2298.0,109
2020-03-26,1739,214,,419.4,0.031,210.96,210.99,2298.0,109
2020-03-27,2528,233,,395.8,0.0362,210.8,210.83,2297.0,109
2020-03-28,2108,214,,398.0,0.0335,210.87,210.9,2298.0,109
2020-03-29,2223,195,,384.0,0.5149,210.33,210.85,2297.0,109
2020-03-30,1623,163,,361.6,0.8518,209.97,210.82,2297.0,109
2020-03-31,1585,176,,324.6,1.0672,209.56,210.63,2296.0,109
2020-04-01,1506,123,,314.3,0.9821,209.45,210.43,2294.0,109
2020-04-02,1626,170,,267.8,1.4982,208.71,210.2,2292.0,109
2020-04-03,1522,108,,282.0,1.3136,208.7,210.01,2291.0,109
2020-04-04,1456,154,,238.4,1.8448,207.95,209.79,2290.0,109
2020-04-05,1701,150,,253.8,1.6502,207.9,209.56,2287.0,109
2020-04-06,1711,162,,255.8,1.53,207.86,209.39,2286.0,109
2020-04-07,1747,123,,268.9,1.2445,207.98,209.22,2285.0,109
2020-04-08,1419,111,,242.8,1.6958,207.37,209.07,2285.0,109
2020-04-09,1655,141,,219.2,2.2492,206.57,208.82,2283.0,109
2020-04-10,1532,150,,232.7,1.3691,207.27,208.64,2282.0,109
2020-04-11,2034,137,,247.4,1.844,206.58,208.43,2281.0,109
2020-04-12,2179,304,,241.7,1.6881,206.67,208.36,2279.0,109
2020-04-13,2050,244,,409.4,-0.6447,208.97,208.33,2279.0,109
2020-04-14,1645,186,208.9,414.7,-0.6363,208.9,208.26,2283.0,110
2020-04-15,1676,212,208.8,371.6,0.2391,208.8,209.04,2283.0,110
2020-04-16,1665,174,,367.9,0.4866,208.38,208.87,2283.0,110
2020-04-17,1683,206,,336.6,0.9348,207.75,208.69,2283.0,110
2020-04-18,2053,227,207.8,346.5,0.4404,207.8,208.24,2283.0,110
2020-04-19,2075,231,208.2,372.1,0.0337,208.2,208.23,2283.0,110
2020-04-20,1740,194,207.8,386.4,-0.0703,207.8,207.73,2283.0,110
2020-04-21,1660,176,,362.2,0.5589,207.02,207.57,2283.0,110
2020-04-22,1819,173,,335.0,0.2865,207.11,207.4,2283.0,110
2020-04-23,1740,171,205.9,317.7,1.0684,205.9,206.97,1781.0,111
2020-04-24,1590,203,,306.6,1.0038,205.95,206.96,1781.0,111
2020-04-25,2615,319,,331.5,0.6539,206.25,206.9,1781.0,111
2020-04-26,2838,341,,460.7,-0.9175,208.06,207.14,1781.0,111
2020-04-27,1794,162,208.1,535.0,-1.0635,208.1,207.04,1781.0,111
2020-04-28,1720,221,208.7,419.2,-0.1808,208.7,208.52,1781.0,111
2020-04-29,1595,144,208.0,401.1,-0.2398,208.0,207.76,1781.0,111
2020-04-30,1820,160,,331.7,1.0045,206.7,207.71,1781.0,111
2020-05-01,1712,178,206.2,305.8,1.1869,206.2,207.39,1736.0,112
2020-05-02,2778,276,,305.5,0.9539,206.43,207.38,1736.0,112
2020-05-03,2317,209,,406.1,-0.61,208.29,207.68,1736.0,112
2020-05-04,1661,217,208.6,384.6,-0.2436,208.6,208.36,1736.0,112
2020-05-05,1754,217,206.5,378.9,0.3311,206.5,206.83,1736.0,112
2020-05-06,1559,171,206.2,375.8,0.3483,206.2,206.55,1736.0,112
2020-05-07,1779,175,206.0,338.6,0.8836,206.0,206.88,1736.0,112
2020-05-08,1731,192,,321.2,0.6484,206.25,206.9,1736.0,112
2020-05-09,2274,244,206.7,326.0,1.088,206.7,207.79,1993.0,113
2020-05-10,2504,266,206.9,381.4,0.5426,206.9,207.44,1993.0,113
2020-05-11,2763,352,207.0,426.1,-0.0428,207.0,206.96,1993.0,113
2020-05-12,3013,370,209.9,530.5,-1.3734,209.9,208.53,1993.0,113
2020-05-13,3611,442,,572.2,-1.0132,209.83,208.82,1993.0,113
2020-05-14,2917,368,,588.9,-1.7661,211.05,209.28,1993.0,113
2020-05-15,2270,209,,595.5,-1.5709,211.12,209.54,1993.0,113
2020-05-16,2134,222,,488.8,-0.8022,210.43,209.62,1993.0,113
2020-05-17,2970,361,,440.1,-0.2254,209.89,209.66,1993.0,113
2020-05-18,2498,297,,536.0,-1.2321,211.18,209.94,1993.0,113
2020-05-19,3225,326,,523.9,-1.0308,211.12,210.09,1993.0,113
2020-05-20,2590,315,,544.9,-1.2426,211.68,210.44,1993.0,113
2020-05-21,2515,287,,542.7,-1.0984,211.71,210.61,1993.0,113
2020-05-22,2415,211,,519.9,-1.5156,212.28,210.76,1993.0,113
2020-05-23,2029,209,,448.7,-0.1889,211.07,210.88,1993.0,113
2020-05-24,2154,216,,408.0,0.0178,210.87,210.89,1993.0,113
2020-05-25,2273,189,,391.0,0.4243,210.51,210.94,1993.0,113
2020-05-26,2148,212,,360.9,0.4539,210.56,211.02,1993.0,113
2020-05-27,2510,178,,362.4,0.4671,210.59,211.06,1993.0,113
2020-05-28,2223,183,,336.6,0.5989,210.61,211.21,1993.0,113
2020-05-29,2553,211,,326.3,0.6908,210.58,211.28,1993.0,113
2020-05-30,2682,239,,347.6,1.0042,210.43,211.44,1993.0,113
2020-05-31,2561,240,,384.9,0.15,211.48,211.63,1993.0,113
2020-06-01,2240,234,,400.8,0.0736,211.72,211.79,1993.0,113
2020-06-02,1704,149,,401.0,-0.1397,212.01,211.87,1993.0,113
2020-06-03,2191,158,,335.5,0.9234,210.86,211.78,1993.0,113
2020-06-04,2364,300,210.2,306.4,1.3479,210.2,211.55,1953.0,114
2020-06-05,4767,492,,431.1,-0.2314,211.9,211.67,1953.0,114
2020-06-06,1698,196,,532.5,-1.8293,214.3,212.47,1953.0,114
2020-06-07,2025,183,,444.0,-0.501,212.9,212.4,1953.0,114
2020-06-08,1783,194,,385.4,0.4185,212.0,212.42,1953.0,114
2020-06-09,1894,206,,361.6,0.3627,212.01,212.37,1953.0,114
2020-06-10,1795,193,,357.8,0.8292,211.52,212.35,1953.0,114
2020-06-11,2358,274,211.5,345.7,0.8072,211.5,212.31,2205.0,115
2020-06-12,1855,248,,420.1,-0.3501,212.7,212.35,2205.0,115
2020-06-13,1970,232,,423.1,-0.1986,212.45,212.25,2205.0,115
2020-06-14,2031,149,212.9,411.7,0.0043,212.9,212.9,2205.0,115
2020-06-15,2061,272,212.6,341.4,0.8716,212.6,213.47,2205.0,115
2020-06-16,1947,254,,416.3,-0.5328,213.96,213.43,2205.0,115
2020-06-17,2569,246,,427.8,0.1896,213.17,213.36,2205.0,115
2020-06-18,2137,192,,425.1,0.0331,213.43,213.46,2205.0,115
2020-06-19,2370,221,,381.9,0.5238,212.92,213.44,2205.0,115
2020-06-20,2090,122,,380.5,0.8725,212.62,213.49,2205.0,115
2020-06-21,1970,202,,303.4,1.0864,212.37,213.46,2205.0,115
2020-06-22,2012,184,211.6,329.1,0.4515,211.6,212.05,2146.0,116
2020-06-23,2140,228,,323.0,0.5485,211.46,212.01,2146.0,116
2020-06-24,1966,194,,363.7,0.4467,211.56,212.01,2146.0,116
2020-06-25,1938,178,,349.7,0.7277,211.23,211.96,2146.0,116
2020-06-26,2271,225,211.2,329.6,0.7749,211.2,211.97,2146.0,116
2020-06-27,1999,196,,363.3,0.5997,211.41,212.01,2146.0,116
2020-06-28,1972,211,,351.0,0.6933,211.28,211.97,2146.0,116
2020-06-29,2077,204,211.1,357.4,0.7452,211.1,211.85,2616.0,117
2020-06-30,2218,204,211.0,354.0,0.0691,211.0,211.07,2616.0,117
2020-07-01,2831,272,,352.0,0.8011,210.15,210.96,2616.0,117
2020-07-02,2290,256,,420.6,-0.5257,211.54,211.02,2616.0,117
2020-07-03,2104,210,,431.6,-0.2477,211.17,210.92,2616.0,117
2020-07-04,2534,222,,399.4,-0.0855,210.86,210.78,2616.0,117
2020-07-05,2703,342,,390.9,0.2797,210.47,210.75,2616.0,117
2020-07-06,2147,213,,508.1,-1.1147,211.89,210.78,2616.0,117
2020-07-07,2153,194,211.6,443.8,-0.3328,211.6,211.27,1689.0,118
2020-07-08,2126,235,,393.7,0.3993,211.0,211.4,1689.0,118
2020-07-09,1912,210,,399.2,-0.015,211.54,211.52,1689.0,118
2020-07-10,2091,171,,381.6,0.6875,210.9,211.59,1689.0,118
2020-07-11,2253,220,,341.8,0.2548,211.45,211.7,1689.0,118
2020-07-12,2173,270,212.1,363.0,0.6578,212.1,212.76,1689.0,118
2020-07-13,2243,327,,422.9,0.052,212.84,212.9,1689.0,118
2020-07-14,2103,254,,505.5,-0.8243,213.88,213.05,1689.0,118
2020-07-15,2168,215,,474.0,-0.5897,213.76,213.17,1689.0,118
2020-07-16,1953,193,212.7,426.5,-0.2842,212.7,212.42,2693.0,119
2020-07-17,2017,198,,383.5,0.6094,211.59,212.2,2693.0,119
2020-07-18,2292,222,,363.7,0.4635,211.55,212.01,2693.0,119
2020-07-19,2283,243,,373.8,0.8234,211.07,211.9,2693.0,119
2020-07-20,2011,192,,399.5,0.4235,211.36,211.78,2693.0,119
2020-07-21,2109,270,,367.8,0.3674,211.22,211.58,2693.0,119
2020-07-22,2047,213,211.3,424.8,0.0278,211.3,211.33,2693.0,119
2020-07-23,2044,188,211.0,398.0,0.2332,211.0,211.23,2233.0,120
2020-07-24,2120,122,,363.9,0.6092,210.57,211.18,2233.0,120
2020-07-25,2125,231,,294.3,1.1616,209.99,211.15,2233.0,120
2020-07-26,2005,196,,355.3,0.2954,210.82,211.12,2233.0,120
2020-07-27,2135,140,209.5,346.6,0.7749,209.5,210.27,2233.0,120
2020-07-28,2160,212,210.8,298.6,0.7372,210.8,211.54,2233.0,120
2020-07-29,2060,186,210.4,337.5,0.8861,210.4,211.29,2233.0,120
2020-07-30,2303,195,210.0,329.1,0.9532,210.0,210.95,2489.0,121
2020-07-31,1997,230,211.0,332.2,0.3781,211.0,211.38,2489.0,121
2020-08-01,2073,208,210.0,369.5,0.4736,210.0,210.47,2489.0,121
2020-08-02,2205,235,210.1,363.7,0.1329,210.1,210.23,2489.0,121
2020-08-03,1848,174,209.8,387.2,0.2258,209.8,210.03,2489.0,121
2020-08-04,2020,190,,347.2,0.8849,208.96,209.84,2489.0,121
2020-08-05,2073,227,209.7,337.5,0.7154,209.7,210.42,2489.0,121
2020-08-06,2080,248,210.1,368.5,0.024,210.1,210.12,2053.0,122
2020-08-07,2032,220,,402.5,-0.2778,210.41,210.13,2053.0,122
2020-08-08,2168,200,,391.1,-0.1773,210.3,210.13,2053.0,122
2020-08-09,2229,260,,369.4,0.0294,210.13,210.16,2053.0,122
2020-08-10,1972,205,209.9,415.2,-0.1372,209.9,209.76,2053.0,122
2020-08-11,2106,189,209.8,386.5,0.4752,209.8,210.28,2053.0,122
2020-08-12,2176,237,,358.4,0.2948,210.0,210.29,2053.0,122
2020-08-13,2253,257,,387.1,0.3235,210.0,210.33,2053.0,122
2020-08-14,2010,250,,419.2,-0.0499,210.43,210.38,2053.0,122
2020-08-15,2108,232,210.3,424.8,-0.0188,210.3,210.28,2501.0,123
2020-08-16,2137,181,211.1,412.6,-0.6327,211.1,210.47,2501.0,123
2020-08-17,1799,192,210.9,366.6,0.4739,210.9,211.37,2501.0,123
2020-08-18,1940,226,209.2,349.7,0.7235,209.2,209.92,2501.0,123
2020-08-19,2079,183,209.4,372.3,0.1556,209.4,209.56,2501.0,123
2020-08-20,1956,206,209.2,346.0,0.6619,209.2,209.86,2501.0,123
2020-08-21,1916,193,208.8,350.3,0.6014,208.8,209.4,2501.0,123
2020-08-22,1950,182,208.9,341.5,0.3613,208.9,209.26,2268.0,124
2020-08-23,2117,183,,328.2,0.8829,208.29,209.17,2268.0,124
2020-08-24,1985,276,208.7,321.7,0.7459,208.7,209.45,2268.0,124
2020-08-25,2285,286,209.1,412.6,-0.35,209.1,208.75,2268.0,124
2020-08-26,2198,259,,459.2,-0.5044,209.26,208.75,2268.0,124
2020-08-27,2165,218,207.0,452.4,-1.1821,207.0,205.82,2268.0,124
2020-08-28,2070,189,,417.0,0.4329,205.36,205.79,2268.0,124
2020-08-29,2186,236,208.3,375.1,0.645,208.3,208.95,1688.0,125
2020-08-30,2000,267,209.0,392.8,-0.0715,209.0,208.93,1688.0,125
2020-08-31,2175,247,208.7,431.7,0.0476,208.7,208.75,1688.0,125
2020-09-01,2280,269,207.8,428.0,-0.0475,207.8,207.75,1688.0,125
2020-09-02,2185,224,209.2,447.9,-0.1304,209.2,209.07,1688.0,125
2020-09-03,2275,169,,419.1,-0.0497,209.26,209.21,1688.0,125
2020-09-04,2170,218,209.9,360.9,0.4534,209.9,210.35,1688.0,125
2020-09-05,2270,252,209.3,368.6,0.6325,209.3,209.93,2122.0,126
2020-09-06,2117,216,,406.6,0.3779,209.6,209.97,2122.0,126
2020-09-07,2534,265,211.0,390.3,0.1565,211.0,211.16,2122.0,126
2020-09-08,2591,337,,428.7,-0.1696,211.44,211.27,2122.0,126
2020-09-09,2284,248,,518.1,-0.8384,212.25,211.41,2122.0,126
2020-09-10,2137,228,,476.3,-0.4293,211.88,211.45,2122.0,126
2020-09-11,2833,286,,437.8,-0.5008,211.96,211.46,2122.0,126
2020-09-12,2027,248,,469.3,-0.6829,212.35,211.66,2122.0,126
2020-09-13,1915,207,,449.4,-0.3991,212.03,211.64,2122.0,126
2020-09-14,2143,256,,406.9,0.3806,211.2,211.58,2122.0,126
2020-09-15,1787,196,,426.1,-0.0211,211.6,211.58,2122.0,126
2020-09-16,2310,266,,385.5,0.5232,210.96,211.49,2122.0,126
2020-09-17,3228,361,210.3,427.8,0.058,210.3,210.36,2140.0,127
2020-09-18,2418,244,,531.1,-1.4747,212.14,210.67,2140.0,127
2020-09-19,2345,239,,480.3,-0.6435,211.39,210.75,2140.0,127
2020-09-20,2045,245,,448.6,-0.2867,211.09,210.81,2140.0,127
2020-09-21,2178,161,212.7,435.7,0.0319,212.7,212.73,2140.0,127
2020-09-22,2012,179,,363.8,0.2279,212.51,212.74,2140.0,127
2020-09-23,2027,238,,338.2,0.5447,212.16,212.71,2140.0,127
2020-09-24,2263,222,,380.1,0.1294,212.54,212.67,2140.0,127
2020-09-25,2187,203,,380.4,0.3731,212.34,212.71,2140.0,127
2020-09-26,1928,197,,365.8,0.6063,212.12,212.72,2140.0,127
2020-09-27,2075,264,,353.2,0.3701,212.29,212.66,2140.0,127
2020-09-28,2322,251,,412.8,0.3889,212.25,212.64,2140.0,127
2020-09-29,2165,183,,423.3,0.3522,212.34,212.69,2140.0,127
2020-09-30,2257,275,,374.0,0.2609,212.44,212.7,2140.0,127
2020-10-01,1969,251,,432.5,-0.2838,213.02,212.74,2140.0,127
2020-10-02,2670,232,,431.5,0.1262,212.56,212.69,2140.0,127
2020-10-03,2247,275,,416.3,0.3586,212.48,212.84,2140.0,127
2020-10-04,2813,272,,449.4,-0.2392,213.11,212.87,2140.0,127
2020-10-05,2017,271,,459.5,-0.6083,213.67,213.06,2140.0,127
2020-10-06,1950,155,,462.6,-0.2369,213.26,213.03,2140.0,127
2020-10-07,2448,239,,374.0,0.7239,212.25,212.97,2140.0,127
2020-10-08,2090,218,,395.4,0.0272,213.03,213.06,2140.0,127
2020-10-09,2281,159,,385.7,0.4271,212.62,213.04,2140.0,127
2020-10-10,2095,205,,334.8,1.0756,212.01,213.08,2140.0,127
2020-10-11,2099,200,,344.8,0.9008,212.17,213.07,2140.0,127
2020-10-12,2029,261,210.3,343.9,0.8075,210.3,211.11,2532.0,128
2020-10-13,1973,259,209.2,406.0,0.1104,209.2,209.31,2532.0,128
2020-10-14,2099,137,,428.8,-0.0897,209.24,209.15,2532.0,128
2020-10-15,2509,274,,341.5,0.6503,208.38,209.03,2532.0,128
2020-10-16,2119,217,210.8,418.4,-0.0574,210.8,210.74,2532.0,128
2020-10-17,1944,134,,397.5,0.1941,210.43,210.62,2532.0,128
2020-10-18,2320,258,,322.0,1.0308,209.43,210.46,2532.0,128
2020-10-19,1801,156,210.3,394.2,0.0264,210.3,210.33,2155.0,129
2020-10-20,2648,218,210.1,337.1,1.1306,210.1,211.23,2155.0,129
2020-10-21,2415,235,,359.1,0.4631,210.91,211.37,2155.0,129
2020-10-22,3303,285,,385.3,0.0476,211.4,211.45,2155.0,129
2020-10-23,2126,212,,447.3,-0.3525,212.13,211.77,2155.0,129
2020-10-24,2172,236,,409.5,0.4189,211.35,211.77,2155.0,129
2020-10-25,2121,286,,407.3,-0.6249,212.4,211.77,2155.0,129
2020-10-26,2074,216,,457.1,-0.748,212.51,211.76,2155.0,129
2020-10-27,2080,236,,418.0,0.3402,211.4,211.74,2155.0,129
2020-10-28,2583,326,,412.0,0.0924,211.62,211.72,2155.0,129
2020-10-29,1944,196,,500.1,-0.7604,212.6,211.84,2155.0,129
2020-10-30,2218,252,,426.3,0.0246,211.75,211.78,2155.0,129
2020-10-31,2200,242,,429.7,-0.1258,211.92,211.8,2155.0,129
