sp_params,baseline,m0,a,b,c,rmse,corr,mean_m,frac_high,frac_low,score,trial_mean_abs_err,SURMOUNT-4_mid,STEP-1 extension_mid,STEP-4_mid
"tol=2.5,hold=7,rate=0.001",0,0.3,0.002,0.001,100,2072.1319021724676,-0.13346897119412993,0.9046025262311179,0.8794428434197886,0.06724303554274735,-2.9936785478162036,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.0,0.002,0.002,0,2072.6626361295166,-0.13483470947146003,0.9059690585426299,0.8895292987512008,0.07780979827089338,-2.994209678790344,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.1,0.002,0.002,0,2072.6626361295166,-0.13483470947146003,0.9060170892823032,0.8895292987512008,0.07780979827089338,-2.9942336941601804,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.2,0.002,0.002,0,2072.6626361295166,-0.13483470947146003,0.9060651200219766,0.8895292987512008,0.07732949087415947,-2.994257709530017,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.3,0.002,0.002,0,2072.6626361295166,-0.13483470947146003,0.90611315076165,0.8895292987512008,0.07732949087415947,-2.994281724899854,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.0,0.001,0.0005,100,2071.6342713418367,-0.13006936140659603,0.9050994412653536,0.8655139289145053,0.05523535062439962,-2.9951291793964576,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.1,0.001,0.0005,100,2071.634275331281,-0.13006937382110137,0.9051479853626013,0.8655139289145053,0.05523535062439962,-2.995153449227274,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.2,0.001,0.0005,100,2071.6342793207778,-0.130069386235594,0.9051965294598491,0.8655139289145053,0.05475504322766571,-2.9951777190581472,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.3,0.001,0.0005,100,2071.634283310327,-0.13006939865007375,0.9052450735570967,0.8655139289145053,0.05475504322766571,-2.9952019888890806,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.0,0.005,0.002,50,2072.373161108124,-0.13453358138239263,0.9084452289609788,0.8948126801152738,0.0787704130643612,-2.9953088530226593,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.1,0.005,0.002,50,2072.373161108124,-0.13453358138239263,0.9084932597006522,0.8948126801152738,0.0787704130643612,-2.995332868392496,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.2,0.005,0.002,50,2072.373161108124,-0.13453358138239263,0.9085412904403256,0.8948126801152738,0.07829010566762729,-2.995356883762333,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.3,0.005,0.002,50,2072.373161108124,-0.13453358138239263,0.908589321179999,0.8948126801152738,0.07829010566762729,-2.9953808991321695,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.0,0.002,0.0005,200,2071.6117143125375,-0.13047750732319174,0.9061520201472559,0.8736791546589817,0.060038424591738714,-2.995428838849812,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
"tol=2.5,hold=7,rate=0.001",0,0.1,0.002,0.0005,200,2071.6117143125375,-0.13047750732319174,0.9062000508869295,0.8736791546589817,0.060038424591738714,-2.9954528542196486,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
