date,fm,surplus,sp,pressure,suppression,expression_day
2015-11-12,45.03,455.0,45.43525007096615,22.2887539031381,0.0,1
2015-11-13,45.16,-363.0,45.434974820895185,15.12361514923537,378.1236151492354,0
2015-11-14,45.06,-478.0,45.43459984607429,20.60299153408593,498.60299153408596,0
2015-11-15,44.92,-389.0,45.434085246228214,28.274688542551694,417.2746885425517,0
2015-11-16,44.81,-366.0,45.433461160981985,34.29036385400902,400.290363854009,0
2015-11-17,44.71,-98.0,45.432737699821004,39.75057349015518,137.75057349015518,0
2015-11-18,44.69,-242.0,45.43199496212118,40.80972291666505,282.80972291666507,0
2015-11-19,44.62,-246.0,45.43118296715906,44.61506319374845,290.6150631937484,0
2015-11-20,44.55,-40.0,45.430301784191904,48.416598130554895,88.41659813055489,0
2015-11-21,44.54,-232.0,45.429411482407716,48.9176315324244,280.9176315324244,0
2015-11-22,44.48,-63.0,45.428462070925306,52.16541390089201,115.16541390089202,0
2015-11-23,44.46,-166.0,45.427493608854384,53.21214848699107,219.21214848699105,0
2015-11-24,44.42,372.0,45.42648611524553,55.35673633850411,0.0,0
2015-11-25,44.53,1433.0,45.425589629130286,49.25742960216567,0.0,0
2015-11-26,44.94,1195.0,45.42510403950116,26.68072217256377,0.0,1
2015-11-27,45.29,969.0,45.424968935461656,7.423291450391147,0.0,1
2015-11-28,45.57,113.0,45.4251139665262,-7.96873184105916,0.0,1
2015-11-29,45.6,1314.0,45.425288852559675,-9.60911310921798,0.0,1
2015-11-30,45.98,134.0,45.42584356370711,-30.47860399610869,0.0,1
2015-12-01,46.02,62.0,45.426437720143404,-32.64592539211293,0.0,1
2015-12-02,46.04,-350.0,45.427051282423264,-33.712179466720436,316.28782053327956,0
2015-12-03,45.94,-288.0,45.42756423114084,-28.183967287253573,259.81603271274645,0
2015-12-04,45.87,-233.0,45.4280066669097,-24.309633319966224,208.69036668003378,0
2015-12-05,45.8,-321.0,45.42837866024279,-20.439173686646264,300.56082631335374,0
2015-12-06,45.71,-232.0,45.42866028158255,-15.4736845129597,216.5263154870403,0
2015-12-07,45.65,-37.0,45.42888162130097,-12.161510828446751,24.83848917155325,0
2015-12-08,45.64,963.0,45.42909273967967,-11.599899317618316,0.0,0
2015-12-09,45.92,-5.0,45.42958364693999,-26.972899418300713,0.0,1
2015-12-10,45.92,63.0,45.43007406329305,-26.94592651888243,0.0,1
2015-12-11,45.94,680.0,45.43058398922975,-28.017880592363476,0.0,1
2015-12-12,46.14,579.0,45.431293405240524,-38.978862711771214,0.0,1
2015-12-13,46.31,-273.0,45.432172111835285,-48.280533849059424,224.71946615094058,0
2015-12-14,46.23,-426.0,45.43296993972345,-43.83665331521012,382.1633466847899,0
2015-12-15,46.12,654.0,45.433656969783726,-37.748866661894915,0.0,0
2015-12-16,46.31,218.0,45.43453331281394,-48.15066779523342,0.0,0
2015-12-17,46.37,111.0,45.43546877950113,-51.39921712743778,0.0,1
2015-12-18,46.41,-46.0,45.43644331072163,-53.54561791031024,0.0,1
