date,fat_mass_lbs_filtered,fat_mass_std_filtered,tdee_filtered,tdee_std_filtered,fat_mass_lbs,fat_mass_std,tdee,tdee_std,innovation
2014-11-07,-5.08,10.91,2413.0,158.0,26.5,3.15,2096.0,128.0,
2014-11-08,-5.25,10.93,2412.0,158.0,26.42,3.13,2096.0,128.0,
2014-11-09,-5.3,10.95,2412.0,158.0,26.46,3.11,2095.0,128.0,
2014-11-10,-5.53,10.97,2412.0,158.0,26.32,3.09,2095.0,128.0,
2014-11-11,-5.67,10.98,2412.0,158.0,26.27,3.07,2095.0,129.0,
2014-11-12,-5.69,11.0,2412.0,158.0,26.35,3.04,2095.0,129.0,
2014-11-13,-5.71,11.02,2412.0,158.0,26.41,3.02,2095.0,129.0,
2014-11-14,-5.64,11.04,2412.0,159.0,26.58,3.0,2095.0,129.0,
2014-11-15,-5.16,11.06,2412.0,159.0,27.15,2.98,2095.0,129.0,
2014-11-16,-4.75,11.08,2412.0,159.0,27.64,2.96,2095.0,129.0,
2014-11-17,-4.17,11.09,2411.0,159.0,28.31,2.94,2095.0,129.0,
2014-11-18,-4.28,11.11,2411.0,159.0,28.3,2.91,2095.0,129.0,
2014-11-19,-4.23,11.13,2411.0,159.0,28.44,2.89,2095.0,129.0,
2014-11-20,-4.36,11.15,2411.0,159.0,28.4,2.87,2094.0,129.0,
2014-11-21,-4.49,11.17,2411.0,159.0,28.36,2.85,2094.0,129.0,
2014-11-22,-4.7,11.18,2411.0,159.0,28.24,2.82,2094.0,129.0,
2014-11-23,-4.86,11.2,2411.0,159.0,28.17,2.8,2094.0,129.0,
2014-11-24,-5.0,11.22,2411.0,159.0,28.12,2.78,2094.0,129.0,
2014-11-25,-5.1,11.24,2410.0,159.0,28.12,2.76,2094.0,129.0,
2014-11-26,-5.02,11.25,2410.0,159.0,28.29,2.73,2094.0,129.0,
2014-11-27,-4.89,11.27,2410.0,159.0,28.5,2.71,2094.0,129.0,
2014-11-28,-4.52,11.29,2410.0,159.0,28.97,2.69,2094.0,129.0,
2014-11-29,-4.51,11.31,2410.0,159.0,29.07,2.66,2094.0,129.0,
2014-11-30,-4.29,11.33,2410.0,159.0,29.38,2.64,2094.0,129.0,
2014-12-01,-4.07,11.34,2410.0,159.0,29.7,2.62,2093.0,129.0,
2014-12-02,-3.99,11.36,2410.0,159.0,29.86,2.59,2093.0,129.0,
2014-12-03,-4.02,11.38,2410.0,159.0,29.92,2.57,2093.0,129.0,
2014-12-04,-4.11,11.4,2409.0,159.0,29.93,2.54,2093.0,130.0,
2014-12-05,-4.29,11.41,2409.0,159.0,29.84,2.52,2093.0,130.0,
2014-12-06,-4.24,11.43,2409.0,159.0,29.98,2.5,2093.0,130.0,
2014-12-07,-4.22,11.45,2409.0,159.0,30.09,2.47,2093.0,130.0,
2014-12-08,-4.31,11.47,2409.0,159.0,30.08,2.45,2093.0,130.0,
2014-12-09,-4.35,11.49,2409.0,159.0,30.14,2.42,2093.0,130.0,
2014-12-10,-4.13,11.5,2409.0,159.0,30.45,2.4,2093.0,130.0,
2014-12-11,-4.27,11.52,2409.0,159.0,30.4,2.37,2093.0,130.0,
2014-12-12,-4.3,11.54,2408.0,159.0,30.46,2.35,2093.0,130.0,
2014-12-13,-4.32,11.56,2408.0,159.0,30.53,2.33,2092.0,130.0,
2014-12-14,-4.14,11.57,2408.0,159.0,30.81,2.3,2092.0,130.0,
2014-12-15,-4.37,11.59,2408.0,159.0,30.67,2.28,2092.0,130.0,
2014-12-16,-4.48,11.61,2408.0,159.0,30.65,2.25,2092.0,129.0,
2014-12-17,-4.62,11.62,2408.0,159.0,30.6,2.22,2092.0,129.0,
2014-12-18,-4.53,11.64,2408.0,159.0,30.78,2.2,2092.0,129.0,
2014-12-19,-4.44,11.66,2407.0,159.0,30.95,2.17,2092.0,129.0,
2014-12-20,-4.44,11.68,2407.0,159.0,31.05,2.15,2092.0,129.0,
2014-12-21,-4.46,11.69,2407.0,159.0,31.12,2.12,2092.0,129.0,
2014-12-22,-4.08,11.71,2407.0,159.0,31.59,2.1,2092.0,129.0,
2014-12-23,-3.89,11.73,2407.0,159.0,31.87,2.07,2092.0,129.0,
2014-12-24,-3.86,11.75,2407.0,159.0,31.99,2.05,2092.0,129.0,
2014-12-25,-3.66,11.76,2407.0,159.0,32.28,2.02,2092.0,129.0,
2014-12-26,-3.38,11.78,2407.0,159.0,32.66,1.99,2092.0,129.0,
2014-12-27,-3.27,11.8,2406.0,159.0,32.85,1.97,2091.0,129.0,
2014-12-28,-3.1,11.81,2406.0,159.0,33.11,1.94,2091.0,129.0,
2014-12-29,-3.19,11.83,2406.0,159.0,33.11,1.92,2091.0,129.0,
