start_date,end_date,days,mean_calories,mean_carbs_g,mean_protein_g,mean_steps,pre_ratio,run_ratio,post_ratio,run_minus_pre_ratio,post_minus_pre_ratio,post_minus_run_ratio,pre_tdee,run_tdee,post_tdee,post_minus_pre_tdee,fat_delta_30d,long_run,deep_run,low_carb,low_protein,high_steps,protein_pct,carb_pct,deficit_vs_pre_tdee,relative_deficit,run_cal_std,run_travel_frac,fat_mass_start,ffm_start,fm_start,phase,phase_code
2021-01-13,2021-01-15,3,1669.7,130.0,78.0,1179.0,1.022,1.0276,1.0542,0.0056,0.0321,0.0266,2036.1,2048.0,2102.0,66.0,1.59,False,False,True,False,False,0.1868599149547823,0.31143319159130384,366.39999999999986,0.17995186876872446,110.73090505063766,0.0,70.04,145.6,66.5,rising,1.0
2021-02-13,2021-02-15,3,1710.3,143.7,61.3,859.3,1.0503,1.0869,1.1021,0.0366,0.0517,0.0152,2094.3,2168.3,2199.4,105.1,-0.57,False,False,True,False,False,0.14336666081973923,0.3360813892299596,384.0000000000002,0.1833548202263287,43.408908455907216,0.0,72.47,145.6,67.3,rising,1.0
2021-10-26,2021-10-29,4,1624.0,164.5,79.8,1721.2,1.1127,1.1043,1.052,-0.0084,-0.0608,-0.0524,2207.2,2188.8,2082.9,-124.4,-1.63,False,False,True,False,False,0.19655172413793104,0.4051724137931034,583.1999999999998,0.26422616890177597,120.06387189047892,0.0,73.09,143.6,70.1,stable,0.0
2021-10-31,2021-11-05,6,1603.0,169.3,70.5,2194.3,1.1145,1.0836,1.0428,-0.0308,-0.0716,-0.0408,2210.1,2146.7,2064.0,-146.1,-0.71,True,False,True,False,False,0.17592014971927636,0.4224578914535247,607.0999999999999,0.27469345278494184,92.97526552798868,0.0,72.37,143.6,70.1,stable,0.0
2021-11-12,2021-11-15,4,1650.5,165.8,76.0,3683.2,1.0975,1.0427,1.0449,-0.0548,-0.0526,0.0022,2175.0,2064.5,2067.0,-108.0,0.92,False,False,True,False,False,0.18418661011814602,0.4018176310209028,524.5,0.24114942528735633,14.341083176199302,0.0,71.13,143.5,69.9,stable,0.0
2022-03-24,2022-04-04,12,1593.6,168.8,81.7,4270.2,1.1131,1.1857,1.26,0.0726,0.1469,0.0743,2190.2,2330.3,2473.5,283.3,-3.23,True,False,True,False,True,0.20507028112449802,0.4236947791164659,596.5999999999999,0.27239521504885394,79.71250424703351,0.0,75.37,142.5,67.6,stable,0.0
2022-04-06,2022-04-08,3,1623.3,150.7,77.0,3322.3,1.1524,1.2257,1.2667,0.0733,0.1144,0.0411,2265.8,2407.7,2486.3,220.5,-1.85,False,False,True,False,False,0.1897369555843036,0.3713423273578513,642.5000000000002,0.2835643039985878,69.28443788711382,0.0,72.79,142.4,67.4,stable,0.0
2022-04-11,2022-04-17,7,1559.1,158.6,82.0,2812.7,1.1724,1.2483,1.2613,0.0759,0.0889,0.0131,2304.6,2451.4,2474.5,169.9,-1.16,True,False,True,False,False,0.21037778205374896,0.40690141748444614,745.5,0.3234834678469149,76.964122748695,0.0,71.93,142.3,67.3,stable,0.0
2022-05-08,2022-05-10,3,1476.7,196.0,26.3,4765.7,1.2655,1.2618,1.1367,-0.0037,-0.1288,-0.1251,2483.9,2474.3,2219.6,-264.3,-1.8,False,True,False,True,True,0.0712399268639534,0.530913523396763,1007.2,0.40549136438665,260.0660172597207,0.0,70.25,142.1,66.9,falling,-1.0
2022-10-10,2022-10-18,9,1728.1,185.4,97.3,1736.7,0.9851,1.0863,1.17,0.1011,0.1849,0.0838,1948.4,2143.6,2310.3,361.9,1.1,True,False,False,False,False,0.2252184480064811,0.4291418320699034,220.30000000000018,0.11306713200574839,47.30603673011628,0.0,72.54,142.4,71.1,rising,1.0
2022-11-13,2022-11-17,5,1586.4,214.2,24.8,2460.4,1.151,1.2107,1.1601,0.0597,0.0091,-0.0506,2272.5,2391.2,2292.9,20.3,-0.82,False,False,False,True,False,0.06253151790216843,0.540090771558245,686.0999999999999,0.3019141914191419,107.50953446090259,0.0,73.78,142.5,71.7,rising,1.0
2022-11-19,2022-11-21,3,1554.0,204.3,23.7,2963.0,1.1733,1.2034,1.1508,0.0301,-0.0225,-0.0526,2316.8,2378.0,2274.6,-42.1,0.63,False,False,False,True,False,0.061003861003861,0.5258687258687259,762.8000000000002,0.3292472375690608,160.47741274085897,0.0,72.43,142.5,71.8,rising,1.0
2023-01-01,2023-01-03,3,1587.0,181.3,74.7,6304.7,1.1415,1.1707,1.1668,0.0292,0.0252,-0.004,2257.1,2315.7,2309.3,52.2,-1.97,False,False,False,False,True,0.1882797731568998,0.4569628229363579,670.0999999999999,0.29688538389969427,191.78894650109532,0.0,76.8,142.7,72.5,rising,1.0
2023-03-01,2023-03-04,4,1739.2,171.5,92.0,3947.5,1.0439,1.0071,1.0327,-0.0368,-0.0112,0.0256,2067.6,1996.0,2047.6,-20.0,1.34,False,False,False,False,False,0.21159153633854647,0.39443422263109473,328.39999999999986,0.15883149545366604,38.35253142449226,0.0,76.45,142.8,73.5,rising,1.0
2023-05-10,2023-05-14,5,1681.0,191.4,78.4,4984.0,1.0773,1.0774,1.1381,0.0001,0.0608,0.0606,2138.5,2139.8,2261.5,123.1,-0.59,False,False,False,False,True,0.18655562165377754,0.45544318857822724,457.5,0.2139350011690437,67.30898899849856,0.0,79.96,143.0,74.7,rising,1.0
2023-08-23,2023-08-25,3,1674.0,304.0,28.0,6080.0,1.1882,1.1151,1.0875,-0.0731,-0.1007,-0.0276,2366.2,2221.3,2167.9,-198.3,1.79,False,False,False,True,True,0.06690561529271206,0.7264038231780168,692.1999999999998,0.2925365565040993,0.0,0.0,77.15,143.3,76.4,stable,0.0
