date,start_time,duration_min,distance_m,kph,hr_mean,hr_median,hr_max,hr_samples,hr_resid_all,hr_resid_2021p,datauuid
2016-10-25,2016-10-25 22:10:31.536000,71.17,4988.2,4.205,150.79,150.00,208,427,37.46,44.53,b6e17eb0-6ddf-e74b-86de-2fdf7118dfe2
2017-01-13,2017-01-13 18:51:29.462000,40.52,3487.8,5.165,111.20,111.00,144,41,-8.76,-0.73,419aa889-c9e2-2a9c-7d87-dcba204a453b
2017-01-14,2017-01-14 18:25:02.821000,25.62,2159.6,5.059,136.88,148.00,165,26,17.67,25.59,9293b8d2-0428-ca2d-2e69-b5bf0bc0dde1
2017-01-20,2017-01-20 00:26:47.005000,23.33,2228.9,5.733,121.04,122.50,162,24,-2.83,5.77,aff3340a-28a4-35df-0921-3b4edc8b895b
2017-01-22,2017-01-22 20:47:49.540000,30.12,2692.6,5.364,138.97,154.00,174,31,17.64,25.87,66cb780f-5ec9-850e-7eed-9acf5a245b7d
2017-02-12,2017-02-12 19:53:32.500000,41.17,3561.1,5.190,157.19,156.00,193,42,37.07,45.12,803acad8-ab3e-d7c3-f2ab-849bab632feb
2017-02-20,2017-02-20 23:29:23.258000,16.98,1407.2,4.972,144.71,149.00,161,17,26.08,33.92,4383ea3e-2564-9b85-1197-079705dcbd11
2017-02-21,2017-02-21 00:11:04.807000,17.51,1316.1,4.510,111.50,112.50,151,18,-3.93,3.44,6efb22b1-62d0-bec9-ba52-a5e054093536
2017-03-09,2017-03-09 19:41:42.285000,53.33,4461.4,5.019,134.60,148.00,162,47,15.65,23.53,d193a444-e60e-2fd9-fd8c-2d117d51d972
2017-03-18,2017-03-18 19:36:36.524000,45.20,3632.1,4.821,141.20,146.00,167,46,23.61,31.30,0fef6152-84ab-30d4-14cc-a49e9df62edc
2017-04-01,2017-04-01 21:10:34.568000,22.12,1712.2,4.644,119.26,119.00,163,23,2.90,10.41,47e8923f-f046-7fb8-1e3e-35dc1e0fc181
2017-04-01,2017-04-01 22:10:53.199000,20.27,1696.7,5.023,147.95,147.00,194,21,28.98,36.87,9f298d6c-e077-4937-fd22-df13a44f5aa3
