date,start_time,duration_min,distance_m,kph,hr_mean,hr_median,hr_max,hr_samples,hr_resid_all,hr_resid_2021p,datauuid
2023-08-15,2023-08-15 21:05:20.161000,20.11,1452.5,4.334,116.12,111.00,145,1538,1.90,9.09,19b91267-c627-4bf7-9ae2-856ead523ec8
2023-08-24,2023-08-24 23:15:49.056000,41.88,3268.3,4.682,105.44,105.00,125,2624,-11.18,-3.64,225f5730-3387-4f99-8e81-f804d8fca441
2023-08-27,2023-08-27 00:11:17.108000,20.80,1087.1,3.136,112.63,112.00,137,1163,6.68,12.67,e31f3c56-9dfd-4a50-828c-0e8b1af6a2a2
2023-09-02,2023-09-02 22:52:11.096000,24.55,1681.6,4.110,101.11,101.00,110,1384,-11.56,-4.59,bdd26400-eedd-40be-9d21-47db964c1329
2023-09-03,2023-09-03 01:46:46.111000,26.87,1907.1,4.259,106.79,106.00,116,1829,-6.92,0.20,387fc52c-a2cd-475b-a13d-c29e85013a1f
2023-09-07,2023-09-07 19:05:59.122000,19.80,1459.1,4.421,105.79,106.00,132,1151,-9.03,-1.75,7840c00f-6d49-46b5-ac2c-c832501b06fd
2023-09-07,2023-09-07 19:33:36.607000,36.76,2712.2,4.427,108.66,108.00,130,2182,-6.20,1.09,310f937f-e29a-49ac-a6cf-25ce99139581
2023-09-28,2023-09-28 21:09:38.067000,19.46,1382.0,4.260,97.54,100.00,110,1157,-16.17,-9.05,1787653f-5d9f-4874-94cc-cbcc3d2f4ee9
2023-09-28,2023-09-28 22:53:18.054000,15.09,1051.5,4.180,93.94,94.00,101,1240,-19.22,-12.18,a3902db3-a686-4df5-9730-7f74c61610c2
2023-10-07,2023-10-07 17:23:16.125000,25.46,1781.5,4.198,107.34,107.00,123,1809,-5.94,1.12,0bd2ea0e-2c15-4dbd-8756-a29b59cc1b9a
2023-10-07,2023-10-07 20:33:13.060000,27.47,1849.9,4.041,95.22,95.00,109,1343,-16.97,-10.07,1c1d0f00-6274-4657-ba6c-452114b97bcc
2023-10-07,2023-10-07 22:31:56.065000,17.40,1261.1,4.348,114.75,116.00,130,960,0.44,7.65,634e00e5-1888-4e1f-907c-bb29b1d0a742
2023-10-07,2023-10-07 23:40:47.067000,26.00,1747.4,4.033,112.87,114.00,130,1443,0.73,7.62,077577f6-8f87-4d9a-bbe5-5141e4e1603f
2023-10-08,2023-10-08 17:08:21.097000,20.00,1334.2,4.003,97.40,98.00,106,1042,-14.54,-7.67,acc12ac6-7f00-4e65-a108-af63063c9fcd
2023-10-08,2023-10-08 20:12:24.108000,16.48,1127.2,4.103,93.10,93.00,105,920,-19.53,-12.57,e9c64019-8967-491b-ae6b-2c0246aeb1ea
2023-10-08,2023-10-08 21:29:07.053000,16.25,1226.2,4.527,79.46,77.00,101,1040,-36.09,-28.70,ad71cbca-dfba-43c4-8edf-f15b488bf9e7
2023-10-08,2023-10-08 22:32:13.050000,17.13,1356.6,4.751,82.42,81.00,100,992,-34.67,-27.06,d37520c5-8c43-4b20-bfeb-0278d3e6c89b
2023-10-10,2023-10-10 20:11:34.110000,17.29,1295.9,4.498,103.04,103.00,109,981,-12.31,-4.95,4ac89e72-94b2-4a88-aadd-89a47f0a56cd
2023-10-11,2023-10-11 18:07:38.145000,19.64,1450.0,4.429,94.34,95.00,110,1337,-20.54,-13.25,d7e0a9c3-28f5-440f-91ae-415387be8efa
2023-10-11,2023-10-11 18:42:31.030000,15.74,904.3,3.448,95.11,96.00,107,1274,-12.99,-6.69,0c48f72d-8297-4e11-a80e-4f946b797534
2023-10-17,2023-10-17 02:00:02.130000,24.07,1729.8,4.312,116.16,115.00,139,1413,2.10,9.27,8a241fc1-3c0e-4050-b417-ebc34a365b33
2023-10-20,2023-10-20 22:24:00.323000,20.35,1381.6,4.073,104.15,105.00,112,1338,-8.27,-1.34,c649bc1d-1898-4b03-aa66-7d1272bb5068
2023-11-19,2023-11-19 22:16:20.820000,19.12,1132.1,3.552,102.89,105.00,116,1208,-5.93,0.48,c378d5ea-41a6-4e0b-aac1-d658021f03a9
2023-11-25,2023-11-25 20:45:48.140000,17.58,977.9,3.338,94.87,96.00,103,1372,-12.48,-6.29,2d702cb9-af58-4a41-89c7-1f6ff05d92fe
2023-12-11,2023-12-11 21:22:07.089000,15.45,860.0,3.340,97.81,98.00,109,861,-9.55,-3.35,cd3b0b20-e3b4-4b83-b8c8-1744bda30b87
2023-12-28,2023-12-28 21:49:39.127000,23.79,1310.0,3.304,98.47,99.00,119,1483,-8.64,-2.48,2a28e681-e061-4331-8e6c-5d8e9358d6f6
2023-12-28,2023-12-28 23:05:47.179000,16.71,899.9,3.231,96.83,99.00,116,1391,-9.78,-3.70,85a82ada-92f9-4649-9759-f90963f4b71f
2024-01-08,2024-01-08 23:50:31.110000,60.36,4541.4,4.514,109.13,110.00,121,3488,-6.33,1.05,759ba33a-a385-4976-af66-af6bdc690e51
2024-01-10,2024-01-10 00:08:59.098000,67.18,4866.1,4.346,107.37,108.00,118,4057,-6.93,0.28,ba865925-41a9-4e68-9229-f7182dd71658
2024-01-12,2024-01-12 01:42:27.126000,60.56,4475.4,4.434,111.82,112.00,126,3548,-3.09,4.21,b24d45c6-edaf-4acd-bf89-0f3eab817aeb
2024-01-13,2024-01-13 02:49:53.148000,57.47,4338.3,4.529,106.97,107.00,113,3324,-8.59,-1.20,c0dab2a4-a42b-44bb-ba92-ca171db5e482
2024-01-14,2024-01-14 01:20:22.132000,61.16,4586.7,4.500,109.69,111.00,122,3972,-5.67,1.69,8b6f745c-85c1-47e0-94aa-2c15106f372c
2024-01-14,2024-01-14 23:59:40.118000,66.01,4753.9,4.321,104.76,106.00,121,3860,-9.37,-2.19,3f9d5ccd-2b1d-427e-8117-81ffd589da34
2024-01-15,2024-01-15 19:22:55.125000,15.93,965.4,3.635,104.51,102.00,124,931,-4.89,1.60,c158eed7-06d4-4966-842e-015eb2f389a8
2024-01-16,2024-01-16 00:59:41.098000,19.37,955.6,2.961,96.43,96.00,121,1003,-8.31,-2.49,697c5c4a-205e-436e-937f-29e9853a05e9
2024-01-16,2024-01-16 01:31:14.058000,37.04,2363.3,3.829,106.12,105.00,130,2181,-4.61,2.07,792d1f34-b176-4122-a5a4-22c761ec3502
2024-01-17,2024-01-17 00:49:01.106000,59.87,4512.9,4.522,112.26,113.00,123,3494,-3.25,4.13,c4aad23b-db5f-4f94-8794-5401251cced4
2024-01-18,2024-01-18 01:48:32.147000,58.03,4345.9,4.493,106.49,107.00,118,3330,-8.83,-1.47,2a680ba2-690d-4b97-a39f-cb5ddac48fce
2024-01-19,2024-01-19 01:55:34.110000,58.41,4383.8,4.503,104.23,105.00,119,3546,-11.15,-3.78,f309aae7-6c43-4e9a-9bdb-e2af32983c7c
2024-01-20,2024-01-20 00:51:26.050000,61.05,4599.5,4.520,108.30,108.00,122,3561,-7.20,0.18,2ea311ae-aae4-4a71-a42e-deba5fc8d472
2024-01-21,2024-01-21 00:34:16.121000,61.56,4590.2,4.474,109.99,110.00,127,3761,-5.19,2.15,8213d156-6f29-460f-af43-002083dd7535
2024-01-22,2024-01-22 00:59:25.123000,61.63,4608.4,4.486,111.13,112.00,122,3479,-4.14,3.21,9a2827d7-9918-4524-b65d-3ad2497fb8f5
2024-01-23,2024-01-23 01:02:19.101000,17.12,1262.1,4.424,107.46,110.00,122,950,-7.38,-0.09,f6fe71ef-7ad5-417c-82c6-07099ad9a71b
2024-01-24,2024-01-24 00:49:04.413000,64.65,4786.4,4.442,107.59,108.00,119,3951,-7.38,-0.07,60b471d2-6efd-4c9e-9bf7-9caca56ee7c9
2024-01-25,2024-01-25 00:15:12.103000,15.88,977.3,3.692,93.71,94.00,105,890,-16.08,-9.53,7ba321e8-0f00-4504-a2fc-227ab82d366e
2024-01-26,2024-01-26 02:00:52.153000,60.13,4602.4,4.592,104.93,106.00,114,3520,-11.07,-3.61,ec715096-12ea-4c81-9540-09808f1b71a3
2024-01-26,2024-01-26 22:34:11.124000,61.00,4410.3,4.338,91.87,92.00,108,3716,-22.37,-15.17,1c46d752-2b6f-4c0f-912e-474ac2657c9f
2024-01-28,2024-01-28 02:14:39.096000,32.01,2325.8,4.359,105.97,106.00,112,1742,-8.42,-1.20,f5ba9671-8767-4047-bc8a-a2d0d424ae77
2024-01-29,2024-01-29 00:52:02.097000,66.77,4940.2,4.439,110.04,110.00,123,3952,-4.90,2.40,9e7ccb7c-3086-4027-8b24-dee64bed9a04
2024-01-30,2024-01-30 21:59:12.055000,52.16,3728.4,4.289,107.53,108.00,122,3100,-6.38,0.77,903c67a2-10b1-4b79-a564-6f028353a7cc
2024-02-02,2024-02-02 22:03:48.879000,47.05,3215.8,4.101,106.26,106.00,125,2853,-6.35,0.61,7106c398-1503-41b1-9997-c6d29ef34ce1
2024-02-03,2024-02-03 19:57:14.954000,49.32,3520.5,4.283,102.33,103.00,118,3236,-11.54,-4.40,fbcc91b0-b9c7-437d-93dd-a9639d33783f
2024-02-05,2024-02-05 00:28:34.047000,15.14,1063.2,4.215,107.81,109.00,113,789,-5.58,1.49,7f0f644c-5183-49d6-b7de-a267ceb9b4aa
2024-02-06,2024-02-06 21:06:44.096000,34.52,2423.3,4.212,85.95,86.00,96,2367,-27.43,-20.36,23d58719-88b4-411b-9d46-546b288f4eaa
2024-02-07,2024-02-07 01:56:40.043000,33.23,2469.4,4.459,106.14,106.00,120,1914,-8.94,-1.62,286e096d-b2f6-49e0-93f8-82c60c1bacba
2024-02-09,2024-02-09 01:53:32.160000,60.02,4567.4,4.566,108.91,109.00,119,3877,-6.91,0.52,c332f7bd-8c68-48ec-817f-210038022c48
2024-02-11,2024-02-11 00:39:28.058000,64.47,4744.5,4.416,107.03,107.00,119,4109,-7.76,-0.48,795dd3f0-615c-4b05-8651-65113fc461f6
2024-02-12,2024-02-12 00:26:53.143000,57.85,4174.0,4.329,107.82,108.00,118,3336,-6.37,0.82,02dd3ab6-a97e-43c0-810c-cac93484f752
2024-02-16,2024-02-16 02:06:03.049000,61.51,4592.9,4.480,110.29,110.00,122,3888,-4.93,2.41,7a0cd71a-c839-469c-9285-8bbd455e3cd7
2024-02-18,2024-02-18 01:39:17.103000,24.42,1855.3,4.559,110.05,111.00,121,1698,-5.72,1.70,1b5e9386-7c92-4a6d-9016-4ba1689c02ad
2024-02-18,2024-02-18 02:14:02.050000,27.07,1955.6,4.335,108.66,109.00,117,1590,-5.56,1.64,3642f990-dc41-43a3-8326-109e82241074
2024-02-21,2024-02-21 00:27:06.047000,16.45,1184.2,4.319,133.64,134.00,152,1092,19.53,26.71,47af940e-f387-4175-a394-3c2ada33f9a4
2024-03-03,2024-03-03 19:14:48.159000,41.56,2992.4,4.320,106.37,106.00,113,2564,-7.75,-0.57,23661c1f-46a4-41fc-b073-9c2ee7b60bbe
2024-03-03,2024-03-03 19:57:47.060000,15.51,1058.0,4.092,106.08,106.00,113,837,-6.46,0.49,20af3cd3-d969-40f1-afa0-25f93aa4696b
2024-03-04,2024-03-04 22:09:25.172000,56.47,3995.6,4.245,109.69,109.00,127,3356,-3.92,3.19,5d9334dd-6851-4c88-ac00-1308d5591ff1
2024-03-05,2024-03-05 18:10:14.151000,31.78,2580.8,4.872,113.11,114.00,132,1884,-4.83,2.91,8db1f937-4471-499a-8a55-abc0aa4547d4
2024-03-05,2024-03-05 18:58:03.053000,44.17,3325.1,4.517,109.51,106.00,137,2545,-5.97,1.41,9d99580b-d202-4690-b6c8-dbcdc4b1d00d
2024-03-07,2024-03-07 19:02:15.311000,36.13,2915.0,4.841,104.71,107.00,117,2512,-13.01,-5.30,a2f452eb-8c6b-424f-9f69-2d25a4ef89f9
2024-03-12,2024-03-12 19:06:26.120000,36.23,2706.0,4.481,100.15,104.00,119,2501,-15.08,-7.73,22873924-8b13-4f76-aa9e-826cc37e3b76
2024-03-12,2024-03-12 19:56:29.053000,19.73,1380.3,4.198,109.24,109.00,132,1077,-4.04,3.02,cf1e8ba4-fd47-411b-8bc1-af6b01182508
2024-03-12,2024-03-12 20:25:27.052000,15.47,1076.8,4.175,111.21,109.00,125,1057,-1.91,5.12,8ad5c3b9-0c08-4be4-9152-b467d2a39bf0
2024-03-13,2024-03-13 19:30:32.168000,31.10,2314.5,4.465,108.65,108.00,124,1850,-6.47,0.86,7fe1f6cf-e416-41e4-9d62-34dff8549b20
2024-03-13,2024-03-13 20:18:11.116000,31.03,2204.0,4.261,103.28,103.00,116,1900,-10.44,-3.32,1d617b04-63e3-47d7-a984-a1b44c815854
2024-03-15,2024-03-15 01:11:59.137000,23.90,1639.5,4.116,103.18,104.00,115,1329,-9.53,-2.56,11b8baf7-26f3-4a6b-bb4a-2351882a8753
2024-03-16,2024-03-16 19:55:18.142000,21.25,1428.1,4.032,116.25,116.00,132,1255,4.12,11.01,285dc27f-2050-442d-ab52-d3c85c23b31a
2024-03-21,2024-03-21 22:55:16.977000,20.03,1245.7,3.732,96.55,100.00,108,1148,-13.52,-6.93,dfbf3848-bf26-4083-a2b8-705129b63149
2024-03-22,2024-03-22 19:03:01.152000,30.50,2408.1,4.738,113.36,113.00,128,1602,-3.64,3.96,f5a546cc-d0c0-4ad6-9eba-79edb4d63113
2024-03-22,2024-03-22 19:57:13.057000,35.79,2632.5,4.413,109.08,109.00,119,2462,-5.68,1.60,4f01c5d0-9aa7-457b-8d74-b79f85ae37a5
2024-03-27,2024-03-27 19:20:13.098000,36.12,2589.2,4.301,107.85,109.00,126,2083,-6.14,1.02,dab128e5-6910-4fb9-8065-377caf09f918
2024-03-27,2024-03-27 20:27:42.050000,31.74,2282.2,4.314,102.24,103.00,111,2060,-11.84,-4.66,16416244-08d1-4114-bfb7-6f368ed83331
2024-03-29,2024-03-29 21:02:57.047000,38.00,2714.0,4.285,98.69,98.00,114,2628,-15.19,-8.04,0ca17d00-4e9c-400b-a509-37fb27126825
2024-03-29,2024-03-29 22:03:53.057000,32.12,2394.3,4.472,108.32,108.00,125,2132,-6.85,0.48,1e0db054-ab8e-4338-add2-2211fb1250bf
2024-03-30,2024-03-30 19:33:48.117000,36.57,2736.4,4.490,103.81,105.00,119,2484,-11.48,-4.13,76c6d971-5542-4da3-a9b4-876439ca2aaf
2024-03-30,2024-03-30 20:23:51.050000,18.28,1304.4,4.280,107.56,110.00,124,1303,-6.29,0.85,d8b20c6b-f87d-4b75-b57f-662b2632aeac
2024-03-30,2024-03-30 20:56:19.056000,16.18,1057.0,3.919,107.35,107.00,116,817,-4.00,2.77,90666d81-0032-42c6-b71a-3801337d4933
2024-03-31,2024-03-31 19:38:43.095000,22.04,1322.9,3.602,99.28,101.00,122,1493,-9.88,-3.43,412c1237-0313-4eac-92ad-007278154a3e
2024-04-02,2024-04-02 20:05:31.061000,22.52,1466.8,3.908,103.91,105.00,112,1279,-7.37,-0.61,642abe5a-9502-4d88-a253-2770beb0e226
2024-04-02,2024-04-02 20:33:45.051000,18.95,1343.0,4.253,110.59,110.00,121,1007,-3.07,4.04,363f815d-da2a-4760-9b43-7a65db9921b5
2024-04-07,2024-04-07 15:46:42.101000,21.26,1366.7,3.858,105.61,104.00,129,1507,-5.32,1.40,b8ecb64b-fa83-4413-b2b1-c6bfcfaa7b59
2024-04-07,2024-04-07 17:13:37.069000,19.55,1344.6,4.127,107.15,107.00,123,1064,-5.63,1.35,7a4a4823-4f18-45be-9128-07eb312a1693
2024-04-08,2024-04-08 19:53:41.309000,17.79,926.8,3.126,100.63,99.00,114,979,-5.26,0.72,45e40b2f-6108-416c-b0ab-545dcf9f4020
2024-04-10,2024-04-10 20:27:50.155000,72.45,5711.4,4.730,106.07,107.00,128,4452,-10.88,-3.28,5b069756-d1f1-407f-8b57-89a0c733f886
2024-04-13,2024-04-13 15:16:03.793000,52.20,3234.3,3.717,102.90,102.00,117,3099,-7.06,-0.49,cf5262f5-ff20-44e4-b77d-e0ef6357999d
2024-04-13,2024-04-13 18:08:27.055000,19.28,1214.4,3.778,111.86,113.00,128,1019,1.48,8.11,9854efa7-b3d9-4fb0-90a9-b625394976b1
2024-04-13,2024-04-13 21:03:20.067000,41.46,2799.6,4.052,106.85,107.00,124,2536,-5.42,1.49,e33584ca-8591-43b4-bff4-d80af7077f97
2024-04-13,2024-04-13 21:54:28.049000,35.67,2476.3,4.165,105.29,106.00,126,2251,-7.76,-0.74,1dfe857b-9343-464d-8a1d-97dad331746d
2024-04-14,2024-04-14 00:18:36.049000,18.15,1107.7,3.663,91.18,91.00,102,1086,-18.40,-11.88,4d2e9713-bb03-4ca0-9710-39b781a97a00
2024-04-14,2024-04-14 16:09:30.626000,19.53,1274.4,3.915,97.96,97.00,106,1286,-13.36,-6.59,977a1e52-ddef-4221-87d3-f6a9da88b4ab
2024-04-14,2024-04-14 16:37:58.055000,77.12,4691.9,3.650,95.91,96.00,111,4767,-13.59,-7.08,cd8b8082-37e2-436a-80a8-f59c2fb931d0
2024-04-14,2024-04-14 19:30:31.008000,21.12,1909.1,5.423,108.18,108.00,127,1240,-13.56,-5.27,f2bb0405-ad71-482b-9454-9c74afb7ff0d
2024-04-14,2024-04-14 20:59:47.058000,16.80,1083.2,3.869,113.42,114.00,123,1225,2.42,9.14,74e40dce-4f0e-4f46-8bc1-bcae0dc0822b
2024-04-16,2024-04-16 20:24:36.055000,23.00,1447.9,3.778,98.33,99.00,120,1330,-12.05,-5.41,f4b3fe7b-81d0-4817-a994-9b67febeee3f
2024-04-18,2024-04-18 19:14:22.055000,36.22,2701.1,4.475,107.86,110.00,124,2317,-7.33,0.00,195a0810-c203-45c7-baa5-00733b757526
2024-04-18,2024-04-18 20:05:10.058000,34.09,2359.8,4.154,113.62,114.00,129,2011,0.65,7.66,ac1638da-b94d-4bb7-a8a3-9a6f11ac0cec
2024-04-19,2024-04-19 04:01:40.718000,39.23,2656.4,4.063,114.95,114.00,146,2293,2.60,9.52,342d842b-73b3-482f-8a17-694d0b7fbeb7
2024-04-23,2024-04-23 18:29:39.356000,26.58,1972.3,4.452,104.83,104.00,118,1666,-10.21,-2.89,d592eb15-ce2d-433c-be11-bf72234e0221
2024-04-24,2024-04-24 22:49:28.047000,40.86,3031.2,4.451,109.41,111.00,132,2493,-5.62,1.70,2b0e754c-c003-4551-8209-6f2cdf1a2c79
2024-04-25,2024-04-25 17:35:59.145000,35.75,2789.2,4.681,106.43,107.00,118,2281,-10.18,-2.64,00dc25ae-4523-48c3-86f3-9d90bc40a129
2024-04-25,2024-04-25 18:27:40.010000,19.69,1322.1,4.029,110.63,111.00,128,1338,-1.48,5.40,544a57af-a3c1-424f-b4b4-7cff49f3d76d
2024-04-25,2024-04-25 19:25:18.078000,16.20,1114.1,4.127,100.26,101.00,119,1388,-12.53,-5.54,8325f273-1a61-4a57-8618-f72cbaa07a87
2024-04-25,2024-04-25 21:50:59.046000,17.49,1136.5,3.899,107.02,106.00,118,994,-4.19,2.56,5a659fa1-2077-43ed-af48-d2ff67e74617
2024-04-28,2024-04-28 00:32:40.116000,31.44,2047.3,3.907,104.96,107.00,118,1783,-6.32,0.45,e1c63a4e-6ce8-453c-9270-57d2747aeae2
2024-04-30,2024-04-30 19:26:24.229000,31.96,2372.1,4.453,102.10,101.00,116,1806,-12.94,-5.62,8c7de8d3-4829-44be-9dd5-a76488d106d6
2024-04-30,2024-04-30 20:09:30.054000,17.92,1282.4,4.293,100.59,101.00,110,994,-13.35,-6.19,0b7b5d13-cd13-4804-9e24-fe367e84820b
2024-05-01,2024-05-01 18:20:08.115000,35.10,2561.1,4.378,108.26,109.00,121,1694,-6.26,0.98,ab09bb56-440d-4714-8081-74446e6666c3
2024-05-01,2024-05-01 19:24:47.053000,34.39,2637.1,4.601,111.12,111.00,122,1939,-4.95,2.52,315fb98b-0be9-4dcd-b887-578f48276038
2024-05-02,2024-05-02 19:05:32.143000,55.22,4135.9,4.494,108.80,108.00,137,3231,-6.52,0.83,1e66b80b-00ca-4505-8c71-5d59dbd303d7
2024-05-04,2024-05-04 20:29:26.124000,35.36,2786.7,4.729,107.36,109.00,126,2050,-9.59,-1.99,ac0c6c57-e3d7-455f-aca3-74672042b339
2024-05-04,2024-05-04 21:27:49.050000,37.93,2706.3,4.281,111.63,112.00,136,2204,-2.22,4.92,cb5f871e-7cea-4238-a949-a718337217f5
2024-05-07,2024-05-07 19:32:07.056000,35.20,2585.5,4.407,102.89,102.00,121,2038,-11.83,-4.57,695cebd3-d053-430e-a62a-02f504870909
2024-05-07,2024-05-07 20:20:20.052000,34.38,2648.1,4.622,110.07,110.00,130,2039,-6.14,1.35,ec3ccc87-8fc7-4d02-be4a-d5b574771600
2024-05-08,2024-05-08 21:15:00.144000,37.19,2923.0,4.716,108.57,110.00,123,2234,-8.28,-0.70,a5eddc21-0987-47e0-9117-09ecc316b218
2024-05-08,2024-05-08 22:11:00.111000,32.12,2314.2,4.323,109.72,109.00,129,1844,-4.42,2.76,ec1d4222-1f00-4e6b-8e4a-9c111c2c59c2
2024-05-10,2024-05-10 20:04:36.129000,32.13,2368.7,4.424,111.66,112.00,125,1849,-3.18,4.11,64a96b73-f8f7-47ba-9a77-774ed9aa5a0e
2024-05-10,2024-05-10 20:47:34.052000,33.54,2374.9,4.249,109.31,109.00,124,1909,-4.32,2.79,c8c80c81-293f-4a97-8d62-6c201c03a798
2024-05-11,2024-05-11 20:01:05.147000,53.26,3840.7,4.327,98.24,98.00,111,3469,-15.93,-8.74,d0f2cda9-47ee-4734-bc57-1225bf702ade
2024-05-12,2024-05-12 19:03:16.131000,46.22,3523.3,4.573,106.14,106.00,117,2578,-9.73,-2.29,3de03110-eab9-4f13-bd70-b338b45109d7
2024-05-16,2024-05-16 17:41:10.132000,32.49,2598.8,4.800,102.64,105.00,119,2064,-14.80,-7.13,7bfeb902-8c69-4300-b01e-557655b44e61
2024-05-16,2024-05-16 18:31:01.233000,18.23,1265.0,4.163,112.28,112.00,127,976,-0.75,6.27,f0a8d426-6159-4951-a7b4-d0892816bbd3
2024-05-16,2024-05-16 19:19:28.048000,15.79,1095.9,4.163,108.56,109.00,115,869,-4.48,2.54,134fb4ae-7521-4c67-8231-3cbc4fac2b7d
2024-05-18,2024-05-18 19:44:09.136000,15.64,1035.1,3.972,104.93,104.00,117,791,-6.79,0.04,bcb8e4ab-8b5a-496d-adab-a43a3e6bff02
2024-05-18,2024-05-18 20:36:15.054000,23.70,1643.6,4.161,98.22,97.00,120,1539,-14.81,-7.79,4d5fcf5e-7321-45eb-974c-9af5c00b7e85
2024-05-19,2024-05-19 19:37:21.119000,36.98,2697.7,4.377,101.33,101.00,120,2589,-13.18,-5.94,bbfd4bf1-1e1e-4f1a-ac5e-d1d605b70373
2024-05-19,2024-05-19 20:31:20.057000,35.28,2504.3,4.259,102.11,101.00,115,1993,-11.59,-4.47,97b687c4-8db3-4b34-b1bc-77e477011618
2024-05-21,2024-05-21 02:25:13.066000,18.00,1310.8,4.370,105.65,106.00,111,1032,-8.82,-1.59,fb8ef6ea-1a39-445d-826f-7e39d013d0db
2024-05-21,2024-05-21 17:40:12.115000,40.79,3093.1,4.549,106.09,108.00,122,2538,-9.62,-2.20,76b8bf70-7ab7-422f-a334-da8110fb8084
2024-05-21,2024-05-21 18:35:11.085000,27.40,1950.7,4.272,114.38,115.00,129,1925,0.59,7.73,8d42e57a-0c0b-4da3-b635-a537329c2f5d
2024-05-22,2024-05-22 20:18:34.700000,18.10,1400.0,4.641,109.69,111.00,126,1140,-6.65,0.85,57cb3da4-db44-4969-9c0f-628893affd57
2024-05-24,2024-05-24 20:31:29.050000,34.65,2710.4,4.693,107.50,109.00,117,2075,-9.20,-1.64,d76898f5-a8d8-4d4c-b16d-f8373f2fd287
2024-05-24,2024-05-24 21:21:13.062000,21.54,1629.0,4.537,115.29,113.00,131,1277,-0.32,7.07,f25e86a5-312f-4015-8535-55f81528436a
2024-05-25,2024-05-25 19:16:59.074000,36.05,2898.4,4.824,103.96,105.00,117,2318,-13.64,-5.95,c2a20a42-b4a9-4e1d-8f7d-8222753c6ec2
2024-05-25,2024-05-25 20:07:03.052000,33.76,2426.1,4.312,106.83,106.00,121,1812,-7.23,-0.06,9dc665f1-4201-4335-9160-73fae2a23035
2024-05-27,2024-05-27 20:11:51.114000,35.22,2894.3,4.930,110.16,110.00,127,2227,-8.17,-0.38,80ad2923-cf49-42cb-a07d-3e43aa33401b
2024-05-28,2024-05-28 17:32:29.119000,36.27,2918.4,4.827,105.79,107.00,121,2041,-11.83,-4.14,65aa6eb8-47cd-457c-912c-e59fc39a2085
2024-05-28,2024-05-28 18:37:04.053000,38.52,3280.0,5.109,104.83,106.00,118,2205,-14.74,-6.76,51daaeb1-47be-4ecd-a892-9bcf39460470
2024-05-29,2024-05-29 19:17:57.046000,37.60,2956.7,4.718,106.01,106.00,116,2489,-10.85,-3.27,a21465ab-1e67-4f68-a5f6-b411d3d4ba7d
2024-05-30,2024-05-30 19:13:42.120000,38.42,2815.4,4.397,105.30,107.00,120,2594,-9.36,-2.10,81bfc937-df77-424c-95c2-140b35c4c468
2024-05-30,2024-05-30 20:10:19.128000,33.12,2519.3,4.564,102.68,103.00,118,1809,-13.12,-5.69,33e0d3d9-358d-4ef5-92b1-f105e77b4d6c
2024-06-05,2024-06-05 22:01:11.866000,43.09,2998.9,4.176,108.66,108.00,127,2494,-4.47,2.57,6a021dec-640b-4dcd-857f-5d8b93507a6d
2024-06-07,2024-06-07 19:54:59.117000,29.07,2378.1,4.908,111.52,112.00,123,1797,-6.66,1.12,0beed009-4aa1-492d-b9f7-e1b12ffa18e2
2024-06-07,2024-06-07 20:55:53.056000,33.15,2514.4,4.551,110.40,109.00,135,1863,-5.31,2.10,87169766-0058-482b-90e4-117477a71bce
2024-06-08,2024-06-08 19:08:38.109000,38.55,2920.4,4.546,104.93,105.00,115,2418,-10.75,-3.34,833d04fc-4e2a-4d48-af0d-6b675e777539
2024-06-08,2024-06-08 20:05:45.054000,22.55,1674.8,4.456,106.75,106.00,121,1429,-8.31,-0.99,ea7d5c45-5e61-4515-a658-9020908b251d
2024-06-08,2024-06-08 20:56:19.123000,15.32,1112.8,4.359,96.65,97.00,112,954,-17.73,-10.51,e58207bf-2c8e-4a37-b725-985eb429e82e
2024-06-11,2024-06-11 18:49:17.116000,38.48,2912.3,4.541,103.86,104.00,118,2291,-11.78,-4.38,a677d10c-0c88-4750-be86-21914547ef60
2024-06-11,2024-06-11 19:38:03.084000,22.14,1763.2,4.777,113.02,114.00,125,1511,-4.26,3.38,6369896c-9aaa-4bc4-aec7-e43c5a612ff4
2024-06-12,2024-06-12 21:22:48.128000,36.63,2984.4,4.889,113.34,117.00,135,2282,-4.71,3.04,9fa74a77-746e-45ac-a950-b8b948728110
2024-06-12,2024-06-12 22:21:04.053000,36.03,2857.8,4.759,108.28,108.00,125,2094,-8.88,-1.26,fa1aca73-d4d7-4544-a2d6-199b7ca55f9b
2024-06-13,2024-06-13 19:02:43.109000,39.01,2992.2,4.602,118.24,117.00,150,2306,2.17,9.63,29bd1982-51f4-463c-b9f0-2b2a1cd80ac2
2024-06-13,2024-06-13 20:15:59.135000,33.37,2586.1,4.650,111.22,111.00,129,1961,-5.18,2.34,1efde836-7913-47e0-8ef6-3539e5b6d67f
2024-06-14,2024-06-14 19:43:10.113000,34.57,2785.4,4.835,111.19,112.00,124,1840,-6.48,1.22,0cc82844-07f5-4105-8f33-45401d3c13f1
2024-06-14,2024-06-14 20:43:16.128000,40.90,3256.6,4.777,108.25,108.00,123,2459,-9.03,-1.38,4e248c78-afdf-451e-9b3d-80c2ca438a0b
2024-06-15,2024-06-15 18:24:59.371000,24.70,2023.9,4.917,112.05,113.00,122,1115,-6.19,1.59,9a2e0680-2643-4123-95ce-43112813a5da
