date,fat_mass_lbs_filtered,fat_mass_std_filtered,tdee_filtered,tdee_std_filtered,fat_mass_lbs,fat_mass_std,tdee,tdee_std,innovation
2011-05-20,100.92,0.84,2835.0,162.0,101.59,0.31,2773.0,57.0,-1.974
2011-05-21,100.66,0.88,2833.0,161.0,101.35,0.3,2772.0,57.0,
2011-05-22,100.3,0.67,2846.0,134.0,101.11,0.3,2772.0,56.0,-0.214
2011-05-23,100.08,0.7,2844.0,134.0,100.93,0.3,2772.0,56.0,
2011-05-24,99.75,0.73,2843.0,134.0,100.63,0.29,2772.0,55.0,
2011-05-25,99.44,0.77,2841.0,134.0,100.36,0.29,2772.0,54.0,
2011-05-26,99.15,0.8,2839.0,134.0,100.1,0.28,2772.0,54.0,
2011-05-27,98.79,0.83,2838.0,135.0,99.77,0.28,2773.0,54.0,
2011-05-28,98.5,0.86,2836.0,135.0,99.51,0.27,2773.0,53.0,
2011-05-29,98.08,0.89,2835.0,135.0,99.12,0.27,2774.0,53.0,
2011-05-30,98.89,0.67,2685.0,112.0,98.7,0.26,2775.0,52.0,2.676
2011-05-31,98.9,0.57,2643.0,102.0,98.33,0.26,2775.0,52.0,1.073
2011-06-01,98.57,0.51,2650.0,97.0,98.03,0.25,2776.0,52.0,-0.256
2011-06-02,98.41,0.47,2636.0,93.0,97.72,0.25,2777.0,51.0,0.514
2011-06-03,98.34,0.49,2636.0,94.0,97.59,0.24,2778.0,51.0,
2011-06-04,98.12,0.51,2635.0,94.0,97.32,0.24,2778.0,51.0,
2011-06-05,97.94,0.47,2627.0,90.0,97.03,0.24,2779.0,51.0,0.297
2011-06-06,97.66,0.44,2632.0,88.0,96.74,0.24,2779.0,50.0,-0.237
2011-06-07,97.11,0.41,2664.0,86.0,96.42,0.23,2779.0,50.0,-1.665
2011-06-08,96.5,0.4,2702.0,84.0,96.1,0.23,2779.0,50.0,-2.117
2011-06-09,95.95,0.38,2723.0,83.0,95.72,0.23,2779.0,50.0,-1.25
2011-06-10,95.47,0.37,2732.0,82.0,95.31,0.23,2779.0,50.0,-0.621
2011-06-11,95.07,0.36,2732.0,81.0,94.9,0.23,2779.0,49.0,-0.085
2011-06-12,94.8,0.38,2731.0,82.0,94.61,0.23,2778.0,49.0,
2011-06-13,94.57,0.37,2714.0,81.0,94.24,0.23,2778.0,49.0,0.941
2011-06-14,94.18,0.36,2717.0,80.0,93.84,0.23,2778.0,49.0,-0.249
2011-06-15,93.72,0.36,2732.0,79.0,93.5,0.23,2777.0,49.0,-1.061
2011-06-16,93.33,0.35,2737.0,78.0,93.14,0.24,2777.0,48.0,-0.366
2011-06-17,92.97,0.34,2741.0,78.0,92.81,0.24,2776.0,48.0,-0.344
