date,start_time,year,exercise_id,exercise_type,exercise_type_code,duration_min,distance_km,latitude,longitude,temperature_c,humidity,humidity_valid,phrase,wind_speed,wind_direction,uv_index,provider
2021-05-09,2021-05-09 18:48:15.740000,2021,b92c0ee5-6233-4075-0b61-31f35542ee9c,walking,1001,36.78,2.693,35.938377,-83.95804,25.00,37.00,1,Partly Cloudy,,,8.0,TWC
2021-05-09,2021-05-09 19:48:08.100000,2021,69f56d26-f525-7a93-ac09-fddeaf224239,walking,1001,36.72,2.810,35.92745,-83.966354,24.00,40.00,1,Cloudy,,,4.0,TWC
2021-05-11,2021-05-11 20:37:00.860000,2021,51226cab-fae5-91c1-211c-ece1aaf51fe2,walking,1001,20.27,1.440,35.934517,-83.95726,22.00,37.00,1,Fair,,,4.0,TWC
2021-05-11,2021-05-11 21:01:27.510000,2021,9796d09a-a704-3049-88a0-014f9049df0f,walking,1001,19.53,1.413,35.93491,-83.95708,22.00,37.00,1,Partly Cloudy,,,3.0,TWC
2021-05-11,2021-05-11 23:35:29.010000,2021,a9cedd7b-87b9-7007-78ee-930b8cf88f35,walking,1001,13.11,0.894,35.964893,-83.91949,19.00,55.00,1,Cloudy,,,0.0,TWC
2021-05-12,2021-05-12 00:25:15.990000,2021,cfffdf4e-4b8c-349a-4ff7-5f5acbbe3d84,walking,1001,13.10,0.896,35.962864,-83.91832,18.00,51.00,1,Cloudy,,,0.0,TWC
2021-05-13,2021-05-13 18:53:21.980000,2021,10e1f561-35a1-eed5-b1de-0b82eff5f0d3,walking,1001,21.02,1.362,35.936504,-83.956825,21.00,28.00,1,Sunny,,,8.0,TWC
2021-05-13,2021-05-13 21:36:06.520000,2021,620d2b56-83c8-3662-1908-0a0334298cf8,walking,1001,17.32,1.143,35.934788,-83.95975,21.00,28.00,1,Partly Cloudy,,,3.0,TWC
2021-05-15,2021-05-15 01:42:42.860000,2021,351d72c8-62e1-b50f-726d-8fb2601178b4,walking,1001,22.22,1.513,35.96575,-83.91989,14.00,57.00,1,Clear,,,0.0,TWC
2021-05-15,2021-05-15 02:37:20.880000,2021,bb15ddca-e919-a839-acc7-233714e600f0,walking,1001,16.24,1.074,35.9694,-83.91996,13.00,66.00,1,Clear,,,0.0,TWC
2021-05-15,2021-05-15 20:04:12.910000,2021,557a05d5-972b-3400-f3cd-cb1ea3963a05,walking,1001,38.76,2.714,35.939438,-83.95856,23.78,31.00,1,Partly Cloudy,,,8.0,TWC
2021-05-15,2021-05-15 21:15:16.630000,2021,03f99cfa-629d-8ff8-b424-c7e7d6f5df3f,walking,1001,36.53,2.679,35.929356,-83.97217,23.00,32.00,1,Fair,,,3.0,TWC
2021-05-16,2021-05-16 20:28:25.410000,2021,e373bab9-6d6b-e850-c62a-a862c20e5d4f,walking,1001,20.60,1.369,35.938557,-83.95808,22.00,52.00,1,Cloudy,,,3.0,TWC
2021-05-18,2021-05-18 18:15:06.260000,2021,aaf083c7-f86b-bf15-d760-21f0ad59fc50,walking,1001,32.35,2.390,35.935684,-83.956924,23.00,60.00,1,Partly Cloudy,,,9.0,TWC
2021-05-18,2021-05-18 21:05:34.390000,2021,b3335b1f-607b-c493-3cc9-ada14b8c12a5,walking,1001,21.67,1.266,35.933796,-83.96089,24.00,52.00,1,Fair,,,4.0,TWC
2021-05-19,2021-05-19 17:35:55.690000,2021,d08537ca-4482-ebb9-18b8-9b2aed840785,walking,1001,40.75,3.052,35.93614,-83.95689,27.00,45.00,1,Fair,,,9.0,TWC
2021-05-19,2021-05-19 19:07:03.870000,2021,44c0d02e-50fe-424c-5f69-e50c532efa9b,walking,1001,33.07,2.382,35.92927,-83.9718,28.00,41.00,1,Partly Cloudy,,,7.0,TWC
2021-05-20,2021-05-20 17:42:02.800000,2021,775d8efd-7ee7-aa9b-02ac-d16d3e9be87c,walking,1001,36.85,2.727,35.938164,-83.95796,28.00,40.00,1,Sunny,,,9.0,TWC
2021-05-20,2021-05-20 18:36:41.700000,2021,6c7faebd-f80e-d6b6-e448-a3165add1120,walking,1001,18.82,1.431,35.92725,-83.96605,28.00,40.00,1,Fair,,,9.0,TWC
2021-05-21,2021-05-21 16:52:53.120000,2021,4dc28071-ccd6-4a6f-fba6-c61ce6cac036,walking,1001,37.56,2.722,35.93989,-83.95826,29.00,33.00,1,Sunny,,,9.0,TWC
2021-05-21,2021-05-21 22:46:23.440000,2021,ce6d7c05-44d5-59e1-1666-a9f2cd619148,walking,1001,18.31,1.346,35.93398,-83.957184,27.00,44.00,1,Fair,,,1.0,TWC
2021-05-22,2021-05-22 19:18:38.410000,2021,2abd64d4-17b1-8a14-6dce-a9b0a06edde0,walking,1001,40.40,2.814,35.94001,-83.95819,29.00,43.00,1,Partly Cloudy,,,8.0,TWC
2021-05-22,2021-05-22 20:20:01.640000,2021,335ee3c9-15b6-2b7c-a1de-287f105f1813,walking,1001,36.88,2.645,35.929394,-83.97226,29.00,44.00,1,Partly Cloudy,,,5.0,TWC
2021-05-23,2021-05-23 16:22:30.570000,2021,f11325d5-54b1-a3f3-e31c-5a798dd426e5,walking,1001,15.22,1.037,35.938473,-83.95801,29.00,42.00,1,Sunny,,,8.0,TWC
2021-05-23,2021-05-23 18:48:55.240000,2021,8ced903c-0a8d-5d33-8e86-670d03b809b8,walking,1001,19.57,1.259,35.934555,-83.96009,31.00,35.00,1,Partly Cloudy,,,8.0,TWC
2021-05-23,2021-05-23 19:59:15.180000,2021,cd002b62-51c7-12e4-9d0d-4083b4ee613b,walking,1001,13.96,1.119,35.964928,-83.919174,31.00,32.00,1,Partly Cloudy,,,6.0,TWC
2021-05-23,2021-05-23 23:27:16.510000,2021,74f72145-a98e-bcd9-eb73-6934b0a7e3d2,walking,1001,11.51,0.920,35.964466,-83.91969,30.00,34.00,1,Partly Cloudy,,,1.0,TWC
2021-05-24,2021-05-24 22:19:47.430000,2021,8aae078d-1bed-4442-d964-ed08382ce611,walking,1001,20.84,1.666,35.931686,-83.957664,28.00,48.00,1,Partly Cloudy,,,1.0,TWC
2021-05-25,2021-05-25 18:29:08.950000,2021,0e27b4ca-3bec-2215-55b5-ed9d6cd3a001,walking,1001,33.93,2.507,35.938442,-83.958015,32.00,39.00,1,Sunny,,,9.0,TWC
2021-05-25,2021-05-25 19:21:19.980000,2021,311295ca-774c-2a42-d7b0-bfd5756ee755,walking,1001,35.04,2.563,35.92934,-83.97202,32.00,36.00,1,Sunny,,,7.0,TWC
2021-05-25,2021-05-25 22:41:47.570000,2021,c1720ebe-886f-6aa4-9a66-795f674d659b,walking,1001,10.13,0.767,35.964375,-83.918976,31.00,44.00,1,Partly Cloudy,,,1.0,TWC
2021-05-25,2021-05-25 23:13:45,2021,2430e116-e862-743b-8d8f-089888e61ea7,walking,1001,24.55,1.707,35.96476,-83.91794,31.00,44.00,1,Sunny,,,0.0,TWC
2021-05-26,2021-05-26 00:17:52.470000,2021,0c1ec183-c345-bc16-523f-236171b28dc2,walking,1001,19.95,1.670,35.97016,-83.918846,28.00,52.00,1,Fair,,,0.0,TWC
2021-05-26,2021-05-26 17:55:03.370000,2021,96f3afa3-19ed-2eeb-681b-0a1b65e33ef6,walking,1001,32.53,2.513,35.932716,-83.95738,31.00,38.00,1,Fair,,,9.0,TWC
2021-05-27,2021-05-27 00:46:13.510000,2021,f1e01498-4a13-181d-c787-ca8c16ff0d65,walking,1001,30.03,2.095,35.939075,-83.958145,26.00,59.00,1,Mostly Cloudy,,,0.0,TWC
2021-05-27,2021-05-27 19:20:44.050000,2021,8c989c25-7640-3d2d-f546-bd71cb39af41,walking,1001,21.03,1.493,35.939262,-83.958305,31.00,42.00,1,Partly Cloudy,,,7.0,TWC
2021-05-27,2021-05-27 19:45:40.390000,2021,7cc60a5d-e245-5a6f-44e1-d26fb3e38d5e,walking,1001,17.38,1.256,35.927456,-83.96165,31.00,42.00,1,Partly Cloudy,,,6.0,TWC
2021-05-27,2021-05-27 20:19:23.910000,2021,ef40f832-8f78-6581-be26-fcdd4cad28d8,walking,1001,15.56,1.093,35.934784,-83.9598,31.00,42.00,1,Partly Cloudy,,,5.0,TWC
2021-05-27,2021-05-27 23:43:30.820000,2021,2a65ddf0-127b-d2c5-6d77-8fd13930bd30,walking,1001,12.72,0.968,35.96395,-83.91877,28.00,54.00,1,Partly Cloudy,,,0.0,TWC
2021-05-28,2021-05-28 01:37:08.060000,2021,dbd4ca7a-38ac-59fb-8329-654893f50381,walking,1001,20.81,1.263,35.965137,-83.919624,25.00,72.00,1,Mostly Cloudy,,,0.0,TWC
2021-05-28,2021-05-28 02:33:25.630000,2021,77c419d2-b43a-1a81-a170-4e134d7cc332,walking,1001,18.15,1.540,35.96928,-83.92007,25.00,72.00,1,Mostly Cloudy,,,0.0,TWC
2021-05-29,2021-05-29 02:24:12.120000,2021,89e5c03c-f18d-003e-d60a-53c768ff5968,walking,1001,12.31,0.852,35.96442,-83.91926,20.00,99.00,1,Cloudy,,,0.0,TWC
2021-06-04,2021-06-04 17:00:48.620000,2021,e79b4719-e7e1-42f5-7ce8-cf28697107b9,walking,1001,35.90,2.663,35.93842,-83.958015,26.00,51.00,1,Partly Cloudy,,,10.0,TWC
2021-06-04,2021-06-04 18:02:28.410000,2021,4e03f6fa-bd97-b3c6-4103-41243032e646,walking,1001,14.14,1.051,35.929314,-83.97213,27.00,48.00,1,Fair,,,10.0,TWC
2021-06-04,2021-06-04 22:42:44.310000,2021,c4fce574-5eb5-d80e-3e71-98f339406a07,walking,1001,15.08,1.122,35.971355,-83.91969,27.17,49.00,1,Fair,,,2.0,TWC
2021-06-04,2021-06-04 22:43:01,2021,1dff220b-c2ec-47c8-94f8-97b5e9baf296,walking,1001,14.75,1.131,35.969795,-83.91926,28.00,47.00,1,Fair,3.0,N. 10,,TWC
2021-06-05,2021-06-05 19:17:18.130000,2021,67573dd2-f047-b93f-1746-1548074259b5,walking,1001,18.14,1.350,35.938457,-83.95801,31.00,39.00,1,Sunny,,,8.0,TWC
2021-06-05,2021-06-05 19:40:10.030000,2021,0255dd10-d1db-65a8-1376-e329338e9a8f,walking,1001,18.10,1.306,35.93032,-83.95818,31.00,39.00,1,Sunny,,,8.0,TWC
2021-06-07,2021-06-07 22:21:06.040000,2021,11ccb7d1-a850-4417-c19f-05d48de74bc6,walking,1001,31.82,2.542,35.938145,-83.957924,26.00,76.00,1,Partly Cloudy,,,2.0,TWC
2021-06-08,2021-06-08 23:34:29.240000,2021,151c0ed9-6243-d4c2-041f-ac4826d5993d,walking,1001,20.18,1.402,35.94155,-83.95874,27.00,74.00,1,Sunny,,,0.0,TWC
2021-06-12,2021-06-12 18:29:54.090000,2021,996e8001-d60d-ad5f-7aae-aabd805b71c8,walking,1001,36.50,2.442,35.93992,-83.958176,31.00,58.00,1,Partly Cloudy,,,10.0,TWC
2021-06-12,2021-06-12 19:19:04.600000,2021,4364b0e3-5179-b90b-1722-78d7d02b23a0,walking,1001,15.05,1.042,35.934883,-83.959816,32.00,51.00,1,Partly Cloudy,,,8.0,TWC
2021-06-12,2021-06-12 21:53:13.510000,2021,5891212c-cb48-14b0-7ab8-a67ec76bcac3,walking,1001,19.03,1.341,35.957672,-83.90831,31.00,51.00,1,Fair,,,3.0,TWC
2021-06-16,2021-06-16 18:15:24.020000,2021,88b79f98-4ead-d295-564c-76fab55baee5,walking,1001,35.77,2.673,35.938873,-83.95814,27.67,34.00,1,Fair,,,10.0,TWC
2021-06-16,2021-06-16 22:13:47.500000,2021,2b6d9d03-c8a7-a4ce-ba90-a39094d4aab4,walking,1001,35.98,2.701,35.939827,-83.95847,28.00,35.00,1,Partly Cloudy,,,2.0,TWC
2021-06-17,2021-06-17 18:11:43.680000,2021,b66d0371-2cb4-fc8c-ec54-0be16f524d78,walking,1001,35.39,2.607,35.938416,-83.95796,29.00,36.00,1,Fair,,,10.0,TWC
2021-06-17,2021-06-17 18:59:08.140000,2021,a4559942-1423-9b78-1c4b-e9a5718cc6dc,walking,1001,23.91,1.773,35.929302,-83.97199,29.00,35.00,1,Partly Cloudy,,,9.0,TWC
2021-06-18,2021-06-18 17:03:26.630000,2021,0c7d4449-79ee-6e89-833a-ad492fc4d63e,walking,1001,25.87,2.098,35.93841,-83.95802,30.00,42.00,1,Fair,,,10.0,TWC
2021-06-18,2021-06-18 22:10:50.740000,2021,c9195d5a-cd83-6a9e-572f-1b37a236f11b,walking,1001,36.27,2.676,35.938835,-83.958084,31.00,36.00,1,Sunny,,,2.0,TWC
2021-06-20,2021-06-20 20:28:28.870000,2021,0fb52c0a-9de9-43e3-823a-4280f17d4b0c,walking,1001,39.69,2.979,35.934498,-83.957054,31.00,47.00,1,Partly Cloudy,,,5.0,TWC
2021-06-20,2021-06-20 21:22:58.320000,2021,c513138e-8a59-a865-17da-9ac8eb46e26c,walking,1001,38.80,2.772,35.929337,-83.97226,31.00,50.00,1,Partly Cloudy,,,3.0,TWC
2021-06-23,2021-06-23 22:22:22.130000,2021,beeeaffd-932f-09f0-fbb1-9ade0082dabf,walking,1001,19.01,1.277,35.96398,-83.9201,27.67,42.00,1,Sunny,,,3.0,TWC
2021-06-23,2021-06-23 23:44:48.270000,2021,7a5cf08d-f50c-516f-53af-1f30e8daba8d,walking,1001,16.80,1.057,35.96851,-83.92058,27.17,52.00,1,Sunny,,,0.0,TWC
2021-06-24,2021-06-24 18:11:38.710000,2021,49e044d5-12dc-5d8a-9c5b-fa29ec13108c,walking,1001,36.61,2.730,35.938843,-83.958145,28.78,45.00,1,Fair,,,10.0,TWC
2021-06-24,2021-06-24 19:23:44.300000,2021,5d7951d2-706c-8554-3e67-580a00cc3320,walking,1001,37.56,2.780,35.929283,-83.97193,31.06,41.00,1,Partly Cloudy,,,8.0,TWC
2021-06-25,2021-06-25 17:56:40.520000,2021,893088e2-a7a2-109d-de3f-1bb4da51d6fc,walking,1001,40.29,2.868,35.93911,-83.95817,27.67,50.00,1,Partly Cloudy,,,10.0,TWC
2021-06-27,2021-06-27 19:12:50.610000,2021,290ecc1d-b9df-734f-f5d5-1a77562bf26b,walking,1001,35.35,2.706,35.93805,-83.957855,23.78,81.00,1,Rain Shower,,,6.0,TWC
2021-06-27,2021-06-27 20:23:23.820000,2021,1117427f-cc82-d251-9987-a8063eea0370,walking,1001,36.12,2.626,35.929302,-83.972015,27.67,67.00,1,Mostly Cloudy,,,6.0,TWC
2021-06-29,2021-06-29 20:14:19.670000,2021,e45287a5-7ee0-49d2-f1b9-be01d36dca56,walking,1001,41.15,2.934,35.934433,-83.957085,31.00,57.00,1,Mostly Cloudy,,,5.0,TWC
2021-06-30,2021-06-30 22:09:31.780000,2021,f52cd592-683b-cdd8-73c0-d10837b8234e,walking,1001,37.88,2.790,35.938416,-83.95802,31.00,51.00,1,Partly Cloudy,,,2.0,TWC
2021-07-01,2021-07-01 17:29:38.240000,2021,8ce377ef-a685-4301-ad23-487392421975,walking,1001,35.07,2.633,35.93844,-83.957985,30.00,58.00,1,Partly Cloudy,,,11.0,TWC
2021-07-01,2021-07-01 18:24:24.500000,2021,35b4e51f-b4a1-f51f-091e-174535b1fdf8,walking,1001,37.45,2.699,35.929348,-83.97215,30.00,57.00,1,Partly Cloudy,,,10.0,TWC
2021-07-02,2021-07-02 19:55:34.440000,2021,167fd1d6-f467-5298-6d3c-1da9c6215b3a,walking,1001,36.65,2.714,35.938152,-83.957985,27.67,47.00,1,Fair,,,9.0,TWC
2021-07-05,2021-07-05 21:25:23.190000,2021,01918ed7-daa1-0353-2208-a58385beb957,walking,1001,36.39,2.839,35.932606,-83.957565,32.00,39.00,1,Fair,,,3.0,TWC
2021-07-07,2021-07-07 22:03:35.030000,2021,5660fac4-b136-d57d-0b73-5b485116cc6e,walking,1001,37.48,2.980,35.93831,-83.95811,26.06,77.00,1,Partly Cloudy,,,3.0,TWC
2021-07-08,2021-07-08 22:50:34.740000,2021,a40d0f9f-3227-5bdd-0d65-d48dce5ae511,walking,1001,11.90,0.897,35.96569,-83.91852,30.00,58.00,1,Partly Cloudy,,,1.0,TWC
2021-07-08,2021-07-08 23:48:52.500000,2021,912c23c4-06ff-f02c-d79e-b0cf9281b68f,walking,1001,15.00,1.057,35.96948,-83.919785,29.00,63.00,1,Fair,,,0.0,TWC
2021-07-10,2021-07-10 22:02:17.020000,2021,4844e543-9305-8e17-411b-a0c89c5a559c,walking,1001,12.77,0.933,35.935104,-83.95954,27.00,73.00,1,Rain Shower,,,2.0,TWC
2021-07-10,2021-07-10 23:47:10.300000,2021,ba3ae042-af7f-4bf6-8cc3-79f8aef7241a,walking,1001,13.37,0.992,35.9382,-83.95795,24.00,84.00,1,Light Rain,,,0.0,TWC
2021-07-12,2021-07-12 22:06:06.820000,2021,bf64d5bb-25b4-0f87-36f2-969777c9d8a1,walking,1001,36.59,2.686,35.93878,-83.95805,28.00,61.00,1,Mostly Cloudy,,,2.0,TWC
2021-07-12,2021-07-12 23:01:03.760000,2021,310a0f4d-f0a2-8222-d3fc-d446ae580129,walking,1001,13.07,0.968,35.929333,-83.97206,28.00,65.00,1,Partly Cloudy,,,1.0,TWC
2021-07-13,2021-07-13 22:27:21.070000,2021,c22bb85c-0728-7cd9-73e8-bea29d023270,walking,1001,13.80,0.839,35.924618,-84.03786,28.00,58.00,1,Partly Cloudy,,,2.0,TWC
2021-07-13,2021-07-13 22:44:03.990000,2021,86c7b91d-a92c-5569-2755-63d706c5851e,walking,1001,12.70,0.864,35.925003,-84.039116,28.00,61.00,1,Partly Cloudy,,,1.0,TWC
2021-07-13,2021-07-13 22:58:45.090000,2021,0a3f45e9-e1ea-d51a-72ca-d026ab62f885,walking,1001,14.62,1.006,35.926174,-84.0376,28.00,62.00,1,Partly Cloudy,,,1.0,TWC
2021-07-14,2021-07-14 17:52:17.710000,2021,538689a1-08da-4c3a-8d47-950efc17e8bd,walking,1001,33.55,2.577,35.938362,-83.95797,30.00,58.00,1,Partly Cloudy,,,10.0,TWC
2021-07-14,2021-07-14 19:00:46.710000,2021,dc0f0648-78b1-c875-66c0-d8ad6b54a131,walking,1001,18.92,1.399,35.92933,-83.97204,31.00,54.00,1,Partly Cloudy,,,9.0,TWC
2021-07-15,2021-07-15 23:06:52.460000,2021,348642d2-de44-2205-bda0-6ff21db7dbca,walking,1001,11.27,0.677,35.926247,-84.03779,30.00,47.00,1,Sunny,,,1.0,TWC
2021-07-16,2021-07-16 19:13:31.830000,2021,2bff35d9-5655-7c3a-b8e5-5b9b7bf10c80,walking,1001,37.07,2.658,35.939297,-83.95844,32.17,48.00,1,Sunny,,,10.0,TWC
2021-07-16,2021-07-16 20:11:34.740000,2021,1b9db4ca-34c6-a8ba-efc2-f27cafa17349,walking,1001,36.78,2.680,35.929333,-83.97213,32.00,47.00,1,Sunny,,,7.0,TWC
2021-07-18,2021-07-18 03:06:29.120000,2021,a7869bc5-877e-4dd3-f311-64a5e0d820a8,walking,1001,18.24,1.385,35.964798,-83.9181,22.00,92.00,1,Partly Cloudy,,,0.0,TWC
2021-07-21,2021-07-21 21:36:22.390000,2021,ac3d991a-8981-2dd9-517c-b8bc4583db53,walking,1001,38.63,2.752,35.94001,-83.9584,31.06,44.00,1,Fair,,,4.0,TWC
2021-07-21,2021-07-21 22:28:58.490000,2021,5c00f7c3-fc9e-4b1f-f91c-80d50a6c84dc,walking,1001,36.70,2.638,35.929325,-83.97218,29.00,47.00,1,Sunny,,,1.0,TWC
2021-07-22,2021-07-22 19:41:26.960000,2021,40fc9c7b-7b12-1678-b11b-ecf53e311520,walking,1001,37.21,2.653,35.939697,-83.95828,32.17,46.00,1,Partly Cloudy,,,9.0,TWC
2021-07-22,2021-07-22 20:41:39.180000,2021,9ecf8a34-e97d-0dfd-a931-57ae0dadfda8,walking,1001,22.45,1.638,35.9293,-83.97216,32.00,44.00,1,Fair,,,5.0,TWC
2021-07-23,2021-07-23 17:56:41.120000,2021,7ac95d38-0f3a-61dc-8b4c-dd8abf9ac07a,walking,1001,36.71,2.640,35.93992,-83.95815,32.00,47.00,1,Sunny,,,10.0,TWC
2021-07-23,2021-07-23 22:49:47.200000,2021,72a5eebc-9b25-76e9-17db-20fa7312211f,walking,1001,11.44,0.693,35.964363,-83.91973,31.00,47.00,1,Sunny,,,1.0,TWC
2021-07-24,2021-07-24 15:51:33.230000,2021,f6d535d4-4031-32e5-0c88-37e96a066738,walking,1001,13.17,0.934,36.276295,-83.53232,29.00,58.00,1,Fair,,,8.0,TWC
2021-07-26,2021-07-26 22:19:19.310000,2021,0aeb3e5a-6b19-3ff3-b0e6-6b5411473840,walking,1001,34.68,2.543,35.93987,-83.95819,27.17,74.00,1,Fair,,,2.0,TWC
2021-07-27,2021-07-27 19:15:32.300000,2021,a350aecf-2e97-ca2a-4ada-19d2cbbbd189,walking,1001,37.15,2.714,35.939266,-83.9584,33.00,45.00,1,Sunny,,,9.0,TWC
2021-07-27,2021-07-27 20:11:09.330000,2021,1f20b264-3209-8816-9aeb-4b95501ce3f2,walking,1001,21.62,1.585,35.929653,-83.97318,33.00,46.00,1,Fair,,,6.0,TWC
2021-07-27,2021-07-27 23:22:38.970000,2021,28489316-d48b-3c34-7621-5e80571a4070,walking,1001,14.00,1.019,35.970734,-83.918526,32.00,50.00,1,Sunny,,,0.0,TWC
2021-07-30,2021-07-30 21:08:24.210000,2021,99b5926a-1fb1-3a5d-c10d-8f9b57a7b2a9,walking,1001,35.69,2.694,35.93833,-83.957985,32.00,54.00,1,Partly Cloudy,,,4.0,TWC
2021-07-30,2021-07-30 22:05:12.200000,2021,b929158f-a776-86f9-aa7c-a2e08c7c1553,walking,1001,37.48,2.710,35.92943,-83.97241,31.00,55.00,1,Partly Cloudy,,,2.0,TWC
2021-08-01,2021-08-01 21:21:25.480000,2021,157836c3-577a-5afe-676a-694eb2d09705,walking,1001,35.81,2.631,35.93918,-83.95838,27.67,56.00,1,Partly Cloudy,,,4.0,TWC
2021-08-01,2021-08-01 22:25:08.810000,2021,c78f389b-1a21-d802-b548-40b3905abe91,walking,1001,34.78,2.525,35.92933,-83.972115,27.00,57.00,1,Partly Cloudy,,,2.0,TWC
2021-08-03,2021-08-03 18:28:08.440000,2021,1c55421a-59e0-c7d5-c653-7d7f2e68010b,walking,1001,37.23,2.777,35.93894,-83.958145,27.17,56.00,1,Mostly Cloudy,,,8.0,TWC
2021-08-03,2021-08-03 19:36:21.070000,2021,efdd6f5e-19ac-83e7-dee1-b17b69d0ea74,walking,1001,19.77,1.458,35.929527,-83.97292,28.00,50.00,1,Partly Cloudy,,,7.0,TWC
2021-08-03,2021-08-03 20:00:51.420000,2021,ca1081da-c735-2315-6a87-52a874f721d9,walking,1001,11.45,0.852,35.9302,-83.95821,28.00,51.00,1,Partly Cloudy,,,7.0,TWC
2021-08-04,2021-08-04 18:32:01.810000,2021,da20ede1-4096-94e5-46e2-e0a270b3f9cd,walking,1001,40.03,2.864,35.940052,-83.95835,24.00,70.00,1,Mostly Cloudy,,,8.0,TWC
2021-08-05,2021-08-05 19:41:16.900000,2021,97cabff5-5e49-d850-2ae0-c7a77a829af9,running,1002,13.12,1.197,35.9384,-83.95797,30.00,41.00,1,Sunny,,,8.0,TWC
2021-08-05,2021-08-05 20:00:15.580000,2021,03629f45-4462-4551-31b8-bf052044d657,walking,1001,19.07,1.399,35.927376,-83.96191,31.00,38.00,1,Partly Cloudy,,,7.0,TWC
2021-08-06,2021-08-06 18:53:10.040000,2021,3029bd70-b5bf-fb0f-8c76-e5f166536fd2,walking,1001,39.27,2.720,35.939953,-83.95825,31.00,47.00,1,Partly Cloudy,,,9.0,TWC
2021-08-08,2021-08-08 18:29:10.030000,2021,40641d71-4d68-6d43-82d2-66468b892ebf,walking,1001,25.88,1.690,35.939655,-83.958405,30.00,48.00,1,Fair,,,10.0,TWC
2021-08-08,2021-08-08 21:04:59.070000,2021,1a7c2ea2-4577-0d5b-af47-0acdc16946e6,walking,1001,21.67,1.272,35.934807,-83.95983,32.00,43.00,1,Fair,,,4.0,TWC
2021-08-12,2021-08-12 19:03:19.220000,2021,a87ed378-176b-e5b1-3272-84ad98fbcc26,walking,1001,35.98,2.628,35.93859,-83.958015,32.00,50.00,1,Sunny,,,9.0,TWC
2021-08-12,2021-08-12 19:53:39.730000,2021,c245f54a-d9d1-7ea7-ffcd-38febb28efe9,walking,1001,26.32,1.817,35.929665,-83.97322,33.00,46.00,1,Sunny,,,7.0,TWC
2021-08-15,2021-08-15 04:35:06.390000,2021,08985e1b-c3b9-a3d8-88dc-f6db383c04e7,walking,1001,10.59,0.775,35.965015,-83.91811,22.00,94.00,1,Rain,,,0.0,TWC
2021-08-19,2021-08-19 20:26:53.740000,2021,b5fed12d-bd3b-8aa4-5d6b-673ad4a16ca2,walking,1001,14.40,0.918,35.97036,-83.9186,28.00,71.00,1,Mostly Cloudy,,,4.0,TWC
2021-08-21,2021-08-21 16:53:28.220000,2021,02a78d9e-b6cd-7346-bc70-539efba4e1d1,walking,1001,57.53,3.942,35.939896,-83.95818,28.78,65.00,1,Fair,,,8.0,TWC
2021-08-21,2021-08-21 17:56:51.670000,2021,fa929ee1-1cfc-146d-144f-99755dd35ee9,walking,1001,31.77,2.085,35.935085,-83.97583,30.00,59.00,1,Partly Cloudy,,,9.0,TWC
2021-08-22,2021-08-22 18:07:03.650000,2021,a1a25ed3-ef01-7c51-e3ed-c40312fa9065,walking,1001,14.24,1.050,35.962006,-83.92359,31.00,59.00,1,Fair,,,9.0,TWC
2021-08-24,2021-08-24 19:23:13.180000,2021,77669951-cb06-c9aa-0142-d3304329ff6d,walking,1001,15.98,1.006,35.968376,-83.918976,33.00,48.00,1,Fair,,,7.0,TWC
2021-09-07,2021-09-07 18:16:24.070000,2021,1cd0e6e3-e806-04bd-940e-d4c421ef7fdb,walking,1001,37.15,2.743,35.92846,-83.96875,28.00,59.00,1,Fair,,,8.0,TWC
2021-09-09,2021-09-09 18:04:14.610000,2021,924c00f2-8d49-61a5-248f-b21e5e512238,walking,1001,40.06,2.775,35.936382,-83.95698,27.00,36.00,1,Mostly Cloudy,,,8.0,TWC
2021-09-09,2021-09-09 19:18:29.920000,2021,80ee775f-a609-2995-75a9-2a50f56d365c,walking,1001,38.17,2.714,35.928555,-83.96942,26.00,37.00,1,Fair,,,7.0,TWC
2021-09-11,2021-09-11 22:33:17.410000,2021,abbe9ae9-b66d-4d70-d109-a82ebe986fc2,walking,1001,47.38,3.303,35.936996,-83.95706,25.00,53.00,1,Sunny,,,0.0,TWC
2021-09-15,2021-09-15 19:34:05.420000,2021,403d8739-5fab-54c1-e33d-984c8fa01aa1,walking,1001,39.99,2.785,35.937977,-83.95784,27.67,63.00,1,Partly Cloudy,,,6.0,TWC
2021-09-16,2021-09-16 18:26:09.290000,2021,3cf01623-f4f0-66d8-c33d-84e3391c9f4a,walking,1001,36.42,2.666,35.93595,-83.95696,28.00,56.00,1,Mostly Cloudy,,,6.0,TWC
2021-09-16,2021-09-16 19:22:19.520000,2021,582e414e-c770-b190-8b07-b67f060fcfbf,walking,1001,36.47,2.657,35.928272,-83.96834,28.00,57.00,1,Cloudy,,,4.0,TWC
2021-09-16,2021-09-16 21:47:08.190000,2021,976c8d2b-010b-3b45-495a-60ec5215ca9c,walking,1001,12.56,0.804,35.93695,-83.95702,27.67,58.00,1,Mostly Cloudy,,,2.0,TWC
2021-09-16,2021-09-16 23:48:09.600000,2021,d6e74b2e-5ab2-14fc-089c-fb0db865cfc1,walking,1001,12.01,0.822,35.9384,-83.95796,24.00,81.00,1,Cloudy,,,0.0,TWC
2021-09-19,2021-09-19 17:24:05.430000,2021,4459352e-d3a9-189f-c21e-dce809630fac,walking,1001,19.58,1.297,35.93807,-83.95793,27.00,72.00,1,Partly Cloudy,,,7.0,TWC
