date,fm,surplus,sp,pressure,required_control,control_stock,control_exerted,control_shortfall,surplus_pred_no_control,surplus_pred_with_control
2016-06-11,34.34,415.0,35.34046240166973,55.02543209183511,0.0,1135.0315596507555,0.0,0.0,-344.9745679081649,-344.9745679081649
2016-06-12,34.46,172.0,35.32533658460564,47.59351215330998,0.0,1156.3309284577404,0.0,0.0,-352.40648784669,-352.40648784669
2016-06-13,34.51,554.0,35.311329590097955,44.07312745538764,0.0,1177.2043098885856,0.0,0.0,-355.92687254461237,-355.92687254461237
2016-06-14,34.66,1.0,35.300140137590304,35.207707567466926,0.0,1197.6602236908138,0.0,0.0,-364.7922924325331,-364.7922924325331
2016-06-15,34.67,145.0,35.28931470719389,34.06230889566377,0.0,1200.0,0.0,0.0,-365.93769110433624,-365.93769110433624
2016-06-16,34.71,-442.0,35.279362427270364,31.314933499869966,73.31493349987,1200.0,73.31493349987,0.0,-368.68506650013,-442.0
2016-06-17,34.58,-244.0,35.267347799369915,37.80412896534543,0.0,1190.674026600052,0.0,0.0,-362.1958710346546,-362.1958710346546
2016-06-18,34.51,-14.0,35.25433701748367,40.938535961602014,0.0,1200.0,0.0,0.0,-359.06146403839796,-359.06146403839796
2016-06-19,34.51,793.0,35.24154975304269,40.235236417348084,0.0,1200.0,0.0,0.0,-359.76476358265194,-359.76476358265194
2016-06-20,34.74,17.0,35.23293342848564,27.11133856670994,0.0,1200.0,0.0,0.0,-372.88866143329005,-372.88866143329005
2016-06-21,34.74,267.0,35.22446512722722,26.645581997496954,0.0,1200.0,0.0,0.0,-373.35441800250305,-373.35441800250305
2016-06-22,34.82,250.0,35.21751665843214,21.86341621376762,0.0,1200.0,0.0,0.0,-378.1365837862324,-378.1365837862324
2016-06-23,34.89,201.0,35.211890118273814,17.70395650505975,0.0,1200.0,0.0,0.0,-382.29604349494025,-382.29604349494025
2016-06-24,34.95,-192.0,35.20739100279496,14.156505153722456,0.0,1200.0,0.0,0.0,-385.84349484627757,-385.84349484627757
2016-06-25,34.9,924.0,35.202110209354366,16.616061514490212,0.0,1200.0,0.0,0.0,-383.3839384855098,-383.3839384855098
2016-06-26,35.16,224.0,35.201386781162526,2.276272963939121,0.0,1200.0,0.0,0.0,-397.7237270360609,-397.7237270360609
2016-06-27,35.23,1046.0,35.201878339135845,-1.5466913475283306,0.0,1200.0,0.0,0.0,-401.54669134752834,-401.54669134752834
