family,sp_params,baseline,suppress_thresh,require_positive_pressure,min_run,n_expr,expr_frac,slope,intercept,corr,rmse_expr,score,trial_mean_abs_err,SURMOUNT-4_mid,STEP-1 extension_mid,STEP-4_mid
Lookback,"tol=2.5,hold=7,rate=0.001",-400,50,True,1,329,0.1580211335254563,0.7650716059123955,300.23057592179464,0.45153670781448374,582.6580146797451,-1.0962919691181028,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-400,50,True,1,329,0.1580211335254563,0.7660447387049876,299.0217389154559,0.4503240115064676,583.7218702219687,-1.096725095736866,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-300,0,False,1,327,0.15706051873198848,0.746927184521706,451.04150422007643,0.47862127723039105,585.1698478303634,-1.0977928337201566,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-200,100,False,1,327,0.15706051873198848,0.746927184521706,451.04150422007643,0.47862127723039105,585.1698478303634,-1.0977928337201566,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-100,200,False,1,327,0.15706051873198848,0.746927184521706,451.04150422007643,0.47862127723039105,585.1698478303634,-1.0977928337201566,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-200,50,True,1,237,0.1138328530259366,0.7514568650004757,510.2266923872197,0.46811369841846073,565.5890801361362,-1.0981332062517635,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-400,0,True,1,304,0.14601344860710855,0.7547330857983824,354.7973971254087,0.45647300288305676,579.0230383801619,-1.1011046119929597,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-300,100,True,1,304,0.14601344860710855,0.7547330857983824,354.7973971254087,0.45647300288305676,579.0230383801619,-1.1011046119929597,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-200,200,True,1,304,0.14601344860710855,0.7547330857983824,354.7973971254087,0.45647300288305676,579.0230383801619,-1.1011046119929597,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-200,50,False,7,61,0.029298751200768493,1.0679321449948205,723.9332917418453,0.29219124208091496,614.0695913531321,-1.101282670757491,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-200,50,False,7,61,0.029298751200768493,1.0695117273464039,721.8321513287531,0.29271407735070476,613.9669241749862,-1.1019699524714524,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-400,0,True,1,304,0.14601344860710855,0.7471206688052768,359.64606313400554,0.4540777438833158,577.409844673963,-1.10582356893562,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-300,100,True,1,304,0.14601344860710855,0.7471206688052768,359.64606313400554,0.4540777438833158,577.409844673963,-1.10582356893562,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-200,200,True,1,304,0.14601344860710855,0.7471206688052768,359.64606313400554,0.4540777438833158,577.409844673963,-1.10582356893562,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-100,50,True,1,207,0.0994236311239193,0.7333008832985136,604.0218140189997,0.46910686938042423,554.3223415649582,-1.10587800198297,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-400,0,False,1,378,0.18155619596541786,0.7434559620393892,360.50758354211786,0.4610574291862119,594.0508968814943,-1.1064424955060979,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-300,100,False,1,378,0.18155619596541786,0.7434559620393892,360.50758354211786,0.4610574291862119,594.0508968814943,-1.1064424955060979,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-200,200,False,1,378,0.18155619596541786,0.7434559620393892,360.50758354211786,0.4610574291862119,594.0508968814943,-1.1064424955060979,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-200,0,True,1,222,0.10662824207492795,0.7286532448737216,564.944971206268,0.4700575806487866,556.8558353109547,-1.1081121252132968,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-100,100,True,1,222,0.10662824207492795,0.7286532448737216,564.944971206268,0.4700575806487866,556.8558353109547,-1.1081121252132968,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",0,200,True,1,222,0.10662824207492795,0.7286532448737216,564.944971206268,0.4700575806487866,556.8558353109547,-1.1081121252132968,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-400,200,True,1,397,0.19068203650336216,0.7468231090347595,191.89269860450713,0.44215999086530716,591.5130301665496,-1.1088870811721763,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-200,50,False,1,296,0.14217098943323728,0.7325281918791672,522.350301274579,0.46842810599039153,576.6965094621617,-1.109250734477329,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-200,50,False,1,296,0.14217098943323728,0.7324602725089671,520.9961843852288,0.46848342864030645,576.6773619921374,-1.1092597833044708,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-400,200,True,1,398,0.19116234390009607,0.7451532282241974,191.80645272662412,0.4422282184485586,590.812056082191,-1.109415170103687,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",0,50,False,1,232,0.11143131604226705,0.721725262742569,681.8834976892756,0.4680982432392224,551.8824483598495,-1.1096053411867934,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",0,50,False,1,232,0.11143131604226705,0.7217126612242828,683.2394585478286,0.4680132634344552,551.9105584536856,-1.10966094906659,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-100,50,True,1,207,0.0994236311239193,0.7258487932566132,608.728708161332,0.4670228022180997,552.0323068881161,-1.1100378655346188,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-400,100,False,1,435,0.20893371757925072,0.7432606068832887,267.11964461014963,0.44741947824424677,603.274330213407,-1.1111511013197342,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-300,200,False,1,435,0.20893371757925072,0.7432606068832887,267.11964461014963,0.44741947824424677,603.274330213407,-1.1111511013197342,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-200,0,True,1,221,0.10614793467819404,0.7262511697721484,568.3303335621167,0.46764959129596606,557.9895440422548,-1.1111794818603657,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-100,100,True,1,221,0.10614793467819404,0.7262511697721484,568.3303335621167,0.46764959129596606,557.9895440422548,-1.1111794818603657,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",0,200,True,1,221,0.10614793467819404,0.7262511697721484,568.3303335621167,0.46764959129596606,557.9895440422548,-1.1111794818603657,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-400,100,False,1,437,0.20989433237271854,0.7435769434687581,265.349027784543,0.44663369808327047,603.5909574169048,-1.111241802075898,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=3,hold=7,rate=0.001",-300,200,False,1,437,0.20989433237271854,0.7435769434687581,265.349027784543,0.44663369808327047,603.5909574169048,-1.111241802075898,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
Lookback,"tol=2.5,hold=7,rate=0.001",-400,0,False,1,376,0.18059558117195004,0.7342407853637762,366.69931563874377,0.45736690615816294,593.0134859367561,-1.1131212282090095,8.262248351565525,17.331919848502412,9.614995363371046,6.289442658740037
