date,year,walk_regime,first_start,first_duration_min,second_duration_min,break_min,regime_duration_min,regime_distance_m,regime_steps,source_types
2023-04-01,2023,single_daylight_walk,2023-04-01 14:54:42,39.8,,,39.8,3006.74,3633.0,4.0
2023-04-04,2023,paired_daylight_walk,2023-04-04 15:40:39,35.94,30.69,29.32,66.63,5294.75,6403.0,4.0
2023-04-06,2023,single_daylight_walk,2023-04-06 14:56:05,22.64,,,22.64,1265.35,1882.0,4.0
2023-04-09,2023,single_daylight_walk,2023-04-09 16:36:37,31.96,,,31.96,2728.12,3147.0,4.0
2023-04-13,2023,paired_daylight_walk,2023-04-13 15:51:03,37.03,24.22,13.75,61.25,4905.91,5768.0,4.0
2023-04-15,2023,paired_daylight_walk,2023-04-15 15:27:30,38.06,22.15,36.22,60.21,4930.42,5816.0,4.0
2023-04-17,2023,single_daylight_walk,2023-04-17 18:24:32,34.66,,,34.66,2375.35,3445.0,4.0
2023-04-18,2023,paired_daylight_walk,2023-04-18 17:51:37,37.13,32.78,15.35,69.91,5729.06,6760.0,4.0
2023-04-21,2023,paired_daylight_walk,2023-04-21 15:16:38,33.7,31.45,22.0,65.15,5322.92,6485.0,4.0
2023-04-22,2023,single_daylight_walk,2023-04-22 18:34:24,34.9,,,34.9,2568.57,3206.0,7.0
2023-05-05,2023,paired_daylight_walk,2023-05-05 15:00:55,30.44,32.92,22.88,63.36,5437.72,6624.0,"4.0,7.0"
2023-05-06,2023,paired_daylight_walk,2023-05-06 15:57:25,33.91,20.75,18.55,54.66,4584.62,5410.0,4.0
2023-05-09,2023,paired_daylight_walk,2023-05-09 15:01:55,34.4,35.1,20.48,69.5,4680.74,6839.0,4.0
2023-05-10,2023,borderline_paired_daylight_walk,2023-05-10 16:03:14,35.45,18.97,22.73,54.42,4486.27,5300.0,4.0
2023-05-11,2023,paired_daylight_walk,2023-05-11 15:27:01,35.13,40.51,17.23,75.64,6092.13,7271.0,4.0
2023-05-13,2023,borderline_paired_daylight_walk,2023-05-13 14:45:55,37.38,17.03,10.52,54.41,4329.88,5140.0,4.0
2023-05-15,2023,single_daylight_walk,2023-05-15 18:13:05,37.33,,,37.33,2914.37,3475.0,4.0
2023-05-17,2023,paired_daylight_walk,2023-05-17 15:06:43,35.49,36.16,35.13,71.65,6034.95,7149.0,4.0
2023-05-21,2023,paired_daylight_walk,2023-05-21 13:55:13,36.67,36.88,18.47,73.55,6033.96,7196.0,4.0
2023-05-23,2023,paired_daylight_walk,2023-05-23 16:04:11,33.45,38.47,14.98,71.92,5928.45,6949.0,4.0
2023-05-31,2023,single_daylight_walk,2023-05-31 17:44:46,22.94,,,22.94,1357.17,1616.0,4.0
2023-06-02,2023,single_daylight_walk,2023-06-02 18:21:17,31.67,,,31.67,2761.9,3254.0,4.0
2023-06-04,2023,single_daylight_walk,2023-06-04 15:37:25,27.93,,,27.93,1584.52,2327.0,4.0
2023-06-12,2023,single_daylight_walk,2023-06-12 17:29:09,25.91,,,25.91,1421.82,2019.0,4.0
2023-06-18,2023,single_daylight_walk,2023-06-18 15:20:46,31.13,,,31.13,1827.75,2672.0,4.0
2023-06-22,2023,borderline_paired_daylight_walk,2023-06-22 18:06:27,21.1,30.8,1.72,51.9,2589.14,3718.0,4.0
2023-07-04,2023,single_daylight_walk,2023-07-04 15:32:21,23.05,,,23.05,1265.77,1912.0,4.0
2023-07-08,2023,single_daylight_walk,2023-07-08 16:59:29,28.22,,,28.22,1403.98,2024.0,4.0
2023-07-28,2023,paired_daylight_walk,2023-07-28 14:24:32,33.31,35.96,31.47,69.27,4719.01,6789.0,4.0
2023-08-02,2023,paired_daylight_walk,2023-08-02 17:30:14,35.71,31.4,6.15,67.11,4404.0,6413.0,4.0
2023-08-11,2023,single_daylight_walk,2023-08-11 12:02:25,34.44,,,34.44,2428.33,3252.0,8.0
2023-08-15,2023,single_daylight_walk,2023-08-15 17:05:20,20.11,,,20.11,1452.54,1890.0,8.0
2023-09-02,2023,single_daylight_walk,2023-09-02 18:52:11,24.55,,,24.55,1681.61,2079.0,4.0
2023-09-07,2023,single_daylight_walk,2023-09-07 15:05:59,36.76,,,36.76,2712.2,3391.0,4.0
2023-10-07,2023,borderline_paired_daylight_walk,2023-10-07 13:08:19,27.47,17.4,88.95,44.87,3111.06,3606.0,4.0
2023-10-20,2023,single_daylight_walk,2023-10-20 18:24:00,20.35,,,20.35,1381.55,1795.0,8.0
2023-12-28,2023,borderline_paired_daylight_walk,2023-12-28 16:49:39,23.79,16.71,48.73,40.5,2209.93,2847.0,4.0
2024-02-06,2024,single_daylight_walk,2024-02-06 16:06:44,34.52,,,34.52,2423.29,3271.0,4.0
2024-03-03,2024,borderline_paired_daylight_walk,2024-03-03 14:14:48,41.56,15.51,1.43,57.07,4050.41,5443.0,4.0
2024-03-05,2024,paired_daylight_walk,2024-03-05 13:10:14,31.78,44.17,16.03,75.95,5905.96,7460.0,8.0
2024-03-07,2024,single_daylight_walk,2024-03-07 14:02:15,36.13,,,36.13,2914.96,3458.0,8.0
2024-03-12,2024,borderline_paired_daylight_walk,2024-03-12 15:06:26,36.23,19.73,13.82,55.96,4086.27,5437.0,"4.0,8.0"
2024-03-13,2024,paired_daylight_walk,2024-03-13 15:30:32,31.1,31.03,16.55,62.13,4518.5,6031.0,4.0
2024-03-16,2024,single_daylight_walk,2024-03-16 15:55:18,21.25,,,21.25,1428.08,1945.0,4.0
2024-03-21,2024,single_daylight_walk,2024-03-21 18:55:16,20.03,,,20.03,1245.71,1709.0,4.0
2024-03-22,2024,paired_daylight_walk,2024-03-22 15:03:01,30.5,35.79,23.7,66.29,5040.66,6497.0,"4.0,8.0"
2024-03-27,2024,paired_daylight_walk,2024-03-27 15:20:13,36.12,31.74,31.37,67.86,4871.42,6480.0,4.0
2024-03-29,2024,paired_daylight_walk,2024-03-29 17:02:57,38.0,32.12,22.78,70.12,5108.27,6750.0,"4.0,8.0"
2024-03-30,2024,borderline_paired_daylight_walk,2024-03-30 15:33:48,36.57,18.28,13.48,54.85,4040.79,5420.0,4.0
2024-03-31,2024,single_daylight_walk,2024-03-31 15:38:43,22.04,,,22.04,1322.88,1820.0,4.0
2024-04-02,2024,borderline_paired_daylight_walk,2024-04-02 16:05:31,22.52,18.95,5.72,41.47,2809.8,3735.0,4.0
2024-04-13,2024,borderline_paired_daylight_walk,2024-04-13 12:23:53,41.46,35.67,4.17,77.13,5275.84,6725.0,8.0
2024-04-14,2024,borderline_paired_daylight_walk,2024-04-14 12:09:30,21.12,16.8,62.82,37.92,2992.38,3388.0,8.0
2024-04-16,2024,single_daylight_walk,2024-04-16 16:24:36,23.0,,,23.0,1447.94,1812.0,8.0
2024-04-18,2024,paired_daylight_walk,2024-04-18 15:14:22,36.22,34.09,14.58,70.31,5060.94,6783.0,4.0
2024-04-23,2024,single_daylight_walk,2024-04-23 14:29:39,26.58,,,26.58,1972.29,2626.0,4.0
2024-04-24,2024,single_daylight_walk,2024-04-24 18:49:28,40.86,,,40.86,3031.24,3740.0,8.0
2024-04-25,2024,borderline_paired_daylight_walk,2024-04-25 13:35:59,35.75,19.69,15.23,55.44,4111.37,5291.0,"4.0,8.0"
2024-04-29,2024,single_daylight_walk,2024-04-29 16:43:00,36.0,,,36.0,2766.85,3680.0,4.0
2024-04-30,2024,borderline_paired_daylight_walk,2024-04-30 15:26:24,31.96,17.92,10.7,49.88,3654.47,4839.0,"4.0,8.0"
2024-05-01,2024,paired_daylight_walk,2024-05-01 14:20:08,35.1,34.39,29.55,69.49,5198.28,6693.0,"4.0,8.0"
2024-05-04,2024,paired_daylight_walk,2024-05-04 16:29:26,35.36,37.93,23.03,73.29,5493.02,7083.0,"4.0,8.0"
2024-05-07,2024,paired_daylight_walk,2024-05-07 15:32:07,35.2,34.38,13.02,69.58,5233.6,6722.0,"4.0,8.0"
2024-05-08,2024,paired_daylight_walk,2024-05-08 17:15:00,37.19,32.12,18.82,69.31,5237.25,6645.0,"4.0,8.0"
2024-05-10,2024,paired_daylight_walk,2024-05-10 16:04:36,32.13,33.54,8.98,65.67,4743.53,6233.0,4.0
2024-05-16,2024,borderline_paired_daylight_walk,2024-05-16 13:41:10,32.49,18.23,17.13,50.72,3863.86,4928.0,"4.0,8.0"
2024-05-18,2024,single_daylight_walk,2024-05-18 15:44:09,23.7,,,23.7,1643.62,2205.0,4.0
2024-05-19,2024,paired_daylight_walk,2024-05-19 15:37:21,36.98,35.28,17.0,72.26,5201.98,6887.0,4.0
2024-05-21,2024,paired_daylight_walk,2024-05-21 13:40:12,40.79,27.4,13.25,68.19,5043.84,6424.0,"4.0,8.0"
2024-05-24,2024,paired_daylight_walk,2024-05-24 16:31:29,34.65,21.54,15.08,56.19,4339.37,5510.0,"4.0,8.0"
2024-05-25,2024,paired_daylight_walk,2024-05-25 15:16:59,36.05,33.76,14.02,69.81,5324.52,6768.0,"4.0,8.0"
2024-05-27,2024,single_daylight_walk,2024-05-27 16:11:51,35.22,,,35.22,2894.29,3570.0,8.0
2024-05-28,2024,paired_daylight_walk,2024-05-28 13:32:29,36.27,38.52,28.32,74.79,6198.39,7352.0,8.0
2024-05-29,2024,single_daylight_walk,2024-05-29 15:17:57,37.6,,,37.6,2956.72,3651.0,8.0
2024-05-30,2024,paired_daylight_walk,2024-05-30 15:13:42,38.42,33.12,18.2,71.54,5334.7,6748.0,"4.0,8.0"
2024-06-05,2024,borderline_paired_daylight_walk,2024-06-05 18:01:11,43.09,11.43,1.78,54.52,3755.36,4945.0,8.0
2024-06-07,2024,paired_daylight_walk,2024-06-07 15:54:59,29.07,33.15,31.85,62.22,4892.5,6150.0,8.0
2024-06-08,2024,paired_daylight_walk,2024-06-08 15:08:38,38.55,22.55,18.57,61.1,4595.17,5948.0,"4.0,8.0"
2024-06-11,2024,paired_daylight_walk,2024-06-11 14:49:17,38.48,22.14,10.28,60.62,4675.52,5921.0,"4.0,8.0"
2024-06-12,2024,paired_daylight_walk,2024-06-12 17:22:48,36.63,36.03,21.63,72.66,5842.16,7189.0,8.0
2024-06-13,2024,paired_daylight_walk,2024-06-13 15:02:43,39.01,33.37,34.27,72.38,5578.26,6860.0,4.0
2024-06-14,2024,paired_daylight_walk,2024-06-14 15:43:10,34.57,40.9,25.53,75.47,6042.0,7024.0,"4.0,8.0"
2024-06-15,2024,paired_daylight_walk,2024-06-15 14:24:59,24.7,36.18,22.72,60.88,4953.79,6016.0,8.0
2024-06-16,2024,single_daylight_walk,2024-06-16 13:55:11,41.5,,,41.5,3417.38,3823.0,8.0
2024-06-18,2024,single_daylight_walk,2024-06-18 18:14:42,43.36,,,43.36,2662.03,3700.0,8.0
2024-06-20,2024,single_daylight_walk,2024-06-20 15:31:18,40.48,,,40.48,3058.82,3772.0,8.0
2024-06-21,2024,borderline_paired_daylight_walk,2024-06-21 15:00:43,37.43,17.14,24.73,54.57,4232.56,5212.0,4.0
2024-06-25,2024,paired_daylight_walk,2024-06-25 14:28:04,36.62,22.7,9.48,59.32,4701.15,5854.0,8.0
2024-06-26,2024,borderline_paired_daylight_walk,2024-06-26 17:41:48,35.68,16.18,26.07,51.86,4049.46,5016.0,4.0
2024-06-28,2024,paired_daylight_walk,2024-06-28 14:03:59,36.56,31.19,18.95,67.75,5473.3,6564.0,8.0
2024-07-04,2024,single_daylight_walk,2024-07-04 15:23:14,27.47,,,27.47,2096.82,2520.0,8.0
2024-07-09,2024,single_daylight_walk,2024-07-09 17:07:05,37.9,,,37.9,2637.65,3439.0,8.0
2024-07-11,2024,paired_daylight_walk,2024-07-11 14:43:38,39.88,32.02,20.82,71.9,5632.69,6917.0,8.0
2024-07-12,2024,borderline_paired_daylight_walk,2024-07-12 14:05:16,20.16,16.27,14.48,36.43,2041.22,2714.0,"4.0,8.0"
2024-07-17,2024,paired_daylight_walk,2024-07-17 14:51:15,37.71,32.95,12.83,70.66,5452.69,6774.0,"4.0,8.0"
2024-08-27,2024,paired_daylight_walk,2024-08-27 15:36:33,39.83,23.15,21.4,62.98,4747.46,5965.0,8.0
2024-09-10,2024,single_daylight_walk,2024-09-10 14:02:24,38.22,,,38.22,2865.5,3700.0,8.0
2024-10-13,2024,single_daylight_walk,2024-10-13 16:40:00,20.0,,,20.0,1445.43,1879.0,4.0
2024-11-05,2024,single_daylight_walk,2024-11-05 13:48:00,23.0,,,23.0,1807.92,2325.0,4.0
2025-02-04,2025,paired_daylight_walk,2025-02-04 15:27:11,36.41,32.31,12.38,68.72,5053.02,6735.0,4.0
2025-02-26,2025,borderline_paired_daylight_walk,2025-02-26 15:39:52,36.35,14.6,53.78,50.95,3723.26,4855.0,8.0
2025-03-12,2025,paired_daylight_walk,2025-03-12 16:23:43,39.47,34.56,32.8,74.03,5418.47,6960.0,8.0
2025-03-20,2025,borderline_paired_daylight_walk,2025-03-20 14:45:05,20.68,19.31,4.47,39.99,1986.79,2785.0,"4.0,8.0"
2025-03-21,2025,single_daylight_walk,2025-03-21 13:25:16,24.0,,,24.0,2306.0,2256.0,8.0
2025-03-22,2025,single_daylight_walk,2025-03-22 13:58:30,38.7,,,38.7,2716.35,3269.0,8.0
2025-03-23,2025,single_daylight_walk,2025-03-23 12:58:46,23.22,,,23.22,1852.55,2169.0,4.0
2025-04-03,2025,single_daylight_walk,2025-04-03 17:51:20,23.62,,,23.62,1781.88,2065.0,8.0
2025-04-04,2025,borderline_paired_daylight_walk,2025-04-04 13:04:51,20.17,13.01,22.53,33.18,2286.2,2301.0,"4.0,8.0"
2025-04-20,2025,borderline_paired_daylight_walk,2025-04-20 14:58:45,34.94,17.81,2.6,52.75,3693.04,4173.0,4.0
2025-04-23,2025,borderline_paired_daylight_walk,2025-04-23 17:05:17,39.8,21.06,44.33,60.86,4956.3,5698.0,4.0
2025-05-14,2025,single_daylight_walk,2025-05-14 14:01:43,34.92,,,34.92,3013.93,3403.0,4.0
2025-05-17,2025,paired_daylight_walk,2025-05-17 15:30:05,38.4,42.07,14.87,80.47,6206.02,7286.0,"4.0,8.0"
2025-05-18,2025,single_daylight_walk,2025-05-18 16:10:11,35.08,,,35.08,2937.75,3341.0,4.0
2025-06-05,2025,single_daylight_walk,2025-06-05 15:21:45,34.67,,,34.67,2855.57,3437.0,8.0
2025-06-06,2025,single_daylight_walk,2025-06-06 13:45:06,34.68,,,34.68,2897.99,3416.0,8.0
2025-06-08,2025,paired_daylight_walk,2025-06-08 13:20:34,40.33,26.48,12.15,66.81,5028.27,6097.0,"4.0,8.0"
2025-06-10,2025,paired_daylight_walk,2025-06-10 15:18:14,39.1,35.22,20.95,74.32,5828.45,7067.0,8.0
2025-06-14,2025,paired_daylight_walk,2025-06-14 14:38:03,38.62,37.17,13.38,75.79,5778.05,7139.0,8.0
2025-06-17,2025,paired_daylight_walk,2025-06-17 14:03:00,32.9,32.57,18.57,65.47,5279.49,6400.0,8.0
2025-06-20,2025,paired_daylight_walk,2025-06-20 16:08:35,36.36,34.8,20.82,71.16,5541.1,6809.0,8.0
2025-06-22,2025,single_daylight_walk,2025-06-22 13:54:05,34.62,,,34.62,2506.36,3223.0,8.0
2025-06-24,2025,borderline_paired_daylight_walk,2025-06-24 15:01:41,31.42,32.81,2.75,64.23,5180.18,6315.0,8.0
2025-06-26,2025,paired_daylight_walk,2025-06-26 15:08:44,36.57,34.14,13.67,70.71,5635.59,6738.0,"4.0,8.0"
2025-07-08,2025,paired_daylight_walk,2025-07-08 14:31:31,38.32,24.18,11.43,62.5,4718.59,5978.0,8.0
2025-10-10,2025,single_daylight_walk,2025-10-10 18:36:28,28.01,,,28.01,1679.74,2309.0,8.0
2025-11-19,2025,single_daylight_walk,2025-11-19 15:38:28,21.39,,,21.39,1667.94,2198.0,4.0
2026-02-20,2026,single_daylight_walk,2026-02-20 16:01:44,37.55,,,37.55,2843.04,3609.0,8.0
2026-03-05,2026,single_daylight_walk,2026-03-05 16:42:48,28.7,,,28.7,2139.85,2677.0,4.0
2026-03-06,2026,single_daylight_walk,2026-03-06 16:20:31,36.51,,,36.51,2868.74,3615.0,8.0
2026-03-07,2026,single_daylight_walk,2026-03-07 14:46:12,22.42,,,22.42,1409.11,2001.0,4.0
2026-03-10,2026,borderline_paired_daylight_walk,2026-03-10 14:51:54,28.27,16.05,31.62,44.32,2375.09,3276.0,8.0
