half_life_days,surplus_window_days,r,abs_r,n
55,35,-0.765576375053916,0.765576375053916,3618
40,165,-0.7650717252222651,0.7650717252222651,3488
105,65,-0.7634338439296107,0.7634338439296107,3588
80,50,-0.7625240561505764,0.7625240561505764,3603
25,120,-0.761679247704808,0.761679247704808,3533
115,70,-0.7616123518449952,0.7616123518449952,3583
90,55,-0.7580607687426536,0.7580607687426536,3598
35,155,-0.7575489886554385,0.7575489886554385,3498
65,40,-0.7574064046130664,0.7574064046130664,3613
45,180,-0.7563548385524441,0.7563548385524441,3473
30,140,-0.7550585170984702,0.7550585170984702,3513
100,60,-0.7549715559855203,0.7549715559855203,3593
110,65,-0.7530547727334568,0.7530547727334568,3588
120,70,-0.7522871036443208,0.7522871036443208,3583
75,45,-0.7519404094529922,0.7519404094529922,3608
50,30,-0.7504901123049444,0.7504901123049444,3623
15,85,-0.7503129663679917,0.7503129663679917,3568
40,170,-0.750181577147945,0.750181577147945,3483
20,105,-0.7496631933339706,0.7496631933339706,3548
85,50,-0.7482018523694406,0.7482018523694406,3603
25,125,-0.7473022476002869,0.7473022476002869,3528
95,55,-0.7454997069392985,0.7454997069392985,3598
60,35,-0.7441400893844253,0.7441400893844253,3618
105,60,-0.7438423314645912,0.7438423314645912,3593
115,65,-0.7431069452651344,0.7431069452651344,3588
35,160,-0.7422509047776845,0.7422509047776845,3493
30,145,-0.7405887317196468,0.7405887317196468,3508
70,40,-0.7392925422606526,0.7392925422606526,3613
80,45,-0.736359781167144,0.736359781167144,3608
40,175,-0.7353919695411484,0.7353919695411484,3478
90,50,-0.7346273808755123,0.7346273808755123,3603
120,65,-0.7335706949759309,0.7335706949759309,3588
100,55,-0.733545013024626,0.733545013024626,3598
110,60,-0.7332103651465447,0.7332103651465447,3593
25,130,-0.732454853356276,0.732454853356276,3523
20,110,-0.7308012650215805,0.7308012650215805,3543
15,90,-0.7303200312649727,0.7303200312649727,3563
30,150,-0.726853400226738,0.726853400226738,3503
55,30,-0.7265953514270326,0.7265953514270326,3623
35,165,-0.726095186494175,0.726095186494175,3488
65,35,-0.7241970291951687,0.7241970291951687,3618
115,60,-0.7230505967042778,0.7230505967042778,3593
75,40,-0.7223121002196538,0.7223121002196538,3613
105,55,-0.7221660626336985,0.7221660626336985,3598
40,180,-0.721831568991344,0.721831568991344,3473
95,50,-0.7217627282102679,0.7217627282102679,3603
85,45,-0.7216672476561589,0.7216672476561589,3608
25,135,-0.7166373637697214,0.7166373637697214,3518
120,60,-0.7133372163109762,0.7133372163109762,3593
20,115,-0.7129980731088824,0.7129980731088824,3538
30,155,-0.7118375683091794,0.7118375683091794,3498
110,55,-0.7113306357748977,0.7113306357748977,3598
35,170,-0.7101028526160779,0.7101028526160779,3483
100,50,-0.7095670154129435,0.7095670154129435,3603
15,95,-0.7085984515720434,0.7085984515720434,3558
90,45,-0.707809375438529,0.707809375438529,3608
80,40,-0.7063923676928422,0.7063923676928422,3613
70,35,-0.7056417979289605,0.7056417979289605,3618
60,30,-0.7045884163990097,0.7045884163990097,3623
115,55,-0.7010062362467095,0.7010062362467095,3598
25,140,-0.7007436871371467,0.7007436871371467,3513
105,50,-0.6979985645390676,0.6979985645390676,3603
20,120,-0.6958875216521492,0.6958875216521492,3533
30,160,-0.6954097533361815,0.6954097533361815,3493
95,45,-0.6947312085097507,0.6947312085097507,3608
35,175,-0.694362534026406,0.694362534026406,3478
85,40,-0.6914579745397398,0.6914579745397398,3613
120,55,-0.6911609550438139,0.6911609550438139,3598
75,35,-0.6883643756825742,0.6883643756825742,3618
110,50,-0.6870162674015272,0.6870162674015272,3603
15,100,-0.6864404094177771,0.6864404094177771,3553
25,145,-0.6853825124316573,0.6853825124316573,3508
65,30,-0.6842966511311308,0.6842966511311308,3623
100,45,-0.6823784888725266,0.6823784888725266,3608
20,125,-0.6807789210346197,0.6807789210346197,3528
35,180,-0.6801120893466442,0.6801120893466442,3473
30,165,-0.6781817269111107,0.6781817269111107,3488
90,40,-0.6774347480517816,0.6774347480517816,3613
115,50,-0.6765804339279392,0.6765804339279392,3603
80,35,-0.6722574949665633,0.6722574949665633,3618
25,150,-0.6710007515079472,0.6710007515079472,3503
105,45,-0.6706989535837115,0.6706989535837115,3608
120,50,-0.6666532967504828,0.6666532967504828,3603
70,30,-0.6655539391798829,0.6655539391798829,3623
20,130,-0.6651993558420903,0.6651993558420903,3523
15,105,-0.6650891468224789,0.6650891468224789,3548
95,40,-0.6642517613538405,0.6642517613538405,3613
30,170,-0.6612892049975319,0.6612892049975319,3483
110,45,-0.659643059866869,0.659643059866869,3608
85,35,-0.6572200695512567,0.6572200695512567,3618
25,155,-0.655235792145551,0.655235792145551,3498
100,40,-0.6518423504229469,0.6518423504229469,3613
115,45,-0.6491643519661218,0.6491643519661218,3608
20,135,-0.6486707863465047,0.6486707863465047,3518
75,30,-0.6482070918349632,0.6482070918349632,3623
15,110,-0.6452405476430212,0.6452405476430212,3543
30,175,-0.6448301632427113,0.6448301632427113,3478
90,35,-0.6431585757606364,0.6431585757606364,3618
105,40,-0.6401445395616917,0.6401445395616917,3613
120,45,-0.639219602001137,0.639219602001137,3608
25,160,-0.6379887453461066,0.6379887453461066,3493
20,140,-0.6322550877123843,0.6322550877123843,3513
80,30,-0.6321176954859447,0.6321176954859447,3623
30,180,-0.6301764836315373,0.6301764836315373,3473
95,35,-0.6299873822095611,0.6299873822095611,3618
110,40,-0.6291011274771492,0.6291011274771492,3613
15,115,-0.6270056904665465,0.6270056904665465,3538
25,165,-0.6199982075398742,0.6199982075398742,3488
115,40,-0.6186595802790773,0.6186595802790773,3613
100,35,-0.6176285542837121,0.6176285542837121,3618
85,30,-0.617161907598848,0.617161907598848,3623
20,145,-0.6166392703476737,0.6166392703476737,3508
15,120,-0.609857403409415,0.609857403409415,3533
120,40,-0.6087718173387605,0.6087718173387605,3613
105,35,-0.6060114115487739,0.6060114115487739,3618
90,30,-0.6032293992635155,0.6032293992635155,3623
25,170,-0.6025506728156086,0.6025506728156086,3483
20,150,-0.6022695579194486,0.6022695579194486,3503
15,125,-0.5953174182001488,0.5953174182001488,3528
110,35,-0.5950719840854461,0.5950719840854461,3618
95,30,-0.5902220160536263,0.5902220160536263,3623
20,155,-0.5863055899981792,0.5863055899981792,3498
25,175,-0.5857508665694847,0.5857508665694847,3478
115,35,-0.5847524431423979,0.5847524431423979,3618
15,130,-0.5801063899091548,0.5801063899091548,3523
100,30,-0.5780524205801951,0.5780524205801951,3623
120,35,-0.5750005438885163,0.5750005438885163,3618
25,180,-0.5711388618060169,0.5711388618060169,3473
20,160,-0.5687164504905683,0.5687164504905683,3493
105,30,-0.5666428283172481,0.5666428283172481,3623
15,135,-0.5638259578534445,0.5638259578534445,3518
110,30,-0.5559238749279569,0.5559238749279569,3623
20,165,-0.5504285467902016,0.5504285467902016,3488
15,140,-0.5478139974630651,0.5478139974630651,3513
115,30,-0.5458336194350594,0.5458336194350594,3623
120,30,-0.5363166733403316,0.5363166733403316,3623
20,170,-0.5329366362435248,0.5329366362435248,3483
15,145,-0.532880498213664,0.532880498213664,3508
15,150,-0.5194589659420615,0.5194589659420615,3503
20,175,-0.5163446752359002,0.5163446752359002,3478
15,155,-0.5040101819031308,0.5040101819031308,3498
20,180,-0.5024103279733216,0.5024103279733216,3473
15,160,-0.48666036676408314,0.48666036676408314,3493
15,165,-0.468643623467507,0.468643623467507,3488
15,170,-0.4517618863728213,0.4517618863728213,3483
15,175,-0.43609216026469344,0.43609216026469344,3478
15,180,-0.423684346201623,0.423684346201623,3473
