com.samsung.shealth.activity.day_summary,6060029,1
others_time,goal,longest_idle_time,create_time,distance,run_time,step_count,walk_time,day_time,deviceuuid,active_time,score,pkg_name,update_time,longest_active_time,datauuid,extra_data,calorie
0,60,44640000,2016-03-18 04:00:07.191,5040.975,74726,7133,3788553,1458259200000,OBFuvbOf82,3863279,106,com.sec.android.app.shealth,2016-03-19 01:13:10.809,3365000,7fef4b09-a755-4cae-858f-09dcbea5e89a,7fef4b09-a755-4cae-858f-09dcbea5e89a.extra_data.json,278.2963
0,60,33480000,2016-03-14 04:00:02.972,1857.8597,36841,2289,1402274,1457913600000,OBFuvbOf82,1439115,38,com.sec.android.app.shealth,2016-03-15 15:04:36.561,120000,949823a1-64f7-4069-baae-1a39fcbefa6f,949823a1-64f7-4069-baae-1a39fcbefa6f.extra_data.json,103.26998
0,60,43380000,2016-08-14 04:15:01.325,1289.4099,19200,1627,1042491,1471132800000,OBFuvbOf82,1061691,28,com.sec.android.app.shealth,2016-08-15 17:56:19.651,60000,6bbc9533-92be-4243-8c78-a255e5bcbc43,6bbc9533-92be-4243-8c78-a255e5bcbc43.extra_data.json,78.78999
0,60,46920000,2016-02-18 05:00:02.071,4968.96,7818,6481,4106922,1455753600000,OBFuvbOf82,4114740,113,com.sec.android.app.shealth,2016-02-19 20:47:31.613,540000,edf72250-ec17-4756-b89a-04f093f56940,edf72250-ec17-4756-b89a-04f093f56940.extra_data.json,269.78
0,60,46200000,2015-09-08 03:46:48.983,3403.2847,29027,4290,2788381,1441670400000,TiXFQW5DKB,2817408,76,com.sec.android.app.shealth,2015-09-08 21:00:21.630,180000,49e26ec0-d10e-4c6e-b8b4-26cf8439eaaa,49e26ec0-d10e-4c6e-b8b4-26cf8439eaaa.extra_data.json,192.16849
0,60,36840000,2016-06-19 04:00:15.010,10416.329,114553,12881,7666071,1466294400000,OBFuvbOf82,7780624,213,com.sec.android.app.shealth,2016-06-20 23:37:43.549,1500000,f92868ea-696d-4b8c-beec-5244110517f0,f92868ea-696d-4b8c-beec-5244110517f0.extra_data.json,571.9899
0,60,36300000,2015-09-16 21:00:18.860,4265.0464,34084,5373,3511612,1442448000000,TiXFQW5DKB,3545696,96,com.sec.android.app.shealth,2015-09-17 21:00:05.155,120000,436b5dc5-0f73-46e8-a25c-fa189727ad9c,436b5dc5-0f73-46e8-a25c-fa189727ad9c.extra_data.json,242.44499
0,60,34980000,2015-12-11 05:00:36.932,5280.881,30514,6691,4307130,1449792000000,OBFuvbOf82,4337644,118,com.sec.android.app.shealth,2015-12-13 03:09:18.572,300000,c3285393-64fe-42e5-aa23-cc1060644956,c3285393-64fe-42e5-aa23-cc1060644956.extra_data.json,284.5499
0,60,44760000,2016-02-13 05:00:03.229,2612.5596,16166,3283,2104453,1455321600000,OBFuvbOf82,2120619,58,com.sec.android.app.shealth,2016-02-14 22:20:16.925,180000,b59faa95-e798-42f3-99cf-d4cb8f117f9f,b59faa95-e798-42f3-99cf-d4cb8f117f9f.extra_data.json,140.13
0,60,37320000,2016-05-23 04:01:03.400,11004.801,1563694,12825,5637212,1463961600000,OBFuvbOf82,7200906,198,com.sec.android.app.shealth,2016-06-08 17:45:56.640,2551068,ecf27307-3177-41de-8509-9e56f9b2f1ea,ecf27307-3177-41de-8509-9e56f9b2f1ea.extra_data.json,719.396
0,60,29040000,2016-06-15 04:01:07.772,3757.6794,52756,4695,2915615,1465948800000,OBFuvbOf82,2968371,80,com.sec.android.app.shealth,2016-06-16 17:12:40.066,480000,0bcb1d48-9f58-4c2a-82fb-409aaf84de3e,0bcb1d48-9f58-4c2a-82fb-409aaf84de3e.extra_data.json,214.14003
0,60,26040000,2015-12-18 05:00:02.476,5620.1396,19374,7230,4599464,1450396800000,OBFuvbOf82,4618838,126,com.sec.android.app.shealth,2015-12-20 00:12:52.292,360000,1d6d588b-95c3-4c0b-b294-e7646b24b631,1d6d588b-95c3-4c0b-b294-e7646b24b631.extra_data.json,309.51004
0,60,33060000,2015-12-30 05:00:02.972,2100.161,36161,3092,1777517,1451433600000,OBFuvbOf82,1813678,48,com.sec.android.app.shealth,2015-12-31 01:25:06.929,1603727,2f25c293-beef-468d-9769-c827ff89b5cc,2f25c293-beef-468d-9769-c827ff89b5cc.extra_data.json,114.0622
0,60,62880000,2016-07-04 04:00:06.726,2800.5703,42772,3441,2066398,1467590400000,OBFuvbOf82,2109170,56,com.sec.android.app.shealth,2016-07-05 04:59:42.958,240000,071bc530-88a3-420b-b087-daee1a504389,071bc530-88a3-420b-b087-daee1a504389.extra_data.json,160.94
0,60,32340000,2015-10-05 21:00:01.490,6611.7925,129457,8050,5078427,1444089600000,TiXFQW5DKB,5207884,143,com.sec.android.app.shealth,2015-10-06 20:50:10.927,180000,8e35374b-3830-4d6a-bb90-28f67d0e8922,8e35374b-3830-4d6a-bb90-28f67d0e8922.extra_data.json,373.24
0,60,50760000,2016-05-21 04:00:38.955,5646.046,55153,8647,4435924,1463788800000,OBFuvbOf82,4491077,121,com.sec.android.app.shealth,2016-06-08 17:45:56.136,3756000,64344b60-abf6-41ef-8228-d6cc26fceb07,64344b60-abf6-41ef-8228-d6cc26fceb07.extra_data.json,311.33917
0,60,45060000,2016-01-14 05:00:01.048,1496.73,21127,1899,1136568,1452729600000,OBFuvbOf82,1157695,30,com.sec.android.app.shealth,2016-01-14 23:22:44.560,180000,9a92533c-9ab2-47b8-b5ae-f18bedd12ba8,9a92533c-9ab2-47b8-b5ae-f18bedd12ba8.extra_data.json,84.26999
0,60,49200000,2016-04-28 04:00:08.270,3843.2798,58431,4676,2851725,1461801600000,OBFuvbOf82,2910156,78,com.sec.android.app.shealth,2016-04-29 21:11:51.139,240000,ebd67152-ab87-4ca5-bea7-68ace8557de7,ebd67152-ab87-4ca5-bea7-68ace8557de7.extra_data.json,212.52998
0,60,36120000,2015-11-11 05:00:02.434,3164.4197,69678,3965,2325809,1447200000000,TiXFQW5DKB,2395487,65,com.sec.android.app.shealth,2015-11-11 23:15:01.970,480000,d57bea75-1bfa-44a1-ad5a-a4d349784598,d57bea75-1bfa-44a1-ad5a-a4d349784598.extra_data.json,183.36002
0,60,35460000,2015-05-12 04:00:06.989,9249.933,218043,11342,7076474,1431388800000,ScgltublDV,7294517,200,com.sec.android.app.shealth,2015-05-13 04:11:55.621,360000,8725e96d-a725-487c-868f-b6782ed218a2,8725e96d-a725-487c-868f-b6782ed218a2.extra_data.json,538.16254
0,60,57900000,2015-10-30 04:00:01.346,2892.5796,41382,3565,2241736,1446163200000,TiXFQW5DKB,2283118,61,com.sec.android.app.shealth,2015-10-31 03:55:00.668,120000,cd180c2e-152f-4040-80f3-ef73c7c29f95,cd180c2e-152f-4040-80f3-ef73c7c29f95.extra_data.json,161.05998
0,60,36780000,2015-05-13 04:00:05.491,16547.662,2043876,18829,9421222,1431475200000,ScgltublDV,11465098,318,com.sec.android.app.shealth,2015-05-14 04:00:49.456,2400000,2f6fa336-65ad-4b76-917b-c8ff6866dd26,2f6fa336-65ad-4b76-917b-c8ff6866dd26.extra_data.json,1063.1328
0,60,29880000,2015-09-03 04:00:03.091,4347.5947,54991,5378,3208670,1441238400000,TiXFQW5DKB,3263661,88,com.sec.android.app.shealth,2015-09-04 03:48:14.875,660000,a25077c7-e84a-4d89-9737-d31f8f253137,a25077c7-e84a-4d89-9737-d31f8f253137.extra_data.json,240.85474
0,60,48120000,2015-12-21 05:00:01.720,1259.3901,20585,1554,980250,1450656000000,OBFuvbOf82,1000835,26,com.sec.android.app.shealth,2015-12-23 02:53:16.037,60000,64dbf490-ac09-4e1f-902e-b42dfe0aeee7,64dbf490-ac09-4e1f-902e-b42dfe0aeee7.extra_data.json,70.420006
0,60,36360000,2015-11-22 05:01:01.262,6854.9385,29398,11656,7030053,1448150400000,OBFuvbOf82,7059451,195,com.sec.android.app.shealth,2015-11-23 04:44:08.509,3547278,b0717aa0-8b1f-495e-815c-77f14da19822,b0717aa0-8b1f-495e-815c-77f14da19822.extra_data.json,370.17902
0,60,38700000,2016-07-07 04:02:03.583,1946.2401,46000,2402,1525429,1467849600000,OBFuvbOf82,1571429,41,com.sec.android.app.shealth,2016-07-08 01:07:28.812,60000,fc6efcc5-64a9-4adf-8e84-e27ad1fffa5d,fc6efcc5-64a9-4adf-8e84-e27ad1fffa5d.extra_data.json,111.44999
0,60,49260000,2016-01-29 05:00:01.050,1472.3901,19149,1795,1140060,1454025600000,OBFuvbOf82,1159209,31,com.sec.android.app.shealth,2016-01-30 07:35:24.437,60000,6df119e8-eba5-4244-a02a-b55fe0a3e9a8,6df119e8-eba5-4244-a02a-b55fe0a3e9a8.extra_data.json,83.82998
0,60,30540000,2015-12-19 05:00:02.834,4648.0005,13569,5964,3839437,1450483200000,OBFuvbOf82,3853006,105,com.sec.android.app.shealth,2015-12-20 18:59:47.771,360000,c97d3a3e-8487-4fc5-9952-b5233c693a0e,c97d3a3e-8487-4fc5-9952-b5233c693a0e.extra_data.json,258.04
0,60,30180000,2015-12-24 05:00:02.026,6092.8384,106656,7498,4735951,1450915200000,OBFuvbOf82,4842607,131,com.sec.android.app.shealth,2015-12-26 07:45:51.183,120000,6ef63d10-9579-4762-8b11-f1fe53954f41,6ef63d10-9579-4762-8b11-f1fe53954f41.extra_data.json,348.62006
