com.samsung.shealth.step_daily_trend,6060029,6
create_time,distance,count,source_type,day_time,speed,deviceuuid,pkg_name,update_time,binning_data,datauuid,calorie,source_pkg_name
2019-08-21 16:27:54.381,8153.2197,9975,0,1416182400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.381,280acc2e-12f7-4a5a-b322-1d1d4543f27f.binning_data.json,280acc2e-12f7-4a5a-b322-1d1d4543f27f,452.90997,com.sec.android.app.shealth
2019-08-21 16:27:54.382,9043.58,11260,0,1416268800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.382,33caed5a-9c0f-4da2-a024-19f175ba0b3a.binning_data.json,33caed5a-9c0f-4da2-a024-19f175ba0b3a,495.4,com.sec.android.app.shealth
2019-08-21 16:27:54.382,4583.05,5817,0,1416355200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.382,dfdf07cd-377c-4e6a-8b57-1c08bb8450d4.binning_data.json,dfdf07cd-377c-4e6a-8b57-1c08bb8450d4,256.1,com.sec.android.app.shealth
2019-08-21 16:27:54.382,3719.58,4802,0,1416441600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.382,9d764235-ec8f-4373-a4ab-c07a07680ece.binning_data.json,9d764235-ec8f-4373-a4ab-c07a07680ece,203.73,com.sec.android.app.shealth
2019-08-21 16:27:54.382,266.96,340,0,1416528000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.382,e00c5144-236a-485a-895d-981bbdb8a74f.binning_data.json,e00c5144-236a-485a-895d-981bbdb8a74f,14.57,com.sec.android.app.shealth
2019-08-21 16:27:54.383,3612.09,4581,0,1416614400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.383,a94ed14a-f47f-46c0-8f37-a55c20013c13.binning_data.json,a94ed14a-f47f-46c0-8f37-a55c20013c13,196.37,com.sec.android.app.shealth
2019-08-21 16:27:54.383,5722.08,7548,0,1416700800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.383,d9af7557-5b85-48f7-99d1-5015c6f3b438.binning_data.json,d9af7557-5b85-48f7-99d1-5015c6f3b438,329.9,com.sec.android.app.shealth
2019-08-21 16:27:54.384,8033.9,10466,0,1416787200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.384,1367449e-5d10-4c66-b3ef-c6f9cf25fd24.binning_data.json,1367449e-5d10-4c66-b3ef-c6f9cf25fd24,452.30997,com.sec.android.app.shealth
2019-08-21 16:27:54.384,6418.61,8225,0,1416873600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.384,fbccfb62-f314-456e-ae2d-70c020c4295f.binning_data.json,fbccfb62-f314-456e-ae2d-70c020c4295f,354.46,com.sec.android.app.shealth
2019-08-21 16:27:54.384,699.31006,898,0,1416960000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.384,bec9e866-f38d-4503-99ad-8c5d246435f8.binning_data.json,bec9e866-f38d-4503-99ad-8c5d246435f8,40.43,com.sec.android.app.shealth
2019-08-21 16:27:54.384,44.399998,60,0,1417046400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.384,c85d3eaf-a3d5-4ed8-a07e-bfe0a9208535.binning_data.json,c85d3eaf-a3d5-4ed8-a07e-bfe0a9208535,2.8500004,com.sec.android.app.shealth
2019-08-21 16:27:54.385,10756.7295,13813,0,1417132800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.385,707dd1d6-b90a-4897-a613-774715a155de.binning_data.json,707dd1d6-b90a-4897-a613-774715a155de,579.11,com.sec.android.app.shealth
2019-08-21 16:27:54.385,6326.48,7941,0,1417219200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.385,0dbb9c92-c34b-4170-884c-d46195d31612.binning_data.json,0dbb9c92-c34b-4170-884c-d46195d31612,348.28,com.sec.android.app.shealth
2019-08-21 16:27:54.385,4732.6,5943,0,1417305600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.385,15a5da9c-1d1c-4cfe-9599-8506b95f2b99.binning_data.json,15a5da9c-1d1c-4cfe-9599-8506b95f2b99,256.25,com.sec.android.app.shealth
2019-08-21 16:27:54.387,4015.29,5130,0,1417392000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.387,64386264-ac6e-4290-828f-8b5f0db1943a.binning_data.json,64386264-ac6e-4290-828f-8b5f0db1943a,225.12,com.sec.android.app.shealth
2019-08-21 16:27:54.387,6428.73,8177,0,1417478400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.387,32092a77-4a65-4325-b4d2-875eef43b65a.binning_data.json,32092a77-4a65-4325-b4d2-875eef43b65a,353.97998,com.sec.android.app.shealth
2019-08-21 16:27:54.387,3137.96,3925,0,1417564800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.387,12cddc52-bb5b-463d-b288-6426bc36b082.binning_data.json,12cddc52-bb5b-463d-b288-6426bc36b082,179.92,com.sec.android.app.shealth
2019-08-21 16:27:54.387,1080.0599,1419,0,1417651200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.387,419609a3-3ad6-4d67-bc70-e77325db70c0.binning_data.json,419609a3-3ad6-4d67-bc70-e77325db70c0,58.96,com.sec.android.app.shealth
2019-08-21 16:27:54.387,1063.14,1289,0,1417737600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.387,4faba14e-86d5-49c5-85a2-d668b9093f7a.binning_data.json,4faba14e-86d5-49c5-85a2-d668b9093f7a,66.09,com.sec.android.app.shealth
2019-08-21 16:27:54.388,5006.79,6440,0,1417824000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.388,240224e0-c526-4299-9af8-2f05e13af8ba.binning_data.json,240224e0-c526-4299-9af8-2f05e13af8ba,283.21,com.sec.android.app.shealth
2019-08-21 16:27:54.388,24.02,32,0,1417910400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.388,1b7d1b7f-2c22-41ab-86f1-6512aeefd77c.binning_data.json,1b7d1b7f-2c22-41ab-86f1-6512aeefd77c,1.3200002,com.sec.android.app.shealth
2019-08-21 16:27:54.388,439.92,576,0,1417996800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.388,8de96499-bf9d-415e-baac-e6c3e75b0a7e.binning_data.json,8de96499-bf9d-415e-baac-e6c3e75b0a7e,24.39,com.sec.android.app.shealth
2019-08-21 16:27:54.388,6999.51,8869,0,1418083200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.388,1bdf39e5-fba0-41ed-8e3c-4b761c692d04.binning_data.json,1bdf39e5-fba0-41ed-8e3c-4b761c692d04,385.72998,com.sec.android.app.shealth
2019-08-21 16:27:54.389,226.77,308,0,1418169600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.389,4968f4a9-bc97-4208-879d-da69467250bd.binning_data.json,4968f4a9-bc97-4208-879d-da69467250bd,13.53,com.sec.android.app.shealth
2019-08-21 16:27:54.389,130.85,162,0,1418256000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.389,e0a4e018-968a-400f-9389-05481452de2b.binning_data.json,e0a4e018-968a-400f-9389-05481452de2b,6.45,com.sec.android.app.shealth
2019-08-21 16:27:54.389,5424.6,6753,0,1418342400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.389,0d0e50ca-d26d-46cb-aed2-2d440c2cadaa.binning_data.json,0d0e50ca-d26d-46cb-aed2-2d440c2cadaa,298.52,com.sec.android.app.shealth
2019-08-21 16:27:54.389,1996.26,2508,0,1418428800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.389,cab4875c-8a8d-46be-9b9d-8e141668551e.binning_data.json,cab4875c-8a8d-46be-9b9d-8e141668551e,107.96,com.sec.android.app.shealth
2019-08-21 16:27:54.389,41.08,51,0,1418515200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.389,75b4a978-0c8a-41a0-9062-06c1d2069640.binning_data.json,75b4a978-0c8a-41a0-9062-06c1d2069640,2.2,com.sec.android.app.shealth
2019-08-21 16:27:54.390,4011.09,5145,0,1418601600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.390,24d2560f-90d8-4d20-8a17-7beafb7f9876.binning_data.json,24d2560f-90d8-4d20-8a17-7beafb7f9876,219.89,com.sec.android.app.shealth
2019-08-21 16:27:54.390,7143.64,8693,0,1418688000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.390,0659b2d1-f4ec-4f14-af2c-ba2cdadb9082.binning_data.json,0659b2d1-f4ec-4f14-af2c-ba2cdadb9082,401.42,com.sec.android.app.shealth
2019-08-21 16:27:54.390,4711.4697,5903,0,1418774400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.390,3ec7fcb7-4d78-456c-b131-c42fdfce3b15.binning_data.json,3ec7fcb7-4d78-456c-b131-c42fdfce3b15,258.37,com.sec.android.app.shealth
2019-08-21 16:27:54.390,3977.08,5164,0,1418860800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.390,46350169-fa3d-40d9-846f-0620ae68294a.binning_data.json,46350169-fa3d-40d9-846f-0620ae68294a,219.10999,com.sec.android.app.shealth
2019-08-21 16:27:54.390,3503.7,4394,0,1418947200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.390,e4da551a-9f59-47ec-affc-5ae1aa0e7aa2.binning_data.json,e4da551a-9f59-47ec-affc-5ae1aa0e7aa2,197.51999,com.sec.android.app.shealth
2019-08-21 16:27:54.390,1933.23,2466,0,1419033600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.390,0b43f17c-9d41-48e8-839c-72f4734ff353.binning_data.json,0b43f17c-9d41-48e8-839c-72f4734ff353,106.83,com.sec.android.app.shealth
2019-08-21 16:27:54.391,737.87,918,0,1419120000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.391,50098c6c-5cec-4f2b-b5e4-333ae64f4be3.binning_data.json,50098c6c-5cec-4f2b-b5e4-333ae64f4be3,42.59,com.sec.android.app.shealth
2019-08-21 16:27:54.391,8662.93,11248,0,1419206400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.391,14091187-e9c3-4dd8-aacc-582c472f3001.binning_data.json,14091187-e9c3-4dd8-aacc-582c472f3001,485.2702,com.sec.android.app.shealth
2019-08-21 16:27:54.391,6718.59,8281,0,1419292800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.391,955dee4c-ee7e-4cf5-97b0-2472b2106d71.binning_data.json,955dee4c-ee7e-4cf5-97b0-2472b2106d71,379.00998,com.sec.android.app.shealth
2019-08-21 16:27:54.391,738.39,942,0,1419379200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.391,0c63a930-443c-42b1-95e4-94f3457a0e54.binning_data.json,0c63a930-443c-42b1-95e4-94f3457a0e54,41.5,com.sec.android.app.shealth
2019-08-21 16:27:54.391,68.89,90,0,1419465600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.391,859f632b-a760-47c8-b182-26eb9cbed180.binning_data.json,859f632b-a760-47c8-b182-26eb9cbed180,4.02,com.sec.android.app.shealth
2019-08-21 16:27:54.392,7497.8203,9253,0,1419552000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.392,e57ce8f6-df70-4a07-ba93-063358bcd4ed.binning_data.json,e57ce8f6-df70-4a07-ba93-063358bcd4ed,421.02997,com.sec.android.app.shealth
2019-08-21 16:27:54.392,243.66,309,0,1419638400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.392,2c2c9571-2056-4ade-95ac-4341e3267a79.binning_data.json,2c2c9571-2056-4ade-95ac-4341e3267a79,13.429999,com.sec.android.app.shealth
2019-08-21 16:27:54.392,76.2,100,0,1419724800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.392,774052a3-6d46-4133-8c96-d465038e48a2.binning_data.json,774052a3-6d46-4133-8c96-d465038e48a2,4.3,com.sec.android.app.shealth
2019-08-21 16:27:54.392,430.61,573,0,1419811200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.392,eb0c1564-5e67-4145-b8e2-5e342b61659a.binning_data.json,eb0c1564-5e67-4145-b8e2-5e342b61659a,24.69,com.sec.android.app.shealth
2019-08-21 16:27:54.392,65.39,80,0,1419897600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.392,7408a504-7894-4972-b200-6e07fe2b1433.binning_data.json,7408a504-7894-4972-b200-6e07fe2b1433,3.7,com.sec.android.app.shealth
2019-08-21 16:27:54.392,148.93,191,0,1419984000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.392,a29ae676-eb6d-4ebc-83c6-4cf9aa9898e2.binning_data.json,a29ae676-eb6d-4ebc-83c6-4cf9aa9898e2,7.98,com.sec.android.app.shealth
2019-08-21 16:27:54.392,43.93,54,0,1420070400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.392,8e55d801-c504-4965-8ef8-239ae1448e05.binning_data.json,8e55d801-c504-4965-8ef8-239ae1448e05,2.5,com.sec.android.app.shealth
2019-08-21 16:27:54.393,2254.43,2901,0,1420243200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.393,af80063e-787b-4512-ab31-58f74563edfa.binning_data.json,af80063e-787b-4512-ab31-58f74563edfa,121.75,com.sec.android.app.shealth
2019-08-21 16:27:54.393,689.92,891,0,1420329600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.393,919cfc07-f878-4e2f-9db9-8c2a1e860d1e.binning_data.json,919cfc07-f878-4e2f-9db9-8c2a1e860d1e,38.63,com.sec.android.app.shealth
2019-08-21 16:27:54.393,67.380005,91,0,1420416000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.393,f15388a9-3115-4f81-8898-f8c4e44acee9.binning_data.json,f15388a9-3115-4f81-8898-f8c4e44acee9,3.91,com.sec.android.app.shealth
2019-08-21 16:27:54.393,2508.69,3107,0,1420502400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.393,2ee99f56-9477-4881-bdbf-6f83045a38ef.binning_data.json,2ee99f56-9477-4881-bdbf-6f83045a38ef,142.8,com.sec.android.app.shealth
2019-08-21 16:27:54.393,809.82,1029,0,1420588800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.393,38d5d190-66bc-4567-b4db-2d0f292376b8.binning_data.json,38d5d190-66bc-4567-b4db-2d0f292376b8,46.22,com.sec.android.app.shealth
2019-08-21 16:27:54.393,1948.7,2449,0,1420675200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.393,82575abf-b80a-4b23-afb4-b49edd9d94d8.binning_data.json,82575abf-b80a-4b23-afb4-b49edd9d94d8,112.63,com.sec.android.app.shealth
2019-08-21 16:27:54.393,1515.6901,1944,0,1420761600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.393,c2c26ebe-2c58-4b01-b0b2-33f2f3ecc02a.binning_data.json,c2c26ebe-2c58-4b01-b0b2-33f2f3ecc02a,83.65,com.sec.android.app.shealth
2019-08-21 16:27:54.394,1361.91,1742,0,1420848000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.394,0b251559-8e52-4450-8d65-add7512aafa4.binning_data.json,0b251559-8e52-4450-8d65-add7512aafa4,73.73,com.sec.android.app.shealth
2019-08-21 16:27:54.394,38.75,49,0,1420934400000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.394,4ac92ec7-bb92-43d3-9027-ee1fd3d0ea82.binning_data.json,4ac92ec7-bb92-43d3-9027-ee1fd3d0ea82,2.01,com.sec.android.app.shealth
2019-08-21 16:27:54.394,3670.5398,4829,0,1421020800000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.394,203d0e13-dcf4-4090-ab6b-ff6df3cc0216.binning_data.json,203d0e13-dcf4-4090-ab6b-ff6df3cc0216,206.75,com.sec.android.app.shealth
2019-08-21 16:27:54.395,6539.48,8110,0,1421107200000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.395,9b790939-edac-402e-9041-0a86c068e9fb.binning_data.json,9b790939-edac-402e-9041-0a86c068e9fb,365.21,com.sec.android.app.shealth
2019-08-21 16:27:54.395,591.05994,763,0,1421193600000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.395,716fb064-1c52-41f8-9c19-755f39211721.binning_data.json,716fb064-1c52-41f8-9c19-755f39211721,34.25,com.sec.android.app.shealth
2019-08-21 16:27:54.395,64.27,72,0,1421280000000,0.0,cfxbbbfj2r,com.sec.android.app.shealth,2019-08-21 16:27:54.395,8be4579a-812b-4ca9-94c7-227fa200d1ba.binning_data.json,8be4579a-812b-4ca9-94c7-227fa200d1ba,3.92,com.sec.android.app.shealth
