com.samsung.shealth.sleep_data,6225039,4
start_time,update_time,create_time,sleep_uuid,sleep_status,time_offset,deviceuuid,comment,pkg_name,json_version,datauuid
2017-09-04 23:20:00.000,2017-09-05 02:53:41.285,2017-09-05 02:53:41.285,0bae7ab7-aaa9-627d-b347-a9bec3b65adb,cdcf7b5a-3ad7-33ce-58a8-725717b8c195.sleep_status.json,UTC-0400,PEzvKidhug,,com.sec.android.app.shealth,1,cdcf7b5a-3ad7-33ce-58a8-725717b8c195,
2020-01-02 03:34:00.000,2020-01-02 17:31:47.917,2020-01-02 17:31:47.917,50df7ae4-a4bb-fa91-5bea-2d8171bcd72c,fc8d03a6-ef09-f136-d324-ca8094327b63.sleep_status.json,UTC-0600,PEzvKidhug,,com.sec.android.app.shealth,1,fc8d03a6-ef09-f136-d324-ca8094327b63,
2017-03-01 02:28:00.000,2017-03-01 05:00:54.347,2017-03-01 05:00:54.347,69f62acc-355d-1616-5709-5ef919ce7116,86e39557-44eb-41f2-2a77-e10efa060124.sleep_status.json,UTC-0500,PEzvKidhug,,com.sec.android.app.shealth,1,86e39557-44eb-41f2-2a77-e10efa060124,
2016-12-03 22:06:00.000,2016-12-03 23:32:20.227,2016-12-03 23:32:20.227,56520fa9-c197-8b5e-c140-a13c735f6cf4,041a1062-d0d6-5ad6-34ac-65aa9aa4afed.sleep_status.json,UTC-0500,PEzvKidhug,,com.sec.android.app.shealth,1,041a1062-d0d6-5ad6-34ac-65aa9aa4afed,
2020-02-17 00:44:00.000,2020-02-18 06:56:04.564,2020-02-18 06:56:04.564,e4446575-5081-d5ce-8aa8-5acd76f289a7,64327d94-fd1f-9f73-80ca-15bdabbad269.sleep_status.json,UTC-0500,PEzvKidhug,,com.sec.android.app.shealth,1,64327d94-fd1f-9f73-80ca-15bdabbad269,
2019-10-24 23:53:00.000,2019-10-25 01:02:09.401,2019-10-25 01:02:09.401,7fa6da46-8dbc-64fc-b138-31377ca88fac,e79e0485-92da-f0c1-873e-a11d71beaef4.sleep_status.json,UTC-0400,PEzvKidhug,,com.sec.android.app.shealth,1,e79e0485-92da-f0c1-873e-a11d71beaef4,
2017-10-09 04:52:00.000,2017-10-09 07:32:56.276,2017-10-09 07:32:56.276,dd7612b1-7176-8fd3-6415-12a5c83ea52f,18e4b047-d678-c519-0cc9-b502fae77c2e.sleep_status.json,UTC-0400,PEzvKidhug,,com.sec.android.app.shealth,1,18e4b047-d678-c519-0cc9-b502fae77c2e,
2020-11-11 19:35:00.000,2020-11-11 21:28:42.429,2020-11-11 21:28:42.429,0d329e0a-65b0-1c6f-5c5d-44f177c66f13,f386664b-d477-b94e-3c6e-9c5699f0fec2.sleep_status.json,UTC-0500,PEzvKidhug,,com.sec.android.app.shealth,1,f386664b-d477-b94e-3c6e-9c5699f0fec2,
2020-09-26 17:39:00.000,2020-09-26 19:55:09.251,2020-09-26 19:55:09.251,3e9e90c4-fb9a-1808-ba10-369a0e5bbcb8,e149de40-f232-5bd4-3a69-1ac81760fcf7.sleep_status.json,UTC-0400,PEzvKidhug,,com.sec.android.app.shealth,1,e149de40-f232-5bd4-3a69-1ac81760fcf7,
2019-12-22 01:15:00.000,2019-12-22 02:29:59.405,2019-12-22 02:29:59.405,b1a0a9a2-6c5f-83b3-43e8-44aefb349859,d1f97bf3-58e7-8593-4441-886305403b5c.sleep_status.json,UTC-0500,PEzvKidhug,,com.sec.android.app.shealth,1,d1f97bf3-58e7-8593-4441-886305403b5c,
2018-03-21 02:57:00.000,2018-03-21 05:07:03.687,2018-03-21 05:07:03.687,9bde98a0-f646-619e-667d-f6b807e3b369,7cf7b3f5-4333-2ae0-a1f0-3f17aa65c30a.sleep_status.json,UTC-0400,PEzvKidhug,,com.sec.android.app.shealth,1,7cf7b3f5-4333-2ae0-a1f0-3f17aa65c30a,
2020-10-23 21:21:00.000,2020-10-23 22:33:57.436,2020-10-23 22:33:57.436,02ff0cf3-a9e5-5341-2798-5021c7ba498f,7e4965b8-777b-7deb-edca-d1f0a53b2796.sleep_status.json,UTC-0400,PEzvKidhug,,com.sec.android.app.shealth,1,7e4965b8-777b-7deb-edca-d1f0a53b2796,
2020-04-28 20:41:00.000,2020-05-01 17:53:20.682,2020-05-01 17:53:20.682,1eeb6c69-effb-e6b7-6d2e-8373fe3805f0,8ee5ca4c-c891-5ab7-ad23-206ee25a9299.sleep_status.json,UTC-0400,PEzvKidhug,,com.sec.android.app.shealth,1,8ee5ca4c-c891-5ab7-ad23-206ee25a9299,
