com.samsung.health.exercise,6060029,13
max_rpm,live_data,mean_rpm,distance,max_caloricburn_rate,additional,altitude_gain,deviceuuid,duration,update_time,datauuid,location_data,decline_distance,altitude_loss,mean_caloricburn_rate,incline_distance,max_altitude,max_cadence,create_time,time_offset,mean_speed,mean_heart_rate,custom,count_type,min_altitude,count,end_time,max_speed,exercise_type,start_time,max_power,pkg_name,mean_power,min_heart_rate,calorie,comment,max_heart_rate,mean_cadence,exercise_custom_type
,b1cc77df-acae-d282-ffec-8417ebbf13ad.live_data.json,,4721.298,,,,ROm+XQMkto,3734000,2016-05-13 22:25:40.248,b1cc77df-acae-d282-ffec-8417ebbf13ad,b1cc77df-acae-d282-ffec-8417ebbf13ad.location_data.json,410.117,,,418.177,288.325,,2016-05-13 22:25:33.948,UTC-0300,1.095,169.0,,,259.123,,2016-05-13 22:25:33.891,1.372,1001,2016-05-13 21:23:19.198,,com.sec.android.app.shealth,,76.0,257.0,,206.0,,
,1e2b33a3-cb56-599c-0cbe-3c9784330174.live_data.json,,0.0,,,,ROm+XQMkto,708766,2016-11-04 16:37:45.911,1e2b33a3-cb56-599c-0cbe-3c9784330174,1e2b33a3-cb56-599c-0cbe-3c9784330174.location_data.json,0.0,,,0.0,,,2016-07-18 15:58:58.387,UTC-0300,0.0,0.0,,,,,2016-07-18 15:58:00.088,0.0,11007,2016-07-18 15:46:11.322,,com.sec.android.app.shealth,,0.0,126.0,,0.0,,
,225a13a8-09bb-e9db-cf4f-7fc436b52e20.live_data.json,,1492.79,,,,ROm+XQMkto,1236732,2016-11-04 16:36:17.621,225a13a8-09bb-e9db-cf4f-7fc436b52e20,225a13a8-09bb-e9db-cf4f-7fc436b52e20.location_data.json,0.0,,,0.0,,,2016-08-04 00:01:43.374,UTC-0300,1.4104894,0.0,,,,,2016-08-04 00:01:42.533,1.6111112,1001,2016-08-03 23:41:05.801,,com.sec.android.app.shealth,,0.0,85.0,,0.0,,
,9293b8d2-0428-ca2d-2e69-b5bf0bc0dde1.live_data.json,,2159.648,,,,PEzvKidhug,1536950,2017-01-14 18:53:50.275,9293b8d2-0428-ca2d-2e69-b5bf0bc0dde1,9293b8d2-0428-ca2d-2e69-b5bf0bc0dde1.location_data.json,72.156,,,375.87,226.438,0.0,2017-01-14 18:53:46.109,UTC-0500,1.4051517,137.0,,,195.253,,2017-01-14 18:53:45.940,2.467,1001,2017-01-14 18:25:02.821,,com.sec.android.app.shealth,,78.0,119.447,,165.0,0.0,
,5640f646-3963-1587-8a17-b1a3d171eced.live_data.json,,1248.44,,,,ROm+XQMkto,1079026,2015-11-22 21:32:38.940,5640f646-3963-1587-8a17-b1a3d171eced,5640f646-3963-1587-8a17-b1a3d171eced.location_data.json,0.0,,,0.0,,,2015-11-22 21:32:37.275,UTC-0400,1.3587066,0.0,,,,,2015-11-22 21:32:36.736,1.4648656,1001,2015-11-22 21:14:37.710,,com.sec.android.app.shealth,,0.0,66.0,,0.0,,
,abdb2106-8856-7204-a161-d10b57cd8e39.live_data.json,,934.963,,,,PEzvKidhug,814909,2017-10-14 22:56:23.778,abdb2106-8856-7204-a161-d10b57cd8e39,abdb2106-8856-7204-a161-d10b57cd8e39.location_data.json,56.152,,,17.774,274.405,0.0,2017-10-14 22:56:19.481,UTC-0300,1.1473205,139.0,,,269.065,,2017-10-14 22:56:19.370,1.8,1001,2017-10-14 22:42:34.771,,com.sec.android.app.shealth,,111.0,68.092,,168.0,0.0,
,6a55ffb3-5c9e-19f2-d0c5-c1b099f1ee3e.live_data.json,,1445.596,,,,ROm+XQMkto,1166000,2016-09-30 19:57:17.984,6a55ffb3-5c9e-19f2-d0c5-c1b099f1ee3e,6a55ffb3-5c9e-19f2-d0c5-c1b099f1ee3e.location_data.json,283.702,,,309.208,295.744,,2016-09-30 19:57:12.167,UTC-0300,1.253,163.0,,,281.178,,2016-09-30 19:57:12.085,1.434,1001,2016-09-30 19:17:28.512,,com.sec.android.app.shealth,,91.0,80.0,,209.0,,
,dc9aad4b-1282-36ac-ca50-398b588c3c77.live_data.json,,2912.967,,,,ROm+XQMkto,2525000,2016-10-17 01:17:57.497,dc9aad4b-1282-36ac-ca50-398b588c3c77,dc9aad4b-1282-36ac-ca50-398b588c3c77.location_data.json,301.079,,,577.127,319.533,,2016-10-17 01:17:52.239,UTC-0300,1.155,154.0,,,288.658,,2016-10-17 01:17:52.191,2.109,1001,2016-10-17 00:35:46.910,,com.sec.android.app.shealth,,77.0,165.0,,197.0,,
,eb86a1b6-cd93-0b78-3cdf-1e69fab07fd5.live_data.json,,1076.25,,,,PEzvKidhug,1047168,2018-04-22 23:19:05.372,eb86a1b6-cd93-0b78-3cdf-1e69fab07fd5,eb86a1b6-cd93-0b78-3cdf-1e69fab07fd5.location_data.json,,,,,,0.0,2018-04-22 23:19:05.372,UTC-0500,1.147219,0.0,,,,,2018-04-22 23:18:04.359,1.4166666,1001,2018-04-22 23:00:37.191,,com.sec.android.app.shealth,,0.0,68.35,,0.0,0.0,
,7fa47fb5-2639-e56d-1c74-9a61094d609f.live_data.json,,3490.743,,,,ROm+XQMkto,2405000,2016-03-23 19:28:44.132,7fa47fb5-2639-e56d-1c74-9a61094d609f,7fa47fb5-2639-e56d-1c74-9a61094d609f.location_data.json,628.188,,,789.271,299.356,,2016-03-23 19:28:40.987,UTC-0300,1.186,153.0,,,262.88,,2016-03-23 19:28:40.893,1.452,1001,2016-03-23 18:46:49.835,,com.sec.android.app.shealth,,75.0,191.0,,168.0,,
,24bda7ca-11af-5b3e-dca8-a29f50250afa.live_data.json,,1507.99,,,,ROm+XQMkto,1414795,2016-11-04 16:37:40.761,24bda7ca-11af-5b3e-dca8-a29f50250afa,24bda7ca-11af-5b3e-dca8-a29f50250afa.location_data.json,0.0,,,0.0,,,2016-10-21 01:50:12.118,UTC-0300,1.3809997,0.0,,,,,2016-10-21 01:50:10.713,1.7877682,1001,2016-10-21 01:26:35.918,,com.sec.android.app.shealth,,0.0,93.0,,0.0,,
,,,3.13042,,,,7FBCXSeqw+,1824285,2015-05-04 23:39:36.544,9ee233ce-bded-f6ea-3c3f-75818379ac09,,,,,,,,2014-04-30 17:44:43.084,UTC+0100,4.7665834E-4,,,,,,2014-04-30 18:15:07.369,8.977778E-4,1002,2014-04-30 17:44:43.084,,com.sec.android.app.shealth,,,211.42,comment,187.0,,
,a672841e-60ef-502a-5b67-0fa89a58f9c0.live_data.json,,1758.59,,,,VkNqn5W6aG,1302000,2015-11-19 02:54:33.266,a672841e-60ef-502a-5b67-0fa89a58f9c0,a672841e-60ef-502a-5b67-0fa89a58f9c0.location_data.json,,,,,0.0,,2015-05-25 01:33:57.089,UTC-0300,1.352,115.0,,,0.0,,2015-05-25 01:33:52.354,1.96,1001,2015-05-25 01:12:10.354,,com.sec.android.app.shealth,,65.0,95.721,,172.0,,
,688fb535-742e-b64a-a8b9-adfd0a06ac80.live_data.json,,855.841,,,,PEzvKidhug,961332,2018-04-21 20:04:30.431,688fb535-742e-b64a-a8b9-adfd0a06ac80,688fb535-742e-b64a-a8b9-adfd0a06ac80.location_data.json,,,,,,0.0,2018-04-21 20:04:30.431,UTC-0500,1.197256,0.0,,,,,2018-04-21 20:03:28.441,1.4521402,1001,2018-04-21 19:47:27.109,,com.sec.android.app.shealth,,0.0,53.75,,0.0,0.0,
,cd608bca-61e7-f037-b74f-c3edaa52b008.live_data.json,,1798.964,,,,PEzvKidhug,1835448,2017-05-23 20:47:49.301,cd608bca-61e7-f037-b74f-c3edaa52b008,cd608bca-61e7-f037-b74f-c3edaa52b008.location_data.json,,,,,,0.0,2017-05-23 20:47:49.301,UTC-0400,1.0480906,0.0,,,,,2017-05-23 20:46:48.390,1.3195242,1001,2017-05-23 20:16:12.942,,com.sec.android.app.shealth,,0.0,117.61,,0.0,0.0,
,a40f92c4-63d1-f36c-4efd-c86f22a29706.live_data.json,,3681.173,,,,PEzvKidhug,27330500,2017-03-15 00:03:07.789,a40f92c4-63d1-f36c-4efd-c86f22a29706,a40f92c4-63d1-f36c-4efd-c86f22a29706.location_data.json,0.0,,,0.0,,0.0,2017-03-15 00:03:03.762,UTC-0300,0.13469103,95.0,,,,,2017-03-15 00:03:03.692,1.962,1001,2017-03-14 16:27:24.916,,com.sec.android.app.shealth,,61.0,669.483,,162.0,0.0,
,3922bd18-158e-0bcd-20d3-9e1ffffd0f41.live_data.json,,349.921,,,,ROm+XQMkto,289000,2016-06-23 22:11:07.468,3922bd18-158e-0bcd-20d3-9e1ffffd0f41,3922bd18-158e-0bcd-20d3-9e1ffffd0f41.location_data.json,169.589,,,0.0,306.306,,2016-06-23 22:11:04.898,UTC-0300,0.772,155.0,,,289.9,,2016-06-23 22:11:04.768,1.125,1001,2016-06-23 21:55:58.619,,com.sec.android.app.shealth,,144.0,17.0,,176.0,,
,b6e17eb0-6ddf-e74b-86de-2fdf7118dfe2.live_data.json,,5045.029,,,,ROm+XQMkto,4270000,2016-10-25 23:21:49.584,b6e17eb0-6ddf-e74b-86de-2fdf7118dfe2,b6e17eb0-6ddf-e74b-86de-2fdf7118dfe2.location_data.json,1157.047,,,1011.831,328.218,,2016-10-25 23:21:42.049,UTC-0300,1.182,150.0,,,270.476,,2016-10-25 23:21:41.928,1.591,1001,2016-10-25 22:10:31.536,,com.sec.android.app.shealth,,75.0,280.0,,208.0,,
,10373d57-d166-dd38-7985-cba9b87c63fc.live_data.json,,2761.44,,,,ROm+XQMkto,2450016,2016-05-28 02:11:27.794,10373d57-d166-dd38-7985-cba9b87c63fc,10373d57-d166-dd38-7985-cba9b87c63fc.location_data.json,0.0,,,0.0,,,2016-05-28 02:09:52.964,UTC-0300,1.33304,0.0,,,,,2016-05-28 02:09:50.622,2.0365474,1001,2016-05-28 01:29:00.606,,com.sec.android.app.shealth,,0.0,167.0,,0.0,,
,f1c9d608-de97-df15-e89e-cf8f77966584.live_data.json,,613.34,,,,PEzvKidhug,724635,2018-04-12 19:18:08.381,f1c9d608-de97-df15-e89e-cf8f77966584,f1c9d608-de97-df15-e89e-cf8f77966584.location_data.json,,,,,,0.0,2018-04-12 19:18:08.381,UTC-0400,1.1403964,0.0,,,,,2018-04-12 19:17:07.215,1.4722222,1001,2018-04-12 19:05:02.580,,com.sec.android.app.shealth,,0.0,39.4,,0.0,0.0,
,0356db1f-b798-821a-de46-7e2ce56798f2.live_data.json,,3538.86,,,,VkNqn5W6aG,2276000,2015-11-19 02:54:31.796,0356db1f-b798-821a-de46-7e2ce56798f2,0356db1f-b798-821a-de46-7e2ce56798f2.location_data.json,,,,,303.386,,2015-05-06 21:22:56.720,UTC-0300,1.557,141.0,,,265.677,,2015-05-06 21:20:48.535,2.674,1002,2015-05-06 20:42:52.535,,com.sec.android.app.shealth,,59.0,293.626,,183.0,,
,30d28c40-9dc9-cfff-8d04-776f97221b46.live_data.json,,4727.599,,,,ROm+XQMkto,1828000,2017-05-01 04:06:15.876,30d28c40-9dc9-cfff-8d04-776f97221b46,30d28c40-9dc9-cfff-8d04-776f97221b46.location_data.json,1792.154,,,2004.744,297.3949,,2016-07-06 22:33:26.765,UTC-0300,2.626,154.0,,,0.413911,,2016-07-06 22:33:26.733,3.418,1002,2016-07-06 22:02:58.815,,com.sec.android.app.shealth,,113.0,391.0,,210.0,,
,b83e09eb-1652-3e45-358c-94d1d6b0b0f6.live_data.json,,1711.5,,,,ROm+XQMkto,2008000,2016-08-05 23:07:24.808,b83e09eb-1652-3e45-358c-94d1d6b0b0f6,b83e09eb-1652-3e45-358c-94d1d6b0b0f6.location_data.json,387.629,,,107.945,304.596,,2016-08-05 23:07:21.784,UTC-0300,0.854,149.0,,,275.565,,2016-08-05 23:07:21.741,1.862,1001,2016-08-05 22:28:31.988,,com.sec.android.app.shealth,,64.0,90.0,,201.0,,
,f4885819-fd8c-7f9b-512d-0d186f7fed54.live_data.json,,,,,,PEzvKidhug,600000,2017-02-20 18:59:23.476,f4885819-fd8c-7f9b-512d-0d186f7fed54,f4885819-fd8c-7f9b-512d-0d186f7fed54.location_data.json,,,,,,0.0,2017-02-20 18:59:23.476,UTC-0400,,0.0,,,,,2017-02-20 18:59:21.888,,0,2017-02-20 18:49:21.888,,com.sec.android.app.shealth,,0.0,49.77,,0.0,0.0,
,27d11f8d-7e4d-1b0b-bc67-c76b2520742e.live_data.json,,1071.42,,,,ROm+XQMkto,931500,2016-11-07 22:20:40.364,27d11f8d-7e4d-1b0b-bc67-c76b2520742e,27d11f8d-7e4d-1b0b-bc67-c76b2520742e.location_data.json,0.0,,,0.0,,,2016-11-07 22:20:40.364,UTC-0400,1.3004465,0.0,,,,,2016-11-07 22:20:38.491,1.6464852,1001,2016-11-07 22:05:06.991,,com.sec.android.app.shealth,,0.0,65.0,,0.0,,
,4b50ade2-b342-f45c-4e67-91ddd9992c62.live_data.json,,1084.41,,,,ROm+XQMkto,950008,2016-11-04 16:35:45.274,4b50ade2-b342-f45c-4e67-91ddd9992c62,4b50ade2-b342-f45c-4e67-91ddd9992c62.location_data.json,0.0,,,0.0,,,2016-07-28 01:18:50.278,UTC-0300,1.5205532,0.0,,,,,2016-07-28 01:18:49.029,1.9627569,1001,2016-07-28 01:02:59.021,,com.sec.android.app.shealth,,0.0,67.0,,0.0,,
,,,2.95255,,,,7FBCXSeqw+,1814529,2015-05-04 23:39:36.296,3db23123-3dc4-b696-405f-da74c4e3862d,,,,,,,,2014-04-28 17:59:17.661,UTC+0100,4.5199165E-4,,,,,,2014-04-28 18:29:32.190,9.3833334E-4,1002,2014-04-28 17:59:17.661,,com.sec.android.app.shealth,,,196.57,comment,187.0,,
