com.samsung.health.exercise,6060029,13
max_rpm,live_data,mean_rpm,distance,max_caloricburn_rate,additional,altitude_gain,deviceuuid,duration,update_time,datauuid,location_data,decline_distance,altitude_loss,mean_caloricburn_rate,incline_distance,max_altitude,max_cadence,create_time,time_offset,mean_speed,mean_heart_rate,custom,count_type,min_altitude,count,end_time,max_speed,exercise_type,start_time,max_power,pkg_name,mean_power,min_heart_rate,calorie,comment,max_heart_rate,mean_cadence,exercise_custom_type
,03b13814-f944-bd5c-0d5a-c28d4421b171.live_data.json,,2165.611,,,,ROm+XQMkto,2050000,2016-07-10 00:36:23.876,03b13814-f944-bd5c-0d5a-c28d4421b171,03b13814-f944-bd5c-0d5a-c28d4421b171.location_data.json,661.052,,,884.344,322.45087,,2016-07-10 00:35:29.086,UTC-0300,1.067,144.0,,,31.811872,,2016-07-10 00:35:29.009,2.108,1001,2016-07-10 00:01:19.371,,com.sec.android.app.shealth,,82.0,119.0,,165.0,,
,d9d4a32d-e64c-3cb7-e0c6-39458eb7b3bc.live_data.json,,2160.15,,,,ROm+XQMkto,1936491,2016-11-04 16:37:44.245,d9d4a32d-e64c-3cb7-e0c6-39458eb7b3bc,d9d4a32d-e64c-3cb7-e0c6-39458eb7b3bc.location_data.json,0.0,,,0.0,,,2016-10-30 21:50:46.050,UTC-0300,1.5786718,0.0,,,,,2016-10-30 21:50:44.006,2.1666667,1001,2016-10-30 21:18:27.515,,com.sec.android.app.shealth,,0.0,121.0,,0.0,,
,cce3f996-cb76-74a8-1a4d-59d4407e857b.live_data.json,,,,,,PEzvKidhug,600000,2017-05-08 20:00:44.163,cce3f996-cb76-74a8-1a4d-59d4407e857b,cce3f996-cb76-74a8-1a4d-59d4407e857b.location_data.json,,,,,,0.0,2017-05-08 20:00:44.163,UTC-0300,,0.0,,,,,2017-05-08 20:00:11.148,,0,2017-05-08 19:50:11.148,,com.sec.android.app.shealth,,0.0,62.03,,0.0,0.0,
,def64577-17d0-f07d-8dd2-186988983470.live_data.json,,2938.953,,,,ROm+XQMkto,3540000,2015-11-22 21:41:53.035,def64577-17d0-f07d-8dd2-186988983470,def64577-17d0-f07d-8dd2-186988983470.location_data.json,432.75,,,607.222,234.665,,2015-11-22 19:57:07.408,UTC-0400,0.833,120.0,,,0.0,,2015-11-22 19:57:07.309,6.604,1001,2015-11-22 18:58:07.278,,com.sec.android.app.shealth,,54.0,161.0,,182.0,,
,f3816054-5ef7-27fc-10ac-82f4e3725085.live_data.json,,1288.64,,,,ROm+XQMkto,1167942,2016-02-07 22:59:30.178,f3816054-5ef7-27fc-10ac-82f4e3725085,f3816054-5ef7-27fc-10ac-82f4e3725085.location_data.json,0.0,,,0.0,,,2016-02-07 21:35:11.291,UTC-0400,1.4186333,0.0,,,,,2016-02-07 21:35:09.045,1.8055556,1001,2016-02-07 21:15:41.103,,com.sec.android.app.shealth,,0.0,75.0,,0.0,,
,b6c48a31-1464-1420-3026-a52382b8a963.live_data.json,,0.0,,,,ROm+XQMkto,2420000,2016-09-18 00:03:45.334,b6c48a31-1464-1420-3026-a52382b8a963,b6c48a31-1464-1420-3026-a52382b8a963.location_data.json,0.0,,,0.0,,,2016-09-18 00:03:39.350,UTC-0300,0.0,176.0,,,,,2016-09-18 00:03:39.293,0.0,1001,2016-09-17 23:23:18.884,,com.sec.android.app.shealth,,77.0,0.0,,204.0,,
,f1b490e1-9275-9224-fdc3-bdb290030053.live_data.json,,2018.119,,,,PEzvKidhug,2057707,2018-01-21 19:42:26.277,f1b490e1-9275-9224-fdc3-bdb290030053,f1b490e1-9275-9224-fdc3-bdb290030053.location_data.json,,,,,,0.0,2018-01-21 19:42:26.277,UTC-0400,1.1211259,0.0,,,,,2018-01-21 19:41:24.807,1.8364903,1001,2018-01-21 19:07:07.100,,com.sec.android.app.shealth,,0.0,139.59,,0.0,0.0,
,008c77a3-0929-61b4-dab1-9b668ae7e901.live_data.json,,432.625,,,,PEzvKidhug,5333729,2017-03-12 23:34:59.501,008c77a3-0929-61b4-dab1-9b668ae7e901,008c77a3-0929-61b4-dab1-9b668ae7e901.location_data.json,0.0,,,0.0,,0.0,2017-03-12 23:34:54.300,UTC-0300,0.081111155,94.0,,,,,2017-03-12 23:34:54.230,1.824,1001,2017-03-12 22:06:00.480,,com.sec.android.app.shealth,,68.0,117.147,,127.0,0.0,
,0956d53f-9569-69b8-1b95-64b591cefb08.live_data.json,,1307.6,,,,ROm+XQMkto,805000,2016-03-12 05:19:20.696,0956d53f-9569-69b8-1b95-64b591cefb08,0956d53f-9569-69b8-1b95-64b591cefb08.location_data.json,419.957,,,394.325,260.57727,,2016-03-11 20:40:25.334,UTC-0400,1.656,183.0,,,246.34326,,2016-03-11 20:40:25.022,12.128,1002,2016-03-11 20:26:59.741,,com.sec.android.app.shealth,,86.0,107.0,,235.0,,
,80c2dec2-c667-5cb3-62c1-86a60e3eec59.live_data.json,,1275.19,,,,ROm+XQMkto,1199452,2016-11-04 16:34:21.815,80c2dec2-c667-5cb3-62c1-86a60e3eec59,80c2dec2-c667-5cb3-62c1-86a60e3eec59.location_data.json,0.0,,,0.0,,,2016-06-25 02:25:08.644,UTC-0300,1.4544797,0.0,,,,,2016-06-25 02:25:06.811,2.0028446,1001,2016-06-25 02:05:07.359,,com.sec.android.app.shealth,,0.0,75.0,,0.0,,
,ca36ce94-c837-eb82-e446-d638176fbe45.live_data.json,,1219.29,,,,ROm+XQMkto,1093539,2016-05-28 03:00:50.244,ca36ce94-c837-eb82-e446-d638176fbe45,ca36ce94-c837-eb82-e446-d638176fbe45.location_data.json,0.0,,,0.0,,,2016-05-28 03:00:47.162,UTC-0300,1.5267597,0.0,,,,,2016-05-28 03:00:46.840,2.1666667,1001,2016-05-28 02:42:33.301,,com.sec.android.app.shealth,,0.0,66.0,,0.0,,
,84da439a-d2d6-3bb6-c2aa-aa26e4b3abc4.live_data.json,,1342.971,,,,PEzvKidhug,1370356,2018-03-31 20:14:55.262,84da439a-d2d6-3bb6-c2aa-aa26e4b3abc4,84da439a-d2d6-3bb6-c2aa-aa26e4b3abc4.location_data.json,,,,,,0.0,2018-03-31 20:14:55.262,UTC-0300,1.0984548,0.0,,,,,2018-03-31 20:13:54.710,1.3634983,1001,2018-03-31 19:51:04.354,,com.sec.android.app.shealth,,0.0,90.02,,0.0,0.0,
,c08e7295-2a7e-2d0c-534a-8119bea7de0e.live_data.json,,905.26,,,,ROm+XQMkto,1451739,2016-02-12 18:05:50.194,c08e7295-2a7e-2d0c-534a-8119bea7de0e,c08e7295-2a7e-2d0c-534a-8119bea7de0e.location_data.json,0.0,,,0.0,,,2016-02-12 17:51:38.445,UTC-0400,1.3423897,0.0,,,,,2016-02-12 17:51:37.095,1.4208038,1001,2016-02-12 17:27:25.356,,com.sec.android.app.shealth,,0.0,50.0,,0.0,,
,ad8226cc-34c4-0147-f42a-00b6d8c9a948.live_data.json,,3735.58,,,,VkNqn5W6aG,1584000,2015-11-19 02:54:33.302,ad8226cc-34c4-0147-f42a-00b6d8c9a948,ad8226cc-34c4-0147-f42a-00b6d8c9a948.location_data.json,,,,,271.607,,2015-06-04 01:46:34.032,UTC-0300,2.37,127.0,,,227.85,,2015-06-04 01:23:53.350,4.371,1002,2015-06-04 00:57:29.350,,com.sec.android.app.shealth,,15.0,315.695,,175.0,,
,68736aeb-8815-6cc2-5f73-e4418d73a298.live_data.json,,656.701,,,,PEzvKidhug,722787,2017-08-03 03:17:07.856,68736aeb-8815-6cc2-5f73-e4418d73a298,68736aeb-8815-6cc2-5f73-e4418d73a298.location_data.json,,,,,,0.0,2017-08-03 03:17:07.856,UTC-0300,0.97600657,0.0,,,,,2017-08-03 03:16:07.390,1.1944444,1001,2017-08-03 03:04:04.603,,com.sec.android.app.shealth,,0.0,48.45,,0.0,0.0,
,8e3c9848-b2d9-1746-0739-1159077de066.live_data.json,,3420.221,,,,ROm+XQMkto,2916000,2015-12-14 00:56:33.703,8e3c9848-b2d9-1746-0739-1159077de066,8e3c9848-b2d9-1746-0739-1159077de066.location_data.json,341.591,,,385.75,302.609,,2015-12-13 18:35:46.855,UTC-0400,1.025,158.0,,,268.999,,2015-12-13 18:35:46.813,1.446,1001,2015-12-13 17:47:10.545,,com.sec.android.app.shealth,,75.0,186.0,,198.0,,
,e3f5163d-f6d0-6e32-1a6f-6ec6cc39544e.live_data.json,,529.3,,,,PEzvKidhug,619732,2017-10-25 23:44:48.864,e3f5163d-f6d0-6e32-1a6f-6ec6cc39544e,e3f5163d-f6d0-6e32-1a6f-6ec6cc39544e.location_data.json,,,,,,0.0,2017-10-25 23:44:48.864,UTC-0300,1.075936,0.0,,,,,2017-10-25 23:43:47.764,1.2222222,1001,2017-10-25 23:33:28.032,,com.sec.android.app.shealth,,0.0,33.37,,0.0,0.0,
,1cf4eb5e-d84f-f6da-5fc1-0751c2b17723.live_data.json,,0.0,,,,PEzvKidhug,1074599,2017-03-13 03:46:12.478,1cf4eb5e-d84f-f6da-5fc1-0751c2b17723,1cf4eb5e-d84f-f6da-5fc1-0751c2b17723.location_data.json,0.0,,,0.0,,0.0,2017-03-13 03:46:06.286,UTC-0300,0.0,87.0,,,,,2017-03-13 03:46:06.249,0.0,1001,2017-03-13 03:28:11.641,,com.sec.android.app.shealth,,76.0,23.52568,,93.0,0.0,
,f8d768ab-3d25-ee01-1bd8-dd4159738e31.live_data.json,,,,,,PEzvKidhug,662304,2017-03-29 20:00:44.609,f8d768ab-3d25-ee01-1bd8-dd4159738e31,f8d768ab-3d25-ee01-1bd8-dd4159738e31.location_data.json,,,,,,0.0,2017-03-29 20:00:44.609,UTC-0300,,0.0,,,,,2017-03-29 19:59:43.837,,0,2017-03-29 19:48:41.533,,com.sec.android.app.shealth,,0.0,69.35,,0.0,0.0,
,82bdd86d-01e1-ecf1-872d-91ac08fcdc82.live_data.json,,2764.731,,,,ROm+XQMkto,1024000,2016-05-16 22:12:20.168,82bdd86d-01e1-ecf1-872d-91ac08fcdc82,82bdd86d-01e1-ecf1-872d-91ac08fcdc82.location_data.json,746.921,,,945.538,274.12976,,2016-05-16 21:11:52.516,UTC-0300,2.748,151.0,,,259.73978,,2016-05-16 21:11:52.473,3.643,1002,2016-05-16 20:54:48.784,,com.sec.android.app.shealth,,79.0,229.0,,193.0,,
,87e99944-6198-2d70-42fb-b0f6493160a5.live_data.json,,841.42,,,,ROm+XQMkto,692517,2016-02-27 21:14:07.928,87e99944-6198-2d70-42fb-b0f6493160a5,87e99944-6198-2d70-42fb-b0f6493160a5.location_data.json,0.0,,,0.0,,,2016-02-27 20:33:35.881,UTC-0400,1.3731745,0.0,,,,,2016-02-27 20:33:34.728,1.4166666,1001,2016-02-27 20:22:02.211,,com.sec.android.app.shealth,,0.0,47.0,,0.0,,
,467e7368-2b2e-4fd3-9427-d6ce4fe6811c.live_data.json,,2808.515,,,,ROm+XQMkto,3063000,2016-05-28 21:01:17.451,467e7368-2b2e-4fd3-9427-d6ce4fe6811c,467e7368-2b2e-4fd3-9427-d6ce4fe6811c.location_data.json,256.257,,,1916.182,579.326,,2016-05-28 19:40:51.887,UTC-0300,0.727,160.0,,,314.505,,2016-05-28 19:40:51.812,1.82,13001,2016-05-28 18:49:49.122,,com.sec.android.app.shealth,,73.0,253.0,,190.0,,
,9c293a0d-3d3a-3cc9-a352-152806e09f2f.live_data.json,,1029.89,,,,PEzvKidhug,1109704,2018-06-03 01:49:27.545,9c293a0d-3d3a-3cc9-a352-152806e09f2f,9c293a0d-3d3a-3cc9-a352-152806e09f2f.location_data.json,,,,,,0.0,2018-06-03 01:49:27.545,UTC-0300,1.0432818,0.0,,,,,2018-06-03 01:48:26.405,1.3611112,1001,2018-06-03 01:29:56.701,,com.sec.android.app.shealth,,0.0,75.4,,0.0,0.0,
,,,2.78372,,,,7FBCXSeqw+,1897402,2015-05-04 23:39:41.186,eec7bf2a-ef47-0c53-38b4-9f3d80e8ce20,,,,,,0.0,,2014-06-22 22:27:48.509,UTC+0100,1.46712,147.0,,,0.0,,2014-06-22 22:59:25.911,4.142,1002,2014-06-22 22:27:48.509,,com.sec.android.app.shealth,,,179.4,,201.0,,
,a90e8a4e-976e-f4a3-dc6e-11a906447dac.live_data.json,,3107.073,,,,PEzvKidhug,2407329,2017-04-20 23:48:35.078,a90e8a4e-976e-f4a3-dc6e-11a906447dac,a90e8a4e-976e-f4a3-dc6e-11a906447dac.location_data.json,341.945,,,321.758,271.092,0.0,2017-04-20 23:48:32.373,UTC-0300,1.2906718,144.0,,,241.44,,2017-04-20 23:48:32.248,1.673,1001,2017-04-20 23:08:22.755,,com.sec.android.app.shealth,,78.0,217.935,,200.0,0.0,
,3f782ec9-409e-d839-4a23-243f500da855.live_data.json,,,,,,PEzvKidhug,627859,2017-05-10 19:53:28.631,3f782ec9-409e-d839-4a23-243f500da855,3f782ec9-409e-d839-4a23-243f500da855.location_data.json,,,,,,0.0,2017-05-10 19:53:28.631,UTC-0300,,0.0,,,,,2017-05-10 19:52:27.891,,0,2017-05-10 19:42:00.032,,com.sec.android.app.shealth,,0.0,63.94,,0.0,0.0,
,eb5ac70e-9028-9ee5-302a-e07bcb7b5092.live_data.json,,1009.529,,,,PEzvKidhug,1055679,2018-03-20 00:00:22.358,eb5ac70e-9028-9ee5-302a-e07bcb7b5092,eb5ac70e-9028-9ee5-302a-e07bcb7b5092.location_data.json,,,,,,0.0,2018-03-20 00:00:22.358,UTC-0300,1.1065651,0.0,,,,,2018-03-19 23:59:22.213,1.3108244,1001,2018-03-19 23:41:46.534,,com.sec.android.app.shealth,,0.0,65.66,,0.0,0.0,
,645e02df-f8a7-45c8-4233-82b6c9c3ff9d.live_data.json,,479.0,,,,PEzvKidhug,1644579,2017-03-14 01:56:26.701,645e02df-f8a7-45c8-4233-82b6c9c3ff9d,645e02df-f8a7-45c8-4233-82b6c9c3ff9d.location_data.json,0.0,,,0.0,,0.0,2017-03-14 01:56:21.099,UTC-0300,0.29125977,100.0,,,,,2017-03-14 01:56:21.028,2.253,1001,2017-03-14 01:28:54.551,,com.sec.android.app.shealth,,75.0,49.914,,131.0,0.0,
,e11215b3-b27e-e479-5ecd-c01160c52f20.live_data.json,,712.592,,,,PEzvKidhug,768506,2018-02-28 00:25:25.561,e11215b3-b27e-e479-5ecd-c01160c52f20,e11215b3-b27e-e479-5ecd-c01160c52f20.location_data.json,,,,,,0.0,2018-02-28 00:25:25.561,UTC-0400,1.111549,0.0,,,,,2018-02-28 00:24:24.682,1.25,1001,2018-02-28 00:11:36.176,,com.sec.android.app.shealth,,0.0,46.59,,0.0,0.0,
,fc2a0df1-5a51-26a6-c643-310b3013a76d.live_data.json,,706.64,,,,PEzvKidhug,627342,2016-12-15 03:10:39.176,fc2a0df1-5a51-26a6-c643-310b3013a76d,fc2a0df1-5a51-26a6-c643-310b3013a76d.location_data.json,,,,,,0.0,2016-12-15 03:10:39.176,UTC-0400,1.1540581,0.0,,,,,2016-12-15 03:09:38.016,1.3333334,1001,2016-12-15 02:59:10.674,,com.sec.android.app.shealth,,0.0,42.26,,0.0,0.0,
,3e3a1980-c6ec-b876-4748-484fe26a300c.live_data.json,,8113.93,,,,VkNqn5W6aG,4635000,2015-11-19 02:54:32.924,3e3a1980-c6ec-b876-4748-484fe26a300c,,,,,,0.0,,2015-05-16 00:59:16.785,UTC-0300,1.751,151.0,,,0.0,,2015-05-16 00:58:21.543,2.705,1002,2015-05-15 23:41:06.543,,com.sec.android.app.shealth,,56.0,667.281,,176.0,,
,817561a6-e42a-4c1b-028c-002cece9c7bc.live_data.json,,1047.31,,,,ROm+XQMkto,990408,2016-05-27 02:33:53.885,817561a6-e42a-4c1b-028c-002cece9c7bc,817561a6-e42a-4c1b-028c-002cece9c7bc.location_data.json,0.0,,,0.0,,,2016-05-27 02:33:52.249,UTC-0300,1.7016654,0.0,,,,,2016-05-27 02:33:51.007,2.4722223,1001,2016-05-27 02:17:20.599,,com.sec.android.app.shealth,,0.0,55.0,,0.0,,
,07a9b3d8-4522-23fb-82ef-ee6cd92e0501.live_data.json,,3006.448,,,,PEzvKidhug,2233140,2017-10-15 19:34:18.805,07a9b3d8-4522-23fb-82ef-ee6cd92e0501,07a9b3d8-4522-23fb-82ef-ee6cd92e0501.location_data.json,521.846,,,563.54,275.56,0.0,2017-10-15 19:34:14.891,UTC-0300,1.3554465,114.0,,,241.594,,2017-10-15 19:34:14.607,2.063,1001,2017-10-15 18:56:43.626,,com.sec.android.app.shealth,,67.0,222.201,,154.0,0.0,
,e9c92686-b6b9-2178-7f09-6681a1167b93.live_data.json,,565.308,,,,PEzvKidhug,606138,2017-06-25 03:32:35.466,e9c92686-b6b9-2178-7f09-6681a1167b93,e9c92686-b6b9-2178-7f09-6681a1167b93.location_data.json,,,,,,0.0,2017-06-25 03:32:35.466,UTC-0300,1.0026982,0.0,,,,,2017-06-25 03:31:35.811,1.2465893,1001,2017-06-25 03:21:29.673,,com.sec.android.app.shealth,,0.0,34.91,,0.0,0.0,
,97eaa9b7-d62c-c8ef-a29b-3c2593294103.live_data.json,,4428.545,,,,ROm+XQMkto,3365000,2016-03-18 21:23:26.443,97eaa9b7-d62c-c8ef-a29b-3c2593294103,97eaa9b7-d62c-c8ef-a29b-3c2593294103.location_data.json,596.397,,,631.344,283.976,,2016-03-18 21:20:48.471,UTC-0300,1.168,168.0,,,253.259,,2016-03-18 21:20:48.378,1.436,1001,2016-03-18 20:24:43.673,,com.sec.android.app.shealth,,66.0,241.0,,210.0,,
,aadc7743-a7f7-317f-acfb-9da2862e097a.live_data.json,,3145.023,,,,PEzvKidhug,2708410,2017-04-12 00:35:32.239,aadc7743-a7f7-317f-acfb-9da2862e097a,aadc7743-a7f7-317f-acfb-9da2862e097a.location_data.json,453.37,,,596.273,312.208,0.0,2017-04-12 00:35:27.627,UTC-0300,1.1612064,136.0,,,275.756,,2017-04-12 00:35:27.488,2.187,1001,2017-04-11 23:48:01.949,,com.sec.android.app.shealth,,78.0,117.107,,157.0,0.0,
,d8b406cd-89c8-8470-87e3-84a4dec37702.live_data.json,,1881.769,,,,ROm+XQMkto,966000,2016-02-29 22:25:54.070,d8b406cd-89c8-8470-87e3-84a4dec37702,d8b406cd-89c8-8470-87e3-84a4dec37702.location_data.json,397.005,,,488.861,264.68805,,2016-02-29 20:43:07.157,UTC-0400,1.97,156.0,,,251.07106,,2016-02-29 20:43:07.112,2.83,1002,2016-02-29 20:27:01.274,,com.sec.android.app.shealth,,67.0,155.0,,206.0,,
,714c8ca5-a56f-25a1-aa5f-1049f496902d.live_data.json,,3589.721,,,,ROm+XQMkto,4116000,2016-06-04 20:29:51.103,714c8ca5-a56f-25a1-aa5f-1049f496902d,714c8ca5-a56f-25a1-aa5f-1049f496902d.location_data.json,2120.788,,,617.695,630.787,,2016-06-04 20:29:47.634,UTC-0300,0.634,148.0,,,369.12,,2016-06-04 20:29:47.570,2.5,13001,2016-06-04 19:21:12.731,,com.sec.android.app.shealth,,91.0,229.0,,203.0,,
,441a41f5-6bbf-348b-ff37-fadd51d5d536.live_data.json,,4098.56,,,,VkNqn5W6aG,1857000,2015-11-19 02:54:33.753,441a41f5-6bbf-348b-ff37-fadd51d5d536,441a41f5-6bbf-348b-ff37-fadd51d5d536.location_data.json,427.62,,,428.972,308.715,,2014-11-26 22:20:27.200,UTC-0300,2.211,106.0,,,300.183,,2014-11-26 22:20:14.839,2.882,1002,2014-11-26 21:49:17.839,,com.sec.android.app.shealth,,5.0,337.0,,168.0,,
,58189fd6-9c5a-85cd-1edd-eae78165ab0d.live_data.json,,933.852,,,,PEzvKidhug,913876,2017-04-19 00:04:52.175,58189fd6-9c5a-85cd-1edd-eae78165ab0d,58189fd6-9c5a-85cd-1edd-eae78165ab0d.location_data.json,,,,,,0.0,2017-04-19 00:04:52.175,UTC-0300,1.0484372,0.0,,,,,2017-04-19 00:03:51.536,1.1677527,1001,2017-04-18 23:48:37.660,,com.sec.android.app.shealth,,0.0,60.44,,0.0,0.0,
,b0cb10aa-5b56-78b4-2a5e-46adf101f258.live_data.json,,2340.802,,,,PEzvKidhug,1790829,2017-10-12 22:29:51.510,b0cb10aa-5b56-78b4-2a5e-46adf101f258,b0cb10aa-5b56-78b4-2a5e-46adf101f258.location_data.json,422.992,,,359.837,278.422,0.0,2017-10-12 22:29:45.779,UTC-0300,1.3071045,142.0,,,266.632,,2017-10-12 22:29:45.625,2.5,1001,2017-10-12 21:59:46.494,,com.sec.android.app.shealth,,77.0,166.749,,159.0,0.0,
,1cfeb0d4-b06b-bfef-c4a3-9eaeb237d5d1.live_data.json,,3399.12,,,,VkNqn5W6aG,1966000,2015-11-19 02:54:40.489,1cfeb0d4-b06b-bfef-c4a3-9eaeb237d5d1,1cfeb0d4-b06b-bfef-c4a3-9eaeb237d5d1.location_data.json,,,,,264.546,,2015-08-03 01:48:40.928,UTC-0300,1.733,143.0,,,257.016,,2015-08-03 01:46:56.701,3.175,1002,2015-08-03 01:14:10.701,,com.sec.android.app.shealth,,97.0,279.391,,183.0,,
,3c8b0605-c0ad-5cf8-bde6-32067548a1b2.live_data.json,,945.97,,,,PEzvKidhug,1076427,2018-02-20 18:31:21.254,3c8b0605-c0ad-5cf8-bde6-32067548a1b2,3c8b0605-c0ad-5cf8-bde6-32067548a1b2.location_data.json,,,,,,0.0,2018-02-20 18:31:21.254,UTC-0400,1.0424021,0.0,,,,,2018-02-20 18:30:19.602,1.2222222,1001,2018-02-20 18:12:23.175,,com.sec.android.app.shealth,,0.0,63.94,,0.0,0.0,
,43923ee4-9620-33cc-0dff-7b04d93d29a8.live_data.json,,4937.07,,,,VkNqn5W6aG,2493000,2015-11-19 02:54:31.612,43923ee4-9620-33cc-0dff-7b04d93d29a8,43923ee4-9620-33cc-0dff-7b04d93d29a8.location_data.json,,,,,308.095,,2015-05-01 21:39:04.487,UTC-0300,1.982,139.0,,,265.711,,2015-05-01 21:38:59.240,7.46,1002,2015-05-01 20:57:26.240,,com.sec.android.app.shealth,,61.0,409.723,,173.0,,
,b4aefbd7-2797-758b-de4f-bf14af3f1fd3.live_data.json,,1663.31,,,,ROm+XQMkto,1413544,2016-05-16 21:55:05.504,b4aefbd7-2797-758b-de4f-bf14af3f1fd3,b4aefbd7-2797-758b-de4f-bf14af3f1fd3.location_data.json,0.0,,,0.0,,,2016-05-16 21:55:02.274,UTC-0300,1.3685154,0.0,,,,,2016-05-16 21:55:01.307,1.5555556,1001,2016-05-16 21:31:27.763,,com.sec.android.app.shealth,,0.0,98.0,,0.0,,
,f8a15b1b-86f9-da5b-7b80-27ec8d92cd2e.live_data.json,,3051.828,,,,ROm+XQMkto,2438000,2016-10-16 23:18:33.182,f8a15b1b-86f9-da5b-7b80-27ec8d92cd2e,f8a15b1b-86f9-da5b-7b80-27ec8d92cd2e.location_data.json,667.987,,,396.296,319.21,,2016-10-16 23:18:29.389,UTC-0300,1.254,174.0,,,289.736,,2016-10-16 23:18:29.284,1.541,1001,2016-10-16 22:37:52.779,,com.sec.android.app.shealth,,58.0,167.0,,208.0,,
,c72ae514-ad5e-c49a-69b3-6cd34020116c.live_data.json,,2215.744,,,,PEzvKidhug,1884100,2017-10-06 23:28:19.608,c72ae514-ad5e-c49a-69b3-6cd34020116c,c72ae514-ad5e-c49a-69b3-6cd34020116c.location_data.json,281.333,,,69.325,263.749,0.0,2017-10-06 23:28:16.041,UTC-0300,1.1760225,127.0,,,234.705,,2017-10-06 23:28:15.902,1.723,1001,2017-10-06 22:54:31.882,,com.sec.android.app.shealth,,77.0,160.323,,154.0,0.0,
,f635ad01-592a-3e31-2d1d-5094befbd29e.live_data.json,,999.149,,,,PEzvKidhug,989159,2018-01-17 03:33:53.780,f635ad01-592a-3e31-2d1d-5094befbd29e,f635ad01-592a-3e31-2d1d-5094befbd29e.location_data.json,,,,,,0.0,2018-01-17 03:33:53.780,UTC-0400,1.0423744,0.0,,,,,2018-01-17 03:32:53.847,1.2777778,1001,2018-01-17 03:16:24.688,,com.sec.android.app.shealth,,0.0,69.8,,0.0,0.0,
,12bc2e03-980f-f600-df47-deff104ab6c2.live_data.json,,3381.089,,,,ROm+XQMkto,2827000,2016-09-16 00:55:04.141,12bc2e03-980f-f600-df47-deff104ab6c2,12bc2e03-980f-f600-df47-deff104ab6c2.location_data.json,389.237,,,360.418,291.974,,2016-09-16 00:16:15.609,UTC-0300,1.197,177.0,,,263.953,,2016-09-16 00:16:15.562,1.446,1001,2016-09-15 23:29:09.028,,com.sec.android.app.shealth,,69.0,188.0,,205.0,,
,85e4ef39-8f3e-1336-8b9f-1f3c523537f6.live_data.json,,4498.458,,,,PEzvKidhug,1239729,2017-05-21 23:17:42.145,85e4ef39-8f3e-1336-8b9f-1f3c523537f6,85e4ef39-8f3e-1336-8b9f-1f3c523537f6.location_data.json,80.493,,,174.278,6.806,0.0,2017-05-21 23:17:36.957,UTC-0400,3.628579,112.0,,,-12.746,,2017-05-21 23:17:36.854,5.397,11007,2017-05-21 22:51:34.053,,com.sec.android.app.shealth,,67.0,136.056,,145.0,0.0,
,b5658025-29d2-ef29-d62e-7f8cc8f981a7.live_data.json,,4991.34,,,,VkNqn5W6aG,1804000,2015-11-19 02:54:31.876,b5658025-29d2-ef29-d62e-7f8cc8f981a7,b5658025-29d2-ef29-d62e-7f8cc8f981a7.location_data.json,,,,,257.284,,2015-07-24 00:15:43.333,UTC-0300,2.768,150.0,,,220.013,,2015-07-23 23:59:03.214,3.713,1002,2015-07-23 23:28:59.214,,com.sec.android.app.shealth,,100.0,408.44,,179.0,,
,a688fa4c-f7e9-d609-dbed-4e402f56c1c1.live_data.json,,1000.64,,,,ROm+XQMkto,886388,2016-11-04 16:35:38.777,a688fa4c-f7e9-d609-dbed-4e402f56c1c1,a688fa4c-f7e9-d609-dbed-4e402f56c1c1.location_data.json,0.0,,,0.0,,,2016-07-23 00:33:05.009,UTC-0300,1.384439,0.0,,,,,2016-07-23 00:33:03.242,1.4722222,1001,2016-07-23 00:18:16.854,,com.sec.android.app.shealth,,0.0,61.0,,0.0,,
,766dc81e-ef34-1cfd-a76c-811774f56f19.live_data.json,,3705.701,,,,ROm+XQMkto,2848000,2016-04-22 22:54:17.103,766dc81e-ef34-1cfd-a76c-811774f56f19,766dc81e-ef34-1cfd-a76c-811774f56f19.location_data.json,451.447,,,345.84,290.455,,2016-04-22 22:54:13.321,UTC-0300,1.108,160.0,,,259.593,,2016-04-22 22:54:13.274,1.453,1001,2016-04-22 22:06:45.290,,com.sec.android.app.shealth,,76.0,200.0,,204.0,,
,dadad6dc-2020-ac1b-0bac-6990563f951b.live_data.json,,0.0,,,,PEzvKidhug,6340,2016-11-23 18:39:05.190,dadad6dc-2020-ac1b-0bac-6990563f951b,dadad6dc-2020-ac1b-0bac-6990563f951b.location_data.json,0.0,,,0.0,,0.0,2016-11-23 18:39:05.190,UTC-0400,0.0,95.0,,,,,2016-11-23 18:39:04.479,2.5,1001,2016-11-23 18:38:56.139,,com.sec.android.app.shealth,,95.0,0.13698553,,96.0,0.0,
,21ce21c1-e2a6-ca0c-7741-d3ec6243db28.live_data.json,,,,,,PEzvKidhug,600000,2017-01-13 21:20:56.799,21ce21c1-e2a6-ca0c-7741-d3ec6243db28,21ce21c1-e2a6-ca0c-7741-d3ec6243db28.location_data.json,,,,,,0.0,2017-01-13 21:20:56.799,UTC-0500,,0.0,,,,,2017-01-13 21:20:47.194,,0,2017-01-13 21:10:47.194,,com.sec.android.app.shealth,,0.0,57.08,,0.0,0.0,
