com.samsung.shealth.sleep,6060029,2
com.samsung.health.sleep.datauuid,efficiency,original_efficiency,original_bed_time,has_sleep_data,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.end_time,com.samsung.health.sleep.custom,original_wake_up_time,quality,com.samsung.health.sleep.deviceuuid,extra_data,com.samsung.health.sleep.start_time,com.samsung.health.sleep.update_time,com.samsung.health.sleep.comment
5e871c84-76ee-358e-0c71-20d7dddd1c76,92.0,,,1,com.sec.android.app.shealth,1488330867263,UTC-0400,1488323640000,,,,PEzvKidhug,,1488320700000,1488330867263,
c4747f2a-71a1-4924-a758-225209800d94,0.0,,,,com.sec.android.app.shealth,1563379696417,UTC-0300,1563372600000,,,0,4V/TlqPcbG,,1563347400000,1563379696417,
571c6c14-dd32-40bc-a5f5-a9310fe9bde8,0.0,,,,com.sec.android.app.shealth,1505619509418,UTC-0300,1505576400000,,,0,EHdtKydEi4,,1505545800000,1505619509418,
5002fc50-c6f9-4677-b015-153d73078cb4,0.0,,,,com.sec.android.app.shealth,1546881589791,UTC-0400,1546875600000,,,0,Mz5pMh3q+T,,1546848000000,1546881589791,
69201157-69e0-480b-bef1-ff350005a63c,0.0,,,,com.sec.android.app.shealth,1563462057471,UTC-0300,1563462050144,,,0,4V/TlqPcbG,,1563432600000,1563462057471,
6530eae8-8a4a-4528-9e42-7c14be245b83,0.0,,,,com.sec.android.app.shealth,1549984089389,UTC-0400,1549981200000,,,0,Mz5pMh3q+T,,1549955400000,1549984089389,
ff364216-7a98-da22-c5d1-5679d5b61621,96.47059,,,1,com.sec.android.app.shealth,1526080639328,UTC-0300,1526080200000,,,,PEzvKidhug,,1526075160000,1526080639328,
833f2989-8dde-4bf6-b4c9-c3a6bc736775,0.0,,,,com.sec.android.app.shealth,1522969098643,UTC-0300,1522851000000,,,0,9wVta8KBzt,,1522824600000,1522969098643,
d46293f8-fe82-4217-a7d0-a0cb49e1aa05,0.0,,,,com.sec.android.app.shealth,1546278649616,UTC-0400,1546275000000,,,0,Mz5pMh3q+T,,1546245600000,1546278649616,
f866470e-2f4b-4e68-8385-53e8ed4b9226,0.0,,,,com.sec.android.app.shealth,1506881024466,UTC-0300,1506695400000,,,0,EHdtKydEi4,,1506668400000,1506881024466,
f347d17b-75de-46ce-8afc-019411390dc0,0.0,,,,com.sec.android.app.shealth,1488988012403,UTC-0500,1488807600000,,,0,Q2GTsbBv8Q,,1488781200000,1488988012403,
dfa25ce9-affe-41f4-8a34-06aabbcdc8f8,0.0,,,,com.sec.android.app.shealth,1541167837720,UTC-0300,1541166000000,,,0,Mz5pMh3q+T,,1541140800000,1541167837720,
807aad08-a661-2a68-8a84-74185599f5b8,98.63481,,,1,com.sec.android.app.shealth,1507683174243,UTC-0300,1507682280000,,,,PEzvKidhug,,1507664760000,1507683174243,
7eadfaf4-f30b-4ca7-892a-880145a0fef9,0.0,,,,com.sec.android.app.shealth,1562943512156,UTC-0300,1562935200000,,,0,4V/TlqPcbG,,1562909400000,1562943512156,
5ba2fc4e-a36e-471a-a83a-86dba63844bf,0.0,,,,com.sec.android.app.shealth,1491754313661,UTC-0300,1491664800000,,,0,Q2GTsbBv8Q,,1491634800000,1491754313661,
80928011-76ee-4f1b-ae3a-cc475e6835c4,0.0,,,,com.sec.android.app.shealth,1547481827911,UTC-0400,1547477400000,,,0,Mz5pMh3q+T,,1547449800000,1547481827911,
017e93dc-9223-bdff-19ae-bed0eea3c4fe,97.47899,,,1,com.sec.android.app.shealth,1507934517258,UTC-0300,1507933620000,,,,PEzvKidhug,,1507926540000,1507934517258,
5096af4f-87a0-465a-9019-17b2a832dc26,0.0,,,,com.sec.android.app.shealth,1558706575837,UTC-0300,1558706400000,,,0,4V/TlqPcbG,,1558684200000,1558706575837,
394f5567-e527-46a6-a714-79952123fd12,0.0,,,,com.sec.android.app.shealth,1547396179136,UTC-0400,1547389200000,,,0,Mz5pMh3q+T,,1547365200000,1547396179136,
3445ae87-255b-f36e-6d91-ad02a05f91bc,89.02439,,,1,com.sec.android.app.shealth,1517170430387,UTC-0400,1517169540000,,,,PEzvKidhug,,1517164680000,1517170430387,
05f52e66-8cf3-49c8-8b15-c6eba179ac69,0.0,,,,com.sec.android.app.shealth,1557500905820,UTC-0300,1557493200000,,,0,4V/TlqPcbG,,1557467400000,1557500905820,
07682735-441c-40af-8ada-201d3696444a,0.0,,,,com.sec.android.app.shealth,1562076123291,UTC-0300,1562068200000,,,0,4V/TlqPcbG,,1562038200000,1562076123291,
e705c747-67ab-4586-b404-f1b472077474,0.0,,,,com.sec.android.app.shealth,1546528269748,UTC-0400,1546528200000,,,0,Mz5pMh3q+T,,1546501800000,1546528269748,
f9078337-3bef-cf7c-d494-96cd5230a0c4,97.84173,,,1,com.sec.android.app.shealth,1506894369518,UTC-0300,1506893460000,,,,PEzvKidhug,,1506885180000,1506894369518,
8730cc54-1aec-0b3b-c6f9-2b99c5a3dc0d,92.023346,,,1,com.sec.android.app.shealth,1491754283834,UTC-0300,1491754200000,,,,PEzvKidhug,,1491723420000,1491754283834,
c4871d3d-db14-4070-8b76-52968fb06d38,0.0,,,,com.sec.android.app.shealth,1507149366374,UTC-0300,1506954600000,,,0,EHdtKydEi4,,1506927600000,1507149366374,
d3a5a538-7955-40b6-875f-ab3988285b54,0.0,,,,com.sec.android.app.shealth,1545846954373,UTC-0400,1545846951085,,,0,Mz5pMh3q+T,,1545813600000,1545846954373,
663af751-fe88-4359-a6e3-3005a2a51b8b,0.0,,,,com.sec.android.app.shealth,1563549683468,UTC-0300,1563543000000,,,0,4V/TlqPcbG,,1563520800000,1563549683468,
4a83c23c-3645-42cb-99af-64820600fc75,0.0,,,,com.sec.android.app.shealth,1558967272065,UTC-0300,1558964400000,,,0,4V/TlqPcbG,,1558938000000,1558967272065,
4769770e-079d-4610-b94a-b3290eb8d854,0.0,,,,com.sec.android.app.shealth,1510328559557,UTC-0400,1509898800000,,,0,EHdtKydEi4,,1509865200000,1510328559557,
6eb1fb03-f55b-4811-a453-d7488a729977,0.0,,,,com.sec.android.app.shealth,1540225192026,UTC-0300,1540217400000,,,0,Mz5pMh3q+T,,1540183200000,1540225192026,
7c94ff13-a1de-17cd-4cfd-a59e7d81f847,95.04951,,,1,com.sec.android.app.shealth,1519679655337,UTC-0400,1519678740000,,,,PEzvKidhug,,1519672740000,1519679655337,
8d8e5d52-1063-48ff-8450-322c58ae89a4,0.0,,,,com.sec.android.app.shealth,1520565008229,UTC-0400,1520437200000,,,0,EHdtKydEi4,,1520409600000,1520565008229,
4445900e-98e5-67d5-929d-d6fdaf4e19bf,96.42857,,,1,com.sec.android.app.shealth,1507086890549,UTC-0300,1507086000000,,,,PEzvKidhug,,1507081020000,1507086890549,
60698a3e-3e74-4a89-bf6e-eca87130f41e,0.0,,,,com.sec.android.app.shealth,1488988023865,UTC-0500,1488724200000,,,0,Q2GTsbBv8Q,,1488694200000,1488988023865,
b600aecf-82e2-486d-a736-940d53943f41,0.0,,,,com.sec.android.app.shealth,1530492911986,UTC-0300,1530454200000,,,0,9wVta8KBzt,,1530420600000,1530492911986,
2c5613f3-ed1f-4fda-9437-c9479bd83eaa,0.0,,,,com.sec.android.app.shealth,1561997566409,UTC-0300,1561983600000,,,0,4V/TlqPcbG,,1561961400000,1561997566409,
80be638a-3665-4ff9-af18-ad6cce056e7d,0.0,,,,com.sec.android.app.shealth,1562855588351,UTC-0300,1562853000000,,,0,4V/TlqPcbG,,1562823600000,1562855588351,
a920cf40-89b6-5eb4-55fe-0e42e4e7082c,93.15069,,,1,com.sec.android.app.shealth,1500785061020,UTC-0300,1500784140000,,,,PEzvKidhug,,1500779820000,1500785061020,
d2fcfd9d-195b-4ccc-8d38-c990f9a16beb,0.0,,,,com.sec.android.app.shealth,1560850844483,UTC+0400,1560850800000,,,0,4V/TlqPcbG,,1560820200000,1560850844483,
9e9b26e5-c883-40b2-beed-699113e5dfe0,0.0,,,,com.sec.android.app.shealth,1535221324461,UTC-0300,1535203800000,,,0,Mz5pMh3q+T,,1535185200000,1535221324461,
9994137d-6bb6-4cd5-9e72-74e8380b1e20,0.0,,,,com.sec.android.app.shealth,1555000477373,UTC-0300,1554991800000,,,0,4V/TlqPcbG,,1554967800000,1555000477373,
b809b898-c338-2d98-0ba5-9b986968365b,97.38562,,,1,com.sec.android.app.shealth,1499212938263,UTC-0300,1499212020000,,,,PEzvKidhug,,1499202900000,1499212938263,
3f5f4240-f2c0-473e-855a-c6099bf0984a,0.0,,,,com.sec.android.app.shealth,1537713360077,UTC-0300,1537709400000,,,0,Mz5pMh3q+T,,1537686600000,1537713360077,
2aed2684-8952-42a0-be0a-45dad3830bd8,0.0,,,,com.sec.android.app.shealth,1561119469003,UTC+0400,1561104600000,,,0,4V/TlqPcbG,,1561078800000,1561119469003,
a79f057c-d790-49ba-83fc-f6656e6378e2,0.0,,,,com.sec.android.app.shealth,1506467702268,UTC-0300,1505833200000,,,0,EHdtKydEi4,,1505803200000,1506467702268,
6cd47af2-2ee6-4485-8f8c-71beafe2e531,0.0,,,,com.sec.android.app.shealth,1558195399655,UTC-0300,1558192200000,,,0,4V/TlqPcbG,,1558162800000,1558195399655,
7bb14753-a0bb-4598-82f6-6cb4f1bc5121,0.0,,,,com.sec.android.app.shealth,1506467696825,UTC-0300,1506000600000,,,0,EHdtKydEi4,,1505965800000,1506467696825,
94d7695a-92f8-4c97-8243-86da39375e61,0.0,,,,com.sec.android.app.shealth,1539957746657,UTC-0300,1539954000000,,,0,Mz5pMh3q+T,,1539924600000,1539957746657,
f0a2904a-8a65-40df-beae-cc3d4340a510,0.0,,,,com.sec.android.app.shealth,1555348460830,UTC-0300,1555335600000,,,0,4V/TlqPcbG,,1555312800000,1555348460830,
0ac7600c-1ed2-435f-8ee7-1f52773ee560,0.0,,,,com.sec.android.app.shealth,1541949108794,UTC-0400,1541945400000,,,0,Mz5pMh3q+T,,1541919600000,1541949108794,
7754e3d1-7f56-4243-a97e-0e0681802579,0.0,,,,com.sec.android.app.shealth,1516156404489,UTC-0400,1516110600000,,,0,EHdtKydEi4,,1516086000000,1516156404489,
30f16ed2-b17c-419f-801f-273f726502fd,0.0,,,,com.sec.android.app.shealth,1484869899891,UTC-0400,1484842800000,,,0,Q2GTsbBv8Q,,1484815800000,1484869899891,
04a08e2c-dc49-4eac-bc03-c3b02e147aa2,0.0,,,,com.sec.android.app.shealth,1564928076711,UTC-0300,1564925400000,,,0,4V/TlqPcbG,,1564900800000,1564928076711,
f31ef130-4825-453d-95d1-5c4645e76809,0.0,,,,com.sec.android.app.shealth,1555780820632,UTC-0300,1555770600000,,,0,4V/TlqPcbG,,1555744200000,1555780820632,
99032f52-95f1-445d-9563-de8b4c204201,0.0,,,,com.sec.android.app.shealth,1510328543594,UTC-0400,1510322400000,,,0,EHdtKydEi4,,1510295400000,1510328543594,
3d0f0c31-465f-4586-b52d-552c89f25e0a,0.0,,,,com.sec.android.app.shealth,1512617716832,UTC-0400,1512574800000,,,0,EHdtKydEi4,,1512544800000,1512617716832,
caa19847-36d9-44d9-b284-9b0c805ec2cc,0.0,,,,com.sec.android.app.shealth,1550589582049,UTC-0400,1550589580664,,,0,Mz5pMh3q+T,,1550562600000,1550589582049,
852f661f-9432-4e99-8eb5-98bb201b0192,0.0,,,,com.sec.android.app.shealth,1566396007853,UTC-0300,1566388200000,,,0,4V/TlqPcbG,,1566363000000,1566396007853,
2bc161e8-58c0-a9cd-e104-8309a6fc1c09,97.54601,,,1,com.sec.android.app.shealth,1507158847189,UTC-0300,1507158720000,,,,PEzvKidhug,,1507149000000,1507158847189,
624cd56e-94e0-49f4-b380-d7932bece7e2,0.0,,,,com.sec.android.app.shealth,1561533503821,UTC+0400,1561532400000,,,0,4V/TlqPcbG,,1561509000000,1561533503821,
f6ddea90-1411-4d37-be77-81afafb07f68,0.0,,,,com.sec.android.app.shealth,1563026540418,UTC-0300,1563022200000,,,0,4V/TlqPcbG,,1562995200000,1563026540418,
a65a6cbc-cc50-0b17-7934-722f81d52638,95.3125,,,1,com.sec.android.app.shealth,1508017452911,UTC-0300,1508017440000,,,,PEzvKidhug,,1508013600000,1508017452911,
92d97f07-21f7-476d-871c-fc6bc8fcf239,0.0,,,,com.sec.android.app.shealth,1560936345089,UTC+0400,1560936000000,,,0,4V/TlqPcbG,,1560907800000,1560936345089,
86e41e4c-3f3a-8b6f-2e39-6a64bd97b62e,97.85714,,,1,com.sec.android.app.shealth,1507353263281,UTC-0300,1507352340000,,,,PEzvKidhug,,1507344000000,1507353263281,
b63266e6-dd1a-4f01-a0b6-f73a007f0344,0.0,,,,com.sec.android.app.shealth,1510328550936,UTC-0400,1510158000000,,,0,EHdtKydEi4,,1510129200000,1510328550936,
8f80c247-e847-4f8d-a07f-0a144ae3f123,0.0,,,,com.sec.android.app.shealth,1547137062203,UTC-0400,1547136600000,,,0,Mz5pMh3q+T,,1547110800000,1547137062203,
6d236a74-9793-4506-a445-17741b2e7b54,0.0,,,,com.sec.android.app.shealth,1547307182760,UTC-0400,1547305200000,,,0,Mz5pMh3q+T,,1547272800000,1547307182760,
d7d4ef87-3108-4cf6-b07c-38bde4f74a7e,0.0,,,,com.sec.android.app.shealth,1561192181432,UTC+0400,1561192177210,,,0,4V/TlqPcbG,,1561160400000,1561192181432,
91222ba6-2afd-4817-8af2-92ce91b79fd7,0.0,,,,com.sec.android.app.shealth,1484869947065,UTC-0400,1484489400000,,,0,Q2GTsbBv8Q,,1484465400000,1484869947065,
803d96d0-1003-43c2-a880-72ee9d4f502c,0.0,,,,com.sec.android.app.shealth,1510802962244,UTC-0400,1510756800000,,,0,EHdtKydEi4,,1510720200000,1510802962244,
8ee8f5ae-c03e-48b7-93a8-96ef4489555e,0.0,,,,com.sec.android.app.shealth,1561618806583,UTC+0400,1561618200000,,,0,4V/TlqPcbG,,1561591800000,1561618806583,
892bc6c7-d671-439b-a340-ca034be096ba,0.0,,,,com.sec.android.app.shealth,1566482632733,UTC-0300,1566482400000,,,0,cfxbbbfj2r,,1566457800000,1566482632733,
