com.samsung.shealth.tracker.pedometer_day_summary,6225039,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
2592,213c8499-f888-4b07-ba88-0571e9de73e2.binning_data.json,1435830,10000,39,2016-02-21 05:00:04.827,com.sec.android.app.shealth,2016-02-21 05:00:04.827,,2.4722226,2031.13,106.98,2553,OBFuvbOf82,com.sec.android.app.shealth,0,213c8499-f888-4b07-ba88-0571e9de73e2.achievement.json,213c8499-f888-4b07-ba88-0571e9de73e2,1455926400000,
8755,cd393b54-5681-4597-a3b2-41c3b5dd5674.binning_data.json,0,0,0,2016-03-15 19:23:37.322,com.sec.android.app.shealth,2016-03-15 19:23:37.322,,0.0,7108.25,480.039,8755,VfS0qUERdZ,com.sec.android.app.shealth,0,cd393b54-5681-4597-a3b2-41c3b5dd5674.achievement.json,cd393b54-5681-4597-a3b2-41c3b5dd5674,1402617600000,
204,672c4345-b06c-4d78-82d9-0bab846d8adb.binning_data.json,88286,10000,10,2016-02-11 05:00:04.400,com.sec.android.app.shealth,2016-02-11 05:00:04.400,,2.5555558,154.99,12.59,194,OBFuvbOf82,com.sec.android.app.shealth,0,672c4345-b06c-4d78-82d9-0bab846d8adb.achievement.json,672c4345-b06c-4d78-82d9-0bab846d8adb,1455062400000,
16570,83a4b5ef-1353-405a-bf44-84f090eaa479.binning_data.json,0,0,0,2016-03-15 19:23:36.534,com.sec.android.app.shealth,2016-03-15 19:23:36.534,,0.0,13249.96,835.911,16570,VfS0qUERdZ,com.sec.android.app.shealth,0,83a4b5ef-1353-405a-bf44-84f090eaa479.achievement.json,83a4b5ef-1353-405a-bf44-84f090eaa479,1402358400000,
1571,9938a274-7dc2-458b-af58-7989b4da49be.binning_data.json,939292,6000,1,2016-02-26 19:12:24.785,com.sec.android.app.shealth,2016-02-25 20:43:13.825,,2.0833333,1199.85,66.73,1570,ROm+XQMkto,com.sec.android.app.shealth,0,9938a274-7dc2-458b-af58-7989b4da49be.achievement.json,9938a274-7dc2-458b-af58-7989b4da49be,1456358400000,
9136,4fc9b053-688d-455a-9e79-e31c6b341ee3.binning_data.json,4646660,10000,1009,2016-02-08 05:00:06.137,com.sec.android.app.shealth,2016-02-08 05:00:06.137,,2.8888888,7374.48,418.61,8127,OBFuvbOf82,com.sec.android.app.shealth,3732,4fc9b053-688d-455a-9e79-e31c6b341ee3.achievement.json,4fc9b053-688d-455a-9e79-e31c6b341ee3,1454803200000,
2755,31760d1f-20e8-4037-a975-9e05f5cf7b1b.binning_data.json,1566555,6000,0,2016-02-18 07:32:45.321,com.sec.android.app.shealth,2016-02-17 07:32:36.861,,2.0277777,2107.62,117.62,2755,ROm+XQMkto,com.sec.android.app.shealth,0,31760d1f-20e8-4037-a975-9e05f5cf7b1b.achievement.json,31760d1f-20e8-4037-a975-9e05f5cf7b1b,1455667200000,
2091,6ed8a4da-d806-4336-b05e-704a5ad73d19.binning_data.json,997602,10000,116,2016-03-15 04:01:12.244,com.sec.android.app.shealth,2016-03-14 16:00:04.267,,3.6388888,1720.62,96.22,1975,OBFuvbOf82,com.sec.android.app.shealth,0,6ed8a4da-d806-4336-b05e-704a5ad73d19.achievement.json,6ed8a4da-d806-4336-b05e-704a5ad73d19,1457913600000,
4366,902cc5d2-d8df-4f2e-a2a8-cacd2b2f0bfb.binning_data.json,0,0,0,2016-03-15 19:23:54.372,com.sec.android.app.shealth,2016-03-15 19:23:54.372,,0.0,3203.4,189.23,4366,VfS0qUERdZ,com.sec.android.app.shealth,0,902cc5d2-d8df-4f2e-a2a8-cacd2b2f0bfb.achievement.json,902cc5d2-d8df-4f2e-a2a8-cacd2b2f0bfb,1409875200000,
3777,1735685e-3c97-4e77-84b6-27f44d82a453.binning_data.json,2105659,6000,0,2016-02-23 00:56:11.058,com.sec.android.app.shealth,2016-02-23 00:56:11.058,,1.9444443,2931.74,161.46,3777,ROm+XQMkto,com.sec.android.app.shealth,0,1735685e-3c97-4e77-84b6-27f44d82a453.achievement.json,1735685e-3c97-4e77-84b6-27f44d82a453,1456099200000,
